index,energy_cm-1,gap_cm-1
177,293133.1,394.9000000000233
178,293528.0,1526.0
179,295054.0,240.0
180,295294.0,232.0
181,295526.0,214.0
182,295740.0,9.0
183,295749.0,827.0
184,296576.0,42.0
185,296618.0,190.0
186,296808.0,240.0
187,297048.0,26.0
188,297074.0,47.0
189,297121.0,524.0
190,297645.0,79.0
191,297724.0,124.0
192,297848.0,502.0
193,298350.0,636.0
194,298986.0,1054.0
195,300040.0,581.0
196,300621.0,156.0
197,300777.0,646.0
198,301423.0,63.0
199,301486.0,102.0
200,301588.0,388.0
201,301976.0,166.0
202,302142.0,277.0
203,302419.0,39.0
204,302458.0,228.0
205,302686.0,144.0
206,302830.0,403.0
207,303233.0,168.0
208,303401.0,282.0
209,303683.0,56.0
210,303739.0,235.0
211,303974.0,80.0
212,304054.0,36.0
213,304090.0,281.0
214,304371.0,80.0
215,304451.0,96.0
216,304547.0,62.0
217,304609.0,158.0
218,304767.0,58.0
219,304825.0,117.0
220,304942.0,105.0
221,305047.0,96.0
222,305143.0,71.0
223,305214.0,18.0
224,305232.0,87.0
225,305319.0,38.0
226,305357.0,50.0
227,305407.0,99.0
228,305506.0,56.0
229,305562.0,85.0
230,305647.0,42.0
231,305689.0,75.0
232,305764.0,84.0
233,305848.0,49.0
234,305897.0,66.0
235,305963.0,153.0
236,306116.0,52.0
237,306168.0,101.0
238,306269.0,57.0
239,306326.0,47.77000000001863
240,306373.77,69.22999999998137
241,306443.0,81.0
242,306524.0,188.0
243,306712.0,187.0
244,306899.0,132.0
245,307031.0,81.0
246,307112.0,27.070000000006985
247,307139.07,64.92999999999302
248,307204.0,63.0
249,307267.0,45.0
250,307312.0,40.0
251,307352.0,51.0
252,307403.0,121.0
253,307524.0,207.07000000000698
254,307731.07,70.92999999999302
255,307802.0,393.0
256,308195.0,183.0
257,308378.0,263.0
258,308641.0,132.0
259,308773.0,175.0
260,308948.0,96.0
261,309044.0,129.0
262,309173.0,74.0
263,309247.0,99.0
264,309346.0,57.0
265,309403.0,70.0
266,309473.0,51.0
267,309524.0,64.0
268,309588.0,25.0
269,309613.0,80.0
270,309693.0,58.0
271,309751.0,48.0
272,309799.0,38.0
273,309837.0,48.0
274,309885.0,29.0
275,309914.0,298.4099999999744
276,310212.41,768.5900000000256
277,310981.0,1375.0
278,312356.0,11474.0
279,323830.0,3010.0
280,326840.0,3025.0
281,329865.0,1514.0
282,331379.0,913.0
283,332292.0,210.0
284,332502.0,361.0
285,332863.0,196.0
286,333059.0,181.0
287,333240.0,278.0
288,333518.0,210.0
289,333728.0,138.0
290,333866.0,119.0
291,333985.0,59.0
292,334044.0,41.0
293,334085.0,84.0
294,334169.0,44.0
295,334213.0,403.0
296,334616.0,1394.0
297,336010.0,249.0
298,336259.0,464.0
299,336723.0,534.0
300,337257.0,161.0
301,337418.0,731.0
302,338149.0,20.0
303,338169.0,132.0
304,338301.0,544.0
305,338845.0,12.0
306,338857.0,138.0
307,338995.0,253.0
308,339248.0,23.0
309,339271.0,241.0
310,339512.0,58.0
311,339570.0,58.0
312,339628.0,300.0
313,339928.0,0.0
314,339928.0,243.0
315,340171.0,23.0
316,340194.0,185.0
317,340379.0,23.0
318,340402.0,151.0
319,340553.0,0.0
320,340553.0,116.0
321,340669.0,35.0
322,340704.0,58.0
323,340762.0,58.0
324,340820.0,128.0
325,340948.0,70.0
326,341018.0,93.0
327,341111.0,89.0
328,341200.0,180.0
329,341380.0,30.0
330,341410.0,120.0
331,341530.0,1084.0
332,342614.0,2865.0
333,345479.0,1547.0
334,347026.0,897.0
335,347923.0,577.0
336,348500.0,393.0
337,348893.0,273.0
338,349166.0,216.0
339,349382.0,134.0
340,349516.0,122.0
341,349638.0,98.0
342,349736.0,86.0
343,349822.0,49.0
344,349871.0,61.0
345,349932.0,49.0
346,349981.0,24.0
347,350005.0,11.0
348,350016.0,431.0
349,350447.0,1306.0
350,351753.0,3866.0
351,355619.0,5207.0
352,360826.0,300.0
353,361126.0,292.0
354,361418.0,632.0
355,362050.0,151.0
356,362201.0,657.0
357,362858.0,1908.0
358,364766.0,224.0
359,364990.0,1215.0
360,366205.0,1.0
361,366206.0,219.0
362,366425.0,507.0
363,366932.0,283.0
364,367215.0,189.0
365,367404.0,550.0
366,367954.0,333.0
367,368287.0,458.0
368,368745.0,0.0
369,368745.0,204.0
370,368949.0,82.0
371,369031.0,300.0
372,369331.0,123.0
373,369454.0,191.0
374,369645.0,347.0
375,369992.0,104.0
376,370096.0,41.0
377,370137.0,69.0
378,370206.0,82.0
379,370288.0,247.0
380,370535.0,96.0
381,370631.0,14.0
382,370645.0,179.0
383,370824.0,82.0
384,370906.0,110.0
385,371016.0,0.0
386,371016.0,221.0
387,371237.0,0.0
388,371237.0,206.0
389,371443.0,28.0
390,371471.0,83.0
391,371554.0,14.0
392,371568.0,96.0
393,371664.0,166.0
394,371830.0,111.0
395,371941.0,0.0
396,371941.0,0.0
397,371941.0,207.0
398,372148.0,70.0
399,372218.0,55.0
400,372273.0,125.0
401,372398.0,152.0
402,372550.0,56.0
403,372606.0,56.0
404,372662.0,97.0
405,372759.0,41.0
406,372800.0,251.0
407,373051.0,125.0
408,373176.0,195.0
409,373371.0,84.0
410,373455.0,153.0
411,373608.0,28.0
412,373636.0,140.0
413,373776.0,140.0
414,373916.0,84.0
415,374000.0,70.0
416,374070.0,161260.0
417,535330.0,11270.0
418,546600.0,13000.0
419,559600.0,12750.0
420,572350.0,3400.0
421,575750.0,10450.0
422,586200.0,5200.0
423,591400.0,3200.0
424,594600.0,1800.0
425,596400.0,3600.0
426,600000.0,18900.0
427,618900.0,10800.0
428,629700.0,6900.0
