index,energy_cm-1,raw_gap_cm-1,normalized_gap,scale
31,426717.4609726,6.839999696239829e-05,6.233505487613696e-10,micro
32,426717.461041,0.021579810010734946,1.966635527740244e-07,micro
33,426717.48262081,4.2490020859986544e-05,3.872248391255773e-10,micro
34,426717.4826633,0.014417910017073154,1.3139491988684256e-07,micro
35,426717.49708121,3234.2179560899967,0.029474438995236562,macro
36,429951.7150373,0.011030299996491522,1.0052257106963533e-07,micro
37,429951.7260676,0.12534440000308678,1.1423026899992596e-06,micro
38,429951.851412,0.00023329997202381492,2.1261355562194475e-09,micro
39,429951.8516453,0.04521700000623241,4.1207665232386797e-07,micro
40,429951.8968623,8.269998943433166e-05,7.536708492076311e-10,micro
41,429951.896945,0.02263910003239289,2.0631719379188755e-07,micro
42,429951.9195841,4.4199987314641476e-05,4.0280829782746363e-10,micro
43,429951.9196283,0.013588399975560606,1.2383533563913905e-07,micro
44,429951.9332167,2.6800029445439577e-05,2.442370439112644e-10,micro
45,429951.9332435,0.009061159973498434,8.257718264227189e-08,micro
46,429951.94230466,1.8340011592954397e-05,1.6713825728738976e-10,micro
47,429951.942323,0.006486100028268993,5.910985660080136e-08,micro
48,429951.9488091,2099.122349299956,0.01912995798921895,macro
49,432051.0711584,0.007391999999526888,6.736560615173991e-08,micro
50,432051.0785504,0.08396780001930892,7.652248032861013e-07,micro
51,432051.1625182,0.0001571999746374786,1.4326124971820443e-09,micro
52,432051.1626754,0.030290800030343235,2.760495271909924e-07,micro
53,432051.1929662,5.500001134350896e-05,5.012322920380399e-10,micro
54,432051.1930212,0.01516710000578314,1.382225223916442e-07,micro
55,432051.2081883,2.889998722821474e-05,2.633746154668335e-10,micro
56,432051.2082172,0.009103799995500594,8.296577448868461e-08,micro
57,432051.217321,1.8000020645558834e-05,1.6403981352942542e-10,micro
58,432051.217339,0.006070239993277937,5.531999413688777e-08,micro
59,432051.22340924,1.2259988579899073e-05,1.1172910743387045e-10,micro
60,432051.2234215,0.004336319980211556,3.95182391712052e-08,micro
61,432051.22775782,8.920032996684313e-06,8.129104839740523e-11,micro
62,432051.22776674,0.003259169985540211,2.970183463765233e-08,micro
63,432051.23102591,1439.146300190012,0.013115389997232014,macro
64,433490.3773261,0.005192000011447817,4.7316318713935153e-08,micro
65,433490.3825181,0.05897199996979907,5.374302657197196e-07,micro
66,433490.4414901,0.00011000002268701792,1.0024645840760797e-09,micro
67,433490.4416001,0.021273999998811632,1.938766105632826e-07,micro
68,433490.4628741,3.9000005926936865e-05,3.554192423373517e-10,micro
69,433490.4629131,0.010652199969626963,9.707682736057819e-08,micro
70,433490.4735653,2.0799983758479357e-05,1.8955675242505258e-10,micro
71,433490.4735861,0.006393379997462034,5.826486998309052e-08,micro
72,433490.47997948,1.2720003724098206e-05,1.1592136920740103e-10,micro
73,433490.4799922,0.004263290029484779,3.885269440683075e-08,micro
74,433490.48425549,8.589995559304953e-06,7.828331408690057e-11,micro
75,433490.48426408,0.003045500023290515,2.7754593495296886e-08,micro
76,433490.48730958,6.209942512214184e-06,5.659314685194019e-11,micro
77,433490.48731579,0.002284325018990785,2.0817767797855538e-08,micro
78,433490.489600115,4.7549838200211525e-06,4.333365358467835e-11,micro
79,433490.48960487,0.0017804650124162436,1.6225934091052767e-08,micro
80,433490.491385335,1029.4099731650203,0.009381334797801181,meso
81,434519.9013585,0.003785800014156848,3.45011786714373e-08,micro
82,434519.9051443,0.04298989998642355,3.9178039382757763e-07,micro
83,434519.9481342,8.059997344389558e-05,7.345327471874569e-10,micro
84,434519.9482148,0.015508400043472648,1.413328962985756e-07,micro
85,434519.9637232,2.8999987989664078e-05,2.642859536582704e-10,micro
86,434519.9637522,0.007764699985273182,7.076213759845946e-08,micro
87,434519.9715169,1.4999997802078724e-05,1.3669966778631952e-10,micro
88,434519.9715319,0.004660949984099716,4.247669385036743e-08,micro
89,434519.97619285,9.25001222640276e-06,8.429825224330487e-11,micro
90,434519.9762021,0.0031079400214366615,2.83236287122203e-08,micro
91,434519.97931004,6.310001481324434e-06,5.7505015507982085e-11,micro
92,434519.97931635,0.0022201499668881297,2.023292049198547e-08,micro
93,434519.9815365,4.569999873638153e-06,4.164783706990166e-11,micro
94,434519.98154107,0.0016652170452289283,1.5175643348652034e-08,micro
95,434519.983206287,3.472960088402033e-06,3.1650170658952545e-11,micro
96,434519.98320976,0.0012952290126122534,1.1803826778345314e-08,micro
97,434519.984504989,2.728018444031477e-06,2.4861284643813444e-11,micro
98,434519.984507717,0.001038412970956415,9.463381930301031e-09,micro
99,434519.98554613,761.64519587002,0.006941110700166192,meso
100,435281.630742,0.0028446000069379807,2.5923728860779958e-08,micro
101,435281.6335866,0.03229850000934675,2.9434632454827923e-07,micro
102,435281.6658851,6.0699996538460255e-05,5.531780384853361e-10,micro
103,435281.6659458,0.011651499953586608,1.0618376041674351e-07,micro
104,435281.6775973,2.150004729628563e-05,1.9593665022971567e-10,micro
105,435281.6776188,0.005833999952301383,5.316706481346839e-08,micro
106,435281.6834528,1.1300027836114168e-05,1.0298068516776058e-10,micro
107,435281.6834641,0.003501819970551878,3.1913179784306515e-08,micro
108,435281.68696592,6.980029866099358e-06,6.361119357645108e-11,micro
109,435281.6869729,0.0023349800030700862,2.1279402498522105e-08,micro
110,435281.68930788,4.739966243505478e-06,4.319679371658131e-11,micro
111,435281.68931262,0.0016680300468578935,1.5201279111619187e-08,micro
112,435281.69098065,3.430002834647894e-06,3.1258687780442415e-11,micro
113,435281.69098408,0.0012511109816841781,1.1401765374681728e-08,micro
114,435281.692235191,2.608983777463436e-06,2.377648452653266e-11,micro
115,435281.6922378,0.0009731249883770943,8.868392141182839e-09,micro
116,435281.693210925,2.0459992811083794e-06,1.8645830866708826e-11,micro
117,435281.693212971,0.0007785220514051616,7.0949147590315774e-09,micro
118,435281.693991493,1.6519916243851185e-06,1.505511595527918e-11,micro
119,435281.693993145,0.0006383489817380905,5.817473768112112e-09,micro
120,435281.694631494,579.2925126060145,0.005279273708518166,meso
121,435860.9871441,0.002191399980802089,1.997091288380579e-08,micro
122,435860.9893355,0.04742942500161007,4.322391727362618e-07,micro
123,435861.036764925,450.82505097502144,0.004108509581881107,meso
124,436311.8618159,0.001723589957691729,1.5707613942692984e-08,micro
125,436311.86353949,0.037577047012746334,3.4245137304763285e-07,micro
126,436311.901116537,357.7153725629905,0.00325997198377214,meso
127,436669.6164891,0.0013800800079479814,1.2577100416567122e-08,micro
128,436669.61786918,0.030273314041551203,2.7589017191039e-07,micro
129,436669.648142494,288.58615520596504,0.002629975821657765,meso
130,436958.2342977,0.0011221999884583056,1.0226959206007546e-08,micro
131,436958.2354199,0.024745109025388956,2.2550991191733068e-07,micro
132,436958.260165009,236.1863680909737,0.0021524401856391705,meso
133,437194.4465331,0.0009246100089512765,8.426259971720098e-09,micro
134,437194.44745771,0.02048439998179674,1.8668073884155146e-07,micro
135,437194.46794211,195.74529744003667,0.001783888070108857,meso
136,437390.21323955,0.0007708299672231078,7.024814391941828e-09,micro
137,437390.21401038,0.017147837032098323,1.5627359793459025e-07,micro
138,437390.231158217,164.03632463299436,0.0014949142911948744,meso
139,437554.26748285,0.0006494399858638644,5.91854955488322e-09,micro
140,437554.26813229,0.014498033036943525,1.3212510600705643e-07,micro
141,437554.282630323,138.82382991694612,0.0012651449474106705,meso
142,437693.10646024,0.0005522700375877321,5.0330094485826475e-09,micro
143,437693.10701251,0.01236706500640139,1.1270492837222983e-07,micro
144,437693.119379575,118.52545406500576,0.0010801595046009678,meso
145,437811.64483364,0.00047339999582618475,4.314242109456602e-09,micro
146,437811.64530704,0.01063393900403753,9.691040947422443e-08,micro
147,437811.655940979,1097.2228990209987,0.009999335184097631,meso
