state_id,order
266,0.386180848
267,0.385361536
268,0.395700899
269,0.369091355
270,0.380614593
271,0.392171335
272,0.367428378
273,0.416554599
274,0.389368515
275,0.367502814
276,0.401436443
277,0.362211337
278,0.367841688
279,0.389713207
280,0.402209203
281,0.373713349
282,0.418845778
283,0.393344335
284,0.387733652
285,0.389141162
286,0.370876063
287,0.378272841
288,0.379971958
289,0.409662094
290,0.416000741
291,0.387406795
292,0.363155797
293,0.383491584
294,0.378086405
295,0.382983912
296,0.382855236
297,0.38666537
298,0.382996995
299,0.401294845
300,0.410371012
301,0.381646015
302,0.389523634
303,0.374000007
304,0.374771267
305,0.399031436
306,0.390676032
307,0.374397495
308,0.395607192
309,0.405823377
310,0.378248524
311,0.389622332
312,0.392589862
313,0.38409515
314,0.4035414
315,0.405183775
316,0.397087694
317,0.387382765
318,0.39587361
319,0.394836803
320,0.385957648
321,0.376171916
322,0.399154217
323,0.393848591
324,0.387877164
325,0.400324717
326,0.413335974
327,0.378912687
328,0.372549019
329,0.394534287
330,0.408734475
331,0.413719981
332,0.375074912
333,0.402899063
334,0.416593989
335,0.387423051
336,0.374288755
337,0.379118457
338,0.387865258
339,0.381902304
340,0.422634088
341,0.410315341
342,0.38034186
343,0.387531843
344,0.388897825
345,0.390743849
346,0.396423947
347,0.396297038
348,0.399758
349,0.406377725
350,0.39784223
351,0.404127939
352,0.406689095
353,0.37850161
354,0.414161041
355,0.402954653
356,0.366941182
357,0.373388312
358,0.402759826
359,0.389540811
360,0.379253489
361,0.40063719
362,0.414797322
363,0.418959255
364,0.378640373
365,0.394480863
366,0.358446721
367,0.38492809
368,0.401036239
369,0.401022767
370,0.382926053
371,0.400376368
372,0.382924546
373,0.394877153
374,0.381592503
375,0.398920255
376,0.395839861
377,0.406395719
378,0.416206344
379,0.384976594
380,0.375919242
381,0.400314082
382,0.413550943
383,0.391890736
384,0.398449092
385,0.396247339
386,0.374315152
387,0.409027409
388,0.395888549
389,0.397188536
390,0.37220171
391,0.388586568
392,0.375918086
393,0.381885525
394,0.416452488
395,0.393118293
396,0.374749157
397,0.395836868
398,0.381780444
399,0.388466575
400,0.412901756
401,0.383723013
402,0.405798087
403,0.410936707
404,0.39127017
405,0.398230053
406,0.383621458
407,0.398489154
408,0.392544343
409,0.380901299
410,0.399960784
411,0.410850428
412,0.375172397
413,0.41298543
414,0.394791904
415,0.402955043
416,0.367673127
417,0.360250449
418,0.410565915
419,0.390176469
420,0.404713325
421,0.385607402
422,0.379455771
423,0.367046546
424,0.373306235
425,0.380229351
426,0.416842615
427,0.388292911
428,0.423917308
429,0.368168693
430,0.403736711
431,0.39843947
432,0.377260188
433,0.404208582
434,0.369537991
435,0.377734354
436,0.358394312
437,0.404364306
438,0.400766182
439,0.406560979
440,0.413982549
441,0.383555298
442,0.388983513
443,0.39313038
444,0.378174285
445,0.375231934
446,0.375019646
447,0.391261482
448,0.405984881
449,0.378934979
450,0.382512212
451,0.397878223
452,0.407639202
453,0.390696413
454,0.394993014
455,0.363375056
456,0.399346935
457,0.368326476
458,0.404233502
459,0.381211753
460,0.372688575
461,0.385210238
462,0.402182209
463,0.368422159
464,0.374769026
465,0.423413025
466,0.387221656
467,0.377548664
468,0.357902256
469,0.402246165
470,0.375038891
471,0.374508603
472,0.371139302
473,0.386823048
474,0.383365738
475,0.388098335
476,0.370614381
477,0.385549263
478,0.357065099
479,0.426567354
480,0.375740649
481,0.402104656
482,0.403613543
483,0.392355905
484,0.380306683
485,0.397135689
486,0.38394079
487,0.403403237
488,0.389253152
489,0.387899365
490,0.37752655
491,0.384140398
492,0.387841243
493,0.401107467
494,0.40074933
495,0.397533501
496,0.411329374
497,0.399634265
498,0.385280039
499,0.390840931
