filename,epsilon,regular,device,initial_state,disorder,q,closure,similarity,support,n_pairs
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,Brooklyn,standard_untagged,standard_or_unspecified,1,0.010335270952323667,0.010527857573794413,0.9304188881399846,50
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,Brooklyn,standard_untagged,standard_or_unspecified,2,0.8204607564808867,0.8878005386603884,0.9196745723218486,49
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,Brooklyn,standard_untagged,standard_or_unspecified,3,0.006945409893658712,0.0074005168182545225,0.9091166240937536,48
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,Brooklyn,standard_untagged,standard_or_unspecified,4,0.7829204977093797,0.8588123712139704,0.900056675447245,47
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,Brooklyn,standard_untagged,standard_or_unspecified,5,0.009904239251966969,0.010596435903543939,0.8931572891456999,46
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,Brooklyn,standard_untagged,standard_or_unspecified,6,0.7463783165888708,0.8257793658038028,0.8883624814978406,45
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,Brooklyn,standard_untagged,standard_or_unspecified,7,0.009417389785497885,0.010297971619182701,0.885825265168246,44
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,Brooklyn,standard_untagged,standard_or_unspecified,8,0.7202351335265446,0.797645931483383,0.885703146527958,43
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,Brooklyn,standard_untagged,standard_or_unspecified,9,0.01238347622105263,0.013386305809605195,0.8881586606195361,42
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,Brooklyn,standard_untagged,standard_or_unspecified,10,0.714205484258427,0.7837705633496955,0.8935999501585408,41
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,1,0.022925807754871377,0.023198776532307366,0.9281024583682123,50
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,2,0.7609508691542086,0.8308714567422157,0.9174055605631422,49
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,3,0.016572513973908035,0.017240573468251152,0.9066245775294034,48
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,4,0.7289786824539419,0.8078427162745921,0.8977821366764257,47
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,5,0.02234644008511364,0.023399786107280166,0.891097744323775,46
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,6,0.7021417243982035,0.7843961802740468,0.8862845356803088,45
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,7,0.022993724720082476,0.024370383707656703,0.8837000933094068,44
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,8,0.6819030056096701,0.7623600461043033,0.8834999125324104,43
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,9,0.026285724747520483,0.027866163023106065,0.8856133434236193,42
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,10,0.6563951707109535,0.7296601767990091,0.8906824322295455,41
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,1,0.013111500307933576,0.013493237899621518,0.9263923457776463,50
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,2,0.8007649184803788,0.8706439645371654,0.9152325264726503,49
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,3,0.019348907513394003,0.020379214864557193,0.9041515842133729,48
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,4,0.7516361345560506,0.8299945892720999,0.8950984163696519,47
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,5,0.0186748771639202,0.020262561001495812,0.88774859603975,46
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,6,0.7270264867420824,0.8081147835985634,0.8824629282192,45
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,7,0.020918897819427854,0.023076207711178222,0.8797916311332729,44
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,8,0.69791121449991,0.776311233229829,0.8799171027401976,43
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,9,0.025021724972556805,0.027489989155635306,0.8826101326041343,42
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,Brooklyn,standard_untagged,standard_or_unspecified,10,0.6856066025012333,0.7561311218317182,0.8877872205424853,41
NewFloq_REF_Bro57_Eps004_T50_5IT_01Sep.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,1,0.007428498413427063,0.007620822390042845,0.9302637197021459,50
NewFloq_REF_Bro57_Eps004_T50_5IT_01Sep.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,2,0.8285039511052232,0.8964108146874621,0.9197174891549886,49
NewFloq_REF_Bro57_Eps004_T50_5IT_01Sep.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,3,0.008112386578534837,0.008638459382904078,0.9088749903030546,48
NewFloq_REF_Bro57_Eps004_T50_5IT_01Sep.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,4,0.7865864904285627,0.8646746236762953,0.8996195771274499,47
NewFloq_REF_Bro57_Eps004_T50_5IT_01Sep.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,5,0.008709040736465586,0.009571884750750702,0.8925926191862499,46
NewFloq_REF_Bro57_Eps004_T50_5IT_01Sep.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,6,0.7440979686465383,0.8259856491829756,0.8875346181963961,45
NewFloq_REF_Bro57_Eps004_T50_5IT_01Sep.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,7,0.010694714831840344,0.011871122385366807,0.8849785867917688,44
NewFloq_REF_Bro57_Eps004_T50_5IT_01Sep.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,8,0.7176479154072707,0.7976405234982537,0.885160513480209,43
NewFloq_REF_Bro57_Eps004_T50_5IT_01Sep.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,9,0.013164617988136335,0.014555693411060241,0.8877324219540865,42
NewFloq_REF_Bro57_Eps004_T50_5IT_01Sep.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,10,0.7028773685842711,0.7749079709849452,0.8933946931255906,41
NewFloq_REF_Bro57_Eps004_T50_5IT_12Jul.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,1,0.00757781368122874,0.008021036932955172,0.9224514108185494,50
NewFloq_REF_Bro57_Eps004_T50_5IT_12Jul.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,2,0.80085167070305,0.8734622984984143,0.911607623875028,49
NewFloq_REF_Bro57_Eps004_T50_5IT_12Jul.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,3,0.010469025163688713,0.011668620663595046,0.8992995842414316,48
NewFloq_REF_Bro57_Eps004_T50_5IT_12Jul.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,4,0.7591629180711383,0.8408012772216421,0.8895957481828652,47
NewFloq_REF_Bro57_Eps004_T50_5IT_12Jul.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,5,0.008388889388763893,0.010422467823447272,0.8815723499816643,46
NewFloq_REF_Bro57_Eps004_T50_5IT_12Jul.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,6,0.7441505648158738,0.8282578250639018,0.8763530107312502,45
NewFloq_REF_Bro57_Eps004_T50_5IT_12Jul.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,7,0.011067955212816206,0.013883732348244053,0.8734754670598227,44
NewFloq_REF_Bro57_Eps004_T50_5IT_12Jul.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,8,0.7272071720376565,0.8085599637028954,0.8733843350842019,43
NewFloq_REF_Bro57_Eps004_T50_5IT_12Jul.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,9,0.013669802979150738,0.01688186962496787,0.8760993600504967,42
NewFloq_REF_Bro57_Eps004_T50_5IT_12Jul.dat,0.04,True,Brooklyn,standard_untagged,standard_or_unspecified,10,0.7161239854074645,0.7888575349725198,0.8824741576403065,41
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_PolND_RefDis.dat,0.05,False,Brooklyn,polarized,no_disorder_tagged,1,0.01516015097811615,0.02942026871000425,0.5191082344598275,50
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_PolND_RefDis.dat,0.05,False,Brooklyn,polarized,no_disorder_tagged,2,0.4102357174660597,0.8096791212786107,0.5061748590508363,49
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_PolND_RefDis.dat,0.05,False,Brooklyn,polarized,no_disorder_tagged,3,0.01693192440255319,0.03432479234238996,0.49275542663753313,48
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_PolND_RefDis.dat,0.05,False,Brooklyn,polarized,no_disorder_tagged,4,0.3773216832297287,0.784921004022831,0.48201257348445986,47
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_PolND_RefDis.dat,0.05,False,Brooklyn,polarized,no_disorder_tagged,5,0.017566479923534443,0.03719205963596748,0.4713072591128068,46
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_PolND_RefDis.dat,0.05,False,Brooklyn,polarized,no_disorder_tagged,6,0.3365184432059229,0.7310323270945356,0.4627612677929385,45
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_PolND_RefDis.dat,0.05,False,Brooklyn,polarized,no_disorder_tagged,7,0.021881348625862142,0.04751384761075423,0.45414102979155246,44
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_PolND_RefDis.dat,0.05,False,Brooklyn,polarized,no_disorder_tagged,8,0.30950032822161455,0.6949658200029553,0.44715522750357445,43
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_PolND_RefDis.dat,0.05,False,Brooklyn,polarized,no_disorder_tagged,9,0.020550844207038985,0.046953839234578514,0.4406571911364197,42
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_PolND_RefDis.dat,0.05,False,Brooklyn,polarized,no_disorder_tagged,10,0.29284321824375353,0.671169201239401,0.4368553923160796,41
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_RND_RefDis.dat,0.05,False,Brooklyn,random,reference_disorder_tagged,1,0.0440416010182505,0.0792505746132119,0.504469418614943,50
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_RND_RefDis.dat,0.05,False,Brooklyn,random,reference_disorder_tagged,2,0.31102154928485326,0.6465669801908586,0.4836810264095993,49
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_RND_RefDis.dat,0.05,False,Brooklyn,random,reference_disorder_tagged,3,0.0458301373332799,0.09505604135800709,0.46309371760858314,48
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_RND_RefDis.dat,0.05,False,Brooklyn,random,reference_disorder_tagged,4,0.28486547264276674,0.6345619228675976,0.4466377515629248,47
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_RND_RefDis.dat,0.05,False,Brooklyn,random,reference_disorder_tagged,5,0.03470802283782196,0.08169662787512338,0.4317843633393629,46
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_RND_RefDis.dat,0.05,False,Brooklyn,random,reference_disorder_tagged,6,0.22562641540241482,0.5458122180173349,0.4196165329097308,45
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_RND_RefDis.dat,0.05,False,Brooklyn,random,reference_disorder_tagged,7,0.05204268225856077,0.12450606041149491,0.40993464582823014,44
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_RND_RefDis.dat,0.05,False,Brooklyn,random,reference_disorder_tagged,8,0.21882313384196997,0.5474968053566157,0.40228545602690247,43
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_RND_RefDis.dat,0.05,False,Brooklyn,random,reference_disorder_tagged,9,0.04381687583936272,0.11093175613933644,0.3971456292984169,42
NewFloq_REF_Bro57_Eps005_T50_5IT_02Sep_RND_RefDis.dat,0.05,False,Brooklyn,random,reference_disorder_tagged,10,0.1964849637212762,0.5023647372499109,0.39389693955405825,41
NewFloq_REF_Bro57_Eps005_T50_5IT_13Jul.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,1,0.024504240515293863,0.0255113104323202,0.8886857187978374,50
NewFloq_REF_Bro57_Eps005_T50_5IT_13Jul.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,2,0.6998784576830716,0.8023472595373404,0.8785318382945648,49
NewFloq_REF_Bro57_Eps005_T50_5IT_13Jul.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,3,0.02855276208991847,0.030616812971885992,0.8650664373359783,48
NewFloq_REF_Bro57_Eps005_T50_5IT_13Jul.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,4,0.6921308174466052,0.8024809934426868,0.8558233638110487,47
NewFloq_REF_Bro57_Eps005_T50_5IT_13Jul.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,5,0.027741804978423778,0.031107529356179563,0.8468492267616459,46
NewFloq_REF_Bro57_Eps005_T50_5IT_13Jul.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,6,0.6312321652860298,0.7434018018275309,0.8418268921577262,45
NewFloq_REF_Bro57_Eps005_T50_5IT_13Jul.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,7,0.03534413099553358,0.03993223394878294,0.837664078817362,44
NewFloq_REF_Bro57_Eps005_T50_5IT_13Jul.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,8,0.6115377005115823,0.7205818098986329,0.8373490757819173,43
NewFloq_REF_Bro57_Eps005_T50_5IT_13Jul.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,9,0.03249851607622848,0.03767084227003886,0.8382978927691376,42
NewFloq_REF_Bro57_Eps005_T50_5IT_13Jul.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,10,0.6021140554710984,0.7040261004927151,0.8433851510675587,41
NewFloq_REF_Bro57_Eps005_T50_5IT_16Sep.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,1,0.049567031059725306,0.05035074316265141,0.8891758649151639,50
NewFloq_REF_Bro57_Eps005_T50_5IT_16Sep.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,2,0.6818209943065726,0.7853547142630024,0.8793485280951648,49
NewFloq_REF_Bro57_Eps005_T50_5IT_16Sep.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,3,0.05023034280953557,0.0521887992029172,0.8661185522917331,48
NewFloq_REF_Bro57_Eps005_T50_5IT_16Sep.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,4,0.6143406190520384,0.7255305734633749,0.8564846844979285,47
NewFloq_REF_Bro57_Eps005_T50_5IT_16Sep.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,5,0.05045309627307853,0.053762648771777645,0.8484531474047318,46
NewFloq_REF_Bro57_Eps005_T50_5IT_16Sep.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,6,0.6011668298113256,0.7137961374950708,0.8424468688451396,45
NewFloq_REF_Bro57_Eps005_T50_5IT_16Sep.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,7,0.05158558293221726,0.056212205131531294,0.8388661158643473,44
NewFloq_REF_Bro57_Eps005_T50_5IT_16Sep.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,8,0.5714046325111398,0.6802639208168267,0.8379884775992151,43
NewFloq_REF_Bro57_Eps005_T50_5IT_16Sep.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,9,0.058085546913694594,0.06353393041919873,0.8393995278905392,42
NewFloq_REF_Bro57_Eps005_T50_5IT_16Sep.dat,0.05,True,Brooklyn,standard_untagged,standard_or_unspecified,10,0.5387009681448013,0.6398941466400694,0.8426938547186843,41
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NEEL.dat,0.05,False,Brooklyn,neel,standard_or_unspecified,1,0.0328789168069177,0.03311101658959376,0.9035028285667169,50
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NEEL.dat,0.05,False,Brooklyn,neel,standard_or_unspecified,2,0.7470822592630592,0.8407830520344562,0.893679094939766,49
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NEEL.dat,0.05,False,Brooklyn,neel,standard_or_unspecified,3,0.026103364475946512,0.026646155928514756,0.8816117525989737,48
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NEEL.dat,0.05,False,Brooklyn,neel,standard_or_unspecified,4,0.7034368665255227,0.8081051101924881,0.872752827796896,47
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NEEL.dat,0.05,False,Brooklyn,neel,standard_or_unspecified,5,0.02864779565305859,0.029471558489412172,0.8648053080044769,46
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NEEL.dat,0.05,False,Brooklyn,neel,standard_or_unspecified,6,0.6691541925768013,0.7792498994744211,0.8596497800706283,45
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NEEL.dat,0.05,False,Brooklyn,neel,standard_or_unspecified,7,0.02908292838189249,0.0301921147551546,0.8564600023449608,44
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NEEL.dat,0.05,False,Brooklyn,neel,standard_or_unspecified,8,0.6465438256764259,0.7558921998817032,0.8558899106457529,43
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NEEL.dat,0.05,False,Brooklyn,neel,standard_or_unspecified,9,0.02839124571414186,0.02971258997734623,0.8576237305076184,42
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NEEL.dat,0.05,False,Brooklyn,neel,standard_or_unspecified,10,0.6386348402571518,0.7422204104834014,0.8609144985333569,41
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NoDIS.dat,0.05,False,Brooklyn,standard_untagged,no_disorder_tagged,1,0.042646417000664794,0.04637514652544495,0.7203873938067725,50
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NoDIS.dat,0.05,False,Brooklyn,standard_untagged,no_disorder_tagged,2,0.48695878900242284,0.7351404902514072,0.7016414822359928,49
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NoDIS.dat,0.05,False,Brooklyn,standard_untagged,no_disorder_tagged,3,0.07371758049027016,0.0841121837845084,0.6830736267418659,48
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NoDIS.dat,0.05,False,Brooklyn,standard_untagged,no_disorder_tagged,4,0.4217486492612117,0.6704283024004695,0.6661963268864953,47
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NoDIS.dat,0.05,False,Brooklyn,standard_untagged,no_disorder_tagged,5,0.0809214581782471,0.0986663542378578,0.6519953704728809,46
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NoDIS.dat,0.05,False,Brooklyn,standard_untagged,no_disorder_tagged,6,0.3634469641676935,0.6052353308336532,0.639525194604678,45
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NoDIS.dat,0.05,False,Brooklyn,standard_untagged,no_disorder_tagged,7,0.07260155411046348,0.09801785127412774,0.6283963960394321,44
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NoDIS.dat,0.05,False,Brooklyn,standard_untagged,no_disorder_tagged,8,0.3351025442154214,0.5677765939680509,0.6186207718670368,43
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NoDIS.dat,0.05,False,Brooklyn,standard_untagged,no_disorder_tagged,9,0.06258457814966809,0.09475315155834718,0.6103935280509886,42
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_NoDIS.dat,0.05,False,Brooklyn,standard_untagged,no_disorder_tagged,10,0.3209962460042473,0.5460784098364133,0.6029546610432386,41
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_POL.dat,0.05,False,Brooklyn,polarized,standard_or_unspecified,1,0.018369177822067338,0.018611801992796825,0.8977665127760721,50
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_POL.dat,0.05,False,Brooklyn,polarized,standard_or_unspecified,2,0.7437119105206795,0.8445222147533878,0.8858064452922367,49
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_POL.dat,0.05,False,Brooklyn,polarized,standard_or_unspecified,3,0.02184118928679014,0.02247203745308537,0.8743652187534235,48
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_POL.dat,0.05,False,Brooklyn,polarized,standard_or_unspecified,4,0.7038868987419424,0.814463422741097,0.8655324919037923,47
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_POL.dat,0.05,False,Brooklyn,polarized,standard_or_unspecified,5,0.022874753041391527,0.023938798791688885,0.8578195522664873,46
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_POL.dat,0.05,False,Brooklyn,polarized,standard_or_unspecified,6,0.6795507191903059,0.7946143713443029,0.8526449065016988,45
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_POL.dat,0.05,False,Brooklyn,polarized,standard_or_unspecified,7,0.01964582179937738,0.02113128791881508,0.8492959271040099,44
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_POL.dat,0.05,False,Brooklyn,polarized,standard_or_unspecified,8,0.6683296333235379,0.7824958196798154,0.848198757236823,43
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_POL.dat,0.05,False,Brooklyn,polarized,standard_or_unspecified,9,0.021755940344125983,0.02362152040075625,0.8496620941129355,42
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_POL.dat,0.05,False,Brooklyn,polarized,standard_or_unspecified,10,0.6486482572297421,0.7563930574889834,0.8530756259610541,41
NewFloq_REF_Bro57_Eps006_T50_5IT_14Jul.dat,0.06,True,Brooklyn,standard_untagged,standard_or_unspecified,1,0.014748750201550637,0.015287128802178775,0.8855564000830589,50
NewFloq_REF_Bro57_Eps006_T50_5IT_14Jul.dat,0.06,True,Brooklyn,standard_untagged,standard_or_unspecified,2,0.7689851316757161,0.875336834935824,0.8772813244451078,49
NewFloq_REF_Bro57_Eps006_T50_5IT_14Jul.dat,0.06,True,Brooklyn,standard_untagged,standard_or_unspecified,3,0.01685007646092251,0.017865657291037906,0.8624655923853112,48
NewFloq_REF_Bro57_Eps006_T50_5IT_14Jul.dat,0.06,True,Brooklyn,standard_untagged,standard_or_unspecified,4,0.7270183514412183,0.8432943315229455,0.8539094995145871,47
NewFloq_REF_Bro57_Eps006_T50_5IT_14Jul.dat,0.06,True,Brooklyn,standard_untagged,standard_or_unspecified,5,0.017438990103954156,0.019163184463376424,0.8442572369340597,46
