filename,epsilon,regular,q,residue,ladder_closure,n_pairs
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,3,0,0.013305252215654824,16
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,3,1,0.040884777747501114,16
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,3,2,0.030405720884953948,16
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,4,0,0.7283609246006448,12
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,4,1,0.7576740576731167,12
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,4,2,0.7424258626480591,12
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,4,3,0.7400930066580667,11
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,5,0,0.053786182037417626,10
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,5,1,0.026401212301310643,9
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,5,2,0.02274334640920274,9
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,5,3,0.029477953778130315,9
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,5,4,0.028256201633748868,9
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,6,0,0.6540925515216625,8
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,6,1,0.7170682435935578,8
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,6,2,0.7105295897715824,8
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,6,3,0.7136938302151898,7
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,6,4,0.7348153503887059,7
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,6,5,0.6530425396021476,7
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,7,0,0.034067180638991605,7
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,7,1,0.04201963428146254,7
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,7,2,0.0357049233895819,6
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,7,3,0.03662267106269961,6
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,7,4,0.008184307156760781,6
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,7,5,0.006707588642614321,6
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,7,6,0.04211259714549163,6
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,8,0,0.6526885761005122,6
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,8,1,0.605073488794406,6
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,8,2,0.609780450102133,6
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,8,3,0.6045442226013247,5
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,8,4,0.630169901112508,5
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,8,5,0.7384563784340432,5
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,8,6,0.783324792891521,5
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,8,7,0.7847605906213792,5
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,9,0,0.03733877823748407,5
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,9,1,0.04121961617132763,5
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,9,2,0.013938187017714404,5
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,9,3,0.040954316054578485,5
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,9,4,0.046721074050146645,5
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,9,5,0.0559223753460947,5
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,9,6,0.007287385489407544,4
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,9,7,0.03350104250697469,4
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,9,8,0.011038109471375155,4
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,10,0,0.5343399197704313,5
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,10,1,0.5243484093770778,4
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,10,2,0.566055844162543,4
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,10,3,0.7680902030170433,4
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,10,4,0.792039696346251,4
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,10,5,0.7079963693003891,4
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,10,6,0.7437549666293577,4
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,10,7,0.6364367951172651,4
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,10,8,0.6139049269838567,4
NewFloq_REF_Bro57_Eps002_T50_5IT_13Jul.dat,0.02,True,10,9,0.6096368239370067,4
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,1,0,0.010335270952323667,50
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,2,0,0.8029191005649707,25
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,2,1,0.8387333147266322,24
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,3,0,0.002748106558941385,16
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,3,1,0.007687526518726713,16
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,3,2,0.010400596603308035,16
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,4,0,0.761037753907698,12
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,4,1,0.8013428785673157,12
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,4,2,0.7756651713241273,12
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,4,3,0.794610340613741,11
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,5,0,0.020180639144978828,10
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,5,1,0.005627974040922448,9
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,5,2,0.005949736506048752,9
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,5,3,0.005364553347856241,9
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,5,4,0.011256471009693922,9
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,6,0,0.7153297278517741,8
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,6,1,0.809830253567897,8
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,6,2,0.7505669599993257,8
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,6,3,0.7630313200792377,7
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,6,4,0.7166614060211669,7
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,6,5,0.7176228046349113,7
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,7,0,0.00524843602442089,7
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,7,1,0.020221964843565476,7
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,7,2,0.008200231213732733,6
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,7,3,0.0031425371078812607,6
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,7,4,0.008753608675125188,6
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,7,5,0.009895175191070046,6
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,7,6,0.009353838559857849,6
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,8,0,0.6968288364431179,6
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,8,1,0.6780187070305873,6
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,8,2,0.6567034680821243,6
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,8,3,0.6783187298111054,5
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,8,4,0.6331393999401417,5
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,8,5,0.8498661580200609,5
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,8,6,0.8027208501273971,5
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,8,7,0.7921157965625822,5
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,9,0,0.004777441597336608,5
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,9,1,0.011247710302610127,5
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,9,2,0.011033527464914122,5
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,9,3,0.006513275775874181,5
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,9,4,0.01869731605291704,5
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,9,5,0.03206527404788155,5
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,9,6,0.008651468745820089,4
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,9,7,0.004620833226726433,4
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,9,8,0.011336016796589042,4
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,10,0,0.5849848099509801,5
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,10,1,0.5872314672032444,4
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,10,2,0.5782398347281317,4
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,10,3,0.8398898469892124,4
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,10,4,0.8097707681062588,4
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,10,5,0.8169354866862097,4
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,10,6,0.7589133778965426,4
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,10,7,0.746840799731499,4
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,10,8,0.7368150780873814,4
NewFloq_REF_Bro57_Eps002_T50_5IT_9Jul.dat,0.02,True,10,9,0.7147385417816718,4
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,1,0,0.022925807754871377,50
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,2,0,0.7456778508032182,25
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,2,1,0.7768602632698238,24
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,3,0,0.007705588166958673,16
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,3,1,0.019775853008638006,16
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,3,2,0.022236100746127425,16
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,4,0,0.6682009863490634,12
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,4,1,0.7960431167487861,12
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,4,2,0.6894094199464393,12
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,4,3,0.7652868908003453,11
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,5,0,0.027245836458696042,10
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,5,1,0.012923941749496097,9
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,5,2,0.00906576654478268,9
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,5,3,0.031207212416915944,9
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,5,4,0.030745065880834952,9
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,6,0,0.6701606877354993,8
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,6,1,0.7254385505872689,8
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,6,2,0.6948423769343227,8
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,6,3,0.7402865692728602,7
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,6,4,0.7028205211792541,7
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,6,5,0.6815850060996617,7
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,7,0,0.03170987591786838,7
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,7,1,0.013177412620973356,7
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,7,2,0.025069321323882454,6
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,7,3,0.02415054052638631,6
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,7,4,0.029674579495374855,6
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,7,5,0.027871807774555436,6
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,7,6,0.009485895531757093,6
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,8,0,0.6780279780913937,6
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,8,1,0.6650340123082396,6
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,8,2,0.6145351532026067,6
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,8,3,0.6144179398684397,5
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,8,4,0.6060375879377882,5
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,8,5,0.7947018083363397,5
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,8,6,0.7139854857944752,5
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,8,7,0.7861064539834326,5
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,9,0,0.020290340179390652,5
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,9,1,0.021547742589132328,5
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,9,2,0.0389426083410321,5
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,9,3,0.02310503983870383,5
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,9,4,0.024494414559188743,5
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,9,5,0.038481585049898064,5
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,9,6,0.008338335641034393,4
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,9,7,0.019190143251189288,4
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,9,8,0.03989446776005921,4
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,10,0,0.520073696350785,5
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,10,1,0.5746623871030572,4
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,10,2,0.5279366311939175,4
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,10,3,0.832890817877503,4
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,10,4,0.7342330993449926,4
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,10,5,0.7423590409048653,4
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,10,6,0.6990290954492007,4
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,10,7,0.6881397470662529,4
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,10,8,0.6364691260211258,4
NewFloq_REF_Bro57_Eps003_T50_5IT_02Sep.dat,0.03,True,10,9,0.6422384343878768,4
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,1,0,0.013111500307933576,50
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,2,0,0.7844649937357607,25
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,2,1,0.817744006756023,24
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,3,0,0.014357053614337107,16
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,3,1,0.02473599306538144,16
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,3,2,0.018953675860463457,16
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,4,0,0.7596459166188255,12
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,4,1,0.7872595893250421,12
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,4,2,0.7082524301707673,12
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,4,3,0.7513639173417055,11
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,5,0,0.015273200848688745,10
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,5,1,0.021701308651430315,9
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,5,2,0.02936109733109487,9
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,5,3,0.015009175971269642,9
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,5,4,0.012407567052143138,9
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,6,0,0.6953753775060283,8
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,6,1,0.7720697983342224,8
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,6,2,0.7361846725994061,8
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,6,3,0.7511797834586335,7
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,6,4,0.7213413206542247,7
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,6,5,0.6827864838694925,7
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,7,0,0.013483393964366134,7
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,7,1,0.027234876986719662,7
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,7,2,0.017712176291705194,6
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,7,3,0.016914291518940573,6
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,7,4,0.02539266669038881,6
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,7,5,0.020081908300699853,6
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,7,6,0.025799558431136415,6
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,8,0,0.705825523910716,6
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,8,1,0.663645602447001,6
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,8,2,0.7010169110490961,6
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,8,3,0.6300622532585665,5
NewFloq_REF_Bro57_Eps003_T50_5IT_13Jul.dat,0.03,True,8,4,0.613941067928128,5
