struc_perc_id,source_ladder_id,object_name,supernova_type,band,phase_name,stage_index,n_points,time_start_mjd,time_end_mjd,duration_days,time_mid_mjd,mag_start,mag_end,mag_min,mag_max,mag_mean,mag_median,mag_range,mean_slope,median_slope,mean_curvature,median_curvature,transition_marker,boundary_role,support_regime_proxy,struc_perc_role,gap,gap_source,alpha_ready,unns_interpretation,raw_reference
B_SN1993J_I_break,B_SN1993J_I,SN1993J,IIb,I,break,5,7,49245.88,49314.6,68.72,49280.24,13.91,15.02,13.91,15.15,14.76714286,15.02,1.24,0.006982557503,0.01504539559,0.004059856079,7.132105116e-05,break,transition_break,ambiguous,transition_state,1.24,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_I_tail_decay,B_SN1993J_I,SN1993J,IIb,I,tail_decay,6,61,49317.3,49513.95,196.65,49415.625,15.28,17.85,15.2,17.85,16.22032787,16.25,2.65,-0.08782688392,0.008501165496,0.05220709276,-0.001401401401,tail_onset,tail_decay,radioactive_tail,relaxation_state,2.65,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_I_late_relaxation,B_SN1993J_I,SN1993J,IIb,I,late_relaxation,7,2,49728.07,49737.14,9.07,49732.605,18.62,18.45,18.45,18.62,18.535,18.535,0.17,-0.007573497411,-0.007573497411,-0.0002001812221,-0.0002001812221,late_relaxation,late_basin_relaxation,late_remnant_relaxation,relaxation_state,0.17,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_I1_rise,B_SN1993J_I1,SN1993J,IIb,I1,rise,1,1,52948,52948,0,52948,16.13,16.13,16.13,16.13,16.13,16.13,0,,,,,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_I1_peak,B_SN1993J_I1,SN1993J,IIb,I1,peak,2,1,52976,52976,0,52976,15.95,15.95,15.95,15.95,15.95,15.95,0,-0.006428571429,-0.006428571429,0.0001006982249,0.0001006982249,peak,maximum_observable_response,ejecta_cooling,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_I1_break,B_SN1993J_I1,SN1993J,IIb,I1,break,5,1,53125,53125,0,53125,16.32,16.32,16.32,16.32,16.32,16.32,0,0.002483221477,0.002483221477,-1.461913708e-05,-1.461913708e-05,break,transition_break,ambiguous,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_I1_tail_decay,B_SN1993J_I1,SN1993J,IIb,I1,tail_decay,6,2,53357,53497,140,53427,16.25,16.09,16.09,16.25,16.17,16.17,0.16,-0.0007222906404,-0.0007222906404,7.440497688e-06,7.440497688e-06,tail_onset,tail_decay,radioactive_tail,relaxation_state,0.16,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_I1_late_relaxation,B_SN1993J_I1,SN1993J,IIb,I1,late_relaxation,7,7,53665,56820,3155,55242.5,16.4,17.35,16.4,17.35,16.99142857,17.02,0.95,0.001843450379,0.0003315649867,-2.163004675e-05,-1.328107899e-06,late_relaxation,late_basin_relaxation,late_remnant_relaxation,relaxation_state,0.95,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_I2_rise,B_SN1993J_I2,SN1993J,IIb,I2,rise,1,1,52948,52948,0,52948,15.01,15.01,15.01,15.01,15.01,15.01,0,,,,,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_I2_peak,B_SN1993J_I2,SN1993J,IIb,I2,peak,2,1,52976,52976,0,52976,14.87,14.87,14.87,14.87,14.87,14.87,0,-0.005,-0.005,8.531452622e-05,8.531452622e-05,peak,maximum_observable_response,ejecta_cooling,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_I2_break,B_SN1993J_I2,SN1993J,IIb,I2,break,5,1,53125,53125,0,53125,15.25,15.25,15.25,15.25,15.25,15.25,0,0.00255033557,0.00255033557,-1.497144204e-05,-1.497144204e-05,break,transition_break,ambiguous,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_I2_tail_decay,B_SN1993J_I2,SN1993J,IIb,I2,tail_decay,6,2,53357,53497,140,53427,15.18,15.22,15.18,15.22,15.2,15.2,0.04,-8.004926108e-06,-8.004926108e-06,2.777342103e-06,2.777342103e-06,tail_onset,tail_decay,radioactive_tail,relaxation_state,0.04,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_I2_late_relaxation,B_SN1993J_I2,SN1993J,IIb,I2,late_relaxation,7,7,53665,56820,3155,55242.5,15.33,17.09,15.33,17.09,16.44714286,16.65,1.76,0.001490122245,0.0006547619048,-1.083381035e-05,5.723575523e-08,late_relaxation,late_basin_relaxation,late_remnant_relaxation,relaxation_state,1.76,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_R_rise,B_SN1993J_R,SN1993J,IIb,R,rise,1,103,49076.2,49090.3,14.1,49083.25,10.65,10.74,10.6,11.55,11.1792233,11.25,0.95,-0.1209685199,-0.06060606061,-7.899127032,-0.07089656738,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.95,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_R_peak,B_SN1993J_R,SN1993J,IIb,R,peak,2,69,49091.12,49100.3,9.18,49095.71,10.65,10.75,10.32,10.75,10.52449275,10.51,0.43,-0.07376424803,-0.1104336043,4.47350524,-0.609632742,peak,maximum_observable_response,ejecta_cooling,transition_state,0.43,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_R_early_decline,B_SN1993J_R,SN1993J,IIb,R,early_decline,3,86,49100.91,49135.2,34.29,49118.055,10.66,12,10.64,12,11.21593023,11.08,1.36,0.09628150408,0.02,-4.240467672,-0.01057665797,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,1.36,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_R_plateau_or_shoulder,B_SN1993J_R,SN1993J,IIb,R,plateau_or_shoulder,4,51,49136.3,49198.93,62.63,49167.615,11.98,13.29,11.98,13.29,12.59098039,12.6,1.31,0.03209930612,0.01632653061,0.006911333139,0.0001827263732,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,1.31,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_R_break,B_SN1993J_R,SN1993J,IIb,R,break,5,12,49245.88,49314.6,68.72,49280.24,14.15,14.97,14.15,15.25,14.72,14.53,1.1,-0.1455796531,0.0075,0.04693182324,0.0009643651058,break,transition_break,ambiguous,transition_state,1.1,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_R_tail_decay,B_SN1993J_R,SN1993J,IIb,R,tail_decay,6,74,49317.3,49513.95,196.65,49415.625,15.3,17.38,15.13,17.38,16.00472973,16,2.25,-0.393115828,0.01291257244,2.155385955,-0.0002097132684,tail_onset,tail_decay,radioactive_tail,relaxation_state,2.25,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_R_late_relaxation,B_SN1993J_R,SN1993J,IIb,R,late_relaxation,7,3,49716.3,49831.95,115.65,49774.125,17.85,17.67,17.67,17.89,17.80333333,17.85,0.22,0.000640554547,0.001919385797,-3.846783428e-05,-3.846783428e-05,late_relaxation,late_basin_relaxation,late_remnant_relaxation,relaxation_state,0.22,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_U_peak,B_SN1993J_U,SN1993J,IIb,U,peak,2,18,49076.89,49081.09,4.2,49078.99,9.91,11.8,9.91,11.8,11.01444444,11.135,1.89,-0.8085340438,0.3571428571,-51.28348447,-51.28348447,peak,maximum_observable_response,ejecta_cooling,transition_state,1.89,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_U_early_decline,B_SN1993J_U,SN1993J,IIb,U,early_decline,3,107,49081.95,49116.3,34.35,49099.125,11.85,13.88,11.2,14.41,12.34093458,11.88,3.21,-0.4154233606,-0.09132610509,3.859079856,0.2507725267,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,3.21,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_U_plateau_or_shoulder,B_SN1993J_U,SN1993J,IIb,U,plateau_or_shoulder,4,54,49117.3,49183.94,66.64,49150.62,13.78,14.48,13.71,14.58,14.20055556,14.2,0.87,-0.03895532052,-0.01,0.1142164083,0.01921518987,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0.87,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_U_break,B_SN1993J_U,SN1993J,IIb,U,break,5,2,49198.93,49245.88,46.95,49222.405,14.72,15.19,14.72,15.19,14.955,14.955,0.47,0.0130106617,0.0130106617,2.119778087e-05,2.119778087e-05,break,transition_break,ambiguous,transition_state,0.47,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_U_tail_decay,B_SN1993J_U,SN1993J,IIb,U,tail_decay,6,8,49297.95,49513.95,216,49405.95,16.32,18.05,16.32,18.27,17.58125,17.78,1.95,0.007982304842,0.00884475829,-0.0001346389869,-9.451282744e-05,tail_onset,tail_decay,radioactive_tail,relaxation_state,1.95,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_U_late_relaxation,B_SN1993J_U,SN1993J,IIb,U,late_relaxation,7,2,49737.14,49831.95,94.81,49784.545,18.64,18.45,18.45,18.64,18.545,18.545,0.19,0.0003197397977,0.0003197397977,-2.922953225e-05,-2.922953225e-05,late_relaxation,late_basin_relaxation,late_remnant_relaxation,relaxation_state,0.19,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_V_rise,B_SN1993J_V,SN1993J,IIb,V,rise,1,164,49076,49094.61,18.61,49085.305,10.75,11,10.69,11.98,11.34512195,11.31,1.29,-0.1439319186,-0.06818181818,-2.929546628,0.02932551319,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,1.29,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_V_peak,B_SN1993J_V,SN1993J,IIb,V,peak,2,90,49094.93,49104.83,9.9,49099.88,10.9,11.51,10.63,11.64,11.06544444,11.01,1.01,-0.06481562485,0,1.894213476,-0.4186289901,peak,maximum_observable_response,ejecta_cooling,transition_state,1.01,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_V_early_decline,B_SN1993J_V,SN1993J,IIb,V,early_decline,3,70,49104.91,49136.3,31.39,49120.605,11.51,12.54,11.51,12.56,12.07571429,12.13,1.05,0.01666916969,0.01863354037,-0.8091839351,-0.001390958768,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,1.05,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_V_plateau_or_shoulder,B_SN1993J_V,SN1993J,IIb,V,plateau_or_shoulder,4,58,49141.3,49213.08,71.78,49177.19,12.61,14.08,12.61,14.08,13.13155172,13.095,1.47,0.007188744203,0.015,0.002899035739,0.008896103896,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,1.47,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_V_break,B_SN1993J_V,SN1993J,IIb,V,break,5,25,49234.41,49317.3,82.89,49275.855,14.32,16.05,14.02,16.05,15.0436,15.18,2.03,-0.4738775106,0.01011241942,1.771938849,-0.00691107078,break,transition_break,ambiguous,transition_state,2.03,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_V_tail_decay,B_SN1993J_V,SN1993J,IIb,V,tail_decay,6,49,49322.3,49513.95,191.65,49418.125,16.16,18.27,16.01,18.27,16.99612245,17.02,2.26,-0.3891656528,0.022,0.6966939396,-0.004613142837,tail_onset,tail_decay,radioactive_tail,relaxation_state,2.26,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
B_SN1993J_V_late_relaxation,B_SN1993J_V,SN1993J,IIb,V,late_relaxation,7,3,49716.3,49831.95,115.65,49774.125,18.55,18.61,18.55,18.73,18.63,18.61,0.18,0.002918429285,0.001383741043,-5.312921406e-05,-5.312921406e-05,late_relaxation,late_basin_relaxation,late_remnant_relaxation,relaxation_state,0.18,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN1993J_OSC_raw.json::SN1993J::photometry
