struc_perc_id,source_ladder_id,object_name,supernova_type,band,phase_name,stage_index,n_points,time_start_mjd,time_end_mjd,duration_days,time_mid_mjd,mag_start,mag_end,mag_min,mag_max,mag_mean,mag_median,mag_range,mean_slope,median_slope,mean_curvature,median_curvature,transition_marker,boundary_role,support_regime_proxy,struc_perc_role,gap,gap_source,alpha_ready,unns_interpretation,raw_reference
B_SN2013ej_H_break,B_SN2013ej_H,SN2013ej,II,H,break,5,6,56644.617,56682.02,37.403,56663.3185,14.99,15.8,14.99,16.03,15.51333333,15.5,1.04,0.03156155077,0.02672621466,0.004556174222,0.001222474995,break,transition_break,ambiguous,transition_state,1.04,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_I_rise,B_SN2013ej_I,SN2013ej,II,I,rise,1,17,56500.859,56511.6,10.741,56506.2295,12.91,12.26,12.211,12.91,12.44194118,12.35,0.699,0.01800456158,-0.04975124378,-0.2168358378,0.0557932195,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.699,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_I_peak,B_SN2013ej_I,SN2013ej,II,I,peak,2,18,56513.844,56523.45,9.606,56518.647,12.22,12.26,12.16,12.36,12.227,12.21,0.2,0.009596437114,-0.008912655971,0.1807411293,0.1616058447,peak,maximum_observable_response,ejecta_cooling,transition_state,0.2,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_I_early_decline,B_SN2013ej_I,SN2013ej,II,I,early_decline,3,43,56524.5,56555.32,30.82,56539.91,12.27,12.68,12.23,12.68,12.46955814,12.49,0.45,0.1294326087,0.0193143409,0.3357278312,0.00444588107,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.45,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_I_plateau_or_shoulder,B_SN2013ej_I,SN2013ej,II,I,plateau_or_shoulder,4,99,56559.31,56638.356,79.046,56598.833,12.71,15.52,12.599,15.73,14.16129293,14.42,3.131,0.07464364391,0.01425534855,0.06704012221,0.02921926134,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,3.131,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_I_break,B_SN2013ej_I,SN2013ej,II,I,break,5,36,56640.5,56724.14,83.64,56682.32,15.66,16.81,15.59,16.81,15.9975,16.005,1.22,0.02496156401,0.02,0.04417521359,-0.002615709253,break,transition_break,ambiguous,transition_state,1.22,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_I_tail_decay,B_SN2013ej_I,SN2013ej,II,I,tail_decay,6,14,56849.44,56986.27,136.83,56917.855,18.24,19.81,18.24,19.81,18.97142857,18.915,1.57,0.008211240804,0.01331780538,0.0003686525178,0.0001895441464,tail_onset,tail_decay,radioactive_tail,relaxation_state,1.57,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_I1_peak,B_SN2013ej_I1,SN2013ej,II,I1,peak,2,1,56735,56735,0,56735,13.83,13.83,13.83,13.83,13.83,13.83,0,,,,,peak,maximum_observable_response,ejecta_cooling,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_I1_early_decline,B_SN2013ej_I1,SN2013ej,II,I1,early_decline,3,1,56758,56758,0,56758,14.12,14.12,14.12,14.12,14.12,14.12,0,0.01260869565,0.01260869565,3.888729898e-05,3.888729898e-05,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_I1_break,B_SN2013ej_I1,SN2013ej,II,I1,break,5,1,56937,56937,0,56937,17.08,17.08,17.08,17.08,17.08,17.08,0,0.01653631285,0.01653631285,1.621229821e-05,1.621229821e-05,break,transition_break,ambiguous,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_I1_tail_decay,B_SN2013ej_I1,SN2013ej,II,I1,tail_decay,6,2,56965,56970,5,56967.5,17.59,17.5,17.5,17.59,17.545,17.545,0.09,0.0001071428571,0.0001071428571,-0.002194805195,-0.002194805195,tail_onset,tail_decay,radioactive_tail,relaxation_state,0.09,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_I2_peak,B_SN2013ej_I2,SN2013ej,II,I2,peak,2,1,56735,56735,0,56735,12.68,12.68,12.68,12.68,12.68,12.68,0,,,,,peak,maximum_observable_response,ejecta_cooling,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_I2_early_decline,B_SN2013ej_I2,SN2013ej,II,I2,early_decline,3,1,56758,56758,0,56758,12.94,12.94,12.94,12.94,12.94,12.94,0,0.01130434783,0.01130434783,2.02733414e-05,2.02733414e-05,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_I2_break,B_SN2013ej_I2,SN2013ej,II,I2,break,5,1,56937,56937,0,56937,15.33,15.33,15.33,15.33,15.33,15.33,0,0.01335195531,0.01335195531,5.571170254e-06,5.571170254e-06,break,transition_break,ambiguous,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_I2_tail_decay,B_SN2013ej_I2,SN2013ej,II,I2,tail_decay,6,4,56965,57334,369,57149.5,15.72,18.84,15.72,18.84,17.3,17.32,3.12,0.01574994912,0.01103835979,0.0002362749428,-6.305766126e-05,tail_onset,tail_decay,radioactive_tail,relaxation_state,3.12,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_I2_late_relaxation,B_SN2013ej_I2,SN2013ej,II,I2,late_relaxation,7,6,57475,57855,380,57665,18.52,18.4,17.83,18.52,18.13666667,18.08,0.69,-0.01615206011,-0.002952933591,0.0009366024003,5.45224977e-05,late_relaxation,late_basin_relaxation,late_remnant_relaxation,relaxation_state,0.69,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_J_rise,B_SN2013ej_J,SN2013ej,II,J,rise,1,2,56507.753,56510.76,3.007,56509.2565,12.15,12.08,12.08,12.15,12.115,12.115,0.07,-0.02327901563,-0.02327901563,0.001738726777,0.001738726777,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.07,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_J_peak,B_SN2013ej_J,SN2013ej,II,J,peak,2,3,56520.85,56521.774,0.924,56521.312,11.96,11.9,11.87,11.96,11.91,11.9,0.09,-0.0555516227,-0.01189296333,0.1818295468,-0.008658346563,peak,maximum_observable_response,ejecta_cooling,transition_state,0.09,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_J_early_decline,B_SN2013ej_J,SN2013ej,II,J,early_decline,3,8,56533.2,56560.824,27.624,56547.012,11.99,12.23,11.99,12.23,12.11375,12.11,0.24,0.01275510143,0.007483982506,-0.0004976481383,0.0009773332174,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.24,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_J_plateau_or_shoulder,B_SN2013ej_J,SN2013ej,II,J,plateau_or_shoulder,4,23,56567.769,56636.542,68.773,56602.1555,12.33,15.06,12.3,15.1,13.67913043,13.95,2.8,0.2842709092,0.03281916639,-16.22808341,0.001472041709,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,2.8,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_J_break,B_SN2013ej_J,SN2013ej,II,J,break,5,9,56641.572,56682.02,40.448,56661.796,15.33,15.95,15.32,15.95,15.62444444,15.63,0.63,0.02663677663,0.01664447403,-0.003233218476,0.0009384175629,break,transition_break,ambiguous,transition_state,0.63,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_K_rise,B_SN2013ej_K,SN2013ej,II,K,rise,1,1,56521.27,56521.27,0,56521.27,11.87,11.87,11.87,11.87,11.87,11.87,0,,,,,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_K_peak,B_SN2013ej_K,SN2013ej,II,K,peak,2,1,56533.2,56533.2,0,56533.2,11.52,11.52,11.52,11.52,11.52,11.52,0,-0.02933780386,-0.02933780386,0.001871576616,0.001871576616,peak,maximum_observable_response,ejecta_cooling,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_K_early_decline,B_SN2013ej_K,SN2013ej,II,K,early_decline,3,1,56569.23,56569.23,0,56569.23,12.08,12.08,12.08,12.08,12.08,12.08,0,0.01554260339,0.01554260339,0.001034675939,0.001034675939,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_K_plateau_or_shoulder,B_SN2013ej_K,SN2013ej,II,K,plateau_or_shoulder,4,3,56599.06,56636.03,36.97,56617.545,13.56,14.24,13.56,14.24,13.96666667,14.1,0.68,0.03596183308,0.04961448207,-0.000711600066,0.0001714923557,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0.68,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_K_break,B_SN2013ej_K,SN2013ej,II,K,break,5,1,56682.02,56682.02,0,56682.02,14.95,14.95,14.95,14.95,14.95,14.95,0,0.01543813873,0.01543813873,,,break,transition_break,ambiguous,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_Ks_rise,B_SN2013ej_Ks,SN2013ej,II,Ks,rise,1,2,56507.744,56510.745,3.001,56509.2445,11.99,11.89,11.89,11.99,11.94,11.94,0.1,-0.03332222592,-0.03332222592,0.003418502283,0.003418502283,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.1,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_Ks_peak,B_SN2013ej_Ks,SN2013ej,II,Ks,peak,2,2,56520.905,56521.778,0.873,56521.3415,11.78,11.61,11.61,11.78,11.695,11.695,0.17,-0.1027787925,-0.1027787925,-0.0005368246611,-0.0005368246611,peak,maximum_observable_response,ejecta_cooling,transition_state,0.17,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_Ks_early_decline,B_SN2013ej_Ks,SN2013ej,II,Ks,early_decline,3,5,56533.704,56560.824,27.12,56547.264,11.75,11.9,11.75,11.9,11.822,11.79,0.15,0.01910016772,0.01173905752,-0.0005494774649,-0.0006567896864,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.15,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_Ks_plateau_or_shoulder,B_SN2013ej_Ks,SN2013ej,II,Ks,plateau_or_shoulder,4,12,56569.732,56636.528,66.796,56603.13,12.07,14.29,11.85,14.29,13.0075,12.71,2.44,0.4597758037,0.02175662545,0.006184985777,-0.001959952075,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,2.44,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_M2_peak,B_SN2013ej_M2,SN2013ej,II,M2,peak,2,4,56503.96,56508.84,4.88,56506.4,12.02,13.16,12.02,13.16,12.52,12.45,1.14,0.2301669375,0.2242152466,0.006771403108,0.009652376087,peak,maximum_observable_response,ejecta_cooling,transition_state,1.14,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_M2_early_decline,B_SN2013ej_M2,SN2013ej,II,M2,early_decline,3,9,56512.18,56541.41,29.23,56526.795,13.97,19.14,13.97,19.14,16.67555556,17.11,5.17,0.2457204433,0.2425149701,-0.005295268574,-0.002504298412,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,5.17,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_M2_plateau_or_shoulder,B_SN2013ej_M2,SN2013ej,II,M2,plateau_or_shoulder,4,2,56551.73,56571.82,20.09,56561.775,19.49,19.88,19.49,19.88,19.685,19.685,0.39,0.02666368589,0.02666368589,-0.000953770837,-0.000953770837,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0.39,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_R_rise,B_SN2013ej_R,SN2013ej,II,R,rise,1,16,56498.327,56509.935,11.608,56504.131,14.55,12.32,12.28,14.55,12.643125,12.435,2.27,0.06781721956,-0.07228915663,-0.4524733549,0.0298924801,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,2.27,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_R_peak,B_SN2013ej_R,SN2013ej,II,R,peak,2,16,56513.843,56523.45,9.607,56518.6465,12.29,12.41,12.27,12.51,12.36,12.33,0.24,0.1054366519,0.00898223237,-0.07728991177,0.1014523184,peak,maximum_observable_response,ejecta_cooling,transition_state,0.24,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_R_early_decline,B_SN2013ej_R,SN2013ej,II,R,early_decline,3,44,56524.5,56555.32,30.82,56539.91,12.43,12.97,12.39,12.97,12.68954545,12.73,0.58,0.1114634109,0.01032683914,0.1268300282,-0.001375586472,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.58,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_R_plateau_or_shoulder,B_SN2013ej_R,SN2013ej,II,R,plateau_or_shoulder,4,104,56559.31,56638.352,79.042,56598.831,13.03,15.83,13.01,15.86,14.5125,14.815,2.85,0.0379162185,0.02040816327,0.6173764852,-0.001921410592,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,2.85,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_R_break,B_SN2013ej_R,SN2013ej,II,R,break,5,39,56640.5,56728.14,87.64,56684.32,15.97,17.07,15.91,17.07,16.32512821,16.23,1.16,0.003549315031,0.0119760479,0.002218045727,4.785633526e-06,break,transition_break,ambiguous,transition_state,1.16,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_R_tail_decay,B_SN2013ej_R,SN2013ej,II,R,tail_decay,6,18,56849.44,56986.27,136.83,56917.855,18.52,20.58,18.52,20.58,19.39666667,19.27,2.06,0.006879030434,0.01517630481,-2.757349572e-05,7.635709169e-05,tail_onset,tail_decay,radioactive_tail,relaxation_state,2.06,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_U_rise,B_SN2013ej_U,SN2013ej,II,U,rise,1,2,56500.878,56501.878,1,56501.378,12.25,12.16,12.16,12.25,12.205,12.205,0.09,-0.09,-0.09,-0.0009097292916,-0.0009097292916,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.09,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_U_peak,B_SN2013ej_U,SN2013ej,II,U,peak,2,14,56507.05,56512.1681,5.1181,56509.60905,11.68,12.219,11.657,12.32,12.02528571,12.131,0.663,4.402806414,0.1176470588,-127.7309521,-0.2756525773,peak,maximum_observable_response,ejecta_cooling,transition_state,0.663,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_U_early_decline,B_SN2013ej_U,SN2013ej,II,U,early_decline,3,57,56512.18,56544.864,32.684,56528.522,12.2,15.18,12.2,15.695,13.79621053,13.74,3.495,-7.737990372,0.08052340211,3577.145094,0.1515663218,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,3.495,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_U_plateau_or_shoulder,B_SN2013ej_U,SN2013ej,II,U,plateau_or_shoulder,4,60,56549.858,56626.4321,76.5741,56588.14505,15.35,19.342,15.35,19.342,17.48538333,17.3,3.992,225.3329635,0.0175,-568049.0545,-0.02068578534,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,3.992,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_U_break,B_SN2013ej_U,SN2013ej,II,U,break,5,3,56628.5,56635.7484,7.2484,56632.1242,18.81,19.343,18.81,19.343,19.16433333,19.34,0.533,-0.05088404874,0.03048780488,0.02993051629,0.02993051629,break,transition_break,ambiguous,transition_state,0.533,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_UVM2_peak,B_SN2013ej_UVM2,SN2013ej,II,UVM2,peak,2,14,56503.9812,56508.8325,4.8513,56506.40685,12.023,13.194,12.023,13.196,12.59514286,12.676,1.173,25.9084267,0.2206237327,757.7639568,0.04303162447,peak,maximum_observable_response,ejecta_cooling,transition_state,1.173,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_UVM2_early_decline,B_SN2013ej_UVM2,SN2013ej,II,UVM2,early_decline,3,22,56511.9864,56541.1572,29.1708,56526.5718,14.235,19.137,13.967,19.137,16.15236364,15.964,5.17,-31.77436203,0.2938351265,5532.095535,-0.133936204,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,5.17,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_UVM2_plateau_or_shoulder,B_SN2013ej_UVM2,SN2013ej,II,UVM2,plateau_or_shoulder,4,9,56551.6306,56621.3654,69.7348,56586.498,19.486,20.088,19.486,20.246,19.95766667,19.983,0.76,0.01030580432,0.01485899121,0.0003527267679,0.0017933177,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0.76,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_UVM2_break,B_SN2013ej_UVM2,SN2013ej,II,UVM2,break,5,2,56626.4385,56635.7546,9.3161,56631.09655,20.256,20.278,20.256,20.278,20.267,20.267,0.022,0.01773867477,0.01773867477,-0.004274642527,-0.004274642527,break,transition_break,ambiguous,transition_state,0.022,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_UVW1_peak,B_SN2013ej_UVW1,SN2013ej,II,UVW1,peak,2,6,56503.9731,56504.8938,0.9207,56504.43345,11.711,11.816,11.711,11.819,11.787,11.8105,0.108,0.4744358692,0.1598579041,-0.9908503225,0.07194584467,peak,maximum_observable_response,ejecta_cooling,transition_state,0.108,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
