struc_perc_id,source_ladder_id,object_name,supernova_type,band,phase_name,stage_index,n_points,time_start_mjd,time_end_mjd,duration_days,time_mid_mjd,mag_start,mag_end,mag_min,mag_max,mag_mean,mag_median,mag_range,mean_slope,median_slope,mean_curvature,median_curvature,transition_marker,boundary_role,support_regime_proxy,struc_perc_role,gap,gap_source,alpha_ready,unns_interpretation,raw_reference
B_SN2012aw_I_rise,B_SN2012aw_I,SN2012aw,II P,I,rise,1,63,56003.91,56069.05,65.14,56036.48,13.72,12.76,12.76,13.72,13.00111111,12.95,0.96,0.0926007907,-0.009950248756,-0.3680592922,-0.004918278198,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.96,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_I_peak,B_SN2012aw_I,SN2012aw,II P,I,peak,2,8,56070.19,56079.2,9.01,56074.695,12.84,12.86,12.75,12.9,12.84375,12.845,0.15,0.007216479925,0.00320754717,-0.005067969912,-0.01358858894,peak,maximum_observable_response,ejecta_cooling,transition_state,0.15,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_I_early_decline,B_SN2012aw_I,SN2012aw,II P,I,early_decline,3,22,56081.2,56114.99,33.79,56098.095,12.85,13.08,12.75,13.08,12.87318182,12.875,0.33,0.2467380504,0,-0.08402728607,-0.008191651644,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.33,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_I_plateau_or_shoulder,B_SN2012aw_I,SN2012aw,II P,I,plateau_or_shoulder,4,5,56115.9,56128.98,13.08,56122.44,13.11,13.57,13.08,13.57,13.232,13.12,0.49,0.02486405752,0.02503128911,-0.008929503541,-0.001461401799,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0.49,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_I_break,B_SN2012aw_I,SN2012aw,II P,I,break,5,6,56234.55,56288.2,53.65,56261.375,15.4,15.9,15.4,15.9,15.655,15.685,0.5,0.009966112491,0.009597006989,5.989208514e-07,-2.350342541e-05,break,transition_break,ambiguous,transition_state,0.5,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_I_tail_decay,B_SN2012aw_I,SN2012aw,II P,I,tail_decay,6,19,56295.43,56425.24,129.81,56360.335,16,17.55,16,17.56,16.65789474,16.57,1.56,0.01149249857,0.009975062344,6.966570305e-05,0.0003903886417,tail_onset,tail_decay,radioactive_tail,relaxation_state,1.56,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_I1_peak,B_SN2012aw_I1,SN2012aw,II P,I1,peak,2,1,56360,56360,0,56360,15.79,15.79,15.79,15.79,15.79,15.79,0,,,,,peak,maximum_observable_response,ejecta_cooling,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_I1_break,B_SN2012aw_I1,SN2012aw,II P,I1,break,5,1,56489,56489,0,56489,16.92,16.92,16.92,16.92,16.92,16.92,0,0.008759689922,0.008759689922,,,break,transition_break,ambiguous,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_I2_peak,B_SN2012aw_I2,SN2012aw,II P,I2,peak,2,1,56360,56360,0,56360,13.84,13.84,13.84,13.84,13.84,13.84,0,,,,,peak,maximum_observable_response,ejecta_cooling,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_I2_break,B_SN2012aw_I2,SN2012aw,II P,I2,break,5,1,56489,56489,0,56489,15.02,15.02,15.02,15.02,15.02,15.02,0,0.009147286822,0.009147286822,,,break,transition_break,ambiguous,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_Ic_rise,B_SN2012aw_Ic,SN2012aw,II P,Ic,rise,1,97,56003.9127,56062.9154,59.0027,56033.41405,13.716,12.769,12.748,13.716,12.9548866,12.918,0.968,1.256086966,-0.0139883139,0.170493188,0.007196688382,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.968,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_Ic_peak,B_SN2012aw_Ic,SN2012aw,II P,Ic,peak,2,16,56063.8784,56073.1276,9.2492,56068.503,12.739,12.763,12.734,12.791,12.7644375,12.7675,0.057,-0.005909601068,-0.004298976162,-0.4135188262,0.009825407915,peak,maximum_observable_response,ejecta_cooling,transition_state,0.057,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_Ic_early_decline,B_SN2012aw_Ic,SN2012aw,II P,Ic,early_decline,3,22,56073.8509,56105.63,31.7791,56089.74045,12.753,12.947,12.747,12.995,12.81718182,12.8125,0.248,0.08574210292,0.007466162862,-9.431136458,-0.001283172591,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.248,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_Ic_break,B_SN2012aw_Ic,SN2012aw,II P,Ic,break,5,13,56223.98,56270.98,47,56247.48,15.413,15.837,15.368,15.837,15.55846154,15.456,0.469,0.007191959126,0.012,0.003282240096,4.952281546e-06,break,transition_break,ambiguous,transition_state,0.469,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_J_rise,B_SN2012aw_J,SN2012aw,II P,J,rise,1,12,56009.57,56062.91,53.34,56036.24,13,12.49,12.34,13.04,12.6775,12.65,0.7,-0.01816161665,-0.01016518424,-0.01156716689,-0.0002861103833,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.7,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_J_peak,B_SN2012aw_J,SN2012aw,II P,J,peak,2,2,56084.9,56087.91,3.01,56086.405,12.31,12.34,12.31,12.34,12.325,12.325,0.03,0.0008906192637,0.0008906192637,0.0007257178953,0.0007257178953,peak,maximum_observable_response,ejecta_cooling,transition_state,0.03,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_J_early_decline,B_SN2012aw_J,SN2012aw,II P,J,early_decline,3,1,56095.94,56095.94,0,56095.94,12.42,12.42,12.42,12.42,12.42,12.42,0,0.0099626401,0.0099626401,,,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_K_rise,B_SN2012aw_K,SN2012aw,II P,K,rise,1,8,56009.57,56034.51,24.94,56022.04,12.66,12.26,12.26,12.71,12.49125,12.485,0.45,-0.02624992989,-0.01535087719,-0.02572708587,0.002220733996,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.45,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_K_peak,B_SN2012aw_K,SN2012aw,II P,K,peak,2,2,56039.88,56041.62,1.74,56040.75,11.96,12.14,11.96,12.14,12.05,12.05,0.18,0.02379117704,0.02379117704,0.01084908262,0.01084908262,peak,maximum_observable_response,ejecta_cooling,transition_state,0.18,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_K_early_decline,B_SN2012aw_K,SN2012aw,II P,K,early_decline,3,1,56049.49,56049.49,0,56049.49,12.08,12.08,12.08,12.08,12.08,12.08,0,-0.007623888183,-0.007623888183,0.0002056943635,0.0002056943635,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_K_plateau_or_shoulder,B_SN2012aw_K,SN2012aw,II P,K,plateau_or_shoulder,4,2,56087.91,56095.94,8.03,56091.925,11.97,12.04,11.97,12.04,12.005,12.005,0.07,0.002927108974,0.002927108974,0.0004986179646,0.0004986179646,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0.07,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_R_rise,B_SN2012aw_R,SN2012aw,II P,R,rise,1,180,55901.374,56062.18,160.806,55981.777,19.41,13.16,13.05,21.52,18.0195,20.33,8.47,0.8870939431,0.01287722199,-37.48538464,-0.02932105691,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,8.47,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_R_peak,B_SN2012aw_R,SN2012aw,II P,R,peak,2,10,56064.19,56073.88,9.69,56069.035,13.2,13.08,13.02,13.2,13.129,13.155,0.18,0.007420499674,0.004975124378,-0.01891493077,0.0447334272,peak,maximum_observable_response,ejecta_cooling,transition_state,0.18,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_R_early_decline,B_SN2012aw_R,SN2012aw,II P,R,early_decline,3,25,56075.11,56106.2,31.09,56090.655,13.02,13.34,13.02,13.34,13.2084,13.21,0.32,0.3980171554,-0.015,-0.2063296181,-0.01110908237,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.32,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_R_plateau_or_shoulder,B_SN2012aw_R,SN2012aw,II P,R,plateau_or_shoulder,4,8,56110.98,56131.97,20.99,56121.475,13.29,13.88,13.29,13.88,13.5275,13.4,0.59,0.01607849319,0.009975062344,-0.006700057314,0.002892809661,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0.59,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_R_break,B_SN2012aw_R,SN2012aw,II P,R,break,5,20,56219.55,56288.2,68.65,56253.875,15.84,16.36,15.79,16.36,16.04,16.04,0.57,0.1577610584,0.007533356019,0.7127961602,-0.002535573233,break,transition_break,ambiguous,transition_state,0.57,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_R_tail_decay,B_SN2012aw_R,SN2012aw,II P,R,tail_decay,6,84,56295.43,56454.2,158.77,56374.815,16.5,18.35,16.5,18.35,17.20428571,17.22,1.85,0.1637425321,0.01371105325,1.895741414,-0.001204021712,tail_onset,tail_decay,radioactive_tail,relaxation_state,1.85,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_R_late_relaxation,B_SN2012aw_R,SN2012aw,II P,R,late_relaxation,7,81,56712.178,56783.201,71.023,56747.6895,21.37,20.95,19.48,21.52,21.10049383,21.18,2.04,-0.1471437345,0.03121748179,0.01699409623,-0.2903186379,late_relaxation,late_basin_relaxation,late_remnant_relaxation,relaxation_state,2.04,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_Rc_rise,B_SN2012aw_Rc,SN2012aw,II P,Rc,rise,1,46,56003.9127,56018.838,14.9253,56011.37535,13.816,13.109,13.075,13.816,13.21584783,13.171,0.741,1.870096835,-0.02937473773,-3.025007778,0.2720307376,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.741,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_Rc_peak,B_SN2012aw_Rc,SN2012aw,II P,Rc,peak,2,9,56023.8411,56029.71,5.8689,56026.77555,13.051,13.111,13.041,13.111,13.07055556,13.071,0.07,0.008847705464,0.003505082369,0.276040549,0.01363250816,peak,maximum_observable_response,ejecta_cooling,transition_state,0.07,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_Rc_early_decline,B_SN2012aw_Rc,SN2012aw,II P,Rc,early_decline,3,55,56033.1751,56067.1199,33.9448,56050.1475,13.071,13.084,13.042,13.151,13.08789091,13.085,0.109,-0.2186841172,-0.01154367839,4.04199549,0.002698083701,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.109,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_Rc_plateau_or_shoulder,B_SN2012aw_Rc,SN2012aw,II P,Rc,plateau_or_shoulder,4,30,56068.1355,56105.63,37.4945,56086.88275,13.05,13.296,13.045,13.361,13.11736667,13.1075,0.316,-0.02730884616,-0.001648332355,0.01910311668,0.01616239798,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0.316,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_Rc_break,B_SN2012aw_Rc,SN2012aw,II P,Rc,break,5,10,56216.96,56242.94,25.98,56229.95,15.794,15.996,15.794,15.996,15.9075,15.924,0.202,0.01160470913,0.01274071701,-0.0009122539468,-0.0006527814024,break,transition_break,ambiguous,transition_state,0.202,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_Rc_tail_decay,B_SN2012aw_Rc,SN2012aw,II P,Rc,tail_decay,6,6,56247.98,56270.98,23,56259.48,16.039,16.242,16.012,16.242,16.11733333,16.093,0.23,0.01387035084,0.009861281911,-0.001195967425,-0.0002931096681,tail_onset,tail_decay,radioactive_tail,relaxation_state,0.23,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_U_peak,B_SN2012aw_U,SN2012aw,II P,U,peak,2,6,56005.7414,56009.85,4.1086,56007.7957,12.284,12.5,12.284,12.671,12.5255,12.5495,0.387,0.9527962923,-0.06435643564,-1.846432396,0.02659285516,peak,maximum_observable_response,ejecta_cooling,transition_state,0.387,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_U_early_decline,B_SN2012aw_U,SN2012aw,II P,U,early_decline,3,29,56010.84,56045.2121,34.3721,56028.02605,12.652,15.691,12.363,15.691,13.8252069,13.909,3.328,-0.08254909109,0.09907120743,0.03839313998,0.01223476033,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,3.328,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_U_plateau_or_shoulder,B_SN2012aw_U,SN2012aw,II P,U,plateau_or_shoulder,4,28,56046.2131,56115.9,69.6869,56081.05655,15.832,17.62,15.377,17.988,16.37125,16.284,2.611,0.1291652781,0.03532721281,0.4770587893,0.003990471364,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,2.611,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_U_tail_decay,B_SN2012aw_U,SN2012aw,II P,U,tail_decay,6,6,56230.98,56335.13,104.15,56283.055,19.551,20.34,19.551,20.34,20.01716667,20.05,0.789,-0.01785012308,0.009746012195,0.003308870554,0.0004050542127,tail_onset,tail_decay,radioactive_tail,relaxation_state,0.789,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_UVM2_peak,B_SN2012aw_UVM2,SN2012aw,II P,UVM2,peak,2,1,56005.7549,56005.7549,0,56005.7549,11.975,11.975,11.975,11.975,11.975,11.975,0,,,,,peak,maximum_observable_response,ejecta_cooling,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_UVM2_early_decline,B_SN2012aw_UVM2,SN2012aw,II P,UVM2,early_decline,3,15,56013.5346,56045.2222,31.6876,56029.3784,13.876,19.56,13.876,19.56,17.296,18.08,5.684,0.2330882772,0.2443538954,-0.0006111083294,-0.00764003467,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,5.684,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_UVM2_plateau_or_shoulder,B_SN2012aw_UVM2,SN2012aw,II P,UVM2,plateau_or_shoulder,4,9,56046.2236,56112.8822,66.6586,56079.5529,19.784,20.592,19.674,20.592,20.091,20.076,0.918,0.02021671782,0.02133608005,0.00392182578,-0.001693902047,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0.918,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_UVW1_peak,B_SN2012aw_UVW1,SN2012aw,II P,UVW1,peak,2,2,56005.7399,56009.2873,3.5474,56007.5136,12.054,12.497,12.054,12.497,12.2755,12.2755,0.443,0.1248801939,0.1248801939,-0.01414768374,-0.01414768374,peak,maximum_observable_response,ejecta_cooling,transition_state,0.443,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_UVW1_early_decline,B_SN2012aw_UVW1,SN2012aw,II P,UVW1,early_decline,3,16,56011.3965,56045.2103,33.8138,56028.3034,12.676,17.135,12.676,17.135,15.3228125,15.9525,4.459,0.1320759803,0.1219858369,0.003899126221,0.00589992674,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,4.459,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_UVW1_plateau_or_shoulder,B_SN2012aw_UVW1,SN2012aw,II P,UVW1,plateau_or_shoulder,4,10,56046.2113,56112.8727,66.6614,56079.542,17.195,18.311,17.195,18.311,17.61,17.573,1.116,0.02565941974,0.02045210942,0.0002898319912,-0.005667349741,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,1.116,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_UVW2_peak,B_SN2012aw_UVW2,SN2012aw,II P,UVW2,peak,2,3,56005.7447,56009.4084,3.6637,56007.57655,12.126,13.177,12.126,13.177,12.66966667,12.706,1.051,0.2888786639,0.2888786639,-0.03599140215,-0.03599140215,peak,maximum_observable_response,ejecta_cooling,transition_state,1.051,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_UVW2_early_decline,B_SN2012aw_UVW2,SN2012aw,II P,UVW2,early_decline,3,22,56011.68,56045.2157,33.5357,56028.44785,13.617,18.345,13.617,18.397,16.63009091,17.4675,4.78,0.4751824317,0.1292212678,0.4370223251,-0.001517879669,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,4.78,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_UVW2_plateau_or_shoulder,B_SN2012aw_UVW2,SN2012aw,II P,UVW2,plateau_or_shoulder,4,9,56046.2168,56112.877,66.6602,56079.5469,18.387,19.532,18.367,19.532,18.72511111,18.58,1.165,0.007031202825,0.03140299688,-0.003654893763,-0.005558522843,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,1.165,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_V_rise,B_SN2012aw_V,SN2012aw,II P,V,rise,1,10,56003.91,56005.9458,2.0358,56004.9279,13.86,13.589,13.56,13.863,13.6686,13.5845,0.303,0.5474648451,0,22.03351978,-0.6739611793,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.303,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
