B_T,Configuration,Term,J,mJ,Lande_g,Level0_cm1,LevelB_cm1
0.86,3p64s2,1S,0,0.0,0.0,0.0,0.0
0.87,3p64s2,1S,0,0.0,0.0,0.0,0.0
0.88,3p64s2,1S,0,0.0,0.0,0.0,0.0
0.89,3p64s2,1S,0,0.0,0.0,0.0,0.0
0.9,3p64s2,1S,0,0.0,0.0,0.0,0.0
0.91,3p64s2,1S,0,0.0,0.0,0.0,0.0
0.92,3p64s2,1S,0,0.0,0.0,0.0,0.0
0.93,3p64s2,1S,0,0.0,0.0,0.0,0.0
0.94,3p64s2,1S,0,0.0,0.0,0.0,0.0
0.95,3p64s2,1S,0,0.0,0.0,0.0,0.0
0.96,3p64s2,1S,0,0.0,0.0,0.0,0.0
0.97,3p64s2,1S,0,0.0,0.0,0.0,0.0
0.98,3p64s2,1S,0,0.0,0.0,0.0,0.0
0.99,3p64s2,1S,0,0.0,0.0,0.0,0.0
1.0,3p64s2,1S,0,0.0,0.0,0.0,0.0
0.0,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.01,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.02,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.03,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.04,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.05,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.06,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.07,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.08,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.09,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.1,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.11,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.12,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.13,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.14,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.15,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.16,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.17,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.18,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.19,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.2,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.21,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.22,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.23,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.24,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.25,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.26,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.27,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.28,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.29,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.3,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.31,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.32,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.33,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.34,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.35,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.36,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.37,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.38,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.39,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.4,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.41,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.42,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.43,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.44,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.45,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.46,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.47,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.48,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.49,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.5,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.51,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.52,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.53,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.54,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.55,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.56,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.57,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.58,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.59,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.6,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.61,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.62,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.63,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.64,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.65,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.66,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.67,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.68,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.69,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.7,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.71,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.72,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.73,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.74,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.75,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.76,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.77,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.78,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.79,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.8,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.81,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.82,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.83,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.84,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.85,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.86,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.87,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.88,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.89,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.9,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.91,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.92,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.93,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.94,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.95,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.96,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.97,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.98,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.99,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
1.0,3p64s4p,3P*,0,0.0,0.0,15157.901,15157.901
0.0,3p64s4p,3P*,1,-1.0,1.5,15210.063,15210.063
0.0,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.0,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.063
0.01,3p64s4p,3P*,1,-1.0,1.5,15210.063,15210.055997
0.01,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.01,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.070003
0.02,3p64s4p,3P*,1,-1.0,1.5,15210.063,15210.0489941
0.02,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.02,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.0770059
0.03,3p64s4p,3P*,1,-1.0,1.5,15210.063,15210.0419911
0.03,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.03,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.0840089
0.04,3p64s4p,3P*,1,-1.0,1.5,15210.063,15210.0349882
0.04,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.04,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.0910118
0.05,3p64s4p,3P*,1,-1.0,1.5,15210.063,15210.0279852
0.05,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.05,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.0980148
0.06,3p64s4p,3P*,1,-1.0,1.5,15210.063,15210.0209822
0.06,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.06,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.1050178
0.07,3p64s4p,3P*,1,-1.0,1.5,15210.063,15210.0139793
0.07,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.07,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.1120207
0.08,3p64s4p,3P*,1,-1.0,1.5,15210.063,15210.0069763
0.08,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.08,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.1190237
0.09,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.9999734
0.09,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.09,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.1260266
0.1,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.9929704
0.1,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.1,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.1330296
0.11,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.9859674
0.11,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.11,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.1400326
0.12,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.9789645
0.12,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.12,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.1470355
0.13,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.9719615
0.13,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.13,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.1540385
0.14,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.9649586
0.14,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.14,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.1610414
0.15,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.9579556
0.15,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.15,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.1680444
0.16,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.9509526
0.16,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.16,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.1750474
0.17,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.9439497
0.17,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.17,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.1820503
0.18,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.9369467
0.18,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.18,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.1890533
0.19,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.9299438
0.19,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.19,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.1960562
0.2,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.9229408
0.2,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.2,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.2030592
0.21,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.9159378
0.21,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.21,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.2100622
0.22,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.9089349
0.22,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.22,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.2170651
0.23,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.9019319
0.23,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.23,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.2240681
0.24,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.894929
0.24,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.24,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.231071
0.25,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.887926
0.25,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.25,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.238074
0.26,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.880923
0.26,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.26,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.245077
0.27,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.8739201
0.27,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.27,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.2520799
0.28,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.8669171
0.28,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.28,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.2590829
0.29,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.8599142
0.29,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.29,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.2660858
0.3,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.8529112
0.3,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.3,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.2730888
0.31,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.8459082
0.31,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.31,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.2800918
0.32,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.8389053
0.32,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.32,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.2870947
0.33,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.8319023
0.33,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.33,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.2940977
0.34,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.8248994
0.34,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.34,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.3011006
0.35,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.8178964
0.35,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.35,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.3081036
0.36,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.8108934
0.36,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.36,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.3151066
0.37,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.8038905
0.37,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.37,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.3221095
0.38,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.7968875
0.38,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.38,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.3291125
0.39,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.7898846
0.39,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.39,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.3361154
0.4,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.7828816
0.4,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.4,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.3431184
0.41,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.7758786
0.41,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.41,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.3501214
0.42,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.7688757
0.42,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.42,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.3571243
0.43,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.7618727
0.43,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.43,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.3641273
0.44,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.7548698
0.44,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.44,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.3711302
0.45,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.7478668
0.45,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.45,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.3781332
0.46,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.7408638
0.46,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.46,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.3851362
0.47,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.7338609
0.47,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.47,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.3921391
0.48,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.7268579
0.48,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.48,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.3991421
0.49,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.719855
0.49,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.49,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.406145
0.5,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.712852
0.5,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.5,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.413148
0.51,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.705849
0.51,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.51,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.420151
0.52,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.6988461
0.52,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.52,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.4271539
0.53,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.6918431
0.53,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.53,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.4341569
0.54,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.6848402
0.54,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.54,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.4411598
0.55,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.6778372
0.55,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.55,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.4481628
0.56,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.6708342
0.56,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.56,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.4551658
0.57,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.6638313
0.57,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.57,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.4621687
0.58,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.6568283
0.58,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.58,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.4691717
0.59,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.6498254
0.59,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.59,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.4761746
0.6,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.6428224
0.6,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.6,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.4831776
0.61,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.6358194
0.61,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.61,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.4901806
0.62,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.6288165
0.62,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.62,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.4971835
0.63,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.6218135
0.63,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.63,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.5041865
0.64,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.6148106
0.64,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.64,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.5111894
0.65,3p64s4p,3P*,1,-1.0,1.5,15210.063,15209.6078076
0.65,3p64s4p,3P*,1,0.0,1.5,15210.063,15210.063
0.65,3p64s4p,3P*,1,1.0,1.5,15210.063,15210.5181924
