B_T,Configuration,Term,J,mJ,Lande_g,Level0_cm1,LevelB_cm1
0.24,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1120474
0.24,2p63s,2S,1/2,0.5,2.0,0.0,0.1120474
0.25,2p63s,2S,1/2,-0.5,2.0,0.0,-0.116716
0.25,2p63s,2S,1/2,0.5,2.0,0.0,0.116716
0.26,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1213846
0.26,2p63s,2S,1/2,0.5,2.0,0.0,0.1213846
0.27,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1260533
0.27,2p63s,2S,1/2,0.5,2.0,0.0,0.1260533
0.28,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1307219
0.28,2p63s,2S,1/2,0.5,2.0,0.0,0.1307219
0.29,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1353906
0.29,2p63s,2S,1/2,0.5,2.0,0.0,0.1353906
0.3,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1400592
0.3,2p63s,2S,1/2,0.5,2.0,0.0,0.1400592
0.31,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1447278
0.31,2p63s,2S,1/2,0.5,2.0,0.0,0.1447278
0.32,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1493965
0.32,2p63s,2S,1/2,0.5,2.0,0.0,0.1493965
0.33,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1540651
0.33,2p63s,2S,1/2,0.5,2.0,0.0,0.1540651
0.34,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1587338
0.34,2p63s,2S,1/2,0.5,2.0,0.0,0.1587338
0.35,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1634024
0.35,2p63s,2S,1/2,0.5,2.0,0.0,0.1634024
0.36,2p63s,2S,1/2,-0.5,2.0,0.0,-0.168071
0.36,2p63s,2S,1/2,0.5,2.0,0.0,0.168071
0.37,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1727397
0.37,2p63s,2S,1/2,0.5,2.0,0.0,0.1727397
0.38,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1774083
0.38,2p63s,2S,1/2,0.5,2.0,0.0,0.1774083
0.39,2p63s,2S,1/2,-0.5,2.0,0.0,-0.182077
0.39,2p63s,2S,1/2,0.5,2.0,0.0,0.182077
0.4,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1867456
0.4,2p63s,2S,1/2,0.5,2.0,0.0,0.1867456
0.41,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1914142
0.41,2p63s,2S,1/2,0.5,2.0,0.0,0.1914142
0.42,2p63s,2S,1/2,-0.5,2.0,0.0,-0.1960829
0.42,2p63s,2S,1/2,0.5,2.0,0.0,0.1960829
0.43,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2007515
0.43,2p63s,2S,1/2,0.5,2.0,0.0,0.2007515
0.44,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2054202
0.44,2p63s,2S,1/2,0.5,2.0,0.0,0.2054202
0.45,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2100888
0.45,2p63s,2S,1/2,0.5,2.0,0.0,0.2100888
0.46,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2147574
0.46,2p63s,2S,1/2,0.5,2.0,0.0,0.2147574
0.47,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2194261
0.47,2p63s,2S,1/2,0.5,2.0,0.0,0.2194261
0.48,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2240947
0.48,2p63s,2S,1/2,0.5,2.0,0.0,0.2240947
0.49,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2287634
0.49,2p63s,2S,1/2,0.5,2.0,0.0,0.2287634
0.5,2p63s,2S,1/2,-0.5,2.0,0.0,-0.233432
0.5,2p63s,2S,1/2,0.5,2.0,0.0,0.233432
0.51,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2381006
0.51,2p63s,2S,1/2,0.5,2.0,0.0,0.2381006
0.52,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2427693
0.52,2p63s,2S,1/2,0.5,2.0,0.0,0.2427693
0.53,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2474379
0.53,2p63s,2S,1/2,0.5,2.0,0.0,0.2474379
0.54,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2521066
0.54,2p63s,2S,1/2,0.5,2.0,0.0,0.2521066
0.55,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2567752
0.55,2p63s,2S,1/2,0.5,2.0,0.0,0.2567752
0.56,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2614438
0.56,2p63s,2S,1/2,0.5,2.0,0.0,0.2614438
0.57,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2661125
0.57,2p63s,2S,1/2,0.5,2.0,0.0,0.2661125
0.58,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2707811
0.58,2p63s,2S,1/2,0.5,2.0,0.0,0.2707811
0.59,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2754498
0.59,2p63s,2S,1/2,0.5,2.0,0.0,0.2754498
0.6,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2801184
0.6,2p63s,2S,1/2,0.5,2.0,0.0,0.2801184
0.61,2p63s,2S,1/2,-0.5,2.0,0.0,-0.284787
0.61,2p63s,2S,1/2,0.5,2.0,0.0,0.284787
0.62,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2894557
0.62,2p63s,2S,1/2,0.5,2.0,0.0,0.2894557
0.63,2p63s,2S,1/2,-0.5,2.0,0.0,-0.2941243
0.63,2p63s,2S,1/2,0.5,2.0,0.0,0.2941243
0.64,2p63s,2S,1/2,-0.5,2.0,0.0,-0.298793
0.64,2p63s,2S,1/2,0.5,2.0,0.0,0.298793
0.65,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3034616
0.65,2p63s,2S,1/2,0.5,2.0,0.0,0.3034616
0.66,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3081302
0.66,2p63s,2S,1/2,0.5,2.0,0.0,0.3081302
0.67,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3127989
0.67,2p63s,2S,1/2,0.5,2.0,0.0,0.3127989
0.68,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3174675
0.68,2p63s,2S,1/2,0.5,2.0,0.0,0.3174675
0.69,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3221362
0.69,2p63s,2S,1/2,0.5,2.0,0.0,0.3221362
0.7,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3268048
0.7,2p63s,2S,1/2,0.5,2.0,0.0,0.3268048
0.71,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3314734
0.71,2p63s,2S,1/2,0.5,2.0,0.0,0.3314734
0.72,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3361421
0.72,2p63s,2S,1/2,0.5,2.0,0.0,0.3361421
0.73,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3408107
0.73,2p63s,2S,1/2,0.5,2.0,0.0,0.3408107
0.74,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3454794
0.74,2p63s,2S,1/2,0.5,2.0,0.0,0.3454794
0.75,2p63s,2S,1/2,-0.5,2.0,0.0,-0.350148
0.75,2p63s,2S,1/2,0.5,2.0,0.0,0.350148
0.76,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3548166
0.76,2p63s,2S,1/2,0.5,2.0,0.0,0.3548166
0.77,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3594853
0.77,2p63s,2S,1/2,0.5,2.0,0.0,0.3594853
0.78,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3641539
0.78,2p63s,2S,1/2,0.5,2.0,0.0,0.3641539
0.79,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3688226
0.79,2p63s,2S,1/2,0.5,2.0,0.0,0.3688226
0.8,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3734912
0.8,2p63s,2S,1/2,0.5,2.0,0.0,0.3734912
0.81,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3781598
0.81,2p63s,2S,1/2,0.5,2.0,0.0,0.3781598
0.82,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3828285
0.82,2p63s,2S,1/2,0.5,2.0,0.0,0.3828285
0.83,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3874971
0.83,2p63s,2S,1/2,0.5,2.0,0.0,0.3874971
0.84,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3921658
0.84,2p63s,2S,1/2,0.5,2.0,0.0,0.3921658
0.85,2p63s,2S,1/2,-0.5,2.0,0.0,-0.3968344
0.85,2p63s,2S,1/2,0.5,2.0,0.0,0.3968344
0.86,2p63s,2S,1/2,-0.5,2.0,0.0,-0.401503
0.86,2p63s,2S,1/2,0.5,2.0,0.0,0.401503
0.87,2p63s,2S,1/2,-0.5,2.0,0.0,-0.4061717
0.87,2p63s,2S,1/2,0.5,2.0,0.0,0.4061717
0.88,2p63s,2S,1/2,-0.5,2.0,0.0,-0.4108403
0.88,2p63s,2S,1/2,0.5,2.0,0.0,0.4108403
0.89,2p63s,2S,1/2,-0.5,2.0,0.0,-0.415509
0.89,2p63s,2S,1/2,0.5,2.0,0.0,0.415509
0.9,2p63s,2S,1/2,-0.5,2.0,0.0,-0.4201776
0.9,2p63s,2S,1/2,0.5,2.0,0.0,0.4201776
0.91,2p63s,2S,1/2,-0.5,2.0,0.0,-0.4248462
0.91,2p63s,2S,1/2,0.5,2.0,0.0,0.4248462
0.92,2p63s,2S,1/2,-0.5,2.0,0.0,-0.4295149
0.92,2p63s,2S,1/2,0.5,2.0,0.0,0.4295149
0.93,2p63s,2S,1/2,-0.5,2.0,0.0,-0.4341835
0.93,2p63s,2S,1/2,0.5,2.0,0.0,0.4341835
0.94,2p63s,2S,1/2,-0.5,2.0,0.0,-0.4388522
0.94,2p63s,2S,1/2,0.5,2.0,0.0,0.4388522
0.95,2p63s,2S,1/2,-0.5,2.0,0.0,-0.4435208
0.95,2p63s,2S,1/2,0.5,2.0,0.0,0.4435208
0.96,2p63s,2S,1/2,-0.5,2.0,0.0,-0.4481894
0.96,2p63s,2S,1/2,0.5,2.0,0.0,0.4481894
0.97,2p63s,2S,1/2,-0.5,2.0,0.0,-0.4528581
0.97,2p63s,2S,1/2,0.5,2.0,0.0,0.4528581
0.98,2p63s,2S,1/2,-0.5,2.0,0.0,-0.4575267
0.98,2p63s,2S,1/2,0.5,2.0,0.0,0.4575267
0.99,2p63s,2S,1/2,-0.5,2.0,0.0,-0.4621954
0.99,2p63s,2S,1/2,0.5,2.0,0.0,0.4621954
1.0,2p63s,2S,1/2,-0.5,2.0,0.0,-0.466864
1.0,2p63s,2S,1/2,0.5,2.0,0.0,0.466864
0.0,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.17025
0.0,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.17025
0.01,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1686938
0.01,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1718062
0.02,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1671376
0.02,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1733624
0.03,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1655814
0.03,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1749186
0.04,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1640251
0.04,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1764749
0.05,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1624689
0.05,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1780311
0.06,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1609127
0.06,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1795873
0.07,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1593565
0.07,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1811435
0.08,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1578003
0.08,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1826997
0.09,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1562441
0.09,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1842559
0.1,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1546879
0.1,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1858121
0.11,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1531316
0.11,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1873684
0.12,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1515754
0.12,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1889246
0.13,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1500192
0.13,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1904808
0.14,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.148463
0.14,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.192037
0.15,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1469068
0.15,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1935932
0.16,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1453506
0.16,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1951494
0.17,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1437944
0.17,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1967056
0.18,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1422381
0.18,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1982619
0.19,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1406819
0.19,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.1998181
0.2,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1391257
0.2,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2013743
0.21,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1375695
0.21,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2029305
0.22,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1360133
0.22,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2044867
0.23,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1344571
0.23,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2060429
0.24,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1329009
0.24,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2075991
0.25,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1313446
0.25,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2091554
0.26,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1297884
0.26,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2107116
0.27,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1282322
0.27,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2122678
0.28,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.126676
0.28,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.213824
0.29,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1251198
0.29,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2153802
0.3,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1235636
0.3,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2169364
0.31,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1220074
0.31,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2184926
0.32,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1204511
0.32,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2200489
0.33,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1188949
0.33,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2216051
0.34,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1173387
0.34,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2231613
0.35,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1157825
0.35,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2247175
0.36,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1142263
0.36,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2262737
0.37,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1126701
0.37,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2278299
0.38,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1111139
0.38,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2293861
0.39,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1095576
0.39,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2309424
0.4,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1080014
0.4,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2324986
0.41,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1064452
0.41,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2340548
0.42,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.104889
0.42,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.235611
0.43,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1033328
0.43,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2371672
0.44,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1017766
0.44,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2387234
0.45,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.1002204
0.45,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2402796
0.46,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0986642
0.46,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2418358
0.47,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0971079
0.47,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2433921
0.48,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0955517
0.48,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2449483
0.49,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0939955
0.49,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2465045
0.5,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0924393
0.5,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2480607
0.51,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0908831
0.51,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2496169
0.52,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0893269
0.52,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2511731
0.53,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0877707
0.53,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2527293
0.54,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0862144
0.54,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2542856
0.55,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0846582
0.55,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2558418
0.56,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.083102
0.56,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.257398
0.57,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0815458
0.57,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2589542
0.58,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0799896
0.58,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2605104
0.59,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0784334
0.59,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2620666
0.6,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0768772
0.6,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2636228
0.61,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0753209
0.61,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2651791
0.62,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0737647
0.62,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2667353
0.63,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0722085
0.63,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2682915
0.64,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0706523
0.64,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2698477
0.65,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0690961
0.65,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2714039
0.66,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0675399
0.66,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2729601
0.67,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0659837
0.67,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2745163
0.68,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0644274
0.68,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2760726
0.69,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0628712
0.69,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2776288
0.7,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.061315
0.7,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.279185
0.71,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0597588
0.71,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2807412
0.72,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0582026
0.72,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2822974
0.73,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0566464
0.73,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2838536
0.74,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0550902
0.74,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2854098
0.75,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0535339
0.75,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2869661
0.76,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0519777
0.76,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2885223
0.77,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0504215
0.77,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2900785
0.78,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0488653
0.78,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2916347
0.79,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0473091
0.79,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2931909
0.8,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0457529
0.8,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2947471
0.81,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0441967
0.81,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2963033
0.82,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0426404
0.82,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2978596
0.83,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0410842
0.83,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.2994158
0.84,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.039528
0.84,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.300972
0.85,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0379718
0.85,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.3025282
0.86,2p63p,2P*,1/2,-0.5,0.666667,16956.17025,16956.0364156
0.86,2p63p,2P*,1/2,0.5,0.666667,16956.17025,16956.3040844
