B_T,Configuration,Term,J,mJ,Lande_g,Level0_cm1,LevelB_cm1
0.33,1s,2S,1/2,-0.5,2.0,0.0,-0.1540651
0.33,1s,2S,1/2,0.5,2.0,0.0,0.1540651
0.34,1s,2S,1/2,-0.5,2.0,0.0,-0.1587338
0.34,1s,2S,1/2,0.5,2.0,0.0,0.1587338
0.35,1s,2S,1/2,-0.5,2.0,0.0,-0.1634024
0.35,1s,2S,1/2,0.5,2.0,0.0,0.1634024
0.36,1s,2S,1/2,-0.5,2.0,0.0,-0.168071
0.36,1s,2S,1/2,0.5,2.0,0.0,0.168071
0.37,1s,2S,1/2,-0.5,2.0,0.0,-0.1727397
0.37,1s,2S,1/2,0.5,2.0,0.0,0.1727397
0.38,1s,2S,1/2,-0.5,2.0,0.0,-0.1774083
0.38,1s,2S,1/2,0.5,2.0,0.0,0.1774083
0.39,1s,2S,1/2,-0.5,2.0,0.0,-0.182077
0.39,1s,2S,1/2,0.5,2.0,0.0,0.182077
0.4,1s,2S,1/2,-0.5,2.0,0.0,-0.1867456
0.4,1s,2S,1/2,0.5,2.0,0.0,0.1867456
0.41,1s,2S,1/2,-0.5,2.0,0.0,-0.1914142
0.41,1s,2S,1/2,0.5,2.0,0.0,0.1914142
0.42,1s,2S,1/2,-0.5,2.0,0.0,-0.1960829
0.42,1s,2S,1/2,0.5,2.0,0.0,0.1960829
0.43,1s,2S,1/2,-0.5,2.0,0.0,-0.2007515
0.43,1s,2S,1/2,0.5,2.0,0.0,0.2007515
0.44,1s,2S,1/2,-0.5,2.0,0.0,-0.2054202
0.44,1s,2S,1/2,0.5,2.0,0.0,0.2054202
0.45,1s,2S,1/2,-0.5,2.0,0.0,-0.2100888
0.45,1s,2S,1/2,0.5,2.0,0.0,0.2100888
0.46,1s,2S,1/2,-0.5,2.0,0.0,-0.2147574
0.46,1s,2S,1/2,0.5,2.0,0.0,0.2147574
0.47,1s,2S,1/2,-0.5,2.0,0.0,-0.2194261
0.47,1s,2S,1/2,0.5,2.0,0.0,0.2194261
0.48,1s,2S,1/2,-0.5,2.0,0.0,-0.2240947
0.48,1s,2S,1/2,0.5,2.0,0.0,0.2240947
0.49,1s,2S,1/2,-0.5,2.0,0.0,-0.2287634
0.49,1s,2S,1/2,0.5,2.0,0.0,0.2287634
0.5,1s,2S,1/2,-0.5,2.0,0.0,-0.233432
0.5,1s,2S,1/2,0.5,2.0,0.0,0.233432
0.51,1s,2S,1/2,-0.5,2.0,0.0,-0.2381006
0.51,1s,2S,1/2,0.5,2.0,0.0,0.2381006
0.52,1s,2S,1/2,-0.5,2.0,0.0,-0.2427693
0.52,1s,2S,1/2,0.5,2.0,0.0,0.2427693
0.53,1s,2S,1/2,-0.5,2.0,0.0,-0.2474379
0.53,1s,2S,1/2,0.5,2.0,0.0,0.2474379
0.54,1s,2S,1/2,-0.5,2.0,0.0,-0.2521066
0.54,1s,2S,1/2,0.5,2.0,0.0,0.2521066
0.55,1s,2S,1/2,-0.5,2.0,0.0,-0.2567752
0.55,1s,2S,1/2,0.5,2.0,0.0,0.2567752
0.56,1s,2S,1/2,-0.5,2.0,0.0,-0.2614438
0.56,1s,2S,1/2,0.5,2.0,0.0,0.2614438
0.57,1s,2S,1/2,-0.5,2.0,0.0,-0.2661125
0.57,1s,2S,1/2,0.5,2.0,0.0,0.2661125
0.58,1s,2S,1/2,-0.5,2.0,0.0,-0.2707811
0.58,1s,2S,1/2,0.5,2.0,0.0,0.2707811
0.59,1s,2S,1/2,-0.5,2.0,0.0,-0.2754498
0.59,1s,2S,1/2,0.5,2.0,0.0,0.2754498
0.6,1s,2S,1/2,-0.5,2.0,0.0,-0.2801184
0.6,1s,2S,1/2,0.5,2.0,0.0,0.2801184
0.61,1s,2S,1/2,-0.5,2.0,0.0,-0.284787
0.61,1s,2S,1/2,0.5,2.0,0.0,0.284787
0.62,1s,2S,1/2,-0.5,2.0,0.0,-0.2894557
0.62,1s,2S,1/2,0.5,2.0,0.0,0.2894557
0.63,1s,2S,1/2,-0.5,2.0,0.0,-0.2941243
0.63,1s,2S,1/2,0.5,2.0,0.0,0.2941243
0.64,1s,2S,1/2,-0.5,2.0,0.0,-0.298793
0.64,1s,2S,1/2,0.5,2.0,0.0,0.298793
0.65,1s,2S,1/2,-0.5,2.0,0.0,-0.3034616
0.65,1s,2S,1/2,0.5,2.0,0.0,0.3034616
0.66,1s,2S,1/2,-0.5,2.0,0.0,-0.3081302
0.66,1s,2S,1/2,0.5,2.0,0.0,0.3081302
0.67,1s,2S,1/2,-0.5,2.0,0.0,-0.3127989
0.67,1s,2S,1/2,0.5,2.0,0.0,0.3127989
0.68,1s,2S,1/2,-0.5,2.0,0.0,-0.3174675
0.68,1s,2S,1/2,0.5,2.0,0.0,0.3174675
0.69,1s,2S,1/2,-0.5,2.0,0.0,-0.3221362
0.69,1s,2S,1/2,0.5,2.0,0.0,0.3221362
0.7,1s,2S,1/2,-0.5,2.0,0.0,-0.3268048
0.7,1s,2S,1/2,0.5,2.0,0.0,0.3268048
0.71,1s,2S,1/2,-0.5,2.0,0.0,-0.3314734
0.71,1s,2S,1/2,0.5,2.0,0.0,0.3314734
0.72,1s,2S,1/2,-0.5,2.0,0.0,-0.3361421
0.72,1s,2S,1/2,0.5,2.0,0.0,0.3361421
0.73,1s,2S,1/2,-0.5,2.0,0.0,-0.3408107
0.73,1s,2S,1/2,0.5,2.0,0.0,0.3408107
0.74,1s,2S,1/2,-0.5,2.0,0.0,-0.3454794
0.74,1s,2S,1/2,0.5,2.0,0.0,0.3454794
0.75,1s,2S,1/2,-0.5,2.0,0.0,-0.350148
0.75,1s,2S,1/2,0.5,2.0,0.0,0.350148
0.76,1s,2S,1/2,-0.5,2.0,0.0,-0.3548166
0.76,1s,2S,1/2,0.5,2.0,0.0,0.3548166
0.77,1s,2S,1/2,-0.5,2.0,0.0,-0.3594853
0.77,1s,2S,1/2,0.5,2.0,0.0,0.3594853
0.78,1s,2S,1/2,-0.5,2.0,0.0,-0.3641539
0.78,1s,2S,1/2,0.5,2.0,0.0,0.3641539
0.79,1s,2S,1/2,-0.5,2.0,0.0,-0.3688226
0.79,1s,2S,1/2,0.5,2.0,0.0,0.3688226
0.8,1s,2S,1/2,-0.5,2.0,0.0,-0.3734912
0.8,1s,2S,1/2,0.5,2.0,0.0,0.3734912
0.81,1s,2S,1/2,-0.5,2.0,0.0,-0.3781598
0.81,1s,2S,1/2,0.5,2.0,0.0,0.3781598
0.82,1s,2S,1/2,-0.5,2.0,0.0,-0.3828285
0.82,1s,2S,1/2,0.5,2.0,0.0,0.3828285
0.83,1s,2S,1/2,-0.5,2.0,0.0,-0.3874971
0.83,1s,2S,1/2,0.5,2.0,0.0,0.3874971
0.84,1s,2S,1/2,-0.5,2.0,0.0,-0.3921658
0.84,1s,2S,1/2,0.5,2.0,0.0,0.3921658
0.85,1s,2S,1/2,-0.5,2.0,0.0,-0.3968344
0.85,1s,2S,1/2,0.5,2.0,0.0,0.3968344
0.86,1s,2S,1/2,-0.5,2.0,0.0,-0.401503
0.86,1s,2S,1/2,0.5,2.0,0.0,0.401503
0.87,1s,2S,1/2,-0.5,2.0,0.0,-0.4061717
0.87,1s,2S,1/2,0.5,2.0,0.0,0.4061717
0.88,1s,2S,1/2,-0.5,2.0,0.0,-0.4108403
0.88,1s,2S,1/2,0.5,2.0,0.0,0.4108403
0.89,1s,2S,1/2,-0.5,2.0,0.0,-0.415509
0.89,1s,2S,1/2,0.5,2.0,0.0,0.415509
0.9,1s,2S,1/2,-0.5,2.0,0.0,-0.4201776
0.9,1s,2S,1/2,0.5,2.0,0.0,0.4201776
0.91,1s,2S,1/2,-0.5,2.0,0.0,-0.4248462
0.91,1s,2S,1/2,0.5,2.0,0.0,0.4248462
0.92,1s,2S,1/2,-0.5,2.0,0.0,-0.4295149
0.92,1s,2S,1/2,0.5,2.0,0.0,0.4295149
0.93,1s,2S,1/2,-0.5,2.0,0.0,-0.4341835
0.93,1s,2S,1/2,0.5,2.0,0.0,0.4341835
0.94,1s,2S,1/2,-0.5,2.0,0.0,-0.4388522
0.94,1s,2S,1/2,0.5,2.0,0.0,0.4388522
0.95,1s,2S,1/2,-0.5,2.0,0.0,-0.4435208
0.95,1s,2S,1/2,0.5,2.0,0.0,0.4435208
0.96,1s,2S,1/2,-0.5,2.0,0.0,-0.4481894
0.96,1s,2S,1/2,0.5,2.0,0.0,0.4481894
0.97,1s,2S,1/2,-0.5,2.0,0.0,-0.4528581
0.97,1s,2S,1/2,0.5,2.0,0.0,0.4528581
0.98,1s,2S,1/2,-0.5,2.0,0.0,-0.4575267
0.98,1s,2S,1/2,0.5,2.0,0.0,0.4575267
0.99,1s,2S,1/2,-0.5,2.0,0.0,-0.4621954
0.99,1s,2S,1/2,0.5,2.0,0.0,0.4621954
1.0,1s,2S,1/2,-0.5,2.0,0.0,-0.466864
1.0,1s,2S,1/2,0.5,2.0,0.0,0.466864
0.0,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.9191133
0.0,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9191133
0.01,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.9175571
0.01,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9206695
0.02,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.9160009
0.02,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9222257
0.03,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.9144447
0.03,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9237819
0.04,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.9128884
0.04,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9253382
0.05,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.9113322
0.05,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9268944
0.06,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.909776
0.06,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9284506
0.07,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.9082198
0.07,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9300068
0.08,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.9066636
0.08,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.931563
0.09,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.9051074
0.09,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9331192
0.1,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.9035512
0.1,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9346754
0.11,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.9019949
0.11,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9362317
0.12,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.9004387
0.12,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9377879
0.13,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8988825
0.13,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9393441
0.14,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8973263
0.14,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9409003
0.15,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8957701
0.15,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9424565
0.16,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8942139
0.16,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9440127
0.17,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8926577
0.17,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9455689
0.18,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8911014
0.18,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9471252
0.19,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8895452
0.19,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9486814
0.2,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.887989
0.2,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9502376
0.21,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8864328
0.21,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9517938
0.22,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8848766
0.22,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.95335
0.23,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8833204
0.23,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9549062
0.24,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8817642
0.24,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9564624
0.25,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8802079
0.25,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9580187
0.26,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8786517
0.26,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9595749
0.27,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8770955
0.27,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9611311
0.28,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8755393
0.28,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9626873
0.29,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8739831
0.29,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9642435
0.3,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8724269
0.3,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9657997
0.31,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8708707
0.31,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9673559
0.32,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8693144
0.32,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9689122
0.33,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8677582
0.33,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9704684
0.34,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.866202
0.34,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9720246
0.35,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8646458
0.35,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9735808
0.36,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8630896
0.36,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.975137
0.37,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8615334
0.37,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9766932
0.38,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8599772
0.38,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9782494
0.39,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8584209
0.39,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9798057
0.4,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8568647
0.4,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9813619
0.41,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8553085
0.41,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9829181
0.42,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8537523
0.42,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9844743
0.43,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8521961
0.43,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9860305
0.44,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8506399
0.44,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9875867
0.45,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8490837
0.45,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9891429
0.46,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8475275
0.46,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9906991
0.47,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8459712
0.47,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9922554
0.48,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.844415
0.48,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9938116
0.49,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8428588
0.49,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9953678
0.5,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8413026
0.5,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.996924
0.51,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8397464
0.51,2p,2P*,1/2,0.5,0.666667,82258.9191133,82258.9984802
0.52,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8381902
0.52,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0000364
0.53,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.836634
0.53,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0015926
0.54,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8350777
0.54,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0031489
0.55,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8335215
0.55,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0047051
0.56,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8319653
0.56,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0062613
0.57,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8304091
0.57,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0078175
0.58,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8288529
0.58,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0093737
0.59,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8272967
0.59,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0109299
0.6,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8257405
0.6,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0124861
0.61,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8241842
0.61,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0140424
0.62,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.822628
0.62,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0155986
0.63,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8210718
0.63,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0171548
0.64,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8195156
0.64,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.018711
0.65,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8179594
0.65,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0202672
0.66,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8164032
0.66,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0218234
0.67,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.814847
0.67,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0233796
0.68,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8132907
0.68,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0249359
0.69,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8117345
0.69,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0264921
0.7,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8101783
0.7,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0280483
0.71,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8086221
0.71,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0296045
0.72,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8070659
0.72,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0311607
0.73,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8055097
0.73,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0327169
0.74,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8039535
0.74,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0342731
0.75,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.8023972
0.75,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0358294
0.76,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.800841
0.76,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0373856
0.77,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7992848
0.77,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0389418
0.78,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7977286
0.78,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.040498
0.79,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7961724
0.79,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0420542
0.8,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7946162
0.8,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0436104
0.81,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.79306
0.81,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0451666
0.82,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7915037
0.82,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0467229
0.83,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7899475
0.83,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0482791
0.84,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7883913
0.84,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0498353
0.85,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7868351
0.85,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0513915
0.86,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7852789
0.86,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0529477
0.87,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7837227
0.87,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0545039
0.88,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7821665
0.88,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0560601
0.89,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7806102
0.89,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0576164
0.9,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.779054
0.9,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0591726
0.91,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7774978
0.91,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0607288
0.92,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7759416
0.92,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.062285
0.93,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7743854
0.93,2p,2P*,1/2,0.5,0.666667,82258.9191133,82259.0638412
0.94,2p,2P*,1/2,-0.5,0.666667,82258.9191133,82258.7728292
