B_T,Configuration,Term,J,mJ,Lande_g,Level0_cm1,LevelB_cm1
0.16,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.16,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.8678423
0.16,1s6h,1H*,5,2.0,1.0,195262.793144011,195262.9425405
0.16,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.0172387
0.16,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.091937
0.16,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.1666352
0.17,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.3963096
0.17,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.4756765
0.17,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.5550434
0.17,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.6344103
0.17,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.7137771
0.17,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.17,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.8725109
0.17,1s6h,1H*,5,2.0,1.0,195262.793144011,195262.9518778
0.17,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.0312447
0.17,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.1106115
0.17,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.1899784
0.18,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.3729664
0.18,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.4570019
0.18,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.5410375
0.18,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.625073
0.18,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.7091085
0.18,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.18,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.8771795
0.18,1s6h,1H*,5,2.0,1.0,195262.793144011,195262.9612151
0.18,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.0452506
0.18,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.1292861
0.18,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.2133216
0.19,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.3496232
0.19,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.4383274
0.19,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.5270315
0.19,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.6157357
0.19,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.7044399
0.19,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.19,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.8818482
0.19,1s6h,1H*,5,2.0,1.0,195262.793144011,195262.9705523
0.19,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.0592565
0.19,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.1479607
0.19,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.2366648
0.2,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.32628
0.2,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.4196528
0.2,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.5130256
0.2,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.6063984
0.2,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.6997712
0.2,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.2,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.8865168
0.2,1s6h,1H*,5,2.0,1.0,195262.793144011,195262.9798896
0.2,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.0732624
0.2,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.1666352
0.2,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.260008
0.21,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.3029368
0.21,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.4009783
0.21,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.4990197
0.21,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.5970611
0.21,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.6951026
0.21,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.21,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.8911855
0.21,1s6h,1H*,5,2.0,1.0,195262.793144011,195262.9892269
0.21,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.0872683
0.21,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.1853098
0.21,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.2833512
0.22,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.2795936
0.22,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.3823037
0.22,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.4850138
0.22,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.5877239
0.22,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.6904339
0.22,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.22,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.8958541
0.22,1s6h,1H*,5,2.0,1.0,195262.793144011,195262.9985642
0.22,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.1012743
0.22,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.2039843
0.22,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.3066944
0.23,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.2562504
0.23,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.3636291
0.23,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.4710079
0.23,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.5783866
0.23,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.6857653
0.23,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.23,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.9005227
0.23,1s6h,1H*,5,2.0,1.0,195262.793144011,195263.0079015
0.23,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.1152802
0.23,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.2226589
0.23,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.3300376
0.24,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.2329072
0.24,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.3449546
0.24,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.4570019
0.24,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.5690493
0.24,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.6810967
0.24,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.24,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.9051914
0.24,1s6h,1H*,5,2.0,1.0,195262.793144011,195263.0172387
0.24,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.1292861
0.24,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.2413335
0.24,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.3533808
0.25,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.209564
0.25,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.32628
0.25,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.442996
0.25,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.559712
0.25,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.676428
0.25,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.25,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.90986
0.25,1s6h,1H*,5,2.0,1.0,195262.793144011,195263.026576
0.25,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.143292
0.25,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.260008
0.25,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.376724
0.26,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.1862208
0.26,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.3076055
0.26,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.4289901
0.26,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.5503747
0.26,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.6717594
0.26,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.26,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.9145287
0.26,1s6h,1H*,5,2.0,1.0,195262.793144011,195263.0359133
0.26,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.1572979
0.26,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.2786826
0.26,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.4000672
0.27,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.1628776
0.27,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.2889309
0.27,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.4149842
0.27,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.5410375
0.27,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.6670907
0.27,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.27,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.9191973
0.27,1s6h,1H*,5,2.0,1.0,195262.793144011,195263.0452506
0.27,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.1713039
0.27,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.2973571
0.27,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.4234104
0.28,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.1395344
0.28,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.2702563
0.28,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.4009783
0.28,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.5317002
0.28,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.6624221
0.28,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.28,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.9238659
0.28,1s6h,1H*,5,2.0,1.0,195262.793144011,195263.0545879
0.28,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.1853098
0.28,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.3160317
0.28,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.4467536
0.29,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.1161912
0.29,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.2515818
0.29,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.3869723
0.29,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.5223629
0.29,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.6577535
0.29,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.29,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.9285346
0.29,1s6h,1H*,5,2.0,1.0,195262.793144011,195263.0639251
0.29,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.1993157
0.29,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.3347063
0.29,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.4700968
0.3,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.092848
0.3,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.2329072
0.3,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.3729664
0.3,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.5130256
0.3,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.6530848
0.3,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.3,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.9332032
0.3,1s6h,1H*,5,2.0,1.0,195262.793144011,195263.0732624
0.3,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.2133216
0.3,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.3533808
0.3,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.49344
0.31,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.0695048
0.31,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.2142327
0.31,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.3589605
0.31,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.5036883
0.31,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.6484162
0.31,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.31,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.9378719
0.31,1s6h,1H*,5,2.0,1.0,195262.793144011,195263.0825997
0.31,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.2273275
0.31,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.3720554
0.31,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.5167832
0.32,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.0461616
0.32,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.1955581
0.32,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.3449546
0.32,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.4943511
0.32,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.6437475
0.32,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.32,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.9425405
0.32,1s6h,1H*,5,2.0,1.0,195262.793144011,195263.091937
0.32,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.2413335
0.32,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.3907299
0.32,1s6h,1H*,5,5.0,1.0,195262.793144011,195263.5401264
0.33,1s6h,1H*,5,-5.0,1.0,195262.793144011,195262.0228184
0.33,1s6h,1H*,5,-4.0,1.0,195262.793144011,195262.1768835
0.33,1s6h,1H*,5,-3.0,1.0,195262.793144011,195262.3309487
0.33,1s6h,1H*,5,-2.0,1.0,195262.793144011,195262.4850138
0.33,1s6h,1H*,5,-1.0,1.0,195262.793144011,195262.6390789
0.33,1s6h,1H*,5,0.0,1.0,195262.793144011,195262.793144
0.33,1s6h,1H*,5,1.0,1.0,195262.793144011,195262.9472091
0.33,1s6h,1H*,5,2.0,1.0,195262.793144011,195263.1012743
0.33,1s6h,1H*,5,3.0,1.0,195262.793144011,195263.2553394
0.33,1s6h,1H*,5,4.0,1.0,195262.793144011,195263.4094045
