B_T,Configuration,Term,J,mJ,Lande_g,Level0_cm1,LevelB_cm1
0.34,5d106s,2S,1/2,-0.5,1.997,0.0,-0.1584957
0.34,5d106s,2S,1/2,0.5,1.997,0.0,0.1584957
0.35,5d106s,2S,1/2,-0.5,1.997,0.0,-0.1631573
0.35,5d106s,2S,1/2,0.5,1.997,0.0,0.1631573
0.36,5d106s,2S,1/2,-0.5,1.997,0.0,-0.1678189
0.36,5d106s,2S,1/2,0.5,1.997,0.0,0.1678189
0.37,5d106s,2S,1/2,-0.5,1.997,0.0,-0.1724806
0.37,5d106s,2S,1/2,0.5,1.997,0.0,0.1724806
0.38,5d106s,2S,1/2,-0.5,1.997,0.0,-0.1771422
0.38,5d106s,2S,1/2,0.5,1.997,0.0,0.1771422
0.39,5d106s,2S,1/2,-0.5,1.997,0.0,-0.1818038
0.39,5d106s,2S,1/2,0.5,1.997,0.0,0.1818038
0.4,5d106s,2S,1/2,-0.5,1.997,0.0,-0.1864655
0.4,5d106s,2S,1/2,0.5,1.997,0.0,0.1864655
0.41,5d106s,2S,1/2,-0.5,1.997,0.0,-0.1911271
0.41,5d106s,2S,1/2,0.5,1.997,0.0,0.1911271
0.42,5d106s,2S,1/2,-0.5,1.997,0.0,-0.1957888
0.42,5d106s,2S,1/2,0.5,1.997,0.0,0.1957888
0.43,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2004504
0.43,5d106s,2S,1/2,0.5,1.997,0.0,0.2004504
0.44,5d106s,2S,1/2,-0.5,1.997,0.0,-0.205112
0.44,5d106s,2S,1/2,0.5,1.997,0.0,0.205112
0.45,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2097737
0.45,5d106s,2S,1/2,0.5,1.997,0.0,0.2097737
0.46,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2144353
0.46,5d106s,2S,1/2,0.5,1.997,0.0,0.2144353
0.47,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2190969
0.47,5d106s,2S,1/2,0.5,1.997,0.0,0.2190969
0.48,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2237586
0.48,5d106s,2S,1/2,0.5,1.997,0.0,0.2237586
0.49,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2284202
0.49,5d106s,2S,1/2,0.5,1.997,0.0,0.2284202
0.5,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2330819
0.5,5d106s,2S,1/2,0.5,1.997,0.0,0.2330819
0.51,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2377435
0.51,5d106s,2S,1/2,0.5,1.997,0.0,0.2377435
0.52,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2424051
0.52,5d106s,2S,1/2,0.5,1.997,0.0,0.2424051
0.53,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2470668
0.53,5d106s,2S,1/2,0.5,1.997,0.0,0.2470668
0.54,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2517284
0.54,5d106s,2S,1/2,0.5,1.997,0.0,0.2517284
0.55,5d106s,2S,1/2,-0.5,1.997,0.0,-0.25639
0.55,5d106s,2S,1/2,0.5,1.997,0.0,0.25639
0.56,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2610517
0.56,5d106s,2S,1/2,0.5,1.997,0.0,0.2610517
0.57,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2657133
0.57,5d106s,2S,1/2,0.5,1.997,0.0,0.2657133
0.58,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2703749
0.58,5d106s,2S,1/2,0.5,1.997,0.0,0.2703749
0.59,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2750366
0.59,5d106s,2S,1/2,0.5,1.997,0.0,0.2750366
0.6,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2796982
0.6,5d106s,2S,1/2,0.5,1.997,0.0,0.2796982
0.61,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2843599
0.61,5d106s,2S,1/2,0.5,1.997,0.0,0.2843599
0.62,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2890215
0.62,5d106s,2S,1/2,0.5,1.997,0.0,0.2890215
0.63,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2936831
0.63,5d106s,2S,1/2,0.5,1.997,0.0,0.2936831
0.64,5d106s,2S,1/2,-0.5,1.997,0.0,-0.2983448
0.64,5d106s,2S,1/2,0.5,1.997,0.0,0.2983448
0.65,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3030064
0.65,5d106s,2S,1/2,0.5,1.997,0.0,0.3030064
0.66,5d106s,2S,1/2,-0.5,1.997,0.0,-0.307668
0.66,5d106s,2S,1/2,0.5,1.997,0.0,0.307668
0.67,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3123297
0.67,5d106s,2S,1/2,0.5,1.997,0.0,0.3123297
0.68,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3169913
0.68,5d106s,2S,1/2,0.5,1.997,0.0,0.3169913
0.69,5d106s,2S,1/2,-0.5,1.997,0.0,-0.321653
0.69,5d106s,2S,1/2,0.5,1.997,0.0,0.321653
0.7,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3263146
0.7,5d106s,2S,1/2,0.5,1.997,0.0,0.3263146
0.71,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3309762
0.71,5d106s,2S,1/2,0.5,1.997,0.0,0.3309762
0.72,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3356379
0.72,5d106s,2S,1/2,0.5,1.997,0.0,0.3356379
0.73,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3402995
0.73,5d106s,2S,1/2,0.5,1.997,0.0,0.3402995
0.74,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3449611
0.74,5d106s,2S,1/2,0.5,1.997,0.0,0.3449611
0.75,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3496228
0.75,5d106s,2S,1/2,0.5,1.997,0.0,0.3496228
0.76,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3542844
0.76,5d106s,2S,1/2,0.5,1.997,0.0,0.3542844
0.77,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3589461
0.77,5d106s,2S,1/2,0.5,1.997,0.0,0.3589461
0.78,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3636077
0.78,5d106s,2S,1/2,0.5,1.997,0.0,0.3636077
0.79,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3682693
0.79,5d106s,2S,1/2,0.5,1.997,0.0,0.3682693
0.8,5d106s,2S,1/2,-0.5,1.997,0.0,-0.372931
0.8,5d106s,2S,1/2,0.5,1.997,0.0,0.372931
0.81,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3775926
0.81,5d106s,2S,1/2,0.5,1.997,0.0,0.3775926
0.82,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3822542
0.82,5d106s,2S,1/2,0.5,1.997,0.0,0.3822542
0.83,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3869159
0.83,5d106s,2S,1/2,0.5,1.997,0.0,0.3869159
0.84,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3915775
0.84,5d106s,2S,1/2,0.5,1.997,0.0,0.3915775
0.85,5d106s,2S,1/2,-0.5,1.997,0.0,-0.3962391
0.85,5d106s,2S,1/2,0.5,1.997,0.0,0.3962391
0.86,5d106s,2S,1/2,-0.5,1.997,0.0,-0.4009008
0.86,5d106s,2S,1/2,0.5,1.997,0.0,0.4009008
0.87,5d106s,2S,1/2,-0.5,1.997,0.0,-0.4055624
0.87,5d106s,2S,1/2,0.5,1.997,0.0,0.4055624
0.88,5d106s,2S,1/2,-0.5,1.997,0.0,-0.4102241
0.88,5d106s,2S,1/2,0.5,1.997,0.0,0.4102241
0.89,5d106s,2S,1/2,-0.5,1.997,0.0,-0.4148857
0.89,5d106s,2S,1/2,0.5,1.997,0.0,0.4148857
0.9,5d106s,2S,1/2,-0.5,1.997,0.0,-0.4195473
0.9,5d106s,2S,1/2,0.5,1.997,0.0,0.4195473
0.91,5d106s,2S,1/2,-0.5,1.997,0.0,-0.424209
0.91,5d106s,2S,1/2,0.5,1.997,0.0,0.424209
0.92,5d106s,2S,1/2,-0.5,1.997,0.0,-0.4288706
0.92,5d106s,2S,1/2,0.5,1.997,0.0,0.4288706
0.93,5d106s,2S,1/2,-0.5,1.997,0.0,-0.4335322
0.93,5d106s,2S,1/2,0.5,1.997,0.0,0.4335322
0.94,5d106s,2S,1/2,-0.5,1.997,0.0,-0.4381939
0.94,5d106s,2S,1/2,0.5,1.997,0.0,0.4381939
0.95,5d106s,2S,1/2,-0.5,1.997,0.0,-0.4428555
0.95,5d106s,2S,1/2,0.5,1.997,0.0,0.4428555
0.96,5d106s,2S,1/2,-0.5,1.997,0.0,-0.4475172
0.96,5d106s,2S,1/2,0.5,1.997,0.0,0.4475172
0.97,5d106s,2S,1/2,-0.5,1.997,0.0,-0.4521788
0.97,5d106s,2S,1/2,0.5,1.997,0.0,0.4521788
0.98,5d106s,2S,1/2,-0.5,1.997,0.0,-0.4568404
0.98,5d106s,2S,1/2,0.5,1.997,0.0,0.4568404
0.99,5d106s,2S,1/2,-0.5,1.997,0.0,-0.4615021
0.99,5d106s,2S,1/2,0.5,1.997,0.0,0.4615021
1.0,5d106s,2S,1/2,-0.5,1.997,0.0,-0.4661637
1.0,5d106s,2S,1/2,0.5,1.997,0.0,0.4661637
0.0,5d96s2,2D,5/2,-2.5,1.192,9161.177,9161.177
0.0,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.177
0.0,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.177
0.0,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.177
0.0,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.177
0.0,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.177
0.01,5d96s2,2D,5/2,-2.5,1.192,9161.177,9161.1630875
0.01,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.1686525
0.01,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1742175
0.01,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.1797825
0.01,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.1853475
0.01,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.1909125
0.02,5d96s2,2D,5/2,-2.5,1.192,9161.177,9161.1491749
0.02,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.1603049
0.02,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.171435
0.02,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.182565
0.02,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.1936951
0.02,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.2048251
0.03,5d96s2,2D,5/2,-2.5,1.192,9161.177,9161.1352624
0.03,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.1519574
0.03,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1686525
0.03,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.1853475
0.03,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.2020426
0.03,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.2187376
0.04,5d96s2,2D,5/2,-2.5,1.192,9161.177,9161.1213498
0.04,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.1436099
0.04,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.16587
0.04,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.18813
0.04,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.2103901
0.04,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.2326502
0.05,5d96s2,2D,5/2,-2.5,1.192,9161.177,9161.1074373
0.05,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.1352624
0.05,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1630875
0.05,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.1909125
0.05,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.2187376
0.05,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.2465627
0.06,5d96s2,2D,5/2,-2.5,1.192,9161.177,9161.0935247
0.06,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.1269148
0.06,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1603049
0.06,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.1936951
0.06,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.2270852
0.06,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.2604753
0.07,5d96s2,2D,5/2,-2.5,1.192,9161.177,9161.0796122
0.07,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.1185673
0.07,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1575224
0.07,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.1964776
0.07,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.2354327
0.07,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.2743878
0.08,5d96s2,2D,5/2,-2.5,1.192,9161.177,9161.0656996
0.08,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.1102198
0.08,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1547399
0.08,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.1992601
0.08,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.2437802
0.08,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.2883004
0.09,5d96s2,2D,5/2,-2.5,1.192,9161.177,9161.0517871
0.09,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.1018722
0.09,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1519574
0.09,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2020426
0.09,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.2521278
0.09,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.3022129
0.1,5d96s2,2D,5/2,-2.5,1.192,9161.177,9161.0378745
0.1,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.0935247
0.1,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1491749
0.1,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2048251
0.1,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.2604753
0.1,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.3161255
0.11,5d96s2,2D,5/2,-2.5,1.192,9161.177,9161.023962
0.11,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.0851772
0.11,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1463924
0.11,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2076076
0.11,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.2688228
0.11,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.330038
0.12,5d96s2,2D,5/2,-2.5,1.192,9161.177,9161.0100494
0.12,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.0768297
0.12,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1436099
0.12,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2103901
0.12,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.2771703
0.12,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.3439506
0.13,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.9961369
0.13,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.0684821
0.13,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1408274
0.13,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2131726
0.13,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.2855179
0.13,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.3578631
0.14,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.9822243
0.14,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.0601346
0.14,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1380449
0.14,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2159551
0.14,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.2938654
0.14,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.3717757
0.15,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.9683118
0.15,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.0517871
0.15,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1352624
0.15,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2187376
0.15,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.3022129
0.15,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.3856882
0.16,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.9543992
0.16,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.0434395
0.16,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1324798
0.16,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2215202
0.16,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.3105605
0.16,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.3996008
0.17,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.9404867
0.17,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.035092
0.17,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1296973
0.17,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2243027
0.17,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.318908
0.17,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.4135133
0.18,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.9265742
0.18,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.0267445
0.18,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1269148
0.18,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2270852
0.18,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.3272555
0.18,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.4274258
0.19,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.9126616
0.19,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.018397
0.19,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1241323
0.19,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2298677
0.19,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.335603
0.19,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.4413384
0.2,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.8987491
0.2,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.0100494
0.2,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1213498
0.2,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2326502
0.2,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.3439506
0.2,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.4552509
0.21,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.8848365
0.21,5d96s2,2D,5/2,-1.5,1.192,9161.177,9161.0017019
0.21,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1185673
0.21,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2354327
0.21,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.3522981
0.21,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.4691635
0.22,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.870924
0.22,5d96s2,2D,5/2,-1.5,1.192,9161.177,9160.9933544
0.22,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1157848
0.22,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2382152
0.22,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.3606456
0.22,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.483076
0.23,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.8570114
0.23,5d96s2,2D,5/2,-1.5,1.192,9161.177,9160.9850068
0.23,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1130023
0.23,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2409977
0.23,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.3689932
0.23,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.4969886
0.24,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.8430989
0.24,5d96s2,2D,5/2,-1.5,1.192,9161.177,9160.9766593
0.24,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1102198
0.24,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2437802
0.24,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.3773407
0.24,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.5109011
0.25,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.8291863
0.25,5d96s2,2D,5/2,-1.5,1.192,9161.177,9160.9683118
0.25,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1074373
0.25,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2465627
0.25,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.3856882
0.25,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.5248137
0.26,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.8152738
0.26,5d96s2,2D,5/2,-1.5,1.192,9161.177,9160.9599643
0.26,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1046548
0.26,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2493452
0.26,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.3940357
0.26,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.5387262
0.27,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.8013612
0.27,5d96s2,2D,5/2,-1.5,1.192,9161.177,9160.9516167
0.27,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.1018722
0.27,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2521278
0.27,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.4023833
0.27,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.5526388
0.28,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.7874487
0.28,5d96s2,2D,5/2,-1.5,1.192,9161.177,9160.9432692
0.28,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.0990897
0.28,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2549103
0.28,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.4107308
0.28,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.5665513
0.29,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.7735361
0.29,5d96s2,2D,5/2,-1.5,1.192,9161.177,9160.9349217
0.29,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.0963072
0.29,5d96s2,2D,5/2,0.5,1.192,9161.177,9161.2576928
0.29,5d96s2,2D,5/2,1.5,1.192,9161.177,9161.4190783
0.29,5d96s2,2D,5/2,2.5,1.192,9161.177,9161.5804639
0.3,5d96s2,2D,5/2,-2.5,1.192,9161.177,9160.7596236
0.3,5d96s2,2D,5/2,-1.5,1.192,9161.177,9160.9265742
0.3,5d96s2,2D,5/2,-0.5,1.192,9161.177,9161.0935247
