filename,device,epsilon_code,epsilon,timesteps,iterations,qubits,initial_state_tag,disorder_tag,special_tag,bytes,shape,dtype,finite,min,max
NewFloq_REF_Bro57_Eps005_T50_5IT_30Aug_POL.dat,Brooklyn,005,0.05,50,5,57,polarized,standard_or_unspecified,POL,58140,5x51x57,float32,True,-0.9213899970054626,0.9885299801826477
NewFloq_REF_Bro57_Eps006_T50_5IT_14Jul.dat,Brooklyn,006,0.06,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.961430013179779,0.9907199740409851
NewFloq_REF_Bro57_Eps007_T50_5IT_12Jul.dat,Brooklyn,007,0.07,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9421399831771851,0.9890099763870239
NewFloq_REF_Bro57_Eps008_T50_5IT_20Aug.dat,Brooklyn,008,0.08,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9533699750900269,0.9858400225639343
NewFloq_REF_Bro57_Eps008_T50_5IT_30Aug.dat,Brooklyn,008,0.08,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.955079972743988,0.987060010433197
NewFloq_REF_Bro57_Eps009_T50_5IT_20Aug.dat,Brooklyn,009,0.09,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9575200080871582,0.987060010433197
NewFloq_REF_Bro57_Eps009_T50_5IT_21Aug.dat,Brooklyn,009,0.09,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9597200155258179,0.9877899885177612
NewFloq_REF_Bro57_Eps00_T50_5IT_30Aug.dat,Brooklyn,00,0.0,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9582499861717224,0.9882799983024597
NewFloq_REF_Bro57_Eps011_T50_5IT_12Jul.dat,Brooklyn,011,0.11,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9650899767875671,0.9797400236129761
NewFloq_REF_Bro57_Eps011_T50_5IT_21Aug.dat,Brooklyn,011,0.11,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9616699814796448,0.987060010433197
NewFloq_REF_Bro57_Eps011_T50_5IT_9Jul.dat,Brooklyn,011,0.11,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9528800249099731,0.987060010433197
NewFloq_REF_Bro57_Eps012_T50_5IT_02Sep.dat,Brooklyn,012,0.12,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.955079972743988,0.9858400225639343
NewFloq_REF_Bro57_Eps012_T50_5IT_12Jul.dat,Brooklyn,012,0.12,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9594699740409851,0.9833999872207642
NewFloq_REF_Bro57_Eps012_T50_5IT_21Aug.dat,Brooklyn,012,0.12,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9519000053405762,0.9875500202178955
NewFloq_REF_Bro57_Eps012_T50_5IT_30Aug.dat,Brooklyn,012,0.12,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9592300057411194,0.9846199750900269
NewFloq_REF_Bro57_Eps013_T50_5IT_15Jul.dat,Brooklyn,013,0.13,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9604499936103821,0.987060010433197
NewFloq_REF_Bro57_Eps013_T50_5IT_20Aug.dat,Brooklyn,013,0.13,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9594699740409851,0.9865700006484985
NewFloq_REF_Bro57_Eps013_T50_5IT_31Aug.dat,Brooklyn,013,0.13,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9575200080871582,0.9892600178718567
NewFloq_REF_Bro57_Eps014_T50_5IT_02Sep.dat,Brooklyn,014,0.14,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9472699761390686,0.9880399703979492
NewFloq_REF_Bro57_Eps014_T50_5IT_20Aug.dat,Brooklyn,014,0.14,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9602100253105164,0.9872999787330627
NewFloq_REF_Bro57_Eps014_T50_5IT_22Aug.dat,Brooklyn,014,0.14,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9604499936103821,0.9872999787330627
NewFloq_REF_Bro57_Eps015_T50_5IT_12Jul.dat,Brooklyn,015,0.15,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9626500010490417,0.9853500127792358
NewFloq_REF_Bro57_Eps015_T50_5IT_31Aug.dat,Brooklyn,015,0.15,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.955810010433197,0.9836400151252747
NewFloq_REF_Bro57_Eps017_T50_5IT_01Sep.dat,Brooklyn,017,0.17,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9594699740409851,0.9872999787330627
NewFloq_REF_Bro57_Eps017_T50_5IT_02Sep.dat,Brooklyn,017,0.17,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9521499872207642,0.9860799908638
NewFloq_REF_Bro57_Eps017_T50_5IT_12Jul.dat,Brooklyn,017,0.17,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9531199932098389,0.987060010433197
NewFloq_REF_Bro57_Eps017_T50_5IT_21Aug.dat,Brooklyn,017,0.17,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9606900215148926,0.9875500202178955
NewFloq_REF_Bro57_Eps01_T50_5IT_20Aug.dat,Brooklyn,01,0.1,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9594699740409851,0.9838899970054626
NewFloq_REF_Bro57_Eps01_T50_5IT_9Jul.dat,Brooklyn,01,0.1,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9626500010490417,0.9875500202178955
NewFloq_REF_Bro57_Eps025_T50_5IT_19Aug.dat,Brooklyn,025,0.25,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9577599763870239,0.9868199825286865
NewFloq_REF_Bro57_Eps02_T50_5IT_13Jul.dat,Brooklyn,02,0.2,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.963379979133606,0.9829099774360657
NewFloq_REF_Bro57_Eps035_T50_5IT_19Aug.dat,Brooklyn,035,0.35,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9570299983024597,0.9865700006484985
NewFloq_REF_Bro57_Eps03_T50_5IT_18Aug.dat,Brooklyn,03,0.3,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9606900215148926,0.9897500276565552
NewFloq_REF_Bro57_Eps04_T50_5IT_19Aug.dat,Brooklyn,04,0.4,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9580100178718567,0.9868199825286865
NewFloq_REF_Bro57_Eps04_T50_5IT_22Aug.dat,Brooklyn,04,0.4,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9567899703979492,0.986329972743988
NewFloq_REF_Bro57_Eps06_T50_5IT_30Jul.dat,Brooklyn,06,0.6,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9494600296020508,0.9846199750900269
NewFloq_REF_Bro57_Eps07_T50_5IT_30Jul.dat,Brooklyn,07,0.7,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9592300057411194,0.9853500127792358
NewFloq_REF_Bro57_Eps08_T50_5IT_23Jul.dat,Brooklyn,08,0.8,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.951170027256012,0.9890099763870239
NewFloq_REF_Bro57_Eps09_T50_5IT_23Jul.dat,Brooklyn,09,0.9,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.963379979133606,0.9868199825286865
NewFloq_REF_Bro57_Eps0_T50_5IT_14Jul.dat,Brooklyn,0,0.0,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9602100253105164,0.9909700155258179
NewFloq_REF_Bro57_Eps1_T50_5IT_epsref1_31Jul.dat,Brooklyn,1,1.0,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9567899703979492,0.9851099848747253
NewFloq_REF_Man57_Eps001_T50_5IT_7Jul.dat,Manhattan,001,0.01,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9643599987030029,0.9885299801826477
NewFloq_REF_Man57_Eps003_T50_5IT_6Jul.dat,Manhattan,003,0.03,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9977999925613403,0.9916999936103821
NewFloq_REF_Man57_Eps004_T50_5IT_8Jul.dat,Manhattan,004,0.04,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9704599976539612,0.9921900033950806
NewFloq_REF_Man57_Eps005_T50_5IT_6Jul.dat,Manhattan,005,0.05,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9724100232124329,0.9890099763870239
NewFloq_REF_Man57_Eps006_T50_5IT_7Jul.dat,Manhattan,006,0.06,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9707000255584717,0.9909700155258179
NewFloq_REF_Man57_Eps007_T50_5IT_6Jul.dat,Manhattan,007,0.07,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9582499861717224,0.9904800057411194
NewFloq_REF_Man57_Eps007_T50_5IT_7Jul.dat,Manhattan,007,0.07,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9680200219154358,0.9912099838256836
NewFloq_REF_Man57_Eps008_T50_5IT_8Jul.dat,Manhattan,008,0.08,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9685099720954895,0.9921900033950806
NewFloq_REF_Man57_Eps009_T50_5IT_5Jul.dat,Manhattan,009,0.09,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9714400172233582,0.9865700006484985
NewFloq_REF_Man57_Eps012_T50_5IT_4Jul.dat,Manhattan,012,0.12,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.969730019569397,0.9916999936103821
NewFloq_REF_Man57_Eps013_T50_5IT_16Aug.dat,Manhattan,013,0.13,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9707000255584717,0.9868199825286865
NewFloq_REF_Man57_Eps014_T50_5IT_15Jul.dat,Manhattan,014,0.14,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-1.0,0.9907199740409851
NewFloq_REF_Man57_Eps015_T50_5IT_21Aug.dat,Manhattan,015,0.15,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9748499989509583,0.9912099838256836
NewFloq_REF_Man57_Eps015_T50_5IT_5Jul.dat,Manhattan,015,0.15,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9758300185203552,0.992680013179779
NewFloq_REF_Man57_Eps017_T50_5IT_6Jul.dat,Manhattan,017,0.17,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9726600050926208,0.9892600178718567
NewFloq_REF_Man57_Eps01_T50_5IT_21Aug.dat,Manhattan,01,0.1,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9711899757385254,0.9916999936103821
NewFloq_REF_Man57_Eps01_T50_5IT_22Aug.dat,Manhattan,01,0.1,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9750999808311462,0.9899899959564209
NewFloq_REF_Man57_Eps025_T50_5IT_20Aug.dat,Manhattan,025,0.25,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9702100157737732,0.9904800057411194
NewFloq_REF_Man57_Eps025_T50_5IT_22Aug.dat,Manhattan,025,0.25,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9733899831771851,0.9897500276565552
NewFloq_REF_Man57_Eps025_T50_5IT_6Jul.dat,Manhattan,025,0.25,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9555699825286865,0.9916999936103821
NewFloq_REF_Man57_Eps02_T50_5IT_16Aug.dat,Manhattan,02,0.2,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9606900215148926,0.987060010433197
NewFloq_REF_Man57_Eps02_T50_5IT_20Aug.dat,Manhattan,02,0.2,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.951170027256012,0.9909700155258179
NewFloq_REF_Man57_Eps02_T50_5IT_5Jul.dat,Manhattan,02,0.2,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9528800249099731,0.9916999936103821
NewFloq_REF_Man57_Eps035_T50_5IT_16Jul.dat,Manhattan,035,0.35,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9624000191688538,0.9929199814796448
NewFloq_REF_Man57_Eps03_T50_5IT_15Jul.dat,Manhattan,03,0.3,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.96875,0.9982900023460388
NewFloq_REF_Man57_Eps045_T50_5IT_16Jul.dat,Manhattan,045,0.45,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9585000276565552,0.9934099912643433
NewFloq_REF_Man57_Eps047_T50_5IT_16Jul.dat,Manhattan,047,0.47,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-1.0,0.9897500276565552
NewFloq_REF_Man57_Eps04_T50_5IT_15Jul.dat,Manhattan,04,0.4,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-1.0,0.9912099838256836
NewFloq_REF_Man57_Eps04_T50_5IT_20Aug.dat,Manhattan,04,0.4,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9702100157737732,0.9929199814796448
NewFloq_REF_Man57_Eps05_T50_5IT_5Jul.dat,Manhattan,05,0.5,50,5,57,unspecified,standard_or_unspecified,,58140,5x51x57,float32,True,-0.9750999808311462,0.9912099838256836
