filename,epsilon,device,initial_state,disorder,n_qubits_total,n_qubits_accepted,n_qubits_rejected,thermal_fraction_accepted,half_frequency_mean,half_frequency_variance,delta_mean,late_aligned_mean_20_40,fit_r2_median_accepted
NewFloq_REF_Bro57_Eps011_T50_5IT_12Jul.dat,0.11,Brooklyn,standard_untagged,standard_or_unspecified,57,47,10,0.2978723404255319,0.30426433030645494,0.07122085323530511,0.02678894621936618,0.18940421900156584,0.9751232801746094
NewFloq_REF_Bro57_Eps011_T50_5IT_21Aug.dat,0.11,Brooklyn,standard_untagged,standard_or_unspecified,57,49,8,0.3469387755102041,0.3277079920143156,0.08462521642855088,0.027128796105230467,0.23691732826522643,0.9659254825222997
NewFloq_REF_Bro57_Eps011_T50_5IT_9Jul.dat,0.11,Brooklyn,standard_untagged,standard_or_unspecified,57,46,11,0.34782608695652173,0.45424798865893284,0.16569142073628884,0.02416239136510975,0.39943464408903334,0.9567007300630519
NewFloq_REF_Bro57_Eps012_T50_5IT_02Sep.dat,0.12,Brooklyn,standard_untagged,standard_or_unspecified,57,50,7,0.26,0.26544045488239426,0.06123579969903333,0.01915117548225407,0.16513673657452013,0.9730134823361857
NewFloq_REF_Bro57_Eps012_T50_5IT_12Jul.dat,0.12,Brooklyn,standard_untagged,standard_or_unspecified,57,44,13,0.4090909090909091,0.38975159995066666,0.2785950101493179,0.02856563067139738,0.30679989313775413,0.9544986036409678
NewFloq_REF_Bro57_Eps012_T50_5IT_21Aug.dat,0.12,Brooklyn,standard_untagged,standard_or_unspecified,57,51,6,0.2549019607843137,0.24251342684717736,0.04097366011545389,0.02483517038163101,0.1350167389390323,0.9617541019750578
NewFloq_REF_Bro57_Eps012_T50_5IT_30Aug.dat,0.12,Brooklyn,standard_untagged,standard_or_unspecified,57,47,10,0.40425531914893614,0.24166514747608855,0.04812586560067649,0.041583835347280586,0.140334469948185,0.9678337154078676
NewFloq_REF_Bro57_Eps013_T50_5IT_15Jul.dat,0.13,Brooklyn,standard_untagged,standard_or_unspecified,57,48,9,0.375,0.23279376617749156,0.049093565592562505,0.03202253837451227,0.07157376668796746,0.9696522203561316
NewFloq_REF_Bro57_Eps013_T50_5IT_20Aug.dat,0.13,Brooklyn,standard_untagged,standard_or_unspecified,57,47,10,0.3404255319148936,0.22792944464257123,0.0441771830043026,0.035971260692701144,0.12086481271093524,0.9718980837240561
NewFloq_REF_Bro57_Eps013_T50_5IT_31Aug.dat,0.13,Brooklyn,standard_untagged,standard_or_unspecified,57,51,6,0.37254901960784315,0.22447824331009217,0.04481628786069753,0.034699924165403566,0.07691298437789454,0.9696667783335536
NewFloq_REF_Bro57_Eps014_T50_5IT_02Sep.dat,0.14,Brooklyn,standard_untagged,standard_or_unspecified,57,50,7,0.46,0.2683984002144526,0.11923942908817951,0.04135425119432868,0.18044481638625393,0.971647781475615
NewFloq_REF_Bro57_Eps014_T50_5IT_20Aug.dat,0.14,Brooklyn,standard_untagged,standard_or_unspecified,57,52,5,0.34615384615384615,0.24386773755077862,0.13743181724242742,0.024838734501875456,0.11547784646423946,0.9491355850718746
NewFloq_REF_Bro57_Eps014_T50_5IT_22Aug.dat,0.14,Brooklyn,standard_untagged,standard_or_unspecified,57,48,9,0.2708333333333333,0.2730255288787485,0.07357934326486819,0.02930737622772766,0.15425905789679697,0.9721196802834646
NewFloq_REF_Bro57_Eps015_T50_5IT_12Jul.dat,0.15,Brooklyn,standard_untagged,standard_or_unspecified,57,48,9,0.3125,0.17284196915266783,0.024656901974509936,0.02254556222925056,0.018206600996466694,0.96368848360757
NewFloq_REF_Bro57_Eps015_T50_5IT_31Aug.dat,0.15,Brooklyn,standard_untagged,standard_or_unspecified,57,50,7,0.3,0.23287982317291317,0.06284240748982818,0.029481755439941755,0.06304078961798447,0.9760452058044752
NewFloq_REF_Bro57_Eps017_T50_5IT_01Sep.dat,0.17,Brooklyn,standard_untagged,standard_or_unspecified,57,49,8,0.5918367346938775,0.16570351457286517,0.03478506067570563,0.03729966087559484,0.05616006862678497,0.9568961716333139
NewFloq_REF_Bro57_Eps017_T50_5IT_02Sep.dat,0.17,Brooklyn,standard_untagged,standard_or_unspecified,57,51,6,0.5294117647058824,0.17034706412109957,0.04079027882674633,0.03512827158138071,0.0055340355403226136,0.969997073072165
NewFloq_REF_Bro57_Eps017_T50_5IT_12Jul.dat,0.17,Brooklyn,standard_untagged,standard_or_unspecified,57,45,12,0.4666666666666667,0.15938312213136557,0.028562347499700276,0.02565102055161645,0.01535589110668359,0.9707339180704656
NewFloq_REF_Bro57_Eps017_T50_5IT_21Aug.dat,0.17,Brooklyn,standard_untagged,standard_or_unspecified,57,47,10,0.6170212765957447,0.16689662425864257,0.04917916763985614,0.04005556803573483,0.026425827823682378,0.9736581885168831
NewFloq_REF_Bro57_Eps01_T50_5IT_20Aug.dat,0.1,Brooklyn,standard_untagged,standard_or_unspecified,57,48,9,0.3125,0.30350805941883635,0.08266697528278522,0.027736550979711113,0.22338771577066002,0.9546462194992162
NewFloq_REF_Bro57_Eps01_T50_5IT_9Jul.dat,0.1,Brooklyn,standard_untagged,standard_or_unspecified,57,47,10,0.2127659574468085,0.4180499737644206,0.3174264078662173,0.01643400205710527,0.3343787955880132,0.9705840560975656
NewFloq_REF_Bro57_Eps025_T50_5IT_19Aug.dat,0.25,Brooklyn,standard_untagged,standard_or_unspecified,57,47,10,0.8936170212765957,0.09056739073637969,0.009423326605293587,0.06968333787708783,-0.014067908834588515,0.9634929644679384
NewFloq_REF_Bro57_Eps02_T50_5IT_13Jul.dat,0.2,Brooklyn,standard_untagged,standard_or_unspecified,57,46,11,0.6521739130434783,0.1262653555893755,0.020688712582718205,0.04903405243358377,-0.024165705237739935,0.9665303463516095
NewFloq_REF_Bro57_Eps035_T50_5IT_19Aug.dat,0.35,Brooklyn,standard_untagged,standard_or_unspecified,57,50,7,0.96,0.041987502997529715,0.0005406582018423784,0.026514428732463957,-0.011758979949032099,0.9776878896777654
NewFloq_REF_Bro57_Eps03_T50_5IT_18Aug.dat,0.3,Brooklyn,standard_untagged,standard_or_unspecified,57,49,8,0.9591836734693877,0.06240712841331653,0.0007436766784766055,0.06517069487093134,-0.013753725672795345,0.969114692178539
NewFloq_REF_Bro57_Eps04_T50_5IT_19Aug.dat,0.4,Brooklyn,standard_untagged,standard_or_unspecified,57,50,7,1.0,0.03527905050901351,0.00022696835445749585,0.06466541982185048,0.0003244888034963586,0.9727122583476202
NewFloq_REF_Bro57_Eps04_T50_5IT_22Aug.dat,0.4,Brooklyn,standard_untagged,standard_or_unspecified,57,49,8,1.0,0.033285835399541976,7.568629225011973e-05,0.07254028997596457,0.0005114139711676294,0.9674040472047093
NewFloq_REF_Bro57_Eps06_T50_5IT_30Jul.dat,0.6,Brooklyn,standard_untagged,standard_or_unspecified,57,49,8,1.0,0.01553694321681792,1.0503408711285384e-05,0.08974368957409867,0.0003091465175360201,0.9764305988400911
NewFloq_REF_Bro57_Eps07_T50_5IT_30Jul.dat,0.7,Brooklyn,standard_untagged,standard_or_unspecified,57,51,6,1.0,0.012930608536169235,8.58481129750069e-06,0.09286208220156492,0.0004798942140495981,0.9712396069756208
NewFloq_REF_Bro57_Eps08_T50_5IT_23Jul.dat,0.8,Brooklyn,standard_untagged,standard_or_unspecified,57,49,8,1.0,0.01133442460026846,5.199510372365186e-06,0.09990808227249016,0.0013004942921078335,0.9666027366318559
NewFloq_REF_Bro57_Eps09_T50_5IT_23Jul.dat,0.9,Brooklyn,standard_untagged,standard_or_unspecified,57,49,8,1.0,0.010621913497673432,8.477198001590359e-06,0.08964994329436272,0.003448142526100524,0.9709503549404921
NewFloq_REF_Bro57_Eps0_T50_5IT_14Jul.dat,0.0,Brooklyn,standard_untagged,standard_or_unspecified,57,44,13,0.0,0.9571435165754972,0.042356032700318604,0.0008696117352777788,1.0260213553100586,0.9742419301197167
NewFloq_REF_Bro57_Eps1_T50_5IT_epsref1_31Jul.dat,1.0,Brooklyn,standard_untagged,standard_or_unspecified,57,0,57,nan,nan,nan,nan,nan,nan
NewFloq_REF_Man57_Eps001_T50_5IT_7Jul.dat,0.01,Manhattan,standard_untagged,standard_or_unspecified,57,38,19,0.0,1.0151830113484899,0.023328099324475243,0.0004482004128059806,1.103397807360111,0.9603649885745031
NewFloq_REF_Man57_Eps003_T50_5IT_6Jul.dat,0.03,Manhattan,standard_untagged,standard_or_unspecified,57,33,24,0.0,0.8131664047221506,0.10349391169424349,0.0008014266457054064,0.8459869537804444,0.30557601633611753
NewFloq_REF_Man57_Eps004_T50_5IT_8Jul.dat,0.04,Manhattan,standard_untagged,standard_or_unspecified,57,36,21,0.0,0.9068254245514523,0.10717726243449126,0.00036299217046001776,0.9525517999003811,0.9584587623611972
NewFloq_REF_Man57_Eps005_T50_5IT_6Jul.dat,0.05,Manhattan,standard_untagged,standard_or_unspecified,57,32,25,0.09375,0.7548174424332051,0.28855585101598547,0.0122040292575342,0.7728895658441994,0.9314668168412398
NewFloq_REF_Man57_Eps006_T50_5IT_7Jul.dat,0.06,Manhattan,standard_untagged,standard_or_unspecified,57,33,24,0.06060606060606061,0.6607862319663568,0.13257331924910387,0.004260135048366865,0.6450467538034426,0.26033988056100954
NewFloq_REF_Man57_Eps007_T50_5IT_6Jul.dat,0.07,Manhattan,standard_untagged,standard_or_unspecified,57,32,25,0.03125,0.6278753073414751,0.10774721513158711,0.005917015969035322,0.6204319918025378,0.9650572481332198
NewFloq_REF_Man57_Eps007_T50_5IT_7Jul.dat,0.07,Manhattan,standard_untagged,standard_or_unspecified,57,35,22,0.14285714285714285,0.5548141664593206,0.09687518063683169,0.01547038480884507,0.5403209991022635,0.9705323985223067
NewFloq_REF_Man57_Eps008_T50_5IT_8Jul.dat,0.08,Manhattan,standard_untagged,standard_or_unspecified,57,37,20,0.08108108108108109,0.5510518699093455,0.13383309095292262,0.008161761667448125,0.528334813077404,0.2710446624398215
NewFloq_REF_Man57_Eps009_T50_5IT_5Jul.dat,0.09,Manhattan,standard_untagged,standard_or_unspecified,57,35,22,0.2857142857142857,0.4553662921595935,0.21667421774845952,0.024329275247753752,0.3657836608590975,0.9396141746827743
NewFloq_REF_Man57_Eps012_T50_5IT_4Jul.dat,0.12,Manhattan,standard_untagged,standard_or_unspecified,57,36,21,0.2222222222222222,0.3239247602536102,0.10442962732346428,0.02481125473325706,0.23382564854554502,0.30155857426704824
NewFloq_REF_Man57_Eps013_T50_5IT_16Aug.dat,0.13,Manhattan,standard_untagged,standard_or_unspecified,57,36,21,0.3333333333333333,0.2964156924837771,0.07977937747976618,0.021244553426345927,0.20695545380980376,0.9754053044294202
NewFloq_REF_Man57_Eps014_T50_5IT_15Jul.dat,0.14,Manhattan,standard_untagged,standard_or_unspecified,57,34,23,0.5588235294117647,0.13985903459791893,0.020937322706016746,0.04269985486292827,0.02621349190518582,0.9016223033740127
NewFloq_REF_Man57_Eps015_T50_5IT_21Aug.dat,0.15,Manhattan,standard_untagged,standard_or_unspecified,57,38,19,0.4473684210526316,0.19500396910325946,0.033096572708965655,0.03233802605196604,0.06459000982327176,0.6388293674654327
NewFloq_REF_Man57_Eps015_T50_5IT_5Jul.dat,0.15,Manhattan,standard_untagged,standard_or_unspecified,57,36,21,0.4722222222222222,0.2212803264372717,0.0386613372310309,0.032710073982580676,0.10168361978687523,0.9506528875353548
NewFloq_REF_Man57_Eps017_T50_5IT_6Jul.dat,0.17,Manhattan,standard_untagged,standard_or_unspecified,57,33,24,0.6060606060606061,0.22500195521756985,0.08408059642094987,0.05701973787549974,0.14011785847316902,0.3092428704989195
NewFloq_REF_Man57_Eps01_T50_5IT_21Aug.dat,0.1,Manhattan,standard_untagged,standard_or_unspecified,57,35,22,0.2857142857142857,0.45116873157847953,0.20120842912606943,0.01915508252200123,0.3585261790120155,0.9639814508395481
NewFloq_REF_Man57_Eps01_T50_5IT_22Aug.dat,0.1,Manhattan,standard_untagged,standard_or_unspecified,57,36,21,0.5833333333333334,0.2387495134308093,0.10119802774815906,0.04009738826792272,0.15100820800620968,0.9120139701766229
NewFloq_REF_Man57_Eps025_T50_5IT_20Aug.dat,0.25,Manhattan,standard_untagged,standard_or_unspecified,57,36,21,0.9166666666666666,0.07827790653730167,0.0023060328190588546,0.07063355760989304,-0.0314920987552081,0.9603022650446513
NewFloq_REF_Man57_Eps025_T50_5IT_22Aug.dat,0.25,Manhattan,standard_untagged,standard_or_unspecified,57,37,20,0.9459459459459459,0.07392874111414627,0.0007468367660487695,0.10557168152733162,-0.010333262503307442,0.9702534543087572
NewFloq_REF_Man57_Eps025_T50_5IT_6Jul.dat,0.25,Manhattan,standard_untagged,standard_or_unspecified,57,35,22,0.9428571428571428,0.07427193262728655,0.0024689986902077686,0.04561683290615121,-0.0019585597430718834,0.25274988581965674
NewFloq_REF_Man57_Eps02_T50_5IT_16Aug.dat,0.2,Manhattan,standard_untagged,standard_or_unspecified,57,36,21,0.6944444444444444,0.12081024724241687,0.012938649229305939,0.0463612615083239,-0.00011072667273796571,0.9755430754864869
NewFloq_REF_Man57_Eps02_T50_5IT_20Aug.dat,0.2,Manhattan,standard_untagged,standard_or_unspecified,57,37,20,0.7837837837837838,0.11432625630220299,0.011396539466447806,0.07252869200615374,0.020645127585617623,0.3571344972293027
NewFloq_REF_Man57_Eps02_T50_5IT_5Jul.dat,0.2,Manhattan,standard_untagged,standard_or_unspecified,57,41,16,0.7804878048780488,0.09833222574776974,0.004058015883894747,0.07046391981651287,-0.04155453943021736,0.27245875106140494
NewFloq_REF_Man57_Eps035_T50_5IT_16Jul.dat,0.35,Manhattan,standard_untagged,standard_or_unspecified,57,37,20,1.0,0.04285840196750211,0.00022593709669526703,0.0729184484896519,0.00094410993816771,0.9648386906115674
NewFloq_REF_Man57_Eps03_T50_5IT_15Jul.dat,0.3,Manhattan,standard_untagged,standard_or_unspecified,57,33,24,0.9696969696969697,0.05466309309151608,0.0004130413959813839,0.057965207933770774,-0.004929495207993107,0.9758503920895535
NewFloq_REF_Man57_Eps045_T50_5IT_16Jul.dat,0.45,Manhattan,standard_untagged,standard_or_unspecified,57,39,18,1.0,0.02482107179957427,4.906814328120986e-05,0.02207428711550528,0.00016890506335318672,0.9753583176593328
NewFloq_REF_Man57_Eps047_T50_5IT_16Jul.dat,0.47,Manhattan,standard_untagged,standard_or_unspecified,57,38,19,1.0,0.0225726041941754,1.9966300001029083e-05,0.0011278731390828133,6.67493234581505e-05,0.9533420256155278
NewFloq_REF_Man57_Eps04_T50_5IT_15Jul.dat,0.4,Manhattan,standard_untagged,standard_or_unspecified,57,36,21,1.0,0.029648112083787752,0.00011392551594469043,0.04229544179088319,4.425779993771084e-05,0.3933863311865688
NewFloq_REF_Man57_Eps04_T50_5IT_20Aug.dat,0.4,Manhattan,standard_untagged,standard_or_unspecified,57,35,22,0.9714285714285714,0.040488009344865426,0.0027564264065762993,0.009456212832827415,-0.017141819539220147,0.9549117656618388
NewFloq_REF_Man57_Eps05_T50_5IT_5Jul.dat,0.5,Manhattan,standard_untagged,standard_or_unspecified,57,40,17,1.0,0.020342404733175203,1.9578812488269706e-05,0.058793641265998134,0.0003055846722903858,0.346210921690351
