path_index,source_sample_index,scale_factor,redshift,contraction_elapsed_time_Gyr,H_signed_km_s_Mpc,H_magnitude_km_s_Mpc,E_of_a,q_A_ln_E,boundary_margin_candidate,trajectory_direction
29,29,0.87498377522699999,0.14287833479000001,1.8740776192799999,-72.372883720100006,72.372883720100006,1.07502926572,0.0723478851346432,0.38403459866900003,contraction
30,30,0.87096358995599998,0.14815362149700001,1.9362077365599999,-72.578029103000006,72.578029103000006,1.0780765021800001,0.075178436740582874,0.383551604218,contraction
31,31,0.86696187575799999,0.153453257821,1.99816152495,-72.785438448299999,72.785438448299999,1.0811573676199999,0.078032104028615865,0.38306312944400001,contraction
32,32,0.862978547767,0.15877735615499999,2.0599380551699999,-72.995131889600003,72.995131889600003,1.0842721610999999,0.080908942629835195,0.38256912795499998,contraction
33,33,0.85901352150499999,0.16412602941000001,2.1215364053900001,-73.207129664600004,73.207129664600004,1.08742118323,0.083809006163444,0.38206955336999998,contraction
34,34,0.85506671288500002,0.16949939102,2.1829556614899999,-73.421452114499999,73.421452114499999,1.09060473616,0.086732346210829203,0.38156435933100002,contraction
35,35,0.85113803820199996,0.17489755494000001,2.2441949172100002,-73.638119684000003,73.638119684000003,1.09382312357,0.089679012290363944,0.38105349951700002,contraction
36,36,0.847227414141,0.18032063565199999,2.30525327437,-73.857152921199997,73.857152921199997,1.09707665069,0.0926490518602925,0.38053692765500002,contraction
37,37,0.84333475776400002,0.18576874816700001,2.36612984307,-74.078572476999994,74.078572476999994,1.10036562428,0.095642510285523563,0.38001459753299999,contraction
38,38,0.839459986519,0.191242008027,2.4268237418299998,-74.302399105399999,74.302399105399999,1.1036903525899999,0.098659430787220309,0.379486463015,contraction
39,39,0.83560301823100003,0.19674053130700001,2.4873340978299998,-74.528653663,74.528653663,1.1070511454500001,0.10169985451107905,0.37895247805600002,contraction
40,40,0.83176377110300004,0.202264434617,2.5476600470899999,-74.757357108700006,74.757357108700006,1.1104483141799999,0.10476382043263345,0.37841259671100003,contraction
41,41,0.82794216371200002,0.20781383510699999,2.6078007346400001,-74.988530503899995,74.988530503899995,1.11388217162,0.10785136537239479,0.377866773155,contraction
42,42,0.82413811501300005,0.213388850465,2.6677553146899999,-75.222195012300006,75.222195012300006,1.11735303214,0.11096252399321423,0.37731496169399997,contraction
43,43,0.82035154433000002,0.218989598925,2.7275229508500001,-75.458371899300005,75.458371899300005,1.1208612116200001,0.11409732877134224,0.376757116783,contraction
44,44,0.81658237135900003,0.22461619926500001,2.78710281628,-75.6970825322,75.6970825322,1.12440702745,0.1172558099862407,0.376193193037,contraction
45,45,0.81283051616400004,0.23026877081200001,2.8464940939000001,-75.938348380299999,75.938348380299999,1.1279907985199999,0.1204379957021703,0.37562314525200002,contraction
46,46,0.80909589917799996,0.23594743344499999,2.9056959765000001,-76.182191014099999,76.182191014099999,1.1316128452600001,0.12364391179477549,0.37504692841699999,contraction
47,47,0.80537844119900004,0.24165230759199999,2.9647076669899999,-76.428632105700004,76.428632105700004,1.1352734895900001,0.12687358189835948,0.37446449773200002,contraction
48,48,0.80167806338799996,0.24738351424300001,3.02352837851,-76.677693428699996,76.677693428699996,1.1389730549099999,0.13012702738978402,0.37387580862600001,contraction
49,49,0.79799468726800005,0.25314117494100002,3.0821573346300002,-76.929396857699999,76.929396857699999,1.14271186617,0.13340426744320913,0.37328081676899999,contraction
50,50,0.79432823472400005,0.25892541179400003,3.1405937695000001,-77.183764368799999,77.183764368799999,1.14649024979,0.13670531895344992,0.37267947809599999,contraction
51,51,0.79067862799999999,0.264736347471,3.19883692802,-77.440818039000007,77.440818039000007,1.1503085337200001,0.14003019658308558,0.37207174881799998,contraction
52,52,0.78704578969500005,0.27057410520899999,3.2568860659899999,-77.700580046400006,77.700580046400006,1.1541670473700001,0.14337891269655642,0.37145758544700003,contraction
53,53,0.78342964276600002,0.27643880881100003,3.31474045027,-77.963072670100004,77.963072670100004,1.1580661216899999,0.14675147742567451,0.37083694480599999,contraction
54,54,0.779830110523,0.28233058265599997,3.3723993589500001,-78.228318290199994,78.228318290199994,1.1620060891199999,0.15014789862253003,0.37020978405600002,contraction
55,55,0.77624711662900003,0.28824955169299998,3.42986208145,-78.496339387800006,78.496339387800006,1.16598728358,0.15356818184824639,0.36957606070600002,contraction
56,56,0.77268058509600002,0.29419584145,3.4871279187200002,-78.767158544899999,78.767158544899999,1.17001004051,0.15701233040532139,0.36893573264099999,contraction
57,57,0.76913044028699995,0.30016957803299998,3.54419618337,-79.0407984446,79.0407984446,1.17407469685,0.16048034531882827,0.36828875813599998,contraction
58,58,0.76559660691099995,0.306170888132,3.60106619979,-79.317281871000006,79.317281871000006,1.17818159103,0.16397222532712838,0.36763509587600002,contraction
59,59,0.762079010025,0.31219989901900003,3.6577373042899999,-79.596631709299999,79.596631709299999,1.1823310629799999,0.16748796689035009,0.366974704978,contraction
60,60,0.75857757502900003,0.31825673855600001,3.7142088452699999,-79.878870945599999,79.878870945599999,1.18652345416,0.17102756421621626,0.36630754501000001,contraction
61,61,0.75509222766499995,0.32434153519499997,3.7704801832800001,-80.164022667599994,80.164022667599994,1.1907591074899999,0.17459100920202031,0.36563357601399998,contraction
62,62,0.75162289401799998,0.33045441797800001,3.82655069124,-80.452110063999996,80.452110063999996,1.19503836744,0.17817829151241821,0.36495275852199999,contraction
63,63,0.74816950051099995,0.33659551654600001,3.8824197544599999,-80.743156425199999,80.743156425199999,1.1993615799399999,0.18178939850618014,0.36426505358200001,contraction
64,64,0.74473197390599999,0.34276496113799998,3.93808677083,-81.037185143100004,81.037185143100004,1.2037290924699999,0.18542431531477138,0.363570422778,contraction
65,65,0.74131024130099998,0.34896288259199998,3.9935511509100001,-81.334219711200006,81.334219711200006,1.2081412540100001,0.18908302480407838,0.36286882825200001,contraction
66,66,0.73790423012899997,0.35518941235099999,4.0488123180400004,-81.634283725100005,81.634283725100005,1.21259841503,0.19276550757068719,0.36216023272300002,contraction
67,67,0.73451386815700004,0.36144468246599998,4.1038697084600004,-81.9374008825,81.9374008825,1.21710092755,0.19647174199651449,0.36144459951500002,contraction
68,68,0.73113908348300005,0.36772882559600001,4.1587227713899999,-82.2435949833,82.2435949833,1.2216491451,0.20020170422113154,0.360721892574,contraction
69,69,0.72777980453699997,0.37404197501300002,4.2133709691499996,-82.552889930199996,82.552889930199996,1.2262434227100001,0.20395536813993168,0.359992076494,contraction
70,70,0.724435960075,0.38038426460300001,4.2678137772399998,-82.865309728599996,82.865309728599996,1.23088411698,0.20773270546811676,0.35925511654100001,contraction
71,71,0.721107479183,0.386755828872,4.3220506844499997,-83.180878486799998,83.180878486799998,1.2355715860000001,0.21153368568262726,0.35851097867199999,contraction
72,72,0.71779429127100003,0.39315680294499999,4.3760811929200001,-83.499620417000003,83.499620417000003,1.24030618942,0.21535827608711641,0.35775962956099999,contraction
73,73,0.714496326076,0.399587322573,4.4299048182499998,-83.821559834699997,83.821559834699997,1.2450882884400001,0.21920644181200166,0.35700103662600002,contraction
74,74,0.71121351365300001,0.40604752413,4.4835210895499999,-84.146721159699993,84.146721159699993,1.24991824577,0.22307814579131516,0.35623516804499999,contraction
75,75,0.70794578438400002,0.41253754462300002,4.5369295495499999,-84.475128916100005,84.475128916100005,1.2547964256999999,0.22697334882857573,0.355461992788,contraction
76,76,0.70469306896700001,0.41905752168900001,4.5901297546400004,-84.806807732999999,84.806807732999999,1.25972319408,0.23089200959051528,0.35468148063600002,contraction
77,77,0.70145529841999998,0.42560759360200001,4.6431212749500004,-85.141782344600003,85.141782344600003,1.2646989183099999,0.23483408460968228,0.35389360220999999,contraction
78,78,0.69823240407700005,0.43218789927399998,4.6959036944000001,-85.480077590999997,85.480077590999997,1.26972396736,0.23879952831145085,0.35309832898900001,contraction
79,79,0.69502431758899996,0.43879857825599999,4.7484766107700001,-85.821718418200007,85.821718418200007,1.2747987117699999,0.24278829302554777,0.35229563334399999,contraction
80,80,0.69183097091900003,0.445439770746,4.8008396357600001,-86.166729879000002,86.166729879000002,1.27992352369,0.24680032902940816,0.35148548855200001,contraction
81,81,0.68865229634400005,0.452111617588,4.8529923950000002,-86.5151371332,86.5151371332,1.28509877685,0.25083558453687071,0.35066786883099998,contraction
82,82,0.685488226453,0.458814260275,4.9049345281500001,-86.866965448499997,86.866965448499997,1.2903248465599999,0.2548940057112481,0.349842749359,contraction
83,83,0.68233869414199999,0.46554784095599999,4.9566656888900003,-87.222240200399995,87.222240200399995,1.2956021097499999,0.25897553670982115,0.34901010630200002,contraction
84,84,0.67920363261700001,0.47231250243299999,5.0081855449999999,-87.580986873800001,87.580986873800001,1.3009309449899999,0.26308011971274337,0.34816991683699999,contraction
85,85,0.67608297539200002,0.479108388168,5.0594937783500002,-87.943231062400002,87.943231062400002,1.30631173244,0.26720769489850982,0.34732215918100001,contraction
86,86,0.67297665628400005,0.48593564228699998,5.1105900849600001,-88.308998470399999,88.308998470399999,1.3117448539000001,0.27135820049713366,0.34646681261200002,contraction
87,87,0.66988460941700001,0.492794409579,5.1614741749900004,-88.678314912499999,88.678314912499999,1.3172306928399999,0.27553157282770174,0.34560385749799999,contraction
88,88,0.66680676921399995,0.49968483550199999,5.2121457727899996,-89.051206314799998,89.051206314799998,1.3227696343599999,0.27972774628294261,0.34473327532199999,contraction
89,89,0.66374307040199998,0.50660706618700002,5.26260461692,-89.427698715299996,89.427698715299996,1.3283620652200001,0.2839466533677466,0.34385504870400002,contraction
90,90,0.66069344800800001,0.51356124843600004,5.31285046011,-89.807818265199998,89.807818265199998,1.3340083738899999,0.28818822475259048,0.34296916143299999,contraction
91,91,0.65765783735500005,0.52054752973200002,5.3628830693199996,-90.191591228999997,90.191591228999997,1.3397089504899999,0.29245238924437339,0.342075598486,contraction
92,92,0.65463617406700003,0.52756605823799996,5.4127022257100004,-90.579043985499993,90.579043985499993,1.3454641868599999,0.2967390738554832,0.34117434605699998,contraction
93,93,0.65162839406100004,0.53461698279900005,5.4623077246599996,-90.970203028699999,90.970203028699999,1.35127447653,0.30104820379797392,0.34026539158300001,contraction
94,94,0.64863443354799999,0.54170045295000002,5.5116993757300001,-91.365094968700006,91.365094968700006,1.35714021478,0.3053797025450759,0.339348723766,contraction
95,95,0.64565422903500003,0.54881661891199995,5.5608770026799998,-91.763746532300004,91.763746532300004,1.36306179861,0.30973349182596088,0.33842433260100002,contraction
96,96,0.64268771731700003,0.55596563160500001,5.6098404434600004,-92.166184564100007,92.166184564100007,1.36903962676,0.3141094916580266,0.33749220940000002,contraction
97,97,0.63973483548300003,0.56314764264100003,5.6585895501500003,-92.5724360273,92.5724360273,1.3750740997499999,0.31850762039375424,0.33655234681700003,contraction
98,98,0.63679552090799996,0.570362804334,5.70712418899,-92.982528004599999,92.982528004599999,1.38116561987,0.32292779473099714,0.335604738874,contraction
99,99,0.63386971125699998,0.57761126969900001,5.7554442403000001,-93.396487699399998,93.396487699399998,1.3873145912,0.32736992974547674,0.33464938098199998,contraction
100,100,0.63095734447999996,0.58489319246100002,5.8035495984900001,-93.814342436299995,93.814342436299995,1.3935214196100001,0.33183393890892249,0.33368626997099998,contraction
101,101,0.62805835881299998,0.59220872705100003,5.8514401720000002,-94.236119662700006,94.236119662700006,1.39978651281,0.33631973414330113,0.33271540410900002,contraction
102,102,0.62517269277599996,0.59955802861499996,5.8991158832900004,-94.661846949400001,94.661846949400001,1.4061102803500001,0.34082722583888397,0.33173678312900001,contraction
103,103,0.62230028516900004,0.60694125301299995,5.9465766687499997,-95.091551991800003,95.091551991800003,1.4124931336,0.34535632285850182,0.33075040825200003,contraction
104,104,0.61944107507699997,0.61435855682600005,5.9938224787100003,-95.525262611200006,95.525262611200006,1.4189354858300001,0.34990693261300243,0.32975628220699998,contraction
105,105,0.61659500186100002,0.62181009735899995,6.0408532773500001,-95.963006755500004,95.963006755500004,1.4254377521699999,0.35447896105130583,0.328754409262,contraction
106,106,0.61376200516500001,0.62929603264,6.08766904265,-96.404812500600002,96.404812500600002,1.43200034967,0.35907231272138496,0.32774479523799999,contraction
107,107,0.61094202490600003,0.63681652142800005,6.1342697663500001,-96.850708051500007,96.850708051500007,1.4386236972899999,0.36368689078173583,0.32577129733600002,contraction
108,108,0.608135001279,0.64437172321500003,6.18065545389,-97.300721743500006,97.300721743500006,1.4453082159099999,0.3683225970271794,0.32373818262800003,contraction
109,109,0.605340874754,0.65196179822900002,6.2268261243199996,-97.754882043500004,97.754882043500004,1.45205432838,0.37297933194230376,0.32170252464499999,contraction
110,110,0.60255958607399995,0.65958690743799997,6.2727818102599997,-98.213217550899998,98.213217550899998,1.4588624595299999,0.37765699472680142,0.31966451328700002,contraction
111,111,0.59979107625600003,0.66724721255099995,6.3185225577899997,-98.675756999499995,98.675756999499995,1.4657330361700001,0.38235548331406122,0.31762433934399997,contraction
112,112,0.59703528658399996,0.674942876026,6.3640484264400001,-99.142529257999996,99.142529257999996,1.4726664870999999,0.38707469439680692,0.315582194426,contraction
113,113,0.59429215861600004,0.68267406106999995,6.4093594890499999,-99.613563331799995,99.613563331799995,1.4796632431900001,0.39181452350010276,0.31353827088899999,contraction
114,114,0.59156163417499996,0.69044093164300002,6.4544558317299998,-100.088888365,100.088888365,1.48672373732,0.39657486495888838,0.31149276176500001,contraction
115,115,0.58884365535600003,0.69824365246200004,6.4993375537400002,-100.56853363899999,100.56853363899999,1.49384840446,0.40135561199062048,0.30944586068800001,contraction
116,116,0.58613816451400003,0.70608238900300002,6.5440047674299997,-101.05252857799999,101.05252857799999,1.50103768168,0.40615665671995926,0.30739776182200002,contraction
117,117,0.58344510427399998,0.71395730750800002,6.5884575981499998,-101.540902747,101.540902747,1.50829200813,0.41097789018358788,0.30534865978800002,contraction
118,118,0.58076441752100005,0.72186857498599999,6.6326961841500003,-102.03368585600001,102.03368585600001,1.5156118251099999,0.41581920239500125,0.30329874959000003,contraction
119,119,0.57809604740599996,0.72981635921499999,6.6767206764699996,-102.530907758,102.530907758,1.5229975760800001,0.42068048236875111,0.30124822653799999,contraction
120,120,0.57543993733700005,0.73780082874899999,6.7205312388799996,-103.03259845300001,103.03259845300001,1.53044970666,0.42556161813815152,0.29919728617800001,contraction
121,121,0.57279603098599996,0.74582215292099996,6.7641280477199999,-103.53878809,103.53878809,1.5379686646799999,0.43046249680567694,0.29714612421600001,contraction
122,122,0.57016427228099997,0.75388050184199995,6.80751129186,-104.049506967,104.049506967,1.54555490017,0.43538300455375106,0.29509493644200002,contraction
123,123,0.56754460540899998,0.76197604641200001,6.8506811725599999,-104.56478553300001,104.56478553300001,1.55320886543,0.44032302670739865,0.29304391865599999,contraction
124,124,0.564936974812,0.77010895831699999,6.8936379033500002,-105.084654388,105.084654388,1.56093101502,0.44528244774446407,0.29099326659399999,contraction
125,125,0.56234132519000002,0.77827941003900003,6.93638170995,-105.609144289,105.609144289,1.5687218057600001,0.45026115131254668,0.28894317585099999,contraction
126,126,0.55975760149499998,0.78648757485200005,6.9789128301399996,-106.138286146,106.138286146,1.5765816968299999,0.4552590203095061,0.28689384181100003,contraction
127,127,0.55718574893200001,0.79473362683299997,7.0212315136300001,-106.67211102900001,106.67211102900001,1.58451114972,0.46027593686753276,0.28484545956700003,contraction
128,128,0.55462571295800001,0.80301774086,7.0633380219899999,-107.210650165,107.210650165,1.5925106282899999,0.46531178240737359,0.28279822385199999,contraction
129,129,0.55207743928099995,0.81134009261999995,7.1052326284599996,-107.753934943,107.753934943,1.6005805987699999,0.47036643765405478,0.28075232895899999,contraction
130,130,0.54954087385799999,0.81970085860999997,7.1469156178900004,-108.301996914,108.301996914,1.6087215298499999,0.47543978270866738,0.278707968674,contraction
131,131,0.54701596289400001,0.828100216143,7.1883872865900003,-108.85486779199999,108.85486779199999,1.6169338926000001,0.48053169701342202,0.2766653362,contraction
132,132,0.54450265284199995,0.83653834334800004,7.2296479422099997,-109.412579459,109.412579459,1.62521816059,0.48564205944138672,0.27462462408299998,contraction
133,133,0.54200089040199995,0.84501541917900003,7.2706979036000003,-109.975163964,109.975163964,1.63357480988,0.49077074830447742,0.27258602414100003,contraction
134,134,0.53951062251500004,0.853531623415,7.3115375006800001,-110.54265352500001,110.54265352500001,1.64200431903,0.49591764137391475,0.27054972739299998,contraction
135,135,0.53703179636999998,0.86208713666299996,7.3521670743599996,-111.11508053,111.11508053,1.65050716916,0.50108261593088033,0.26851592398899998,contraction
136,136,0.53456435939699998,0.870682140366,7.3925869763299996,-111.692477543,111.692477543,1.65908384394,0.50626554877393948,0.26648480313700001,contraction
137,137,0.53210825926700001,0.879316816803,7.4327975689799999,-112.274877301,112.274877301,1.6677348296700001,0.51146631628070183,0.26445655303499999,contraction
138,138,0.52966344389200004,0.88799134909599997,7.4727992252400002,-112.862312718,112.862312718,1.6764606152499999,0.51668479440244897,0.26243136080200002,contraction
139,139,0.52722986142299999,0.89670592121100001,7.5125923284700002,-113.45481688700001,113.45481688700001,1.6852616922300001,0.52192085870687188,0.26040941241400001,contraction
140,140,0.52480746025000002,0.90546071796299998,7.5521772722999998,-114.05242308,114.05242308,1.6941385548600001,0.52717438441994635,0.25839089262800002,contraction
141,141,0.52239618899899998,0.91425592502099995,7.5915544604800003,-114.655164754,114.655164754,1.7030917000900001,0.53244524643759039,0.25637598492800001,contraction
142,142,0.51999599653399997,0.92309172891000002,7.6307243067800004,-115.263075548,115.263075548,1.71212162762,0.53773331936659352,0.25436487144800002,contraction
143,143,0.51760683195099999,0.931968317017,7.6696872348099996,-115.876189289,115.876189289,1.7212288399,0.5430384775356345,0.25235773291899999,contraction
144,144,0.51522864458200002,0.94088587759300002,7.7084436779100001,-116.494539992,116.494539992,1.7304138421799999,0.54836059503525769,0.250354748598,contraction
145,145,0.51286138399100001,0.94984459975799995,7.7469940789800003,-117.118161861,117.118161861,1.7396771425399999,0.55369954574548974,0.24835609621099999,contraction
146,146,0.51050499997499998,0.958844673506,7.7853388903500003,-117.74708929499999,117.74708929499999,1.7490192519400001,0.55905520337439751,0.24636195189099999,contraction
147,147,0.50815944256099999,0.96788628970699997,7.8234785736400001,-118.381356883,118.381356883,1.75844068418,0.56442744144460355,0.244372490118,contraction
148,148,0.50582466200300003,0.97696964011200005,7.8614135996199996,-119.020999416,119.020999416,1.76794195601,0.56981613336543924,0.24238788366399999,contraction
149,149,0.50350060878799996,0.98609491735699994,7.8991444480200004,-119.666051877,119.666051877,1.7775235871299999,0.57522115244125194,0.24040830353199999,contraction
150,150,0.50118723362700002,0.99526231496899997,7.9366716074700001,-120.316549456,120.316549456,1.78718610019,0.58064237187977064,0.23843391890400001,contraction
151,151,0.49888448746000003,1.0044720273700001,7.97399557525,-120.97252754,120.97252754,1.7969300208700001,0.58607966484504703,0.236464897087,contraction
152,152,0.49659232144999998,1.0137242498600001,8.0111168572500002,-121.634021725,121.634021725,1.8067558778899999,0.59153290447025109,0.234501403458,contraction
153,153,0.49431068698699998,1.02301917868,8.0480359677099997,-122.301067811,122.301067811,1.81666420304,0.59700196388135285,0.23254360141700001,contraction
154,154,0.49203953568100001,1.03235701094,8.0847534291900001,-122.973701807,122.973701807,1.8266555311999999,0.60248671621483918,0.230591652333,contraction
155,155,0.489778819368,1.0417379446699999,8.1212697723199998,-123.651959936,123.651959936,1.83673040041,0.60798703466235082,0.228645715497,contraction
156,156,0.48752849010299998,1.0511621788300001,8.1575855357199991,-124.33587863,124.33587863,1.84688935186,0.61350279247079609,0.22670594807800001,contraction
157,157,0.48528850016199998,1.0606299132699999,8.1937012658300006,-125.025494541,125.025494541,1.8571329299499999,0.6190338629803982,0.224772505076,contraction
158,158,0.48305880204000001,1.07014134879,8.2296175167500003,-125.72084453399999,125.72084453399999,1.8674616823000001,0.62458011963495041,0.22284553927799999,contraction
159,159,0.48083934844999998,1.0796966871,8.2653348501099995,-126.42196569799999,126.42196569799999,1.87787615981,0.63014143601857853,0.22092520121799999,contraction
160,160,0.47863009232300002,1.08929613085,8.3008538349300007,-127.128895341,127.128895341,1.88837691667,0.6357176858650192,0.21901163913499999,contraction
161,161,0.47643098680500001,1.0989398836199999,8.3361750474300003,-127.841670998,127.841670998,1.8989645104099999,0.64130874308784813,0.217104998933,contraction
162,162,0.47424198526,1.1086281499299999,8.3712990709300001,-128.56033042799999,128.56033042799999,1.9096395019300001,0.64691448179941557,0.21520542414999999,contraction
163,163,0.47206304126400001,1.11836113525,8.4062264957000004,-129.28491162099999,129.28491162099999,1.9204024555000001,0.6525347763136975,0.21331305591499999,contraction
164,164,0.46989410860500003,1.12813904598,8.4409579187699997,-130.01545279699999,130.01545279699999,1.9312539388700001,0.65816950120617523,0.211428032919,contraction
165,165,0.467735141287,1.1379620895,8.4754939438299992,-130.75199241000001,130.75199241000001,1.94219452323,0.66381853129462265,0.20955049138199999,contraction
166,166,0.46558609352300001,1.1478304741300001,8.5098351810599997,-131.494569149,131.494569149,1.95322478326,0.66948174166674934,0.207680565023,contraction
167,167,0.463446919736,1.15774440915,8.5439822470000006,-132.24322194300001,132.24322194300001,1.96434529721,0.67515900772231796,0.20581838503,contraction
168,168,0.46131757456,1.1677041048200001,8.5779357643799994,-132.99798995899999,132.99798995899999,1.9755566468800001,0.68085020516333483,0.20396408003499999,contraction
169,169,0.45919801283700001,1.1777097723500001,8.6116963620100009,-133.75891260899999,133.75891260899999,1.9868594176900001,0.68655521002996833,0.20211777608500001,contraction
170,170,0.45708818961499997,1.18776162395,8.6452646746100008,-134.526029548,134.526029548,1.99825419868,0.69227389870031508,0.20027959662399999,contraction
171,171,0.45498806014999998,1.1978598727800001,8.6786413426800006,-135.29938068000001,135.29938068000001,2.0097415825899998,0.69800614793006177,0.19844966246500001,contraction
172,172,0.45289757990399998,1.2080047330200001,8.7118270123600006,-136.07900616000001,136.07900616000001,2.02132216588,0.70375183486118464,0.19662809177599999,contraction
173,173,0.45081670454099998,1.2181964197999999,8.7448223352499994,-136.86494639399999,136.86494639399999,2.0329965487199999,0.70951083701564899,0.19481500005499999,contraction
174,174,0.44874538993300001,1.2284351492700001,8.7776279683399991,-137.65724204099999,137.65724204099999,2.0447653351000001,0.71528303234806845,0.19301050011900001,contraction
175,175,0.44668359215100001,1.2387211385700001,8.8102445738200004,-138.45593402200001,138.45593402200001,2.0566291328299999,0.72106829924311022,0.19121470208399999,contraction
176,176,0.444631267469,1.2490546058400001,8.8426728189299997,-139.26106351300001,139.26106351300001,2.0685885535600002,0.7268665165226853,0.18942771335399999,contraction
177,177,0.44258837236300003,1.2594357702200001,8.8749133758600003,-140.072671955,140.072671955,2.0806442128399998,0.73267756347213553,0.187649638609,contraction
178,178,0.44055486350700002,1.26986485188,8.9069669216099996,-140.89080105299999,140.89080105299999,2.0927967301699999,0.73850131986075274,0.18588057979299999,contraction
179,179,0.43853069777499998,1.2803420720000001,8.9388341378099998,-141.71549277899999,141.71549277899999,2.1050467289900001,0.74433766593308026,0.18412063610900001,contraction
180,180,0.43651583224000001,1.29086765277,8.9705157106400009,-142.546789373,142.546789373,2.11739483676,0.75018648244301311,0.18236990400600001,contraction
181,181,0.43451022417200003,1.30144181741,9.0020123306500004,-143.38473335099999,143.38473335099999,2.1298416849800001,0.75604765065852797,0.18062847717899999,contraction
