sample_index,branch_local_index,branch,time_relative_to_bounce_Gyr,distance_to_bounce_Gyr,scale_factor,ln_scale_factor,redshift_equivalent,H_signed_km_s_Mpc,H_magnitude_km_s_Mpc,E_classical_of_a,E_lqc_of_a,E2_lqc_of_a,rho_total_relative_to_rho_crit0,rho_over_rho_c,rho_c_relative_to_rho_crit0,lqc_correction_factor,rho_m_relative_to_rho_crit0,rho_r_relative_to_rho_crit0,rho_lambda_relative_to_rho_crit0,fraction_matter_at_a,fraction_radiation_at_a,fraction_lambda_at_a,Omega_m_planck,Omega_r_effective,Omega_Lambda_planck,Omega_Lambda_dynamic,effective_ricci_over_6H0sq,scale_factor_margin_component,density_to_bounce_margin_component,curvature_margin_component,boundary_margin_candidate,distance_from_bounce_log_a
13,13,contraction,-13.608054313581643,13.608054313581643,0.98704225000000012,-0.013042433980530904,0.013127857495461637,-67.744784490628703,67.744784490628703,1.0062833230290211,1.0062833230290211,1.0126061262063291,1.0126061262063291,4.0787449470448883e-123,2.4826414481738492e+122,1,0.32839789052234247,9.7097483009621444e-05,0.68411113820097691,0.32430960274027415,9.5888697981110993e-05,0.67559450856174474,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5324212216631252,0.98704225000000012,1,0.39487901595741115,0.39487901595741115,72.7661248858345
14,14,contraction,-13.593526319648324,13.593526319648324,0.98604899999999995,-0.014049229873928967,0.014148384106672296,-67.778018990632461,67.778018990632461,1.0067769894175771,1.0067769894175771,1.01359990642072,1.01359990642072,4.0827478618239108e-123,2.4826414481738492e+122,1,0.32939127891891318,9.7489300829831235e-05,0.68411113820097691,0.32497169428722411,9.6181244899766068e-05,0.67493212446787609,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5329179158614104,0.98604899999999995,1,0.39480158189805131,0.39480158189805131,72.765118089941097
15,15,contraction,-13.578998145033212,13.578998145033212,0.98505625000000008,-0.015056532841583068,0.01517045346395185,-67.811354476644652,67.811354476644652,1.0072721558557223,1.0072721558557223,1.0145971959622346,1.0145971959622346,4.0867649120598526e-123,2.4826414481738492e+122,1,0.33038817486296856,9.7882898289281212e-05,0.68411113820097691,0.32563481958929669,9.6474639077284241e-05,0.67426870577162612,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5334163638334379,0.98505625000000008,1,0.39472390495135606,0.39472390495135606,72.764110786973447
16,16,contraction,-13.564469804211996,13.564469804211996,0.98406399999999994,-0.016064343394528582,0.016194068678460072,-67.844791273110104,67.844791273110104,1.0077688271627712,1.0077688271627712,1.0155980090010273,1.0155980090010273,4.0907961548296407e-123,2.4826414481738492e+122,1,0.33138859251567648,9.8278284373764767e-05,0.68411113820097691,0.32629897811796643,9.6768882473917257e-05,0.67360425299955951,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5339165726597921,0.98406399999999994,1,0.39464598431917736,0.39464598431917736,72.763102976420498
17,17,contraction,-13.549941311698188,13.549941311698188,0.98307225000000009,-0.017072662044572674,0.017219232869201573,-67.878329705531655,67.878329705531655,1.0082670081737537,1.0082670081737537,1.0166023597716523,1.0166023597716523,4.0948416474696019e-123,2.4826414481738492e+122,1,0.33239254610255636,9.8675468119008441e-05,0.68411113820097691,0.32696416933088557,9.706397705113805e-05,0.67293876669206332,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5344185494532319,0.98307225000000009,1,0.39456781920087236,0.39456781920087236,72.762094657770447
18,18,contraction,-13.535412682043109,13.535412682043109,0.98208099999999998,-0.018081489304298141,0.018245949163052666,-67.911970100473738,67.911970100473738,1.0087667037394694,1.0087667037394694,1.0176102625733945,1.0176102625733945,4.0989014475767966e-123,2.4826414481738492e+122,1,0.33340004991380656,9.9074458610975673e-05,0.68411113820097691,0.32763039267183125,9.735992477162149e-05,0.67227224740339708,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5349223013588573,0.98208099999999998,1,0.39448940879329719,0.39448940879329719,72.761085830510723
19,19,contraction,-13.520883929835911,13.520883929835911,0.98109025000000005,-0.019090825687062808,0.019274220694783128,-67.945712785565689,67.945712785565689,1.0092679187265352,1.0092679187265352,1.0186217317705919,1.0186217317705919,4.1029756130103168e-123,2.4826414481738492e+122,1,0.33441111830462888,9.9475264986170802e-05,0.68411113820097691,0.32829764757065188,9.7656727599224294e-05,0.67160469570174897,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5354278355542681,0.98109025000000005,1,0.39441075229080252,0.39441075229080252,72.760076494127958
20,20,contraction,-13.506355069703556,13.506355069703556,0.98009999999999997,-0.020100671707002912,0.020304050607080848,-67.979558089505147,67.979558089505147,1.0097706580174373,1.0097706580174373,1.0196367817929681,1.0196367817929681,4.1070642018926252e-123,2.4826414481738492e+122,1,0.33542576569555932,9.9877896431946597e-05,0.68411113820097691,0.32896593344321484,9.7954387498965564e-05,0.67093611216928628,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5359351592497332,0.98009999999999997,1,0.39433184888522704,0.39433184888522704,72.759066648108018
21,21,contraction,-13.49182611631084,13.49182611631084,0.97911025000000007,-0.021111027879033198,0.021335442050576026,-68.013506342061532,68.013506342061532,1.0102749265105815,1.0102749265105815,1.0206554271359609,1.0206554271359609,4.1111672726108804e-123,2.4826414481738492e+122,1,0.33644400657279716,0.0001002823621868126,0.68411113820097691,0.32963524969135316,9.8252906437006624e-05,0.67026649740220978,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5364442796883524,0.97911025000000007,1,0.39425269776589295,0.39425269776589295,72.758056291935986
22,22,contraction,-13.477297084360368,13.477297084360368,0.97812100000000002,-0.022121894718849858,0.022368398183864713,-68.047557874079459,68.047557874079459,1.010780729120345,1.010780729120345,1.021677682361056,1.021677682361056,4.1152848838182782e-123,2.4826414481738492e+122,1,0.33746585548853852,0.00010068867154074656,0.68411113820097691,0.33030559570281354,9.8552286380631409e-05,0.66959585201080596,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5369552041462229,0.97812100000000002,1,0.39417329811960006,0.39417329811960006,72.75704542509618
23,23,contraction,-13.462767988592582,13.462767988592582,0.97713225000000004,-0.023133272742930866,0.02340292217353368,-68.08171301748213,68.08171301748213,1.0112880707771263,1.0112880707771263,1.022703562096122,1.022703562096122,4.1194170944354036e-123,2.4826414481738492e+122,1,0.33849132706130958,0.0001010968338355069,0.68411113820097691,0.33097697085120292,9.8852529298225917e-05,0.66892417661949888,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5374679399326086,0.97713225000000004,1,0.39409364913062056,0.39409364913062056,72.756034047072092
24,24,contraction,-13.448238843785731,13.448238843785731,0.97614400000000001,-0.024145162468538463,0.024439017194184398,-68.115972105274849,68.115972105274849,1.0117969564273976,1.0117969564273976,1.0237330810357452,1.0237330810357452,4.1235639636515785e-123,2.4826414481738492e+122,1,0.33952043597630344,0.00010150685846494804,0.68411113820097691,0.33164937449593712,9.9153637159258477e-05,0.6682514718669037,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5379824943901053,0.97614400000000001,1,0.39401374998069361,0.39401374998069361,72.755022157346488
25,25,contraction,-13.433709664755899,13.433709664755899,0.97515625000000006,-0.025157564413720176,0.025476686428457018,-68.150335471548502,68.150335471548502,1.0123073910337561,1.0123073910337561,1.0247662539415698,1.0247662539415698,4.1277255509262312e-123,2.4826414481738492e+122,1,0.34055319698571762,0.00010191875487533731,0.68411113820097691,0.33232280598218772,9.9455611934259221e-05,0.66757773840587809,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5384988748948125,0.97515625000000006,1,0.39393359984901982,0.39393359984901982,72.754009755401299
26,26,contraction,-13.419180466356973,13.419180466356973,0.97416899999999995,-0.026170479097310986,0.026515933067055242,-68.184803451482964,68.184803451482964,1.0128193795749749,1.0128193795749749,1.0258030956426372,1.0258030956426372,4.1319019159902642e-123,2.4826414481738492e+122,1,0.34158962490909445,0.00010233253256567436,0.68411113820097691,0.33299726464083051,9.9758455594799967e-05,0.66690297690357458,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5390170888565011,0.97416899999999995,1,0.39385319791225615,0.39385319791225615,72.752996840717714
27,27,contraction,-13.404651263480671,13.404651263480671,0.97318225000000014,-0.027183907038933891,0.027556760308770301,-68.219376381350614,68.219376381350614,1.0133329270460556,1.0133329270460556,1.0268436210357266,1.0268436210357266,4.1360931188474257e-123,2.4826414481738492e+122,1,0.3426297346336617,0.00010274820108801203,0.68411113820097691,0.33367274978839323,0.00010006217011347354,0.66622718804149328,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5395371437187846,0.97318225000000014,1,0.39377254334451067,0.39377254334451067,72.751983412776084
28,28,contraction,-13.39012207105651,13.39012207105651,0.97219599999999995,-0.028197848759003323,0.028599171360507603,-68.254054598519915,68.254054598519915,1.0138480384582806,1.0138480384582806,1.0278878450857032,1.0278878450857032,4.1402992197757119e-123,2.4826414481738492e+122,1,0.34367354111467846,0.00010316577004778052,0.68411113820097691,0.33434926072700438,0.00010036675746387367,0.66555037251553173,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.540059046959293,0.97219599999999995,1,0.39369163531733681,0.39369163531733681,72.750969471056024
29,29,contraction,-13.375592904051823,13.375592904051823,0.97121025000000005,-0.029212304778724264,0.029643169437307604,-68.288838441458765,68.288838441458765,1.0143647188392637,1.0143647188392637,1.0289357828258587,1.0289357828258587,4.1445202793287394e-123,2.4826414481738492e+122,1,0.34472105937577768,0.00010358524910411188,0.68411113820097691,0.33502679674434033,0.0001006722196205738,0.66487253103603905,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5405828060898425,0.97121025000000005,1,0.39361047299972834,0.39361047299972834,72.749955015036306
30,30,contraction,-13.361063777471738,13.361063777471738,0.970225,-0.030227275620096337,0.030688757762374674,-68.323728249738238,68.323728249738238,1.0148829732330047,1.0148829732330047,1.0299874493582637,1.0299874493582637,4.1487563583371623e-123,2.4826414481738492e+122,1,0.34577230450931667,0.00010400664797016878,0.68411113820097691,0.33570535711357552,0.0001009785585591071,0.66419366432786542,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5411084286566119,0.970225,1,0.39352905555811418,0.39352905555811418,72.748940044194924
31,31,contraction,-13.346534706359195,13.346534706359195,0.96924025000000014,-0.031242761805913503,0.031735939567098859,-68.358724364035865,68.358724364035865,1.0154028066999397,1.0154028066999397,1.0310428598541148,1.0310428598541148,4.1530075179100737e-123,2.4826414481738492e+122,1,0.34682729167672433,0.00010442997641347358,0.68411113820097691,0.33638494109332945,0.00010128577625594505,0.66351377313041449,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5416359222403162,0.96924025000000014,1,0.39344738215635283,0.39344738215635283,72.747924558009117
32,32,contraction,-13.332005705794913,13.332005705794913,0.96825600000000001,-0.032258763859767253,0.032784718091083409,-68.393827126139357,68.393827126139357,1.0159242243169946,1.0159242243169946,1.0321020295540873,1.0321020295540873,4.1572738194364236e-123,2.4826414481738492e+122,1,0.34788603610885421,0.00010485524425624099,0.68411113820097691,0.33706554792761723,0.00010159387468847726,0.66283285819769444,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5421652944563808,0.96825600000000001,1,0.39336545195572775,0.39336545195572775,72.746908555955258
33,33,contraction,-13.317476790897409,13.317476790897409,0.96727225000000006,-0.033275282306046525,0.03383509658216699,-68.429036878950171,68.429036878950171,1.0164472311776391,1.0164472311776391,1.033164973768689,1.033164973768689,4.161555324586447e-123,2.4826414481738492e+122,1,0.34894855310633649,0.00010528246137571171,0.68411113820097691,0.33774717684579686,0.00010190285583498978,0.66215092029836831,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5426965529551218,0.96727225000000006,1,0.3932832641149413,0.3932832641149413,72.74589203750898
34,34,contraction,-13.302947976822965,13.302947976822965,0.96628899999999995,-0.03429231766994105,0.034887078296451657,-68.464353966486939,68.464353966486939,1.0169718323919381,1.0169718323919381,1.0342317078786161,1.0342317078786161,4.1658520953130928e-123,2.4826414481738492e+122,1,0.35001485803993465,0.00010571163770448948,0.68411113820097691,0.33842982706251989,0.00010221272167464476,0.66146796021580545,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5432297054219211,0.96628899999999995,1,0.39320081779011001,0.39320081779011001,72.744875002145079
35,35,contraction,-13.288419278765652,13.288419278765652,0.96530625000000003,-0.035309870477441468,0.035940666498326168,-68.49977873388913,68.49977873388913,1.0174980330866048,1.0174980330866048,1.0353022473351094,1.0353022473351094,4.170164193853463e-123,2.4826414481738492e+122,1,0.35108496635090158,0.00010614278323087931,0.68411113820097691,0.33911349777767985,0.00010252347418745893,0.66078397874813266,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5437647595774049,0.96530625000000003,1,0.39311811213475956,0.39311811213475956,72.743857449337582
36,36,contraction,-13.273890711957288,13.273890711957288,0.96432399999999996,-0.036327941255342368,0.036995864460492633,-68.535311527420703,68.535311527420703,1.0180258384050556,1.0180258384050556,1.0363766076603165,1.0363766076603165,4.1744916827302696e-123,2.4826414481738492e+122,1,0.35215889355134028,0.00010657590799922887,0.68411113820097691,0.33979818817636237,0.00010283511535428274,0.66009897670828332,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5443017231776239,0.96432399999999996,1,0.39303514629981939,0.39303514629981939,72.74283937855968
37,37,contraction,-13.259362291667456,13.259362291667456,0.96334225000000007,-0.037346530531242525,0.038052675463990049,-68.570952694473618,68.570952694473618,1.0185552535074625,1.0185552535074625,1.037454804447651,1.037454804447651,4.1788346247532816e-123,2.4826414481738492e+122,1,0.35323665522456388,0.00010701102211027113,0.68411113820097691,0.34048389742879431,0.00010314764715677868,0.65941295492404894,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5448406040142357,0.96334225000000007,1,0.39295191943361735,0.39295191943361735,72.741820789283778
38,38,contraction,-13.244834033203475,13.244834033203475,0.96236100000000002,-0.038365638833547912,0.039111102798222275,-68.606702583571476,68.606702583571476,1.0190862835708068,1.0190862835708068,1.0385368533621588,1.0385368533621588,4.1831930830208005e-123,2.4826414481738492e+122,1,0.35431826702546038,0.00010744813572147051,0.68411113820097691,0.34117062469029436,0.00010346107157740041,0.6587259142381281,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5453814099146843,0.96236100000000002,1,0.39286843068187483,0.39286843068187483,72.740801680981477
39,39,contraction,-13.230305951910408,13.230305951910408,0.96138025000000005,-0.039385266691472118,0.040171149760981573,-68.642561544373137,68.642561544373137,1.0196189337889332,1.0196189337889332,1.0396227701408811,1.0396227701408811,4.1875671209211219e-123,2.4826414481738492e+122,1,0.35540374468085689,0.00010788725904737005,0.68411113820097691,0.34185836910122264,0.00010377539059937102,0.65803785550817806,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.545924148742382,0.96138025000000005,1,0.39278467918770205,0.39278467918770205,72.739782053123548
40,40,contraction,-13.215778063171031,13.215778063171031,0.96039999999999992,-0.04040541463503898,0.041232819658475695,-68.678529927676422,68.678529927676422,1.0201532093726045,1.0201532093726045,1.040712570593225,1.040712570593225,4.1919568021340313e-123,2.4826414481738492e+122,1,0.35649310398988815,0.00010832840235994192,0.68411113820097691,0.34254712978693114,0.00010409060620666162,0.65734877960686222,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5464688283968977,0.96039999999999992,1,0.39270066409159204,0.39270066409159204,72.738761905179985
41,41,contraction,-13.201250382405842,13.201250382405842,0.95942025000000009,-0.041426083195083126,0.042296115805352086,-68.714608085421659,68.714608085421659,1.0206891155495541,1.0206891155495541,1.0418062706013309,1.0418062706013309,4.1963621906322795e-123,2.4826414481738492e+122,1,0.35758636082436496,0.00010877157598893941,0.68411113820097691,0.34323690585771383,0.00010440672038396968,0.65665868742190214,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5470154568141365,0.95942025000000009,1,0.39261638453141628,0.39261638453141628,72.737741236619939
42,42,contraction,-13.186722925073026,13.186722925073026,0.95844099999999999,-0.042447272903253355,0.043361041524726085,-68.75079637069544,68.75079637069544,1.0212266575645421,1.0212266575645421,1.0429038861204467,1.0429038861204467,4.2007833506830927e-123,2.4826414481738492e+122,1,0.35868353112914747,0.00010921679032225235,0.68411113820097691,0.34392769640875853,0.00010472373511669772,0.65596757985612475,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5475640419665277,0.95844099999999999,1,0.39253183964241989,0.39253183964241989,72.736720046911771
43,43,contraction,-13.172195706668468,13.172195706668468,0.95746225000000007,-0.043468984292012187,0.044427600148204238,-68.787095137734255,68.787095137734255,1.0217658406794095,1.0217658406794095,1.0440054331793003,1.0440054331793003,4.2052203468496705e-123,2.4826414481738492e+122,1,0.35978463092251711,0.00010966405580626345,0.68411113820097691,0.34461950052009616,0.00010504165239093104,0.65527545782751284,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5481145918632122,0.95746225000000007,1,0.39244702855721569,0.39244702855721569,72.735698335523011
44,44,contraction,-13.157668742725713,13.157668742725713,0.956484,-0.044491217894639432,0.045495795015912499,-68.823504741928161,68.823504741928161,1.022306670173132,1.022306670173132,1.0451109278804771,1.0451109278804771,4.2096732439927118e-123,2.4826414481738492e+122,1,0.36088967629655394,0.00011011338294620843,0.68411113820097691,0.34531231725655315,0.00010536047419341635,0.65458232226925339,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5486671145502309,0.956484,1,0.39236195040577998,0.39236195040577998,72.734676101920385
45,45,contraction,-13.143142048815976,13.143142048815976,0.95550625000000011,-0.045513974245232312,0.046565629476520876,-68.86002553982452,68.86002553982452,1.0228491513418765,1.0228491513418765,1.0462203864007968,1.0462203864007968,4.2141421072719253e-123,2.4826414481738492e+122,1,0.3619986834175134,0.00011056478230653744,0.68411113820097691,0.34600614566770183,0.00010568020251153962,0.65388817412978661,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5492216181107104,0.95550625000000011,1,0.39227660431544753,0.39227660431544753,72.733653345569792
46,46,contraction,-13.128615640548105,13.128615640548105,0.95452899999999996,-0.046537253878708662,0.047637106887271186,-68.896657889131674,68.896657889131674,1.0233932894990547,1.0233932894990547,1.0473338249916959,1.0473338249916959,4.218627002147575e-123,2.4826414481738492e+122,1,0.36311166852620785,0.00011101826451127988,0.68411113820097691,0.34670098478781292,0.00010600083933330437,0.65319301437285393,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5497781106650574,0.95452899999999996,1,0.39219098941090624,0.39219098941090624,72.73263006593632
47,47,contraction,-13.114089533568588,13.114089533568588,0.9535522500000001,-0.047561057330806747,0.048710230614001482,-68.933402148722692,68.933402148722692,1.0239390899753793,1.0239390899753793,1.0484512599796081,1.0484512599796081,4.223127994382012e-123,2.4826414481738492e+122,1,0.36422864793838666,0.00011147384024441039,0.68411113820097691,0.34739683363580559,0.00010632238664730921,0.65249684397754704,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,1.5503366003711472,0.9535522500000001,1,0.39210510481419247,0.39210510481419247,72.73160626248422
