node_id,time_idx,time_value,scale_idx,scale_value,object_id,size,weight,voxel_count,physical_volume,cx,cy,cz,equiv_radius,q_mean,q_max,enstrophy_mean,enstrophy_integral,enstrophy_max,helicity_mean,helicity_integral,scale_persistence,scale_out_degree,scale_in_degree,scale_branching,scale_merging,scale_entropy,scale_conservation,time_persistence,time_out_degree,time_in_degree,time_branching,time_merging,time_entropy,time_conservation,stitch_defect,scale_out_overlap_src_mean,scale_out_overlap_src_min,scale_out_overlap_src_max,scale_out_overlap_dst_mean,scale_out_overlap_dst_min,scale_out_overlap_dst_max,scale_out_iou_mean,scale_out_iou_min,scale_out_iou_max,scale_out_distance_norm_mean,scale_out_distance_norm_min,scale_out_distance_norm_max,scale_out_feature_similarity_mean,scale_out_feature_similarity_min,scale_out_feature_similarity_max,scale_out_confidence_mean,scale_out_confidence_min,scale_out_confidence_max,scale_out_edge_n,time_out_overlap_src_mean,time_out_overlap_src_min,time_out_overlap_src_max,time_out_overlap_dst_mean,time_out_overlap_dst_min,time_out_overlap_dst_max,time_out_iou_mean,time_out_iou_min,time_out_iou_max,time_out_distance_norm_mean,time_out_distance_norm_min,time_out_distance_norm_max,time_out_feature_similarity_mean,time_out_feature_similarity_min,time_out_feature_similarity_max,time_out_confidence_mean,time_out_confidence_min,time_out_confidence_max,time_out_edge_n,scale_branch_flag,time_branch_flag,scale_merge_flag,time_merge_flag,any_restructure_flag,strain_sq_mean_proxy,dissipation_mean_proxy
t00_s00_o000011,0,1.0,0,0.0061359405517578125,o000011,3.118725838174158e-05,0.07295062715448358,135,3.118725838174158e-05,3.3736221966920077,4.406187363024111,3.3372610674964056,0.019526730380262435,696.6518333152488,1377.929443359375,2339.1163872612847,0.07295062715448358,4100.998046875,-11.837602633017081,-0.00036918237193628815,0.25,1,0,0,0,0.0,0.29944845646897067,0.1111111111111111,1,0,0,0,0.0,0.9934609870560861,0.0,0.32592592592592595,0.32592592592592595,0.32592592592592595,0.6875,0.6875,0.6875,0.2838709677419355,0.2838709677419355,0.2838709677419355,0.45319264672254744,0.45319264672254744,0.45319264672254744,0.6316490878642349,0.6316490878642349,0.6316490878642349,0.32592592592592595,0.32592592592592595,0.32592592592592595,1.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8796992481203008,0.8796992481203008,0.8796992481203008,0.7748344370860927,0.7748344370860927,0.7748344370860927,0.08956592969415471,0.08956592969415471,0.08956592969415471,0.9916697263619535,0.9916697263619535,0.9916697263619535,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,0,0,0,0,0,945.812720630787,0.3499507066333912
t00_s00_o000012,0,1.0,0,0.0061359405517578125,o000012,6.26055334922368e-05,0.08660849704102062,271,6.26055334922368e-05,3.884856654269229,3.6327396873178515,3.310274501568277,0.024632474231804563,613.5238222917508,1091.1243896484375,1383.4000320716098,0.08660849704102062,2349.670166015625,22.973209755227135,0.0014382500527550534,0.0,0,0,0,0,,,1.0,1,0,0,0,0.0,0.9776035585254161,,,,,,,,,,,,,,,,,,,,,0.8560885608856088,0.8560885608856088,0.8560885608856088,0.8754716981132076,0.8754716981132076,0.8754716981132076,0.7631578947368421,0.7631578947368421,0.7631578947368421,0.04912599879011248,0.04912599879011248,0.04912599879011248,0.9997379787184445,0.9997379787184445,0.9997379787184445,0.8560885608856088,0.8560885608856088,0.8560885608856088,1.0,0,0,0,0,0,156.3523874881082,0.057850383370600035
t00_s00_o000013,0,1.0,0,0.0061359405517578125,o000013,1.7095237927769458e-05,0.022484994318263948,74,1.7095237927769458e-05,3.8977230368433773,4.1298937604234025,3.286119016441139,0.015980689501991715,545.6041181409681,873.3538208007812,1315.2782320589633,0.022484994318263948,2240.1279296875,-24.813797538344925,-0.00042419777280950656,0.25,1,0,0,0,0.0,0.5153548884107415,1.0,1,0,0,0,0.0,0.9991351001355818,0.0,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4897959183673469,0.4897959183673469,0.4897959183673469,0.13233389097409276,0.13233389097409276,0.13233389097409276,0.5296703019777065,0.5296703019777065,0.5296703019777065,0.6486486486486487,0.6486486486486487,0.6486486486486487,1.0,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8,0.8,0.8,0.6741573033707865,0.6741573033707865,0.6741573033707865,0.08942613026356461,0.08942613026356461,0.08942613026356461,0.9858132988004408,0.9858132988004408,0.9858132988004408,0.8108108108108109,0.8108108108108109,0.8108108108108109,1.0,0,0,0,0,0,224.0699957770271,0.08290589843750003
t00_s00_o000014,0,1.0,0,0.0061359405517578125,o000014,8.66312732826155e-05,0.17083040832467192,375,8.66312732826155e-05,4.357048933029175,3.4506968822479247,3.3436860790252685,0.027449137082088976,737.4296784667969,2108.391357421875,1971.925401204427,0.17083040832467192,5756.81640625,-21.714505396842956,-0.0018811552512307311,0.5,1,0,0,0,0.0,0.6035037932512763,1.0,1,0,0,0,0.0,0.9932524941780896,0.0,0.728,0.728,0.728,0.6964285714285714,0.6964285714285714,0.6964285714285714,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.177062246193133,0.177062246193133,0.177062246193133,0.5773314348704811,0.5773314348704811,0.5773314348704811,0.728,0.728,0.728,1.0,0.8853333333333333,0.8853333333333333,0.8853333333333333,0.8829787234042553,0.8829787234042553,0.8829787234042553,0.7923627684964201,0.7923627684964201,0.7923627684964201,0.025411426941965624,0.025411426941965624,0.025411426941965624,0.9906108652042117,0.9906108652042117,0.9906108652042117,0.8853333333333333,0.8853333333333333,0.8853333333333333,1.0,0,0,0,0,0,497.06604427083334,0.18391443638020832
t00_s00_o000015,0,1.0,0,0.0061359405517578125,o000015,5.128571378330837e-05,0.07220426210298458,222,5.128571378330837e-05,4.063448710484548,3.573043335665454,3.3367543456790685,0.02304814256746366,546.6067529626795,1028.2857666015625,1407.8825617609798,0.07220426210298458,2163.2939453125,-8.34176213676865,-0.0004278132253947559,0.75,1,0,0,0,0.0,0.8268521110378717,1.0,1,0,0,0,0.0,0.994780336103925,0.0,0.7702702702702703,0.7702702702702703,0.7702702702702703,0.59375,0.59375,0.59375,0.504424778761062,0.504424778761062,0.504424778761062,0.05790613470984024,0.05790613470984024,0.05790613470984024,0.6373651689250261,0.6373651689250261,0.6373651689250261,0.7702702702702703,0.7702702702702703,0.7702702702702703,1.0,0.7972972972972973,0.7972972972972973,0.7972972972972973,0.8082191780821918,0.8082191780821918,0.8082191780821918,0.6704545454545454,0.6704545454545454,0.6704545454545454,0.0692521963208991,0.0692521963208991,0.0692521963208991,0.9916626321244734,0.9916626321244734,0.9916626321244734,0.7972972972972973,0.7972972972972973,0.7972972972972973,1.0,0,0,0,0,0,314.66905583562084,0.11642755065917972
t00_s00_o000016,0,1.0,0,0.0061359405517578125,o000016,4.204504463316272e-05,0.04828880792793502,182,4.204504463316272e-05,3.7048181413294197,3.3271543717646335,3.3277612230279945,0.021571254506833323,501.18170551677326,737.8433837890625,1148.5017639830871,0.04828880792793502,1597.47900390625,22.434874222828793,0.0009432752880382284,0.0,0,0,0,0,,,0.1111111111111111,1,0,0,0,0.0,0.9935783453434646,,,,,,,,,,,,,,,,,,,,,0.7472527472527473,0.7472527472527473,0.7472527472527473,0.7555555555555555,0.7555555555555555,0.7555555555555555,0.6017699115044248,0.6017699115044248,0.6017699115044248,0.07919938902097658,0.07919938902097658,0.07919938902097658,0.9954031241181119,0.9954031241181119,0.9954031241181119,0.7472527472527473,0.7472527472527473,0.7472527472527473,1.0,0,0,0,0,0,146.1383529495406,0.054071190591330025
t00_s00_o000017,0,1.0,0,0.0061359405517578125,o000017,2.287065614661049e-05,0.028578281953673196,99,2.287065614661049e-05,3.639099759284896,3.588338796538536,3.3563506603240967,0.017608809903912375,550.5354130292179,835.281494140625,1249.5610869436553,0.028578281953673196,1853.6900634765625,54.71327415138784,0.0012513284797716232,0.25,1,0,0,0,0.0,0.4323170222062999,1.0,1,0,0,0,0.0,0.9087272365891244,0.0,0.5050505050505051,0.5050505050505051,0.5050505050505051,0.6944444444444444,0.6944444444444444,0.6944444444444444,0.4132231404958678,0.4132231404958678,0.4132231404958678,0.16491239247840953,0.16491239247840953,0.16491239247840953,0.5944359055336623,0.5944359055336623,0.5944359055336623,0.5050505050505051,0.5050505050505051,0.5050505050505051,1.0,0.8484848484848485,0.8484848484848485,0.8484848484848485,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.7850467289719626,0.7850467289719626,0.7850467289719626,0.21369226820310067,0.21369226820310067,0.21369226820310067,0.9778695263296012,0.9778695263296012,0.9778695263296012,0.8484848484848485,0.8484848484848485,0.8484848484848485,1.0,0,0,0,0,0,148.4902608852194,0.05494139652753118
t00_s00_o000018,0,1.0,0,0.0061359405517578125,o000018,3.18803085680025e-05,0.0629828571310306,138,3.18803085680025e-05,3.9993349814760513,3.85731908203899,3.3161558033763496,0.019670314436640756,740.3415410138558,1539.029052734375,1975.6037491508152,0.0629828571310306,3477.015380859375,-20.333858013153076,-0.0006482496678372703,0.25,1,0,0,0,0.0,0.5318452518698052,1.0,1,0,0,0,0.0,1.007729103474344,0.0,0.644927536231884,0.644927536231884,0.644927536231884,0.6953125,0.6953125,0.6953125,0.5028248587570622,0.5028248587570622,0.5028248587570622,0.15243161928276952,0.15243161928276952,0.15243161928276952,0.5733956621721339,0.5733956621721339,0.5733956621721339,0.644927536231884,0.644927536231884,0.644927536231884,1.0,0.8840579710144928,0.8840579710144928,0.8840579710144928,0.8776978417266187,0.8776978417266187,0.8776978417266187,0.7870967741935484,0.7870967741935484,0.7870967741935484,0.04890741513253146,0.04890741513253146,0.04890741513253146,0.9995209757651281,0.9995209757651281,0.9995209757651281,0.8840579710144928,0.8840579710144928,0.8840579710144928,1.0,0,0,0,0,0,494.9206671231036,0.18312064683554832
t00_s00_o000019,0,1.0,0,0.0061359405517578125,o000019,6.53777342372805e-05,0.0945090998498884,283,6.53777342372805e-05,3.59133766986456,3.402662918340191,3.3929711677160364,0.024990814950083422,539.0980731438411,1030.9755859375,1445.5854267888692,0.0945090998498884,2532.85400390625,-18.790881992650117,-0.001228505288999579,0.25,1,0,0,0,0.0,0.8903123255122496,1.0,1,0,0,0,0.0,1.015168664716766,0.0,0.7137809187279152,0.7137809187279152,0.7137809187279152,0.505,0.505,0.505,0.41995841995842,0.41995841995842,0.41995841995842,0.1921200698497822,0.1921200698497822,0.1921200698497822,0.6298959702999166,0.6298959702999166,0.6298959702999166,0.7137809187279152,0.7137809187279152,0.7137809187279152,1.0,0.7703180212014135,0.7703180212014135,0.7703180212014135,0.754325259515571,0.754325259515571,0.754325259515571,0.615819209039548,0.615819209039548,0.615819209039548,0.08500312553853204,0.08500312553853204,0.08500312553853204,0.9940924986672829,0.9940924986672829,0.9940924986672829,0.7703180212014135,0.7703180212014135,0.7703180212014135,1.0,0,0,0,0,0,367.38928050118693,0.13593403378543917
t00_s00_o000020,0,1.0,0,0.0061359405517578125,o000020,0.00014785070640233045,0.2118971510305065,640,0.00014785070640233045,3.565030163526535,3.4553789883852004,3.4379490822553636,0.03280285152228582,542.7482617855072,985.2905883789062,1433.1832169532777,0.2118971510305065,2633.515625,32.11981910392642,0.00474893794403059,0.0,0,0,0,0,,,1.0,1,0,0,0,0.0,1.0084429630857903,,,,,,,,,,,,,,,,,,,,,0.8578125,0.8578125,0.8578125,0.8446153846153847,0.8446153846153847,0.8446153846153847,0.7408906882591093,0.7408906882591093,0.7408906882591093,0.06716263641427443,0.06716263641427443,0.06716263641427443,0.9929284559613935,0.9929284559613935,0.9929284559613935,0.8578125,0.8578125,0.8578125,1.0,0,0,0,0,0,347.68669338226323,0.1286440765514374
t00_s00_o000021,0,1.0,0,0.0061359405517578125,o000021,8.963449075641283e-05,0.22595236766007934,388,8.963449075641283e-05,4.43195889905556,3.572563493374697,3.35538598925797,0.027762730803643082,1059.7320489785106,3440.927490234375,2520.819449670536,0.22595236766007934,7248.45361328125,64.93009576539403,0.005819976068696211,0.25,1,0,0,0,0.0,0.6202345563551667,1.0,1,0,0,0,0.0,1.00279151682621,0.0,0.7603092783505154,0.7603092783505154,0.7603092783505154,0.594758064516129,0.594758064516129,0.594758064516129,0.5008488964346349,0.5008488964346349,0.5008488964346349,0.4560814014190911,0.4560814014190911,0.4560814014190911,0.4851834836004126,0.4851834836004126,0.4851834836004126,0.7603092783505154,0.7603092783505154,0.7603092783505154,1.0,0.9175257731958762,0.9175257731958762,0.9175257731958762,0.9012658227848102,0.9012658227848102,0.9012658227848102,0.8337236533957846,0.8337236533957846,0.8337236533957846,0.030989952016315162,0.030989952016315162,0.030989952016315162,0.985020527920429,0.985020527920429,0.985020527920429,0.9175257731958762,0.9175257731958762,0.9175257731958762,1.0,0,0,0,0,0,401.35535171351466,0.1485014801340004
t00_s00_o000022,0,1.0,0,0.0061359405517578125,o000022,8.293500562255723e-05,0.16460401815342862,359,8.293500562255723e-05,3.4196414343161834,3.7268657558143636,3.3802791193003108,0.027053061701782687,606.8590086190482,1510.64013671875,1984.7351177927512,0.16460401815342862,5583.9013671875,18.396927121621985,0.001525749254269495,0.25,1,0,0,0,0.0,0.620627337545141,1.0,1,0,0,0,0.0,1.0416712886728015,0.0,0.7214484679665738,0.7214484679665738,0.7214484679665738,0.6744791666666666,0.6744791666666666,0.6744791666666666,0.5351239669421488,0.5351239669421488,0.5351239669421488,0.04586578449883032,0.04586578449883032,0.04586578449883032,0.5802219119237125,0.5802219119237125,0.5802219119237125,0.7214484679665738,0.7214484679665738,0.7214484679665738,1.0,0.7827298050139275,0.7827298050139275,0.7827298050139275,0.7493333333333333,0.7493333333333333,0.7493333333333333,0.6203090507726269,0.6203090507726269,0.6203090507726269,0.052686918685496985,0.052686918685496985,0.052686918685496985,0.997226647022762,0.997226647022762,0.997226647022762,0.7827298050139275,0.7827298050139275,0.7827298050139275,1.0,0,0,0,0,0,771.0171005546549,0.28527632720522234
t00_s00_o000023,0,1.0,0,0.0061359405517578125,o000023,2.425675651913234e-05,0.04273281492249988,105,2.425675651913234e-05,3.9731587795984176,4.194929202397664,3.3609087875911166,0.017957589510593917,724.0012006487165,1594.141845703125,1761.68709484282,0.04273281492249988,3315.0009765625,1.1571015404803413,2.806753033534459e-05,0.0,0,0,0,0,,,1.0,1,0,0,0,0.0,1.023420646717004,,,,,,,,,,,,,,,,,,,,,0.8476190476190476,0.8476190476190476,0.8476190476190476,0.8240740740740741,0.8240740740740741,0.8240740740740741,0.717741935483871,0.717741935483871,0.717741935483871,0.09880561542013594,0.09880561542013594,0.09880561542013594,0.9949922954193094,0.9949922954193094,0.9949922954193094,0.8476190476190476,0.8476190476190476,0.8476190476190476,1.0,0,0,0,0,0,313.68469354538706,0.11606333661179322
t00_s00_o000024,0,1.0,0,0.0061359405517578125,o000024,0.00015732239228122974,0.22001306670402582,681,0.00015732239228122974,4.41539057305906,3.7752164523507004,3.4137095407242293,0.033488881610932664,591.5253819761123,1549.0955810546875,1398.4853873231862,0.22001306670402582,3146.12451171875,10.813454751576272,0.0017011985703428098,0.5,2,0,1,0,0.902005436590513,0.7522477358162553,1.0,1,0,0,0,0.0,0.9980919839669196,,0.3788546255506608,0.24082232011747431,0.5168869309838473,0.6722888555722139,0.6376811594202898,0.7068965517241379,0.3092522909850288,0.21895861148197596,0.3995459704880817,1.7237280315831454,1.2241921872857113,2.2232638758805794,0.6781330917362102,0.6175842297664637,0.7386819537059567,0.3788546255506608,0.24082232011747431,0.5168869309838473,2.0,0.8707782672540382,0.8707782672540382,0.8707782672540382,0.8669590643274854,0.8669590643274854,0.8669590643274854,0.7681347150259067,0.7681347150259067,0.7681347150259067,0.05248521640219815,0.05248521640219815,0.05248521640219815,0.993714387546012,0.993714387546012,0.993714387546012,0.8707782672540382,0.8707782672540382,0.8707782672540382,1.0,1,0,0,0,1,215.43462337096162,0.0797108106472558
