value,bridge_id,bridge_label,bridge_layers,object_id,phase,layer,pdg_section,pdg_name,symbol,category,components,component_charges,Q_over_e,closure_class,route_class,encoding,source_file,source_note,notes
2,BCD,B <-> C <-> D,BCD,L_C_003,Phase 1,C_composite_closures,Delta Baryons,Delta++,Delta++,baryon resonance,uuu,+2/3;+2/3;+2/3,+2,COMPOSITE_INTEGER_CLOSURE,COMPOSITE_CLOSURE,route_class_code,rpp2026-sum-baryons.pdf,"PDG Delta Baryons summary lists Delta++ = uuu, Delta+ = uud, Delta0 = udd, Delta- = ddd.",composite +2 closure
2,BCD,B <-> C <-> D,BCD,L_C_004,Phase 1,C_composite_closures,Omega Baryons,Omega-,Omega-,baryon,sss,-1/3;-1/3;-1/3,-1,COMPOSITE_INTEGER_CLOSURE,COMPOSITE_CLOSURE,route_class_code,rpp2026-sum-baryons.pdf,PDG Omega Baryons summary lists Omega- = sss.,strange-baryon -1 closure
2,BCD,B <-> C <-> D,BCD,L_C_005,Phase 1,C_composite_closures,Light Unflavored Mesons,charged pion plus,pi+,meson,u anti-d,+2/3;+1/3,+1,COMPOSITE_INTEGER_CLOSURE,COMPOSITE_CLOSURE,route_class_code,rpp2026-sum-mesons.pdf,PDG Light Unflavored Mesons summary gives the pion isotriplet quark-content pattern and lists pi± and pi0 entries.,meson +1 closure
2,BCD,B <-> C <-> D,BCD,L_C_006,Phase 1,C_composite_closures,Light Unflavored Mesons,neutral pion,pi0,meson,(u anti-u - d anti-d)/sqrt(2),0,0,COMPOSITE_NEUTRAL_CLOSURE,COMPOSITE_CLOSURE,route_class_code,rpp2026-sum-mesons.pdf,PDG Light Unflavored Mesons summary gives the pion isotriplet quark-content pattern and lists pi0 entry.,meson neutral closure
2,BCD,B <-> C <-> D,BCD,L_C_007,Phase 1,C_composite_closures,Light Unflavored Mesons,charged pion minus,pi-,meson,anti-u d,-2/3;-1/3,-1,COMPOSITE_INTEGER_CLOSURE,COMPOSITE_CLOSURE,route_class_code,rpp2026-sum-mesons.pdf,PDG Light Unflavored Mesons summary gives the pion isotriplet quark-content pattern and states pi- modes are charge conjugates of pi+ modes.,meson -1 closure
2,BCD,B <-> C <-> D,BCD,L_C_008,Phase 1,C_composite_closures,Strange Mesons,charged kaon plus,K+,meson,u anti-s,+2/3;+1/3,+1,COMPOSITE_INTEGER_CLOSURE,COMPOSITE_CLOSURE,route_class_code,rpp2026-sum-mesons.pdf,PDG Strange Mesons summary lists K+ / K0 / anti-K0 / K- quark-content pattern and K± section.,strange meson +1 closure
2,BCD,B <-> C <-> D,BCD,L_C_009,Phase 1,C_composite_closures,Strange Mesons,neutral kaon,K0,meson,d anti-s,-1/3;+1/3,0,COMPOSITE_NEUTRAL_CLOSURE,COMPOSITE_CLOSURE,route_class_code,rpp2026-sum-mesons.pdf,PDG Strange Mesons summary lists K+ / K0 / anti-K0 / K- quark-content pattern.,strange meson neutral closure
2,BCD,B <-> C <-> D,BCD,L_C_010,Phase 1,C_composite_closures,Strange Mesons,charged kaon minus,K-,meson,anti-u s,-2/3;-1/3,-1,COMPOSITE_INTEGER_CLOSURE,COMPOSITE_CLOSURE,route_class_code,rpp2026-sum-mesons.pdf,PDG Strange Mesons summary lists K+ / K0 / anti-K0 / K- quark-content pattern and K± section.,strange meson -1 closure
3,BCD,B <-> C <-> D,BCD,L_D_001,Phase 1,D_boundary_absences,Quarks / Free Quark Searches,free quark searches,free quark,boundary absence,single quark externalization,±1/3 or ±2/3,not observed,TERMINAL_FREE_FRACTIONAL,BOUNDARY_ABSENCE,route_class_code,rpp2026-sum-quarks.pdf,PDG Quarks summary states that all free-quark searches since 1977 have had negative results.,free fractional externalization not observed
3,BCD,B <-> C <-> D,BCD,L_D_003,Phase 1,D_boundary_absences,N Baryons / neutron decay modes,neutron charge-violating decay search,n -> p nu_e anti-nu_e,charge-conservation boundary test,decay channel,Q-violating mode,not observed within listed bound,CONSTRAINED_CHARGE_VIOLATION_BOUNDARY,BOUNDARY_ABSENCE,route_class_code,rpp2026-sum-baryons.pdf,PDG Baryons summary lists neutron charge-conservation-violating mode p nu_e anti-nu_e with an upper bound.,charge-breaking transition constrained
4,BCD,B <-> C <-> D,BCD,L_D_002,Phase 1,D_boundary_absences,Searches / Magnetic Monopole Searches,magnetic monopole searches,magnetic monopole,dual boundary candidate,monopole charge candidate,magnetic charge,not observed,UNRESOLVED_DUAL_BOUNDARY,DUAL_BOUNDARY_CANDIDATE,route_class_code,rpp2026-sum-searches.pdf,PDG Searches summary says the most sensitive magnetic monopole experiments obtain negative results and lists a best cosmic-ray flux limit.,Dirac-style dual charge anchor not observed
5,BCD,B <-> C <-> D,BCD,L_D_004,Phase 1,D_boundary_absences,N Baryons / proton properties,proton-electron charge mismatch bound,|q_p + q_e|/e,neutrality boundary test,hydrogen-scale charge balance,mismatch bound,<1e-21,EXTERNAL_NEUTRALITY_CONSTRAINT,BOUNDARY_CONSTRAINT,route_class_code,rpp2026-sum-baryons.pdf,PDG Baryons summary lists |q_p + q_e|/e < 1e-21.,external neutrality mismatch constrained
