value,bridge_id,bridge_label,bridge_layers,object_id,phase,layer,pdg_section,pdg_name,symbol,category,components,component_charges,Q_over_e,closure_class,route_class,encoding,source_file,source_note,notes
3,ABC,A <-> B <-> C,ABC,L_C_002,Phase 1,C_composite_closures,N Baryons,neutron,n,baryon,udd,+2/3;-1/3;-1/3,0,COMPOSITE_NEUTRAL_CLOSURE,COMPOSITE_CLOSURE,closure_class_code,rpp2026-sum-baryons.pdf,"PDG N Baryons summary lists p,N+ = uud and n,N0 = udd; neutron charge is listed consistent with zero within bounds.",composite neutral closure
3,ABC,A <-> B <-> C,ABC,L_C_006,Phase 1,C_composite_closures,Light Unflavored Mesons,neutral pion,pi0,meson,(u anti-u - d anti-d)/sqrt(2),0,0,COMPOSITE_NEUTRAL_CLOSURE,COMPOSITE_CLOSURE,closure_class_code,rpp2026-sum-mesons.pdf,PDG Light Unflavored Mesons summary gives the pion isotriplet quark-content pattern and lists pi0 entry.,meson neutral closure
3,ABC,A <-> B <-> C,ABC,L_C_009,Phase 1,C_composite_closures,Strange Mesons,neutral kaon,K0,meson,d anti-s,-1/3;+1/3,0,COMPOSITE_NEUTRAL_CLOSURE,COMPOSITE_CLOSURE,closure_class_code,rpp2026-sum-mesons.pdf,PDG Strange Mesons summary lists K+ / K0 / anti-K0 / K- quark-content pattern.,strange meson neutral closure
4,ABC,A <-> B <-> C,ABC,L_C_001,Phase 1,C_composite_closures,N Baryons,proton,p,baryon,uud,+2/3;+2/3;-1/3,+1,COMPOSITE_INTEGER_CLOSURE,COMPOSITE_CLOSURE,closure_class_code,rpp2026-sum-baryons.pdf,"PDG N Baryons summary lists p,N+ = uud and n,N0 = udd; proton-electron charge neutrality bound is also listed.",stable composite +1 closure
4,ABC,A <-> B <-> C,ABC,L_C_003,Phase 1,C_composite_closures,Delta Baryons,Delta++,Delta++,baryon resonance,uuu,+2/3;+2/3;+2/3,+2,COMPOSITE_INTEGER_CLOSURE,COMPOSITE_CLOSURE,closure_class_code,rpp2026-sum-baryons.pdf,"PDG Delta Baryons summary lists Delta++ = uuu, Delta+ = uud, Delta0 = udd, Delta- = ddd.",composite +2 closure
4,ABC,A <-> B <-> C,ABC,L_C_004,Phase 1,C_composite_closures,Omega Baryons,Omega-,Omega-,baryon,sss,-1/3;-1/3;-1/3,-1,COMPOSITE_INTEGER_CLOSURE,COMPOSITE_CLOSURE,closure_class_code,rpp2026-sum-baryons.pdf,PDG Omega Baryons summary lists Omega- = sss.,strange-baryon -1 closure
4,ABC,A <-> B <-> C,ABC,L_C_005,Phase 1,C_composite_closures,Light Unflavored Mesons,charged pion plus,pi+,meson,u anti-d,+2/3;+1/3,+1,COMPOSITE_INTEGER_CLOSURE,COMPOSITE_CLOSURE,closure_class_code,rpp2026-sum-mesons.pdf,PDG Light Unflavored Mesons summary gives the pion isotriplet quark-content pattern and lists pi± and pi0 entries.,meson +1 closure
4,ABC,A <-> B <-> C,ABC,L_C_007,Phase 1,C_composite_closures,Light Unflavored Mesons,charged pion minus,pi-,meson,anti-u d,-2/3;-1/3,-1,COMPOSITE_INTEGER_CLOSURE,COMPOSITE_CLOSURE,closure_class_code,rpp2026-sum-mesons.pdf,PDG Light Unflavored Mesons summary gives the pion isotriplet quark-content pattern and states pi- modes are charge conjugates of pi+ modes.,meson -1 closure
4,ABC,A <-> B <-> C,ABC,L_C_008,Phase 1,C_composite_closures,Strange Mesons,charged kaon plus,K+,meson,u anti-s,+2/3;+1/3,+1,COMPOSITE_INTEGER_CLOSURE,COMPOSITE_CLOSURE,closure_class_code,rpp2026-sum-mesons.pdf,PDG Strange Mesons summary lists K+ / K0 / anti-K0 / K- quark-content pattern and K± section.,strange meson +1 closure
4,ABC,A <-> B <-> C,ABC,L_C_010,Phase 1,C_composite_closures,Strange Mesons,charged kaon minus,K-,meson,anti-u s,-2/3;-1/3,-1,COMPOSITE_INTEGER_CLOSURE,COMPOSITE_CLOSURE,closure_class_code,rpp2026-sum-mesons.pdf,PDG Strange Mesons summary lists K+ / K0 / anti-K0 / K- quark-content pattern and K± section.,strange meson -1 closure
