struc_perc_id,source_ladder_id,object_name,target_mass_class,selected_model_mass,progenitor_type,network,stage_index,phase_name,zone_start,zone_end,n_zones,q_start,q_end,q_mid,mass_start,mass_end,radius_start,radius_end,mean_logT,mean_logRho,mean_logP,mean_ye,mean_support_margin_proxy,mean_energy_loss_proxy,dominant_species_mode,composition_stage_mode,boundary_role_mode,struc_perc_role_mode,delta_logT,delta_logRho,delta_ye,delta_support_margin,delta_energy_loss,composition_transition_count,gap,gap_source,alpha_ready,unns_interpretation,raw_reference
A2_20M_radial_bin_017,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,3,outer_shell,925,981,57,0.66678464389,0.665297808852,0.666009843229,7.77579609986,7.75845717912,4.50266725805,2.55791058174,6.52407977214,-3.42210508605,11.6729859104,0.79946802136,15.0950909964,-1.84872503424e-09,h1,hydrogen_rich,outer_shell,support_shell_state,0.21908064242,0.6943981249,0.072273865653,0.1762550388,7.59884463e-09,1,0.0532407345378,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=925--profile_single_M19.98_128net.data::zone=981
A2_20M_radial_bin_018,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,3,outer_shell,982,1039,58,0.665274776662,0.66452594087,0.664709690637,7.75818858624,7.74945593997,2.53599417088,1.93227435392,6.72576469679,-2.75270564453,12.4858881539,0.738559603405,15.2385937984,-7.8592006154e-08,he4,helium_rich,outer_shell,support_shell_state,0.11672050438,0.43426561427,0.071798470551,0.0402739847,5.76292133482e-08,0,0.0404747953562,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=982--profile_single_M19.98_128net.data::zone=1039
A2_20M_radial_bin_019,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,3,outer_shell,1040,1097,58,0.664525940812,0.663621996385,0.664319397719,7.74945593929,7.73891447345,1.93227431914,1.54065090852,6.78255663933,-2.48918034018,12.724594917,0.667583808145,15.2137752572,-3.08119140018e-07,he4,helium_rich,outer_shell,support_shell_state,0.1187609593,0.46628005045,0.013180661542,0.0449195074,1.8319174281e-06,0,0.017476434317,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1040--profile_single_M19.98_128net.data::zone=1097
A2_20M_radial_bin_020,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,3,outer_shell,1098,1154,57,0.663601451993,0.660206491234,0.662154784398,7.73867489234,7.69908411461,1.53408658224,0.929885712969,7.01085398518,-1.6830693726,13.6793763016,0.653477709702,15.3624456742,-0.000114989621553,he4,helium_rich,outer_shell,support_shell_state,0.2832148348,0.91833612551,0.011561950866,0.2383704642,0.000706700086639,0,0.0340494031678,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1098--profile_single_M19.98_128net.data::zone=1154
A2_20M_radial_bin_021,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,3,outer_shell,1155,1212,58,0.660098633177,0.658087850821,0.658807244482,7.69782631381,7.67437731308,0.918702930565,0.752347696543,7.23557373808,-0.957569371091,14.5933564931,0.637067435524,15.5509258642,-0.0187542020968,he4,helium_rich,outer_shell,support_shell_state,0.10660608156,0.354836199626,0.014804547383,0.0805181156,0.0563542846128,0,0.0171937202,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1155--profile_single_M19.98_128net.data::zone=1212
A2_20M_radial_bin_022,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,3,outer_shell,1213,1270,58,0.65806473838,0.656493092401,0.657280509352,7.67410778434,7.65577982974,0.750818162224,0.662149982199,7.30866378711,-0.703899325763,14.8939188228,0.621334868535,15.5978181486,-0.293710151002,he4,helium_rich,outer_shell,support_shell_state,0.06924995288,0.25005190246,0.020205185881,0.0365550632,0.604073684402,0,0.0178833334666,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1213--profile_single_M19.98_128net.data::zone=1270
A2_20M_radial_bin_023,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,3,outer_shell,1271,1328,58,0.656462275813,0.654608748558,0.655587726723,7.65542045808,7.63380530823,0.660682356528,0.588085791234,7.37639607171,-0.443965839822,15.1768867835,0.593268063756,15.6208526234,-1.23150020673,he4,helium_rich,outer_shell,support_shell_state,0.06714283527,0.276543771086,0.03737179511,0.0073472293,1.13335728488,0,0.0267781430943,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1271--profile_single_M19.98_128net.data::zone=1328
A2_20M_radial_bin_024,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,3,outer_shell,1329,1385,57,0.654562294531,0.649725914159,0.652334380221,7.63326357853,7.57686349797,0.586617739779,0.490860615189,7.47132986666,-0.016692707929,15.5885363603,0.530362169248,15.6052290683,-2.33915771992,he4,helium_rich,outer_shell,support_shell_state,0.11873991895,0.542616074071,0.070933159811,0.0197592546,0.3949210055,0,0.0429949482388,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1329--profile_single_M19.98_128net.data::zone=1385
A2_20M_radial_bin_025,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,3,outer_shell,1386,1443,58,0.649643329222,0.645121803923,0.647697377148,7.57590042296,7.52317206589,0.489803450078,0.443013328317,7.5662579936,0.376681776243,16.0038004168,0.500023052342,15.6271186405,-0.881853936945,he4,helium_rich,outer_shell,support_shell_state,0.07524069818,0.262772683884,0.000598063715,0.0577273883,2.20545461318,0,0.0180592359837,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1386--profile_single_M19.98_128net.data::zone=1443
A2_20M_radial_bin_026,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,3,outer_shell,1444,1501,58,0.644935290751,0.634824319906,0.640385925346,7.52099701821,7.40308661282,0.441427012432,0.375798037842,7.6674914497,0.702311088748,16.4180694571,0.499940294392,15.7157583683,-1.86129723178,he4,helium_rich,outer_shell,support_shell_state,0.11815834728,0.348474208029,5.55466400004e-06,0.117823296,3.4265799616,0,0.0275640553722,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1444--profile_single_M19.98_128net.data::zone=1501
A2_20M_radial_bin_027,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,3,outer_shell,1502,1558,57,0.634653409101,0.609157652474,0.623086312112,7.40109351418,7.10377142262,0.374911554787,0.277402698494,7.82331042853,1.13044660199,17.0197752089,0.499938949654,15.8893286069,-4.02372565624,he4,helium_rich,outer_shell,support_shell_state,0.18766873095,0.504547828329,5.91129999949e-08,0.2153854034,1.22315753222,0,0.0248524655819,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1502--profile_single_M19.98_128net.data::zone=1558
A2_20M_radial_bin_028,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,3,outer_shell,1559,1616,58,0.608758085273,0.578802208968,0.593671910303,7.09911181758,6.74977745862,0.276225034383,0.203221739356,8.00154369965,1.61088685893,17.7049678326,0.499938884991,16.0940809736,-4.95659916801,he4,helium_rich,outer_shell,support_shell_state,0.15426464453,0.41858307474,5.92680000078e-08,0.1765632399,0.51710288378,0,0.0182825994349,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1559--profile_single_M19.98_128net.data::zone=1616
A2_20M_radial_bin_029,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,3,outer_shell,1617,1674,58,0.578461580622,0.548369535512,0.563317278052,6.74580517673,6.39488286749,0.202521487979,0.14825421641,8.14768019085,2.00924426554,18.2701547329,0.499938824615,16.2609104673,-5.18051846449,he4,helium_rich,outer_shell,support_shell_state,0.13954693632,0.38163693154,6.10360000319e-08,0.1590967138,0.02491360562,0,0.0145809050339,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1617--profile_single_M19.98_128net.data::zone=1674
A2_20M_radial_bin_030,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,3,outer_shell,1675,1732,58,0.547683239246,0.520066303731,0.532707317677,6.38687953406,6.06482103822,0.147162873478,0.107233710586,8.28835377926,2.39577245844,18.8164760182,0.499938755866,16.4207035597,-5.1280250841,he4,helium_rich,outer_shell,support_shell_state,0.12697007524,0.35040551021,6.52399999579e-08,0.1437019436,0.09374245069,0,0.013604394729,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1675--profile_single_M19.98_128net.data::zone=1732
A2_20M_radial_bin_031,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,3,outer_shell,1733,1789,57,0.519896433125,0.505486976442,0.512877882174,6.06284006998,5.89480231131,0.107009016115,0.0887178493868,8.38222805707,2.65530507403,19.1821408477,0.499938708674,16.5268357737,-5.61957963685,he4,helium_rich,outer_shell,support_shell_state,0.0716384157,0.19845642543,3.29529999954e-08,0.0808939663,0.76480525877,0,0.0108717454581,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1733--profile_single_M19.98_128net.data::zone=1789
A2_20M_radial_bin_032,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,4,intermediate_shell,1790,1847,58,0.505313222907,0.49238089293,0.498683666932,5.89277606179,5.74196400888,0.0885062825755,0.0733315512917,8.45600535078,2.85944273411,19.4696956387,0.499938692214,16.6102529046,-6.41354626179,he4,helium_rich,intermediate_shell,support_shell_state,0.07049595351,0.19429753132,7.35809999597e-08,0.0794502179,0.69031002058,0,0.0104019287091,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1790--profile_single_M19.98_128net.data::zone=1847
A2_20M_radial_bin_033,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,4,intermediate_shell,1848,1905,58,0.492301123829,0.491332375384,0.491901623483,5.7410337711,5.72973658475,0.0732412938618,0.0722511539923,8.49223796155,2.99934795167,19.6144479207,0.499939766266,16.6150999691,-6.31010955332,he4,helium_rich,intermediate_shell,support_shell_state,0.00282730016,0.08802562383,1.54335500002e-06,0.0662826767,0.84801298855,1,0.00842573654649,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1848--profile_single_M19.98_128net.data::zone=1905
A2_20M_radial_bin_034,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,4,intermediate_shell,1906,1962,57,0.491314187839,0.490680331551,0.490786119389,5.72952448833,5.72213269054,0.0722339506063,0.0716516495537,8.49497314112,3.07841262589,19.6394878665,0.499940327097,16.5610752406,-5.62690353558,c12,carbon_oxygen_layer,intermediate_shell,support_shell_state,0.00088182829,0.04490156129,1.2364000046e-08,0.0318198897,0.43977847591,0,0.00336663350827,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1906--profile_single_M19.98_128net.data::zone=1962
A2_20M_radial_bin_035,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,4,intermediate_shell,1963,2020,58,0.490680320804,0.490679081526,0.490679822481,5.72213256521,5.72211811321,0.0716516402638,0.0716505899901,8.49485533822,3.09864729584,19.6413760576,0.499940320742,16.5427287618,-5.23214646176,c12,carbon_oxygen_layer,intermediate_shell,support_shell_state,8.11101000053e-06,0.01450853946,6.86300000163e-09,0.0144832907,0.42987908353,0,0.00246419057204,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=1963--profile_single_M19.98_128net.data::zone=2020
A2_20M_radial_bin_036,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,4,intermediate_shell,2021,2078,58,0.490679036392,0.490631841864,0.490668387071,5.72211758687,5.72156722173,0.0716505522589,0.0716119187491,8.49478794633,3.11150220415,19.6416172101,0.499940315517,16.530115006,-4.82965926268,o16,carbon_oxygen_layer,intermediate_shell,support_shell_state,0.000259924450001,0.01328150834,3.91999999128e-09,0.0122991878,0.381647927,0,0.00219018050936,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=2021--profile_single_M19.98_128net.data::zone=2078
A2_20M_radial_bin_037,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,4,intermediate_shell,2079,2136,58,0.490630537444,0.490323885039,0.49048134442,5.72155201007,5.71797594305,0.0716108600474,0.0713682945156,8.49437766937,3.13173144497,19.6458969863,0.499940311558,16.5141655413,-4.40644490253,o16,carbon_oxygen_layer,intermediate_shell,support_shell_state,1.66104499986e-05,0.0226459683,4.28900004401e-09,0.0152190423,0.42609638963,0,0.00257717951204,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=2079--profile_single_M19.98_128net.data::zone=2136
A2_20M_radial_bin_038,A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,4,intermediate_shell,2137,2193,57,0.490289091193,0.472234292418,0.48280001343,5.71757019007,5.5070217991,0.0713413034713,0.0611511916716,8.52167864321,3.32254939023,19.8069828576,0.49994027539,16.4844334674,-4.15258243349,o16,carbon_oxygen_layer,intermediate_shell,support_shell_state,0.06712716492,0.38852010213,9.5156000024e-08,0.025365922,0.11676784515,0,0.00912493610196,weighted_radial_profile_change_logT_logRho_ye_support_loss_composition,yes,compact radial pre-supernova structural state derived from real profile ladder,A2_20M_presupernova_profile_ladder.csv::profile_single_M19.98_128net.data::zone=2137--profile_single_M19.98_128net.data::zone=2193
