"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21820","2012-03-22 18:20:09.00","2456009.2639931","","HCT-2m","HFOSC","Unknown","Unknown","","Y","","","2012aw_2012-03-22_18-20-09_HCT-2m_HFOSC_None.txt","2012aw_2012-03-22_18-20-09_HCT-2m_HFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","1800","1.92","","","","","","","2942.0070152171","9326.3220152171","1.4346775280899","Bose et al. 2013","2013MNRAS.433.1871B","[Data obtained from:Bose, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21818","2012-03-22 20:57:40.00","2456009.3733796","","Ekar","BC-Ekar","La Mura","Unknown","","Y","","","2012aw_2012-03-22_20-57-40_Ekar_BC-Ekar_None.dat","2012aw_2012-03-22_20-57-40_Ekar_BC-Ekar_None.fits","Object","","","Air","Angstrom","1","Other","","600","200","","1.241","","","300","","3462.6889225939","8139.385782089","2.302657242489","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21821","2012-03-23 00:18:46.00","2456009.5130324","","Ekar","BC-Ekar","Tomasella","Unknown","","Y","","","2012aw_2012-03-23_00-18-46_Ekar_BC-Ekar_None.dat","2012aw_2012-03-23_00-18-46_Ekar_BC-Ekar_None.fits","Object","","","Air","Angstrom","1","Other","","600","200","","1.295","","","300","","3466.2669544458","8127.0558339678","2.2948246575687","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21822","2012-03-23 18:27:13.00","2456010.2689005","","IGO","IFOSC","Unknown","Unknown","","Y","","","2012aw_2012-03-23_18-27-13_IGO_IFOSC_None.txt","2012aw_2012-03-23_18-27-13_IGO_IFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","900","2.75","","","","","","","3126.7906858865","8772.0616448599","2.7564799604362","Bose et al. 2013","2013MNRAS.433.1871B","[Data obtained from:Bose, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21823","2012-03-24 21:00:34.00","2456011.3753935","","CA-2.2m","CAFOS","Aguirre-Taubenberger","Unknown","","Y","","","2012aw_2012-03-24_21-00-34_CA-2.2m_CAFOS_None.dat","2012aw_2012-03-24_21-00-34_CA-2.2m_CAFOS_None.fits","Object","","","Air","Angstrom","1","Other","","900","200","","1.214","","8","","","3350","8796.1395759583","4.6548201503917","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21824","2012-03-25 23:28:49.00","2456012.4783449","","Ekar","BC-Ekar","Iijima","Unknown","","Y","","","2012aw_2012-03-25_23-28-49_Ekar_BC-Ekar_None.dat","2012aw_2012-03-25_23-28-49_Ekar_BC-Ekar_None.fits","Object","","","Air","Angstrom","1","Other","","1200","200","","1.323","","","300","","3700","7896.8188476562","2.299626765839","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21825","2012-03-26 21:02:19.00","2456013.3766088","","Ekar","AFOSC","Pastorello","Unknown","","Y","","","2012aw_2012-03-26_21-02-19_Ekar_AFOSC_None.dat","2012aw_2012-03-26_21-02-19_Ekar_AFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","900","1.26","","1.222","","","GR04","","3430","9966.8779296875","4.8242641547509","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21827","2012-03-27 15:08:38.00","2456014.1309954","","HCT-2m","HFOSC","Unknown","Unknown","","Y","","","2012aw_2012-03-27_15-08-38_HCT-2m_HFOSC_None.txt","2012aw_2012-03-27_15-08-38_HCT-2m_HFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","2100","1.92","","","","","","","2735.0269699117","9331.1009699117","1.4926621407558","Bose et al. 2013","2013MNRAS.433.1871B","[Data obtained from:Bose, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21826","2012-03-27 21:13:15.00","2456014.3842014","","Ekar","AFOSC","Pastorello","Unknown","","Y","","","2012aw_2012-03-27_21-13-15_Ekar_AFOSC_None.dat","2012aw_2012-03-27_21-13-15_Ekar_AFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","1200","2.1","","1.214","","","GR04","","3400","8185.4986619949","4.8289592956558","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21828","2012-03-28 21:00:37.00","2456015.3754282","","Ekar","AFOSC","Pastorello","Unknown","","Y","","","2012aw_2012-03-28_21-00-37_Ekar_AFOSC_None.dat","2012aw_2012-03-28_21-00-37_Ekar_AFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","1200","2.1","","1.218","","","GR04","","3305.1999511719","8232.9873046875","4.8264322757253","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21829","2012-03-29 01:46:07.00","2456015.5736921","","TNG","SARG","Unknown","Unknown","","Y","","","2012aw_2012-03-29_01-46-07_TNG_SARG_None.dat","2012aw_2012-03-29_01-46-07_TNG_SARG_None.fits","Object","","","Air","Angstrom","1","Other","","1800","0","","1.24","","CD4","","","7702.2768554688","7814.6538085938","0.028157592865197","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21830","2012-03-29 22:15:44.00","2456016.4275926","","Ekar","BC-Ekar","Ochner","Unknown","","Y","","","2012aw_2012-03-29_22-15-44_Ekar_BC-Ekar_None.dat","2012aw_2012-03-29_22-15-44_Ekar_BC-Ekar_None.fits","Object","","","Air","Angstrom","1","Other","","1800","300","","1.231","","","300","","3480.7539405798","8156.7751849541","2.3023245910262","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21831","2012-03-30 00:00:00.00","2456016.5","","NOT","ALFOSC","Unknown","Unknown","","Y","","","2012aw_2012-03-30_00-00-00_NOT_ALFOSC_None.dat","2012aw_2012-03-30_00-00-00_NOT_ALFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","0","0","","","","Gr#4","","","2903.9812401143","9077.545","2.9737783043765","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21832","2012-03-30 02:37:47.00","2456016.6095718","","TNG","NICS","Unknown","Unknown","","Y","","","2012aw_2012-03-30_02-37-47_TNG_NICS_None.dat","2012aw_2012-03-30_02-37-47_TNG_NICS_None.fits","Object","","","Air","Angstrom","1","Other","","150","1.5","","1.492","","IJ","","","19000","24806.823242188","5.6651934070122","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21833","2012-03-30 16:06:14.00","2456017.1709954","","HCT-2m","HFOSC","Unknown","Unknown","","Y","","","2012aw_2012-03-30_16-06-14_HCT-2m_HFOSC_None.txt","2012aw_2012-03-30_16-06-14_HCT-2m_HFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","1800","1.92","","","","","","","2735.0899699117","9331.1639699117","1.4926621407558","Bose et al. 2013","2013MNRAS.433.1871B","[Data obtained from:Bose, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21836","2012-03-31 00:00:00.00","2456017.5","","Ekar","BC-Ekar","Unknown","Unknown","","Y","","","2012aw_2012-03-31_00-00-00_Ekar_BC-Ekar_None.dat","2012aw_2012-03-31_00-00-00_Ekar_BC-Ekar_None.fits","Object","","","Air","Angstrom","1","Other","","0","0","","","","","300","","3400.359","7938.725","2.2990709219858","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","79658","2012-03-31 12:34:20.00","2456018.0238426","","Lijiang-2.4m","YFOSC","wxf","","","Y","","","2012aw_2012-03-31_12-34-20.022_Lijiang-2.4m_YFOSC_None.dat","2012aw_2012-03-31_12-34-20.022_Lijiang-2.4m_YFOSC_None.fits","Object","Low","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","900","","","1","","","","","3477.4650878906","8839.3191833496","2.8354595956949","","",""," Han Lin","2024-01-01 03:41:16"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21837","2012-03-31 19:42:14.00","2456018.3209954","","HCT-2m","HFOSC","Unknown","Unknown","","Y","","","2012aw_2012-03-31_19-42-14_HCT-2m_HFOSC_None.txt","2012aw_2012-03-31_19-42-14_HCT-2m_HFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","1800","1.92","","","","","","","2734.6869699117","9330.7609699117","1.4926621407558","Bose et al. 2013","2013MNRAS.433.1871B","[Data obtained from:Bose, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21835","2012-03-31 20:32:55.00","2456018.3561921","","WHT-4.2m","ISIS","Sullivan","Unknown","","Y","","","2012aw_2012-03-31_20-32-55_WHT-4.2m_ISIS_None_0.dat","2012aw_2012-03-31_20-32-55_WHT-4.2m_ISIS_None_0.fits","Object","","","Air","Angstrom","1","Other","","60","1","","1.342","5300","","R300B","","3500","5199.1376953125","0.86163169133494","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21834","2012-03-31 20:32:55.00","2456018.3561921","","WHT-4.2m","ISIS","Sullivan","Unknown","","Y","","","2012aw_2012-03-31_20-32-55_WHT-4.2m_ISIS_None.dat","2012aw_2012-03-31_20-32-55_WHT-4.2m_ISIS_None.fits","Object","","","Air","Angstrom","1","Other","","60","0.995","","1.3445","","","R158R","","5400","9498.19140625","1.8077597733789","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","88298","2012-04-01 04:29:03.00","2456018.6868403","","VLT-UT1","FORS2","VLT","","","Y","","","2012aw_2012-04-01_04-29-03.986_VLT-UT1_FORS2_None.ascii","2012aw_2012-04-01_04-29-03.986_VLT-UT1_FORS2_None.fits","Object","Low","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","100.0012","","","1.4","","","","","4156.505859375","9321.8846290111","3.341124689286","","2023A&amp;amp;amp;A...678A..43N","","Dr Takashi Nagao","2025-09-11 16:14:45"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21838","2012-04-02 00:00:00.00","2456019.5","","Ekar","BC-Ekar","Unknown","Unknown","","Y","","","2012aw_2012-04-02_00-00-00_Ekar_BC-Ekar_None.dat","2012aw_2012-04-02_00-00-00_Ekar_BC-Ekar_None.fits","Object","","","Air","Angstrom","1","Other","","0","0","","","","","300","","3400.763","6949.978","2.2912943834732","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","54083","2012-04-02 10:12:00.00","2456019.925","","Lick-3m","KAST","Kelsey Clubb, Jeffrey Silverman, Isaac Shivvers","Jeffrey Silverman","UCB-SNDB","Y","UCB-SNDB","","SN_2012aw_2012-04-02_10-12-00_Lick-3m_KAST_UCB-SNDB.flm","","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3444","10192","1.9994074074074","","","SNR: 88.5202;","WIS_Bot1","2019-09-29 22:15:11"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","79659","2012-04-02 14:44:35.00","2456020.114294","","Lijiang-2.4m","YFOSC","wxf","","","Y","","","2012aw_2012-04-02_14-44-35.894_Lijiang-2.4m_YFOSC_None.dat","2012aw_2012-04-02_14-44-35.894_Lijiang-2.4m_YFOSC_None.fits","Object","Low","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","1800","","","1","","","","","3497.3129882812","8855.6329407692","2.8335906676298","","",""," Han Lin","2024-01-01 03:41:16"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21839","2012-04-04 17:29:45.00","2456022.2289931","","HCT-2m","HFOSC","Unknown","Unknown","","Y","","","2012aw_2012-04-04_17-29-45_HCT-2m_HFOSC_None.txt","2012aw_2012-04-04_17-29-45_HCT-2m_HFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","2400","1.92","","","","","","","2300.1123219023","9321.6323219023","1.6156281638288","Bose et al. 2013","2013MNRAS.433.1871B","[Data obtained from:Bose, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21841","2012-04-08 00:35:26.00","2456025.5246065","","Magellan-Baade","FIRE","Phillips-Hsiao","Unknown","","Y","","","2012aw_2012-04-08_00-35-26_Magellan-Baade_FIRE_None.txt","2012aw_2012-04-08_00-35-26_Magellan-Baade_FIRE_None.fits","Object","","","Air","Angstrom","1","Other","","126.8","0.6","","1.458","","Longslit","","","8076.45","24976.9","8.605117107943","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21840","2012-04-08 21:34:37.00","2456026.3990394","","TNG","DOLORES","Unknown","Unknown","","Y","","","2012aw_2012-04-08_21-34-37_TNG_DOLORES_None.dat","2012aw_2012-04-08_21-34-37_TNG_DOLORES_None.fits","Object","","","Air","Angstrom","1","Other","","360","1","","1.093","","LR-B","","","3250","10094.67956996","2.65916067209","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21842","2012-04-10 17:47:36.00","2456028.2413889","","IGO","IFOSC","Unknown","Unknown","","Y","","","2012aw_2012-04-10_17-47-36_IGO_IFOSC_None.txt","2012aw_2012-04-10_17-47-36_IGO_IFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","3900","1.5","","","","","","","3940.0285219182","8279.1815219182","1.1626883708467","Bose et al. 2013","2013MNRAS.433.1871B","[Data obtained from:Bose, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21843","2012-04-11 01:12:01.00","2456028.5500116","","Magellan-Baade","FIRE","Hsiao","Unknown","","Y","","","2012aw_2012-04-11_01-12-01_Magellan-Baade_FIRE_None.txt","2012aw_2012-04-11_01-12-01_Magellan-Baade_FIRE_None.fits","Object","","","Air","Angstrom","1","Other","","126.8","0.6","","1.358","","Longslit","","","8093.33","24988.7","8.5894102694459","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
