sample_index,time,F
72,0.2656826568265683,0.007271863978170337
73,0.2693726937269373,0.006288352705321198
74,0.2730627306273063,0.005424377256073796
75,0.2767527675276753,0.004667386820820597
76,0.2804428044280443,0.004005874391320941
77,0.2841328413284133,0.003429326322969448
78,0.2878228782287823,0.0029281693639784992
79,0.2915129151291513,0.002493716034803895
80,0.2952029520295203,0.0021181091495214646
81,0.2988929889298893,0.0017942661800366539
82,0.3025830258302583,0.0015158240842028299
83,0.3062730627306273,0.0012770851263090635
84,0.3099630996309963,0.0010729641525794114
85,0.3136531365313653,0.0008989376742679115
86,0.3173431734317343,0.0007509950622430164
87,0.3210332103321033,0.0006255921013154399
88,0.3247232472324723,0.0005196070606524284
89,0.3284132841328413,0.00043029939947797797
90,0.33210332103321033,0.0003552711738080577
91,0.33579335793357934,0.000292431166420396
92,0.33948339483394835,0.00023996172457237995
93,0.34317343173431736,0.00019628825793705705
94,0.3468634686346863,0.00016005132253718967
95,0.3505535055350553,0.00013008119477985047
96,0.35424354243542433,0.00010537482264492394
97,0.35793357933579334,8.507502825191782e-05
98,0.36162361623616235,6.845182700024617e-05
99,0.36531365313653136,5.488572281281896e-05
100,0.36900369003690037,4.3852836291798235e-05
101,0.3726937269372694,3.491172240983315e-05
102,0.3763837638376384,2.7691736290502404e-05
103,0.3800738007380074,2.1882809356602363e-05
104,0.3837638376383764,1.722650323479012e-05
105,0.3874538745387454,1.3508215035683446e-05
106,0.3911439114391144,1.0550414668555646e-05
107,0.39483394833948343,8.20680245331739e-06
108,0.39852398523985244,6.357283236759014e-06
109,0.40221402214022145,4.903661314018098e-06
110,0.40590405904059046,3.7659685385455536e-06
111,0.40959409594095947,2.879345940898795e-06
112,0.4132841328413285,2.1914068608156756e-06
113,0.4169741697416974,1.660016944134365e-06
114,0.4206642066420664,1.25143330334247e-06
115,0.4243542435424354,9.387516437910739e-07
116,0.4280442804428044,7.006161891650888e-07
117,0.4317343173431734,5.201527903349761e-07
118,0.4354243542435424,3.840906361351898e-07
119,0.43911439114391143,2.820426137279864e-07
120,0.44280442804428044,2.0591843854077488e-07
121,0.44649446494464945,1.4944833970414483e-07
122,0.45018450184501846,1.0779837460977283e-07
123,0.45387453874538747,7.726128663247501e-08
124,0.4575645756457565,5.5009330128719904e-08
125,0.4612546125461255,3.8897663774430554e-08
126,0.4649446494464945,2.7308793481221116e-08
127,0.4686346863468635,1.9030152969907882e-08
128,0.4723247232472325,1.3158328129281993e-08
129,0.47601476014760147,9.02450071975401e-09
130,0.4797047970479705,6.136782623175964e-09
131,0.4833948339483395,4.1358832638711255e-09
132,0.4870848708487085,2.761227914318878e-09
133,0.4907749077490775,1.8252319260306847e-09
134,0.4944649446494465,1.193896609429277e-09
135,0.4981549815498155,7.722734041510705e-10
136,0.5018450184501846,4.936521743875672e-10
137,0.5055350553505535,3.1157877007702584e-10
138,0.5092250922509225,1.9400674791005987e-10
139,0.5129151291512914,1.190470124189182e-10
140,0.5166051660516605,7.190467413505882e-11
141,0.5202952029520295,4.2690997456361e-11
142,0.5239852398523985,2.48748128267228e-11
143,0.5276752767527675,1.4197325703610397e-11
144,0.5313653136531366,7.919475954507698e-12
145,0.5350553505535055,4.305698998857734e-12
146,0.5387453874538746,2.273998487298694e-12
147,0.5424354243542435,1.1617400861469685e-12
148,0.5461254612546126,5.71028871481952e-13
149,0.5498154981549815,2.6813306138037296e-13
150,0.5535055350553506,1.1911654387680072e-13
151,0.5571955719557196,4.9374994006106685e-14
152,0.5608856088560886,1.869965655793384e-14
153,0.5645756457564576,6.250357965572955e-15
154,0.5682656826568266,1.7279797433427052e-15
155,0.5719557195571956,3.398686018677657e-16
156,0.5756457564575646,2.7244049639482537e-17
157,0.5793357933579336,1.954726478491668e-18
158,0.5830258302583026,1.480752812354165e-17
159,0.5867158671586716,1.494703462026512e-17
160,0.5904059040590406,7.036465398060806e-18
161,0.5940959409594097,1.0032302040769934e-18
162,0.5977859778597786,3.5364140849014195e-19
163,0.6014760147601476,3.469560526819185e-18
164,0.6051660516605166,7.193706319668548e-18
165,0.6088560885608856,9.213553173210896e-18
166,0.6125461254612546,8.815764349305616e-18
167,0.6162361623616236,6.582735635017489e-18
168,0.6199261992619925,7.008899683439346e-18
169,0.6236162361623616,5.833866069389553e-18
170,0.6273062730627306,3.636530623486378e-18
171,0.6309963099630996,1.408590544859933e-18
172,0.6346863468634686,1.2086022629438127e-19
173,0.6383763837638377,2.3967499447516844e-19
174,0.6420664206642066,1.3827791066662661e-18
175,0.6457564575645757,2.358745003746451e-18
176,0.6494464944649446,1.8737106947358266e-18
177,0.6531365313653137,2.0442473309622518e-19
178,0.6568265682656826,2.1210879746791487e-18
179,0.6605166051660517,2.1293323610717547e-17
180,0.6642066420664207,8.632648574694839e-17
181,0.6678966789667897,2.4845448266916945e-16
182,0.6715867158671587,5.907670305487403e-16
183,0.6752767527675277,1.2386794057723618e-15
184,0.6789667896678967,2.3711699294424523e-15
185,0.6826568265682658,4.232138295973772e-15
186,0.6863468634686347,7.141078268195754e-15
187,0.6900369003690038,1.1502134809397904e-14
188,0.6937269372693726,1.781053975389673e-14
189,0.6974169741697417,2.6655404279973833e-14
190,0.7011070110701106,3.8717900029385495e-14
191,0.7047970479704797,5.4763988878935934e-14
192,0.7084870848708487,7.563106449542135e-14
193,0.7121771217712177,1.0220814196534303e-13
194,0.7158671586715867,1.3540956495583843e-13
195,0.7195571955719557,1.761425783131779e-13
196,0.7232472324723247,2.2526951508634182e-13
197,0.7269372693726938,2.83565752160896e-13
198,0.7306273062730627,3.5167496921162494e-13
199,0.7343173431734318,4.300635768326113e-13
200,0.7380073800738007,5.189764381588882e-13
201,0.7416974169741697,6.183961706085717e-13
202,0.7453874538745388,7.280083621356084e-13
203,0.7490774907749077,8.47174957977796e-13
204,0.7527675276752768,9.749178656951911e-13
205,0.7564575645756457,1.1099144918923624e-12
206,0.7601476014760148,1.2505064720930059e-12
207,0.7638376383763837,1.394722312158276e-12
208,0.7675276752767528,1.5403139885478413e-12
209,0.7712177121771218,1.6848069471027937e-12
210,0.7749077490774908,1.8255622619185145e-12
211,0.7785977859778598,1.9598489860433473e-12
212,0.7822878228782288,2.0849240445216905e-12
213,0.7859778597785978,2.1981174282879707e-12
214,0.7896678966789669,2.2969165039957617e-12
215,0.7933579335793358,2.379055457365754e-12
216,0.7970479704797049,2.4425881367494654e-12
217,0.8007380073800738,2.485959555090244e-12
218,0.8044280442804429,2.50806265481184e-12
219,0.8081180811808119,2.5082804187071392e-12
220,0.8118081180811809,2.4865111249557983e-12
221,0.8154981549815498,2.443175461891408e-12
222,0.8191881918819189,2.3792050147897667e-12
223,0.8228782287822878,2.2960124824886053e-12
224,0.826568265682657,2.195444811855168e-12
225,0.8302583025830258,2.079721209566307e-12
226,0.8339483394833948,1.95135866619974e-12
227,0.8376383763837638,1.8130881731673885e-12
228,0.8413284132841328,1.6677652004862745e-12
229,0.8450184501845018,1.5182782131503514e-12
230,0.8487084870848708,1.367459026144364e-12
231,0.8523985239852399,1.2179986336058248e-12
232,0.8560885608856088,1.0723718071552327e-12
233,0.8597785977859779,9.327732624912653e-13
234,0.8634686346863468,8.010675709111448e-13
235,0.8671586715867159,6.787542790312024e-13
236,0.8708487084870848,5.669489356189779e-13
237,0.8745387453874539,4.663799511230603e-13
238,0.8782287822878229,3.774004746842666e-13
239,0.8819188191881919,3.0001380390497636e-13
240,0.8856088560885609,2.339102781520186e-13
241,0.88929889298893,1.785131735024046e-13
242,0.8929889298892989,1.3303083689493421e-13
243,0.896678966789668,9.651216278576072e-14
244,0.9003690036900369,6.790258414819843e-14
245,0.904059040590406,4.609788979151947e-14
246,0.9077490774907749,2.999353757378529e-14
247,0.911439114391144,1.8527542013375523e-14
248,0.915129151291513,1.0715521540547675e-14
249,0.918819188191882,5.6770378038053846e-15
250,0.922509225092251,2.6529141935958903e-15
251,0.9261992619926198,1.0137543527067145e-15
252,0.929889298892989,2.603570538898909e-16
253,0.9335793357933578,1.7120442048342522e-17
254,0.937269372693727,1.9825591146465388e-17
255,0.9409594095940959,9.937473188248366e-17
256,0.944649446494465,1.6312929023936094e-16
257,0.9483394833948339,1.7545042378649088e-16
258,0.9520295202952029,1.389007498175549e-16
259,0.9557195571955719,7.733720603286728e-17
260,0.959409594095941,2.1832870758953465e-17
261,0.9630996309963099,3.4787323258798146e-20
262,0.966789667896679,2.922139337209988e-17
263,0.9704797047970479,1.129883681003301e-16
264,0.974169741697417,2.412107588574994e-16
265,0.977859778597786,3.9266864211872684e-16
266,0.981549815498155,5.395652887052467e-16
267,0.985239852398524,6.530728666469892e-16
268,0.988929889298893,7.090292177179597e-16
269,0.992619926199262,6.929751636636967e-16
270,0.996309963099631,6.038555403586067e-16
271,1.0,4.558945815817716e-16
272,1.0036900369003692,7.317234400257529e-16
273,1.007380073800738,1.0131221169854883e-15
274,1.011070110701107,1.2471270916796881e-15
275,1.014760147601476,1.3788062613448372e-15
276,1.018450184501845,1.3640369043249186e-15
277,1.022140221402214,1.1847554786824254e-15
278,1.025830258302583,8.636662896783637e-16
279,1.029520295202952,4.737092958197262e-16
280,1.033210332103321,1.3611151646462608e-16
281,1.03690036900369,2.895448243258233e-19
282,1.040590405904059,2.003588203224311e-16
283,1.044280442804428,7.882638557905474e-16
284,1.047970479704797,1.6550274821029131e-15
285,1.051660516605166,2.472841385656033e-15
286,1.055350553505535,2.7263603007037514e-15
287,1.0590405904059041,1.9578413259101357e-15
288,1.062730627306273,4.3575110229848526e-16
289,1.066420664206642,5.803000472723715e-16
290,1.070110701107011,9.654702406701963e-15
291,1.0738007380073802,4.4473212495049334e-14
292,1.0774907749077491,1.3920462383056253e-13
293,1.081180811808118,3.577847053407927e-13
294,1.084870848708487,8.130182019392372e-13
295,1.0885608856088562,1.6951792514647049e-12
296,1.0922509225092252,3.3138404625684413e-12
297,1.0959409594095941,6.157810660990627e-12
298,1.099630996309963,1.0979477252084569e-11
299,1.1033210332103323,1.8911570895230145e-11
300,1.1070110701107012,3.162643819654734e-11
301,1.11070110701107,5.1550362166796616e-11
302,1.1143911439114391,8.214834778465973e-11
303,1.118081180811808,1.2829812410795225e-10
304,1.1217712177121772,1.9677593111793414e-10
305,1.125461254612546,2.968809750501395e-10
306,1.1291512915129152,4.412302538868091e-10
307,1.132841328413284,6.467607617273804e-10
308,1.1365313653136533,9.359818437451725e-10
309,1.140221402214022,1.3385266352765533e-09
310,1.1439114391143912,1.893057994631318e-09
311,1.1476014760147601,2.649591013327915e-09
312,1.151291512915129,3.6723009091020147e-09
313,1.154981549815498,5.042891688171437e-09
314,1.1586715867158672,6.864607176371891e-09
315,1.1623616236162362,9.26697159609515e-09
316,1.1660516605166051,1.2411351498801734e-08
317,1.169741697416974,1.649743420401011e-08
318,1.1734317343173433,2.1770719561670892e-08
319,1.1771217712177122,2.853112143236347e-08
320,1.1808118081180812,3.714277228944542e-08
321,1.1845018450184501,4.804511867932725e-08
322,1.1881918819188193,6.176538534623711e-08
323,1.1918819188191883,7.893247334528115e-08
324,1.1955719557195572,1.0029233952271427e-07
325,1.1992619926199262,1.2672488283527884e-07
326,1.2029520295202951,1.592623359316175e-07
327,1.2066420664206643,1.991091281416498e-07
328,1.2103321033210332,2.476631483632558e-07
329,1.2140221402214022,3.065382933030413e-07
330,1.2177121771217712,3.7758813838940254e-07
331,1.2214022140221403,4.629305158538122e-07
332,1.2250922509225093,5.649727273760165e-07
333,1.2287822878228782,6.864370581425222e-07
334,1.2324723247232472,8.303861958041877e-07
335,1.2361623616236164,9.99115468130935e-07
336,1.239852398523985,1.1971490227871175e-06
337,1.2435424354243543,1.428610384569617e-06
338,1.2472324723247232,1.6980361444720603e-06
339,1.2509225092250924,2.0103895991804904e-06
340,1.2546125461254611,2.37107121295057e-06
341,1.2583025830258303,2.7859243639743897e-06
342,1.2619926199261993,3.261235572205157e-06
343,1.2656826568265684,3.8037283986104465e-06
344,1.2693726937269372,4.420550213149162e-06
345,1.2730627306273063,5.119251054503334e-06
346,1.2767527675276753,5.907753850615694e-06
347,1.2804428044280445,6.7943153365454274e-06
348,1.2841328413284132,7.787477096254139e-06
349,1.2878228782287824,8.89600626932571e-06
350,1.2915129151291513,1.0128825599055978e-05
351,1.2952029520295203,1.1494932649124353e-05
352,1.2988929889298892,1.3003308222263675e-05
353,1.3025830258302582,1.4662814186800661e-05
354,1.3062730627306274,1.648208115141403e-05
355,1.3099630996309963,1.8469386659816065e-05
356,1.3136531365313653,2.063252482038523e-05
357,1.3173431734317342,2.2978668536970957e-05
358,1.3210332103321034,2.5514225759361224e-05
359,1.3247232472324724,2.8244691420110855e-05
360,1.3284132841328413,3.117449696255845e-05
361,1.3321033210332103,3.430685958680847e-05
362,1.3357933579335795,3.764363353966103e-05
363,1.3394833948339484,4.1185165944772e-05
364,1.3431734317343174,4.493015980429641e-05
365,1.3468634686346863,4.8875546897127996e-05
366,1.3505535055350555,5.301637334624939e-05
367,1.3542435424354244,5.734570062255998e-05
368,1.3579335793357934,6.185452470264293e-05
369,1.3616236162361623,6.6531715954901e-05
370,1.3653136531365315,7.136398219652215e-05
371,1.3690036900369005,7.633585708204074e-05
372,1.3726937269372694,8.142971572295965e-05
373,1.3763837638376384,8.662581905985606e-05
374,1.3800738007380076,9.190238814965313e-05
375,1.3837638376383763,9.723570902081371e-05
376,1.3874538745387452,0.00010260026831364062
377,1.3911439114391144,0.00010796891937048745
378,1.3948339483394834,0.00011331307792065513
379,1.3985239852398523,0.00011860294593187306
380,1.4022140221402213,0.00012380776165969118
381,1.4059040590405905,0.00012889607337613664
382,1.4095940959409594,0.0001338360337442316
383,1.4132841328413284,0.00013859571131956356
384,1.4169741697416973,0.00014314341522478338
385,1.4206642066420665,0.0001474480286656711
386,1.4243542435424354,0.00015147934664865983
387,1.4280442804428044,0.00015520841302907315
388,1.4317343173431734,0.00015860785187369483
389,1.4354243542435425,0.00016165218806715576
390,1.4391143911439115,0.00016431815213320796
391,1.4428044280442804,0.00016658496438071347
392,1.4464944649446494,0.00016843459371939634
393,1.4501845018450186,0.0001698519868182633
394,1.4538745387453875,0.00017082526369713457
395,1.4575645756457565,0.0001713458763434632
396,1.4612546125461254,0.00017140872752250354
397,1.4649446494464946,0.00017101224757625887
398,1.4686346863468636,0.00017015842764487576
399,1.4723247232472325,0.00016885280858886764
400,1.4760147601476015,0.00016710442557542218
401,1.4797047970479704,0.0001649257089722763
402,1.4833948339483394,0.0001623323430126242
403,1.4870848708487086,0.000159343084388004
404,1.4907749077490775,0.00015597954359551248
405,1.4944649446494465,0.00015226593248602772
406,1.4981549815498154,0.00014822878201532072
407,1.5018450184501846,0.00014389663467447196
408,1.5055350553505535,0.00013929971646101767
409,1.5092250922509225,0.00013446959353878143
410,1.5129151291512914,0.00012943881891486791
411,1.5166051660516606,0.00012424057453841106
412,1.5202952029520296,0.00011890831421133862
413,1.5239852398523985,0.00011347541259515075
414,1.5276752767527675,0.00010797482537893422
415,1.5313653136531367,0.00010243876534787947
416,1.5350553505535056,9.689839868720099e-05
417,1.5387453874538746,9.138356538811189e-05
418,1.5424354243542435,8.592252709470102e-05
419,1.5461254612546127,8.054174515259908e-05
420,1.5498154981549817,7.526569100638069e-05
421,1.5535055350553506,7.01166904576749e-05
422,1.5571955719557196,6.511480265443772e-05
423,1.5608856088560887,6.0277734047795454e-05
424,1.5645756457564577,5.562078693968763e-05
425,1.5682656826568266,5.1156841664347006e-05
426,1.5719557195571956,4.689637090754244e-05
427,1.5756457564575643,4.284748421209202e-05
428,1.5793357933579337,3.901600020620872e-05
429,1.5830258302583027,3.5405543907807164e-05
430,1.5867158671586716,3.201766599317346e-05
431,1.5904059040590404,2.8851980831990523e-05
432,1.5940959409594098,2.5906319918436776e-05
433,1.5977859778597787,2.317689727799181e-05
434,1.6014760147601477,2.0658483444097317e-05
435,1.6051660516605164,1.834458467972175e-05
436,1.6088560885608858,1.6227624260030905e-05
437,1.6125461254612548,1.4299122827503863e-05
438,1.6162361623616237,1.2549875073071889e-05
439,1.6199261992619924,1.097012027692761e-05
440,1.6236162361623618,9.549704550956559e-06
441,1.6273062730627308,8.278232952397734e-06
442,1.6309963099630995,7.145209977116585e-06
443,1.6346863468634685,6.140167282518254e-06
444,1.6383763837638379,5.252777826725261e-06
445,1.6420664206642068,4.472955934940361e-06
446,1.6457564575645756,3.790943109552269e-06
447,1.6494464944649445,3.1973796821739165e-06
448,1.653136531365314,2.683362659074816e-06
449,1.6568265682656829,2.2404903331449493e-06
450,1.6605166051660516,1.8608944234057682e-06
451,1.6642066420664205,1.5372606560022776e-06
452,1.6678966789667895,1.2628388184030774e-06
453,1.6715867158671587,1.031443401916819e-06
454,1.6752767527675276,8.374459981359996e-07
455,1.6789667896678966,6.757606348653914e-07
456,1.6826568265682655,5.418232450671164e-07
457,1.6863468634686347,4.31566329232788e-07
458,1.6900369003690037,3.413900784603927e-07
459,1.6937269372693726,2.6813079498973124e-07
460,1.6974169741697416,2.0902764024121934e-07
461,1.7011070110701108,1.6168853096895559e-07
462,1.7047970479704797,1.2405592259424628e-07
463,1.7084870848708487,9.437311441858002e-08
464,1.7121771217712176,7.115160693259213e-08
465,1.7158671586715868,5.313993945754125e-08
466,1.7195571955719557,3.929433911824678e-08
467,1.7232472324723247,2.8751421471675292e-08
468,1.7269372693726937,2.0803100407240782e-08
469,1.7306273062730628,1.487379118427292e-08
470,1.7343173431734318,1.0499926298060137e-08
471,1.7380073800738007,7.311749557897884e-09
472,1.7416974169741697,5.01730614901114e-09
473,1.7453874538745389,3.3885320366249377e-09
474,1.7490774907749078,2.2492629555291786e-09
475,1.7527675276752768,1.4650503970071995e-09
476,1.7564575645756457,9.345878589032308e-10
477,1.7601476014760147,5.825819130467817e-10
478,1.7638376383763839,3.538951809733707e-10
479,1.7675276752767528,2.0879443060010743e-10
480,1.7712177121771218,1.1914589389428055e-10
481,1.7749077490774907,6.541131328212062e-11
482,1.77859778597786,3.4311334674571906e-11
483,1.7822878228782288,1.7036948437384712e-11
484,1.7859778597785978,7.904107207397668e-12
485,1.7896678966789668,3.360897870127682e-12
486,1.793357933579336,1.270297049716931e-12
487,1.7970479704797049,4.0427995307217146e-13
488,1.8007380073800738,9.66609579152459e-14
489,1.8044280442804428,1.238579772071609e-14
490,1.808118081180812,8.483047517497159e-18
491,1.811808118081181,1.7721016806618924e-15
492,1.8154981549815499,2.1218709233134557e-15
493,1.8191881918819188,6.993272860264722e-16
494,1.822878228782288,1.2582577945363576e-17
495,1.826568265682657,1.179344283317851e-15
496,1.830258302583026,3.5340945508120398e-15
497,1.8339483394833949,5.615249497381555e-15
498,1.837638376383764,6.23244832574161e-15
499,1.841328413284133,5.078285786981935e-15
500,1.845018450184502,2.79919603995833e-15
501,1.848708487084871,6.65456107575381e-16
502,1.8523985239852396,2.8312493506941658e-15
503,1.856088560885609,5.358610699780478e-15
504,1.859778597785978,6.952732973493541e-15
505,1.8634686346863467,6.7297119031094955e-15
506,1.8671586715867157,4.697094280809792e-15
507,1.870848708487085,1.9243624933731447e-15
508,1.874538745387454,1.2617243171597895e-16
509,1.8782287822878228,5.394170132204523e-16
510,1.8819188191881917,2.4576976046728855e-15
511,1.885608856088561,2.821950153875821e-15
512,1.88929889298893,1.7663746009117663e-16
513,1.8929889298892988,9.534119213112163e-15
514,1.8966789667896677,9.984067777567432e-14
515,1.9003690036900371,4.735848045357868e-13
516,1.9040590405904059,1.6196262743411471e-12
517,1.9077490774907748,4.5867995137851276e-12
518,1.9114391143911438,1.1448790209175156e-11
519,1.9151291512915132,2.6062054419524576e-11
520,1.918819188191882,5.5260350185624635e-11
521,1.9225092250922509,1.1068436394968184e-10
522,1.9261992619926198,2.1151590941978855e-10
523,1.9298892988929892,3.884766216151588e-10
524,1.933579335793358,6.895647107529925e-10
525,1.937269372693727,1.1881442808915661e-09
526,1.9409594095940959,1.994174349719794e-09
527,1.9446494464944648,3.2695736686297666e-09
528,1.948339483394834,5.248967435506098e-09
529,1.952029520295203,8.267357714132297e-09
530,1.955719557195572,1.2796605412373062e-08
531,1.9594095940959408,1.9493011935797743e-08
532,1.96309963099631,2.9258746669671338e-08
533,1.966789667896679,4.332038467568009e-08
534,1.970479704797048,6.332839869276719e-08
535,1.9741697416974169,9.148209034448806e-08
536,1.977859778597786,1.3068514500971547e-07
537,1.981549815498155,1.84737748442181e-07
538,1.985239852398524,2.585720035542377e-07
539,1.988929889298893,3.5853822239208916e-07
540,1.992619926199262,4.927505273600824e-07
541,1.996309963099631,6.715010596302953e-07
542,2.0,9.077529398551067e-07
543,2.0036900369003687,1.2248306417461795e-06
544,2.0073800738007384,1.639905480521033e-06
545,2.011070110701107,2.1794297095688495e-06
546,2.014760147601476,2.875955877456424e-06
547,2.018450184501845,3.7692979716448885e-06
548,2.022140221402214,4.907856774664688e-06
549,2.0258302583025833,6.350125578395102e-06
550,2.029520295202952,8.166389217357696e-06
551,2.033210332103321,1.0440628184607791e-05
552,2.03690036900369,1.3272637904102882e-05
553,2.040590405904059,1.6780371002590298e-05
554,2.044280442804428,2.1102507607243828e-05
555,2.047970479704797,2.6401255260446288e-05
556,2.051660516605166,3.286537595942299e-05
557,2.055350553505535,4.071343308593651e-05
558,2.059040590405904,5.019724558573386e-05
559,2.062730627306273,6.160553071838255e-05
560,2.066420664206642,7.526771003923219e-05
561,2.0701107011070112,9.155784607511831e-05
562,2.07380073800738,0.00011089866947468445
563,2.077490774907749,0.0001337656483561074
564,2.081180811808118,0.00016069104327919175
565,2.084870848708487,0.00019226788287441746
566,2.088560885608856,0.00022915378670014083
567,2.092250922509225,0.00027207455399300693
568,2.095940959409594,0.0003218274291524712
569,2.0996309963099633,0.0003792839479098717
570,2.103321033210332,0.000445392262060368
571,2.107011070110701,0.0005211788357336546
572,2.11070110701107,0.000607749402676405
573,2.114391143911439,0.0007062890721563793
574,2.1180811808118083,0.000818061471108015
575,2.121771217712177,0.0009444068122372303
576,2.125461254612546,0.0010867387821832239
577,2.129151291512915,0.001246540150659328
578,2.132841328413284,0.0014253570108832276
579,2.1365313653136533,0.001624791573635996
580,2.140221402214022,0.0018464934520490042
581,2.143911439114391,0.0020921493917171905
582,2.1476014760147604,0.0023634714205110472
583,2.151291512915129,0.0026621834149042197
584,2.1549815498154983,0.002990006104460531
585,2.158671586715867,0.00334864056252591
586,2.162361623616236,0.0037397502593778187
587,2.1660516605166054,0.004164941783553649
588,2.169741697416974,0.004625744367265608
589,2.1734317343173433,0.005123588382171001
590,2.1771217712177124,0.0056597830014962726
591,2.180811808118081,0.006235493252748916
592,2.1845018450184504,0.006851716713463019
593,2.188191881918819,0.007509260130024037
594,2.1918819188191883,0.008208716260289866
595,2.1955719557195574,0.00895044125644648
596,2.199261992619926,0.00973453292377988
597,2.2029520295202953,0.010560810200024901
598,2.2066420664206645,0.011428794205037077
599,2.2103321033210332,0.012337691210440604
600,2.2140221402214024,0.013286377872836626
601,2.217712177121771,0.014273389062070997
602,2.22140221402214,0.015296908599168149
603,2.2250922509225095,0.01635476318438343
604,2.2287822878228782,0.01744441979545523
605,2.2324723247232474,0.018562986747656218
606,2.236162361623616,0.019707218619853095
607,2.2398523985239853,0.02087352517019333
608,2.2435424354243545,0.022057984325881155
609,2.2472324723247232,0.023256359275218984
610,2.250922509225092,0.0244641196328148
611,2.2546125461254616,0.025676466589746635
612,2.2583025830258303,0.02688836190051532
613,2.261992619926199,0.02809456049879762
614,2.265682656826568,0.029289646475358665
615,2.2693726937269374,0.03046807209513941
616,2.2730627306273066,0.03162419947760499
617,2.2767527675276753,0.032752344516882824
618,2.280442804428044,0.0338468225713706
619,2.2841328413284137,0.034901995419556825
620,2.2878228782287824,0.03591231895280242
621,2.291512915129151,0.03687239103991028
622,2.2952029520295203,0.03777699899973982
623,2.2988929889298895,0.03862116609511192
624,2.302583025830258,0.03940019649479253
625,2.3062730627306274,0.040109718119538056
626,2.309963099630996,0.0407457228577076
627,2.3136531365313653,0.0413046036211696
628,2.3173431734317345,0.041783187786228033
629,2.321033210332103,0.042178766548993385
630,2.3247232472324724,0.042489119937575114
631,2.328413284132841,0.04271253708815485
632,2.3321033210332103,0.0428478314316656
633,2.3357933579335795,0.042894350771041916
634,2.339483394833948,0.042851982087296785
635,2.3431734317343174,0.04272115100688855
636,2.3468634686346865,0.042502815969331774
637,2.3505535055350553,0.04219845719642169
638,2.3542435424354244,0.04181006063214129
639,2.357933579335793,0.04134009708813426
640,2.3616236162361623,0.0407914968911262
641,2.3653136531365315,0.040167620385013
642,2.3690036900369003,0.03947222469048661
643,2.3726937269372694,0.03870942716839679
644,2.3763837638376386,0.03788366606887794
645,2.3800738007380073,0.03699965887561807
646,2.3837638376383765,0.036062358877950645
647,2.3874538745387452,0.03507691050557831
648,2.3911439114391144,0.03404860397597698
649,2.3948339483394836,0.03298282979002944
650,2.3985239852398523,0.0318850336020768
