id,source,role,representation,depth,JPR_gain,JPR_mid_contrast,JPR_phase_state_rho,JPR_pairs,JPR_near_pairs,FL_peak_contrast,FL_capture,FL_nodes,FL_df,FC_parent_axis_r2,FC_parent_full_r2,FC_parent_mixed_gain,FC_frac_axis_gain,FC_frac_mixed_gain,FC_frac_total_gain
LUO_EE_LOW_N32,LUO_2026,MULTICLOCK_BREAKDOWN_LOW,FC,4,,,,,,,,,,-0.00325063016697813,0.0020715203045512665,0.005322150471529397,-0.04432560665346765,-0.12670006486591906,-0.17102567151938672
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,JPR,1,0.048890217520114576,0.08215744146343584,0.022315648893096927,80000.0,800.0,,,,,,,,,,
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,JPR,2,0.8420956708839139,0.8572164940871669,0.26609074336653965,80000.0,800.0,,,,,,,,,,
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,JPR,3,-0.024157564129033027,-0.04104175927424758,-0.007432430628061251,80000.0,800.0,,,,,,,,,,
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,JPR,4,0.679493795236346,0.7082480202142423,-0.055978711836615284,80000.0,800.0,,,,,,,,,,
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,FL,1,,,,,,4.162976565143111,0.013972843403191305,12.0,0.00627987440251436,,,,,,
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,FL,2,,,,,,4.686334567529606,0.9872813121611292,12.0,0.00627987440251436,,,,,,
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,FL,3,,,,,,1.3180107434252566,0.011141866917766198,12.0,0.00627987440251436,,,,,,
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,FL,4,,,,,,-0.3411616455416712,0.7457909946420244,12.0,0.00627987440251436,,,,,,
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,FC,2,,,,,,,,,,0.010748008907564954,0.012515031479827554,0.0017670225722626002,0.7177139279822071,0.22436103784965733,0.9420749658318645
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,FC,3,,,,,,,,,,0.010748008907564954,0.012515031479827554,0.0017670225722626002,-0.01539296098837033,-0.009342730896663841,-0.02473569188503417
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,FC,4,,,,,,,,,,0.010748008907564954,0.012515031479827554,0.0017670225722626002,-0.000504446297754502,0.00024624816688278983,-0.0002581981308717122
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,JPR,1,0.214637186254087,0.238069787989168,0.03383058190847068,80000.0,800.0,,,,,,,,,,
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,JPR,2,0.8523070969732207,0.8668570874134718,0.26920920919608576,80000.0,800.0,,,,,,,,,,
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,JPR,3,0.008016815512046582,0.0009240751817088944,-0.011507696502877017,80000.0,800.0,,,,,,,,,,
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,JPR,4,0.6588761395440779,0.6963904763153852,-0.05529642435951872,80000.0,800.0,,,,,,,,,,
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,FL,1,,,,,,4.162920892210977,0.013972665692259481,12.0,0.00627987440251436,,,,,,
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,FL,2,,,,,,4.68627385869152,0.9872815281011642,12.0,0.00627987440251436,,,,,,
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,FL,3,,,,,,1.318032828209235,0.011142136042459769,12.0,0.00627987440251436,,,,,,
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,FL,4,,,,,,-0.3411560248369661,0.7457853573148466,12.0,0.00627987440251436,,,,,,
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,FC,2,,,,,,,,,,0.010748195706151908,0.0125149552392692,0.0017667595331172913,0.7177087425008575,0.22436622889521174,0.9420749713960692
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,FC,3,,,,,,,,,,0.010748195706151908,0.0125149552392692,0.0017667595331172913,-0.015393170491870257,-0.009342772178788226,-0.024735942670658484
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,FC,4,,,,,,,,,,0.010748195706151908,0.0125149552392692,0.0017667595331172913,-0.0005044604997665805,0.00024624683299396925,-0.0002582136667726113
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,JPR,1,0.06476692369080905,0.06124585640169222,0.018984670733497678,80000.0,800.0,,,,,,,,,,
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,JPR,2,0.6780849206281905,0.7024131291329061,0.26310136774065834,80000.0,801.0,,,,,,,,,,
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,JPR,3,-0.06090442148038755,-0.08001804234809318,-0.0030972448778575816,80000.0,800.0,,,,,,,,,,
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,JPR,4,0.5575484858033131,0.5913922184555201,-0.057264175359788914,80000.0,800.0,,,,,,,,,,
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,FL,1,,,,,,5.2764840639563495,0.04319515215952749,12.0,0.0037599248015065347,,,,,,
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,FL,2,,,,,,5.455543470648748,0.9714887643207343,12.0,0.0037599248015065347,,,,,,
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,FL,3,,,,,,0.44379032097605176,0.040402594382068516,12.0,0.0037599248015065347,,,,,,
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,FL,4,,,,,,0.5576087029796843,0.6527583410190905,12.0,0.0037599248015065347,,,,,,
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,FC,2,,,,,,,,,,0.03645006302070526,0.035786360737174824,-0.0006637022835304374,0.5980502144185068,0.10052629677262948,0.6985765111911363
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,FC,3,,,,,,,,,,0.03645006302070526,0.035786360737174824,-0.0006637022835304374,-0.0035524946892760076,-0.0012786732035643157,-0.004831167892840323
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,FC,4,,,,,,,,,,0.03645006302070526,0.035786360737174824,-0.0006637022835304374,-0.00077878146769534,-0.0004849144943306835,-0.0012636959620260235
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,JPR,1,0.07512660671503768,0.08483524995440561,0.028418150241270906,80000.0,800.0,,,,,,,,,,
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,JPR,2,0.6668946626253289,0.696559399441875,0.2559526916198086,80000.0,800.0,,,,,,,,,,
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,JPR,3,-0.020055586252335056,-0.047161250027451196,-0.007851512897464939,80000.0,800.0,,,,,,,,,,
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,JPR,4,0.5429538352430782,0.5819409082847306,-0.057155573910054054,80000.0,800.0,,,,,,,,,,
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,FL,1,,,,,,5.276479697212475,0.04319554331146254,12.0,0.0037599248015065347,,,,,,
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,FL,2,,,,,,5.455525369532118,0.9714887488705702,12.0,0.0037599248015065347,,,,,,
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,FL,3,,,,,,0.44377293557184466,0.0404029728549593,12.0,0.0037599248015065347,,,,,,
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,FL,4,,,,,,0.5576929573691174,0.6527580458938363,12.0,0.0037599248015065347,,,,,,
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,FC,2,,,,,,,,,,0.03645018589141833,0.03578648340028212,-0.0006637024911362102,0.5980496468761766,0.10052618262233493,0.6985758294985115
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,FC,3,,,,,,,,,,0.03645018589141833,0.03578648340028212,-0.0006637024911362102,-0.0035524958867375195,-0.001278664523476799,-0.004831160410214318
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,FC,4,,,,,,,,,,0.03645018589141833,0.03578648340028212,-0.0006637024911362102,-0.0007787842857298402,-0.00048491465015978313,-0.0012636989358896233
ZHU_FIG1_C1,ZHU_2026,DTQC_POSITIVE,JPR,1,0.4124092653382033,0.4553130089431128,0.16613758965321318,80000.0,864.0,,,,,,,,,,
ZHU_FIG1_C1,ZHU_2026,DTQC_POSITIVE,JPR,2,0.49798881131813755,0.5402269647696476,-0.04313361286517144,80000.0,813.0,,,,,,,,,,
ZHU_FIG1_C1,ZHU_2026,DTQC_POSITIVE,JPR,3,0.12017815587097558,0.02415302040955858,0.015767431653414297,80000.0,858.0,,,,,,,,,,
ZHU_FIG1_C1,ZHU_2026,DTQC_POSITIVE,JPR,4,0.2249294928105785,0.25552891020516943,-0.012051997131033734,80000.0,813.0,,,,,,,,,,
ZHU_FIG1_C1,ZHU_2026,DTQC_POSITIVE,FL,1,,,,,,1.1049327125149295,0.7851403035525718,12.0,0.036566527122254444,,,,,,
ZHU_FIG1_C1,ZHU_2026,DTQC_POSITIVE,FL,2,,,,,,-0.08174404115526665,0.7330250563481218,12.0,0.036566527122254444,,,,,,
ZHU_FIG1_C1,ZHU_2026,DTQC_POSITIVE,FL,3,,,,,,0.879657959858825,0.9860045181748653,12.0,0.036566527122254444,,,,,,
ZHU_FIG1_C1,ZHU_2026,DTQC_POSITIVE,FL,4,,,,,,0.22305139732859344,0.6528190645395106,11.0,0.036566527122254444,,,,,,
ZHU_FIG1_C1,ZHU_2026,DTQC_POSITIVE,FC,2,,,,,,,,,,0.5050055518758926,0.6004580216654606,0.095452469789568,-0.04363974946376292,0.13861066517277854,0.09497091570901561
ZHU_FIG1_C1,ZHU_2026,DTQC_POSITIVE,FC,3,,,,,,,,,,0.5050055518758926,0.6004580216654606,0.095452469789568,-0.09218233971787071,-0.08488957885033993,-0.17707191856821064
ZHU_FIG1_C1,ZHU_2026,DTQC_POSITIVE,FC,4,,,,,,,,,,0.5050055518758926,0.6004580216654606,0.095452469789568,-0.06822744715444062,-0.09742298534357197,-0.1656504324980126
ZHU_FIG1_C3,ZHU_2026,DTQC_POSITIVE,JPR,1,0.40296788182680565,0.47956290608387486,0.03384535459560442,80000.0,874.0,,,,,,,,,,
ZHU_FIG1_C3,ZHU_2026,DTQC_POSITIVE,JPR,2,0.4758097303157608,0.4743851066721022,-0.014247543846134358,80000.0,874.0,,,,,,,,,,
ZHU_FIG1_C3,ZHU_2026,DTQC_POSITIVE,JPR,3,-0.11044857026697397,-0.08128793877012397,-0.008079728904872697,80000.0,813.0,,,,,,,,,,
ZHU_FIG1_C3,ZHU_2026,DTQC_POSITIVE,JPR,4,-0.1551700772462392,-0.2958346001824259,-0.015674904114928848,80000.0,811.0,,,,,,,,,,
ZHU_FIG1_C3,ZHU_2026,DTQC_POSITIVE,FL,1,,,,,,0.937795969251922,0.5877988427128845,12.0,0.033129273572762526,,,,,,
ZHU_FIG1_C3,ZHU_2026,DTQC_POSITIVE,FL,2,,,,,,-0.32238384780158735,0.40307946219066004,12.0,0.033129273572762526,,,,,,
ZHU_FIG1_C3,ZHU_2026,DTQC_POSITIVE,FL,3,,,,,,0.27384015360603675,0.7053258865463301,12.0,0.033129273572762526,,,,,,
ZHU_FIG1_C3,ZHU_2026,DTQC_POSITIVE,FL,4,,,,,,0.546098426974662,0.8662303276588126,11.0,0.033129273572762526,,,,,,
ZHU_FIG1_C3,ZHU_2026,DTQC_POSITIVE,FC,2,,,,,,,,,,0.022074659702390552,0.5223231827691395,0.5002485230667489,-0.011397711450767734,0.30053294793471497,0.28913523648394723
ZHU_FIG1_C3,ZHU_2026,DTQC_POSITIVE,FC,3,,,,,,,,,,0.022074659702390552,0.5223231827691395,0.5002485230667489,-0.0978012923325064,-0.07261047396608344,-0.17041176629858984
ZHU_FIG1_C3,ZHU_2026,DTQC_POSITIVE,FC,4,,,,,,,,,,0.022074659702390552,0.5223231827691395,0.5002485230667489,-0.1526015309727552,-0.019496032989007095,-0.1720975639617623
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,1,0.6941801225796823,0.7115994303460016,0.5973832570279886,80000.0,814.0,,,,,,,,,,
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,2,0.4147557690041559,0.4610958302488546,-0.20521472243448383,80000.0,808.0,,,,,,,,,,
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,3,-0.06544213479030359,-0.2181536255725296,0.024337461792035265,80000.0,824.0,,,,,,,,,,
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,4,-0.24828157710367615,-0.09856682215511703,0.00041222736236194387,80000.0,802.0,,,,,,,,,,
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,1,,,,,,0.5187856438879346,0.992727640101825,12.0,0.11025456158987995,,,,,,
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,2,,,,,,1.4081595831788374,0.9802553464306724,10.0,0.11025456158987995,,,,,,
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,3,,,,,,1.2916141138456871,1.0,10.0,0.11025456158987995,,,,,,
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,4,,,,,,1.0434875890388924,0.9946167121665374,9.0,0.11025456158987995,,,,,,
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FC,2,,,,,,,,,,0.8340071752705593,0.8847832908580304,0.05077611558747108,-0.011516559284663996,-0.008296652993634246,-0.019813212278298242
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FC,3,,,,,,,,,,0.8340071752705593,0.8847832908580304,0.05077611558747108,-0.005968869729761628,-0.017666279932215923,-0.02363514966197755
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FC,4,,,,,,,,,,0.8340071752705593,0.8847832908580304,0.05077611558747108,0.0013071635555047534,-0.02375776758488435,-0.022450604029379595
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,1,0.6524775143865343,0.6752580887201101,0.5376208982972865,80000.0,803.0,,,,,,,,,,
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,2,0.42597729742506674,0.4648414029328872,-0.18303977956899797,80000.0,820.0,,,,,,,,,,
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,3,-0.08124227457968902,-0.2310314365391457,0.024846519421829184,80000.0,810.0,,,,,,,,,,
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,4,-0.23028997249836558,-0.08222908157404984,-0.0006758793042748992,80000.0,803.0,,,,,,,,,,
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,1,,,,,,0.36821395431483783,0.9932503445432329,12.0,0.10980414477963997,,,,,,
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,2,,,,,,1.4516573859834085,0.9697978775074187,10.0,0.10980414477963997,,,,,,
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,3,,,,,,1.2837547599106212,1.0,10.0,0.10980414477963997,,,,,,
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,4,,,,,,1.0362824916415239,0.9956067210492099,9.0,0.10980414477963997,,,,,,
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FC,2,,,,,,,,,,0.8095199135264439,0.8829095045257827,0.07338959099933873,-0.008444272326689428,-0.007648150695426792,-0.01609242302211622
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FC,3,,,,,,,,,,0.8095199135264439,0.8829095045257827,0.07338959099933873,-0.00493795832404198,-0.010750651421670532,-0.015688609745712512
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FC,4,,,,,,,,,,0.8095199135264439,0.8829095045257827,0.07338959099933873,-0.0004467778731476191,-0.010181306937218082,-0.010628084810365701
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,1,0.6495778468099285,0.6732102987951459,0.4592685615331712,80000.0,803.0,,,,,,,,,,
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,2,0.4107620701969652,0.45231113933635236,-0.16859557423989385,80000.0,811.0,,,,,,,,,,
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,3,-0.09740882869852197,-0.24685504836744676,0.017362603389270887,80000.0,801.0,,,,,,,,,,
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,4,-0.16194429055488335,-0.017969375729790737,0.005601547288502561,80000.0,803.0,,,,,,,,,,
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,1,,,,,,0.39922585980686753,0.9921174276029091,12.0,0.1101332077511601,,,,,,
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,2,,,,,,1.2558984757657217,0.9690271900062113,10.0,0.1101332077511601,,,,,,
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,3,,,,,,1.1329089218989743,1.0,10.0,0.1101332077511601,,,,,,
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,4,,,,,,1.0520676539432912,0.9934311522220955,9.0,0.1101332077511601,,,,,,
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FC,2,,,,,,,,,,0.779628859100709,0.8810180340483618,0.10138917494765276,-0.009515518533517509,-0.007427620294281234,-0.016943138827798743
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FC,3,,,,,,,,,,0.779628859100709,0.8810180340483618,0.10138917494765276,-0.007844758686600395,-0.013107138437527865,-0.02095189712412826
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FC,4,,,,,,,,,,0.779628859100709,0.8810180340483618,0.10138917494765276,0.0009042299287491673,-0.02404883743424413,-0.023144607505494963
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,1,0.6117945474641486,0.6421295695199548,0.4210290273902129,80000.0,827.0,,,,,,,,,,
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,2,0.3402372849533686,0.39063445746995096,-0.15715131769209392,80000.0,812.0,,,,,,,,,,
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,3,-0.14111592199868594,-0.31626074118080316,0.007149361944762372,80000.0,810.0,,,,,,,,,,
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,4,-0.24118187551024017,-0.08662009405591897,0.010567451869233307,80000.0,811.0,,,,,,,,,,
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,1,,,,,,0.468274209144962,0.9922970306549003,12.0,0.11025456158987995,,,,,,
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,2,,,,,,1.3647539297762754,0.9574046630084483,10.0,0.11025456158987995,,,,,,
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,3,,,,,,1.209395752464704,1.0,10.0,0.11025456158987995,,,,,,
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,4,,,,,,1.1452537692636389,0.9948409643454419,9.0,0.11025456158987995,,,,,,
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FC,2,,,,,,,,,,0.7611596683187696,0.8786594336184075,0.1174997652996379,-0.007855171431777164,-0.0052327588918460455,-0.01308793032362321
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FC,3,,,,,,,,,,0.7611596683187696,0.8786594336184075,0.1174997652996379,-0.007417910828265817,-0.01656933469739974,-0.023987245525665557
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FC,4,,,,,,,,,,0.7611596683187696,0.8786594336184075,0.1174997652996379,-0.005044338572491425,-0.02673076467668145,-0.031775103249172876
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,1,0.6123177976555232,0.6330530178743263,0.37963229460472736,80000.0,804.0,,,,,,,,,,
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,2,0.2966608609682273,0.34646631063325584,-0.13710333339420946,80000.0,804.0,,,,,,,,,,
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,3,-0.06183144157614473,-0.19573790274589142,0.01492880496001497,80000.0,818.0,,,,,,,,,,
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,4,-0.23641770830623243,-0.1091544763225234,0.011463943763259916,80000.0,810.0,,,,,,,,,,
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,1,,,,,,0.5266465954890995,0.9924275621217779,12.0,0.10980414477963997,,,,,,
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,2,,,,,,1.2349024854236008,0.954049987656299,10.0,0.10980414477963997,,,,,,
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,3,,,,,,1.2349024854236008,1.0,10.0,0.10980414477963997,,,,,,
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FL,4,,,,,,1.2298024881651979,0.9960514056685223,9.0,0.10980414477963997,,,,,,
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FC,2,,,,,,,,,,0.7278403531442316,0.849689755137611,0.12184940199337946,-0.008421202363699809,-0.008711538300959942,-0.01713274066465975
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FC,3,,,,,,,,,,0.7278403531442316,0.849689755137611,0.12184940199337946,-0.005131528913444927,-0.010435082501814796,-0.015566611415259723
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,FC,4,,,,,,,,,,0.7278403531442316,0.849689755137611,0.12184940199337946,0.0010852122474236392,-0.029668900046593505,-0.028583687799169866
MS_M1p7,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,1,0.18631867765286514,0.21007065094029342,0.21028518958240452,80000.0,820.0,,,,,,,,,,
MS_M1p7,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,2,0.12085410337931424,0.1351038259265649,-0.0721220410474521,80000.0,810.0,,,,,,,,,,
MS_M1p7,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,JPR,3,-0.026170748900117946,-0.07494677954610784,0.0018409881386153156,80000.0,826.0,,,,,,,,,,
