id,source,role,variant,VD_family_contrast,VD_delta,JPR_cover_advantage,JPR_delta,JPR_best_depth,FL_best_peak_contrast,FL_delta,FL_best_depth,FC_frac_total_gain,FC_total_delta,FC_frac_mixed_gain,FC_mixed_delta,FC_best_fractional_depth
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,ORIGIN_SHIFT,0.014364754362852783,8.326672684688674e-17,0.5917680559102912,0.0,2,5.455525369532118,0.0,2,0.6985758294985142,2.6645352591003757e-15,0.10052618262233592,1.0269562977782698e-15,2
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,PREFIX_0.75,0.0145307856639887,0.000166031301136,0.6856309252070004,0.0938628692967091,2,5.526721138132029,0.0711957685999102,2,0.7604781673631258,0.0619023378646143,0.1479973761221783,0.0474711934998434,2
LUO_EE_LOW_N12,LUO_2026,MULTICLOCK_BREAKDOWN_LOW,AFFINE_STATE,0.0021842760712215137,-8.630249292984615e-17,0.3916628891692887,6.106226635438361e-16,2,1.0751171570306832,4.440892098500626e-16,1,0.13135504605415582,1.1102230246251565e-16,0.053755002052993606,2.0816681711721685e-16,2
LUO_EE_LOW_N12,LUO_2026,MULTICLOCK_BREAKDOWN_LOW,CLOCK_EXCHANGE,0.0021842760712216247,2.47198095326695e-17,0.39165511188973534,-7.777279552756422e-06,2,1.0751171570306828,0.0,1,0.1313550460541557,0.0,0.053755002052993564,1.6653345369377348e-16,2
LUO_EE_LOW_N12,LUO_2026,MULTICLOCK_BREAKDOWN_LOW,DOWNSAMPLE_5,0.0388307439344661,0.0366464678632445,0.5926099189108331,0.200947029741545,2,1.148522302992945,0.0734051459622622,1,0.1314444356805335,8.938962637780601e-05,0.0538156293751605,6.0627322167078335e-05,2
LUO_EE_LOW_N12,LUO_2026,MULTICLOCK_BREAKDOWN_LOW,NOISE_0.02SD,0.0021808271086264,-3.4489625951872327e-06,0.603728901712796,0.2120660125435078,2,1.0693666991819104,-0.0057504578487723,1,0.1312799706112692,-7.507544288648527e-05,0.0537168986363416,-3.810341665187733e-05,2
LUO_EE_LOW_N12,LUO_2026,MULTICLOCK_BREAKDOWN_LOW,ORIGIN_SHIFT,0.0021842760712216247,2.47198095326695e-17,0.39166288916928815,5.551115123125783e-17,2,1.0751171570306828,0.0,1,0.13135504605415596,2.498001805406602e-16,0.05375500205299352,1.249000902703301e-16,2
LUO_EE_LOW_N12,LUO_2026,MULTICLOCK_BREAKDOWN_LOW,PREFIX_0.75,0.0022419209325267,5.764486130510616e-05,0.3603589539208491,-0.031303935248439,2,0.6895905679215026,-0.3855265891091801,4,0.1106506587402806,-0.020704387313875,0.055350172228502,0.0015951701755085,2
LUO_EE_LOW_N32,LUO_2026,MULTICLOCK_BREAKDOWN_LOW,AFFINE_STATE,0.0021822338627193183,3.183217578417441e-16,0.40451916096550833,3.3306690738754696e-16,2,1.087184825232805,0.0,1,0.12864457114264613,2.7755575615628914e-17,0.05177444501828252,1.1796119636642288e-16,2
LUO_EE_LOW_N32,LUO_2026,MULTICLOCK_BREAKDOWN_LOW,CLOCK_EXCHANGE,0.0021822338627190963,9.627715291671279e-17,0.404519160965508,0.0,2,1.087184825232805,0.0,1,0.12864457114264624,1.3877787807814457e-16,0.051774445018282614,2.1510571102112408e-16,2
LUO_EE_LOW_N32,LUO_2026,MULTICLOCK_BREAKDOWN_LOW,DOWNSAMPLE_5,0.0388304438958297,0.0366482100331106,0.4031633625031581,-0.0013557984623498,2,1.137447005693616,0.0502621804608109,1,0.1287324793573846,8.790821473850241e-05,0.0518343334097556,5.98883914732784e-05,2
LUO_EE_LOW_N32,LUO_2026,MULTICLOCK_BREAKDOWN_LOW,NOISE_0.02SD,0.0021780570631813,-4.176799537791709e-06,0.412438853085995,0.007919692120487,2,1.0636605381216178,-0.0235242871111871,1,0.1285252454864866,-0.0001193256561594,0.0517275778404502,-4.686717783217165e-05,2
LUO_EE_LOW_N32,LUO_2026,MULTICLOCK_BREAKDOWN_LOW,ORIGIN_SHIFT,0.0021822338627190963,9.627715291671279e-17,0.404519160965508,0.0,2,1.087184825232805,0.0,1,0.12864457114264635,2.498001805406602e-16,0.05177444501828238,-2.0816681711721685e-17,2
LUO_EE_LOW_N32,LUO_2026,MULTICLOCK_BREAKDOWN_LOW,PREFIX_0.75,0.0022413603727901,5.912651007100589e-05,0.443517446098121,0.038998285132613,2,0.7026358647628326,-0.3845489604699723,4,0.1079713705810021,-0.0206732005616439,0.053395523578006,0.0016210785597236,2
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,AFFINE_STATE,0.2702238842649547,0.0,-0.27942435357552653,-1.1102230246251565e-16,1,1.4081595831788374,0.0,2,-0.019813212278298464,-2.636779683484747e-16,-0.008296652993634246,-4.5102810375396984e-17,2
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,CLOCK_EXCHANGE,0.2702238842649547,0.0,-0.2790569198980407,0.00036743367748570677,1,1.4081595831788374,0.0,2,-0.019813212278298464,-2.636779683484747e-16,-0.008296652993634024,1.7694179454963432e-16,2
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,DOWNSAMPLE_5,0.1439015901208097,-0.1263222941441449,-0.183516604907333,0.0959077486681934,1,1.3753218931915132,-0.0328376899873241,2,-0.025312657864383,-0.0054994455860848,-0.0068630366485233,0.0014336163451108,2
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,NOISE_0.02SD,0.2704952155546316,0.0002713312896769,-0.2436714234918261,0.0357529300837002,1,1.407498118365648,-0.0006614648131895,2,-0.0197590011614712,5.4211116827018735e-05,-0.0082903500131319,6.302980502304045e-06,2
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,ORIGIN_SHIFT,0.2702238842649547,0.0,-0.2790566697684389,0.00036768380708751547,1,1.4081595831788374,0.0,2,-0.019813212278298242,-4.163336342344337e-17,-0.008296652993634024,1.7694179454963432e-16,2
MS_M0p6,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,PREFIX_0.75,0.2722907168213936,0.0020668325564389,-0.2432254279274101,0.0361989256481163,1,1.3424867786023835,-0.0656728045764536,3,-0.044031565454064,-0.0242183531757658,-0.0063824236152691,0.001914229378365,2
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,AFFINE_STATE,0.2690215480093251,1.1102230246251565e-16,-0.2265002169614675,1.1102230246251565e-16,1,1.4516573859834085,2.220446049250313e-16,2,-0.010628084810364924,7.754213937616328e-16,-0.010181306937217305,6.956241138666996e-16,4
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,CLOCK_EXCHANGE,0.269021548009325,0.0,-0.22583517249344986,0.0006650444680177392,1,1.4516573859834085,2.220446049250313e-16,2,-0.010628084810365812,-1.1275702593849246e-16,-0.010181306937218082,-8.153200337090993e-17,4
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,DOWNSAMPLE_5,0.1086259558539399,-0.160395592155385,-0.2718914574892666,-0.0453912405277989,1,1.140178637925378,-0.3114787480580305,3,-0.0177967509399208,-0.0071686661295551,-0.0180440407442311,-0.007862733807013,4
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,NOISE_0.02SD,0.2691944943833956,0.0001729463740706,-0.2582532786288012,-0.0317530616673336,1,1.4437264092247513,-0.0079309767586572,2,-0.0104740036255012,0.0001540811848644,-0.0100402210679604,0.0001410858692576,4
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,ORIGIN_SHIFT,0.269021548009325,0.0,-0.22560255700790222,0.0008976599535653884,1,1.4516573859834085,2.220446049250313e-16,2,-0.010628084810365479,2.203098814490545e-16,-0.010181306937217638,3.625572064791527e-16,4
MS_M0p8,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,PREFIX_0.75,0.2703973641450687,0.0013758161357437,-0.3385257265442841,-0.1120255095828165,1,1.3414049200259024,-0.1102524659575061,2,-0.0262996759142776,-0.0156715911039119,-0.0174879998965467,-0.0073066929593286,3
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,AFFINE_STATE,0.2703101959478196,0.0,-0.23881577661296316,2.7755575615628914e-17,1,1.2558984757657217,0.0,2,-0.016943138827798965,-2.636779683484747e-16,-0.007427620294281456,-2.5587171270657905e-16,2
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,CLOCK_EXCHANGE,0.2703101959478196,0.0,-0.24280112873232684,-0.003985352119363655,1,1.2558984757657217,0.0,2,-0.016943138827798743,-4.163336342344337e-17,-0.007427620294281234,-3.382710778154774e-17,2
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,DOWNSAMPLE_5,0.1096086596183362,-0.1607015363294833,-0.3038072597563781,-0.0649914831434148,1,1.1749340343613714,-0.0809644414043502,2,-0.0134634704319193,0.0034796683958794,-0.0088919818163113,-0.0014643615220301,3
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,NOISE_0.02SD,0.2701922815225102,-0.0001179144253093,-0.2909148410296978,-0.0520990644167345,1,1.254606221018485,-0.0012922547472367,2,-0.0168390079691591,0.0001041308586395,-0.0075117511111066,-8.41308168254562e-05,2
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,ORIGIN_SHIFT,0.2703101959478196,0.0,-0.2405015970033092,-0.00168582039034601,1,1.2558984757657217,0.0,2,-0.016943138827798743,-4.163336342344337e-17,-0.007427620294281234,-3.382710778154774e-17,2
MS_M1p0,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,PREFIX_0.75,0.2740989228124997,0.0037887268646801,-0.284621540116279,-0.0458057635033157,1,1.1962077352088232,-0.0596907405568984,2,-0.0340112234249844,-0.0170680845971856,-0.0150851488803734,-0.0076575285860922,2
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,AFFINE_STATE,0.2695587164868649,1.1102230246251565e-16,-0.27155726251078016,-1.6653345369377348e-16,1,1.3647539297762756,2.220446049250313e-16,2,-0.01308793032362321,-8.673617379884035e-18,-0.0052327588918458234,1.7694179454963432e-16,2
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,CLOCK_EXCHANGE,0.2695587164868648,0.0,-0.27191010667849147,-0.00035284416771147464,1,1.3647539297762754,0.0,2,-0.013087930323623098,1.0234868508263162e-16,-0.0052327588918460455,-4.5102810375396984e-17,2
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,DOWNSAMPLE_5,0.1286896679961552,-0.1408690484907095,-0.2755346655231193,-0.0039774030123392,1,1.3844191650722992,0.0196652352960238,2,-0.019474806693943,-0.0063868763703198,-0.0054634528866444,-0.0002306939947983,2
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,NOISE_0.02SD,0.2695037073983389,-5.500908852584807e-05,-0.3130070480858025,-0.0414497855750224,1,1.364407125137451,-0.0003468046388244,2,-0.0128033899136363,0.0002845404099868,-0.0052237214626185,9.037429227531923e-06,2
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,ORIGIN_SHIFT,0.2695587164868648,0.0,-0.27247068831603694,-0.00091342580525694,1,1.3647539297762754,0.0,2,-0.01308793032362332,-1.196959198423997e-16,-0.0052327588918460455,-4.5102810375396984e-17,2
MS_M1p2,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,PREFIX_0.75,0.2874455729442708,0.017886856457406,-0.2292223201041369,0.0423349424066431,1,1.0605027761587815,-0.3042511536174939,3,-0.0165622222138821,-0.0034742918902589,-0.0019255039938572,0.0033072548979887,2
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,AFFINE_STATE,0.27413541151660015,5.551115123125783e-17,-0.3156569366872959,0.0,1,1.2349024854236008,0.0,2,-0.015566611415259723,-2.42861286636753e-17,-0.010435082501814796,-9.71445146547012e-17,3
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,CLOCK_EXCHANGE,0.27413541151660015,5.551115123125783e-17,-0.3186706060268101,-0.003013669339514191,1,1.2349024854236008,0.0,2,-0.015566611415259723,-2.42861286636753e-17,-0.010435082501814685,1.3877787807814457e-17,3
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,DOWNSAMPLE_5,0.1074924857761752,-0.1666429257404249,-0.3164739557491836,-0.0008170190618876,1,1.1932165881900096,-0.0416858972335911,3,-0.0185313315929209,-0.0029647201776612,-0.0167271053141878,-0.006292022812373,3
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,NOISE_0.02SD,0.2742988838763228,0.0001634723597226,-0.2884029404676267,0.0272539962196691,1,1.2322326745746013,-0.0026698108489995,2,-0.0159691908814234,-0.0004025794661637,-0.0107529823832652,-0.0003178998814504,3
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,ORIGIN_SHIFT,0.27413541151660015,5.551115123125783e-17,-0.31922130941777416,-0.0035643727304782713,1,1.2349024854236008,0.0,2,-0.015566611415259834,-1.3530843112619095e-16,-0.010435082501815018,-3.191891195797325e-16,3
MS_M1p4,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,PREFIX_0.75,0.2867183570633506,0.0125829455467504,-0.2823647373527486,0.0332921993345473,1,1.117284128048078,-0.1176183573755229,2,-0.0315181947136672,-0.0159515832984075,-0.0141102606262715,-0.0036751781244567,2
MS_M1p7,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,AFFINE_STATE,0.03611801668781878,7.632783294297951e-17,-0.06546457427355079,1.1102230246251565e-16,1,0.6842173463774477,0.0,3,-0.1751972689051823,-1.942890293094024e-16,-0.07043170422796363,-2.3592239273284576e-16,2
MS_M1p7,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,CLOCK_EXCHANGE,0.03611801668781878,7.632783294297951e-17,-0.06946818973861235,-0.00400361546506145,1,0.6842173463774477,0.0,3,-0.17519726890518192,1.942890293094024e-16,-0.07043170422796308,3.191891195797325e-16,2
MS_M1p7,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,DOWNSAMPLE_5,0.0680861577108633,0.0319681410230445,-0.0201828190677924,0.0452817552057585,1,0.4265304017873112,-0.2576869445901364,2,-0.2710328384034388,-0.0958355694982566,-0.1250787034137039,-0.0546469991857405,2
MS_M1p7,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,NOISE_0.02SD,0.0358617161151662,-0.0002563005726525,-0.0315595988848955,0.0339049753886553,1,0.6859389396186477,0.0017215932412,3,-0.1748499985546599,0.0003472703505222,-0.0702547464446744,0.0001769577832889,2
MS_M1p7,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,ORIGIN_SHIFT,0.03611801668781878,7.632783294297951e-17,-0.07079785258036841,-0.005333278306817513,1,0.6842173463774477,0.0,3,-0.17519726890518206,5.551115123125783e-17,-0.07043170422796327,1.249000902703301e-16,2
MS_M1p7,MALZ_SMITH_2021,QP_NON_DTQC_TOPO,PREFIX_0.75,0.0357708132056355,-0.0003472034821832,0.0082529428263833,0.0737175170999342,2,0.979504216003222,0.2952868696257743,2,-0.6240701701277029,-0.4488729012225207,-0.4441475594298642,-0.3737158552019008,2
MS_M2p3,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,AFFINE_STATE,0.08696349316849084,4.163336342344337e-17,-0.007675273871983079,-7.892991815694472e-17,1,0.6032024753798664,1.1102230246251565e-16,2,-0.4519590436743621,-1.1102230246251565e-16,-0.30679366483919335,-5.551115123125783e-17,2
MS_M2p3,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,CLOCK_EXCHANGE,0.08696349316849084,4.163336342344337e-17,-0.0005300087342476889,0.0071452651377353115,1,0.6032024753798663,0.0,2,-0.45195904367436124,7.771561172376096e-16,-0.30679366483919207,1.2212453270876722e-15,2
MS_M2p3,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,DOWNSAMPLE_5,0.0468326958299421,-0.0401307973385486,-0.0822250607673102,-0.0745497868953272,1,0.4458135868006155,-0.1573888885792507,4,-0.5793859582510641,-0.127426914576702,-0.4024147763684643,-0.095621111529271,2
MS_M2p3,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,NOISE_0.02SD,0.0837602838499263,-0.0032032093185644,0.0447060256279694,0.0523812994999525,2,0.6122785707724515,0.0090760953925852,2,-0.4497911788087061,0.0021678648656559,-0.3055392952829779,0.0012543695562153,2
MS_M2p3,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,ORIGIN_SHIFT,0.08696349316849084,4.163336342344337e-17,-0.004707903885491804,0.002967369986491196,1,0.6032024753798663,0.0,2,-0.45195904367436074,1.27675647831893e-15,-0.30679366483919174,1.5543122344752192e-15,2
MS_M2p3,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,PREFIX_0.75,0.0959745403747847,0.0090110472062938,-0.0464891222312067,-0.0388138483592236,1,0.688839226598101,0.0856367512182347,3,-2.624135383018674,-2.172176339344312,-1.2792622885074114,-0.972468623668218,4
MS_M2p6,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,AFFINE_STATE,0.10347591429359371,1.1102230246251565e-16,-0.10956003281307125,4.440892098500626e-16,1,0.9952597149565982,1.1102230246251565e-16,2,-0.10607704619841707,1.0269562977782698e-15,-0.05145723690761678,1.4224732503009818e-15,2
MS_M2p6,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,CLOCK_EXCHANGE,0.10347591429359365,5.551115123125783e-17,-0.11543690363278392,-0.005876870819712221,1,0.9952597149565979,-1.1102230246251565e-16,2,-0.1060770461984196,-1.4988010832439613e-15,-0.0514572369076193,-1.1032841307212493e-15,2
MS_M2p6,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,DOWNSAMPLE_5,0.0517236099172173,-0.0517523043763762,-0.1632414654936138,-0.0536814326805421,1,0.7318883332743149,-0.263371381682283,3,-0.1753450061762936,-0.0692679599778754,-0.0722298325246659,-0.0207725956170477,2
MS_M2p6,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,NOISE_0.02SD,0.1032666540292125,-0.000209260264381,-0.0940513632477477,0.0155086695653239,1,0.990643368281394,-0.0046163466752039,2,-0.1066579692493147,-0.0005809230508965,-0.0513689384010414,8.829850657676719e-05,2
MS_M2p6,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,ORIGIN_SHIFT,0.10347591429359365,5.551115123125783e-17,-0.10732781365007249,0.002232219162999205,1,0.9952597149565979,-1.1102230246251565e-16,2,-0.10607704619841882,-7.216449660063518e-16,-0.05145723690761808,1.1796119636642288e-16,2
MS_M2p6,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,PREFIX_0.75,0.039994294797666,-0.0634816194959275,-0.2227857613751465,-0.1132257285620748,1,0.9534865527027372,-0.0417731622538607,2,-0.3799618428147119,-0.2738847966162937,-0.2790460896998289,-0.2275888527922107,2
MS_M2p8,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,AFFINE_STATE,0.10193391208445057,6.938893903907228e-17,-0.13018226183283144,-2.7755575615628914e-17,1,0.7617105395153301,0.0,2,-0.05124718776601733,-6.314393452555578e-16,-0.02481911202781939,-3.885780586188048e-16,2
MS_M2p8,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,CLOCK_EXCHANGE,0.10193391208445057,6.938893903907228e-17,-0.12005218247929572,0.010130079353535687,1,0.7617105395153301,0.0,2,-0.051247187766017166,-4.649058915617843e-16,-0.024819112027819223,-2.220446049250313e-16,2
MS_M2p8,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,DOWNSAMPLE_5,0.0731902457566958,-0.0287436663277547,-0.1423156768331618,-0.0121334150003303,1,0.6947586643007739,-0.0669518752145561,3,-0.0683763547969588,-0.017129167030942,-0.0417070454369915,-0.0168879334091725,2
MS_M2p8,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,NOISE_0.02SD,0.1018331922646406,-0.0001007198198099,-0.1008483474860979,0.0293339143467334,1,0.7647192157028279,0.0030086761874977,2,-0.0502888766169183,0.0009583111490983,-0.0244713931311837,0.0003477188966352,2
MS_M2p8,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,ORIGIN_SHIFT,0.10193391208445057,6.938893903907228e-17,-0.12018653611062535,0.009995725722206056,1,0.7617105395153301,0.0,2,-0.05124718776601683,-1.3183898417423734e-16,-0.024819112027819,0.0,2
MS_M2p8,MALZ_SMITH_2021,QP_NON_DTQC_TRIVIAL,PREFIX_0.75,0.0639561264528269,-0.0379777856316236,-0.1107535004490664,0.019428761383765,1,0.8934883847471347,0.1317778452318045,2,-0.0997688022393059,-0.0485216144732892,-0.0673793744776689,-0.0425602624498499,2
