"gCode","GlassNo","Nd","NdMethod","Colorant","ColorantMW","ColorantWtPct","Thickness","ThickMethod","Density","DensMethod"
1721,26038,1.51400005817413,"Priven-2000","Nd2O3",0,2.5699999332428,2,"Default",2.53800010681152,"Priven-2000"
1721,26039,1.51499998569489,"Priven-2000","Nd2O3",0,2.45000004768372,2,"Default",2.52999997138977,"Priven-2000"
1721,26040,1.51800000667572,"Priven-2000","Nd2O3",0,2.77999997138977,2,"Default",2.52500009536743,"Priven-2000"
1721,26041,1.52199995517731,"Priven-2000","Nd2O3",0,2.85999989509583,2,"Default",2.50600004196167,"Priven-2000"
1721,26042,1.53100001811981,"Priven-2000","Nd2O3",0,3.01999998092651,2,"Default",2.46600008010864,"Priven-2000"
1721,142292,1.65799999237061,"Priven-2000","Nd2O3",0,2.51999998092651,2,"Default",2.74600005149841,"Priven-2000"
1882,140340,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
1882,140341,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
1911,751,1.97399997711182,"Priven-2000","PbO",0,82.5400009155273,2,"Default",6.43200016021729,"Priven-2000"
1911,752,2.02600002288818,"Priven-2000","PbO",0,84.7799987792969,2,"Default",6.73699998855591,"Priven-2000"
1911,70935,1.9559999704361,"Priven-2000","PbO",0,58.7200012207031,2,"Default",6.73000001907349,"Priven-2000"
1911,70936,2.02800011634827,"Priven-2000","PbO",0,66.3199996948242,2,"Default",7.53200006484985,"Priven-2000"
1911,70937,2.09800004959106,"Priven-2000","PbO",0,73.0899963378906,2,"Default",8.3769998550415,"Priven-2000"
1911,101473,1.66400003433228,"Priven-2000","PbO",0,50.310001373291,2,"Default",3.54099988937378,"Priven-2000"
1911,101474,1.73300004005432,"Priven-2000","PbO",0,60.1399993896484,2,"Default",4.19399976730347,"Priven-2000"
1911,101475,1.80200004577637,"Priven-2000","PbO",0,68.129997253418,2,"Default",4.84200000762939,"Priven-2000"
1911,101476,1.87100005149841,"Priven-2000","PbO",0,74.7399978637695,2,"Default",5.45599985122681,"Priven-2000"
1911,101477,1.93900001049042,"Priven-2000","PbO",0,80.3199996948242,2,"Default",5.99900007247925,"Priven-2000"
1937,141376,1.59700000286102,"Priven-2000","SiO2",0,47.7599983215332,2,"Default",3.52600002288818,"Priven-2000"
1937,141377,1.64400005340576,"Priven-2000","SiO2",0,37.0200004577637,2,"Default",4.00500011444092,"Priven-2000"
1937,141378,1.68599998950958,"Priven-2000","SiO2",0,28.1499996185303,2,"Default",4.48799991607666,"Priven-2000"
1937,141379,1.71599996089935,"Priven-2000","SiO2",0,20.7099990844727,2,"Default",4.94899988174438,"Priven-2000"
1937,141380,1.97800004482269,"Rough","SiO2",0,14.3800001144409,2,"Default",5.96999979019165,"Rough"
1939,77884,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
1971,157126,1.80799996852875,"Priven-2000","Nb2O5",0,42.2400016784668,2,"Default",3.11899995803833,"Priven-2000"
1971,157127,1.84899997711182,"Priven-2000","Nb2O5",0,48.060001373291,2,"Default",3.28900003433228,"Priven-2000"
1971,157128,1.91600000858307,"Priven-2000","Nb2O5",0,44.8600006103516,2,"Default",3.77099990844727,"Priven-2000"
1971,157129,1.93299996852875,"Priven-2000","Nb2O5",0,44.1300010681152,2,"Default",3.90000009536743,"Priven-2000"
1971,157130,1.78699994087219,"Priven-2000","Nb2O5",0,34.3699989318848,2,"Default",3.20600008964539,"Priven-2000"
1974,76960,1.98099994659424,"Rough","PbF2",0,33.4000015258789,2,"Default",7.05000019073486,"Rough"
1974,76961,1.94599997997284,"Rough","PbF2",0,32.4000015258789,2,"Default",6.65999984741211,"Rough"
1974,76962,1.92499995231628,"Rough","PbF2",0,31.7000007629395,2,"Default",6.42999982833862,"Rough"
1974,76963,1.87800002098083,"Rough","PbF2",0,30.1000003814697,2,"Default",5.92999982833862,"Rough"
1974,76964,2.03699994087219,"Rough","PbF2",0,19.1000003814697,2,"Default",7.11999988555908,"Rough"
1974,76965,1.91400003433228,"Rough","PbF2",0,17.2000007629395,2,"Default",5.96999979019165,"Rough"
2028,78526,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2028,78527,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2028,78528,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2028,78529,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2065,77128,1.68599998950958,"Priven-2000","Al2O3",0,52.7099990844727,2,"Default",2.93799996376038,"Priven-2000"
2065,77129,1.68299996852875,"Priven-2000","Al2O3",0,54.7999992370605,2,"Default",2.94799995422363,"Priven-2000"
2075,78559,1.58399999141693,"Rough","Sc2O3",0,3.75,2,"Default",5.03999996185303,"Rough"
2075,78560,1.59300005435944,"Rough","Sc2O3",0,7.07999992370605,2,"Default",4.51000022888184,"Rough"
2075,78561,1.59700000286102,"Rough","Sc2O3",0,3.74000000953674,2,"Default",5.13000011444092,"Rough"
2075,78562,1.65799999237061,"Rough","Sc2O3",0,3.71000003814697,2,"Default",5.5,"Rough"
2075,78563,1.56500005722046,"Rough","Sc2O3",0,10.1000003814697,2,"Default",4,"Rough"
2075,78564,1.567999958992,"Rough","InF3",0,59.5099983215332,2,"Default",5.96000003814697,"Rough"
2412,33017,1.51400005817413,"Priven-2000","ZnO",0,1.20000004768372,2,"Default",2.46399998664856,"Priven-2000"
2412,33018,1.57700002193451,"Priven-2000","ZnO",0,7.5,2,"Default",3.14299988746643,"Priven-2000"
2412,33019,1.62100005149841,"Priven-2000","PbO",0,45.5,2,"Default",3.63000011444092,"Priven-2000"
2412,33020,1.65100002288818,"Priven-2000","PbO",0,51.0999984741211,2,"Default",3.88499999046326,"Priven-2000"
2412,33021,1.67999994754791,"Priven-2000","La2O3",0,19.6000003814697,2,"Default",3.64400005340576,"Priven-2000"
2530,34934,1.48300004005432,"Priven-2000","FeO",0,0.720000028610229,2,"Default",2.2590000629425,"Priven-2000"
2530,34935,1.48800003528595,"Priven-2000","FeO",0,1.39999997615814,2,"Default",2.27699995040894,"Priven-2000"
2530,34936,1.48500001430511,"Priven-2000","FeO",0,0.699999988079071,2,"Default",2.28699994087219,"Priven-2000"
2530,34937,1.4889999628067,"Priven-2000","FeO",0,1.36000001430511,2,"Default",2.30399990081787,"Priven-2000"
2768,78429,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2768,78430,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2768,78431,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2768,78432,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2772,114851,1.58200001716614,"Rough","CoO",0,34.5499992370605,2,"Default",2.98200011253357,"Priven-2000"
2772,114852,1.55999994277954,"Rough","CoO",0,19.9099998474121,2,"Default",2.68899989128113,"Priven-2000"
2772,114853,1.55200004577637,"Rough","CoO",0,13.9799995422363,2,"Default",2.59599995613098,"Priven-2000"
2772,114854,1.54799997806549,"Rough","CoO",0,10.3800001144409,2,"Default",2.54200005531311,"Priven-2000"
2772,114855,1.54299998283386,"Rough","CoO",0,6.38000011444092,2,"Default",2.48200011253357,"Priven-2000"
2772,114856,1.53999996185303,"Rough","CoO",0,4.67999982833862,2,"Default",2.45600008964539,"Priven-2000"
2772,114857,1.53900003433228,"Rough","CoO",0,3.26999998092651,2,"Default",2.43499994277954,"Priven-2000"
2772,114858,1.53799998760223,"Rough","CoO",0,2.75999999046326,2,"Default",2.42799997329712,"Priven-2000"
2772,114859,1.53799998760223,"Rough","CoO",0,2.39000010490417,2,"Default",2.42199993133545,"Priven-2000"
2775,114827,1.49800002574921,"Rough","ThF4",0,12,2,"Default",5.36999988555908,"Rough"
2775,114828,1.49899995326996,"Rough","ThF4",0,16.7700004577637,2,"Default",5.42000007629395,"Rough"
2775,114829,1.49800002574921,"Rough","ThF4",0,12,2,"Default",5.36999988555908,"Rough"
2775,78749,1.58599996566772,"Rough","ThF4",0,9.28999996185303,2,"Default",6.76999998092651,"Rough"
2795,101458,1.75499999523163,"Rough","Ag2O",0,62.0099983215332,2,"Default",4.40999984741211,"Rough"
2795,101459,1.76800000667572,"Rough","Ag2O",0,64.0199966430664,2,"Default",4.5,"Rough"
2795,101460,1.80200004577637,"Rough","Ag2O",0,68.4800033569336,2,"Default",4.69999980926514,"Rough"
2795,101461,1.82200002670288,"Rough","Ag2O",0,71,2,"Default",4.82000017166138,"Rough"
2796,116144,1.47800004482269,"Priven-2000","CuO",0,0.610000014305115,2,"Default",2.06299996376038,"Priven-2000"
2796,116145,1.48300004005432,"Priven-2000","CuO",0,0.610000014305115,2,"Default",2.1029999256134,"Priven-2000"
2796,116146,1.48699998855591,"Priven-2000","CuO",0,0.610000014305115,2,"Default",2.14400005340576,"Priven-2000"
2796,116147,1.49100005626678,"Priven-2000","CuO",0,0.620000004768372,2,"Default",2.18600010871887,"Priven-2000"
2796,301105,1.49500000476837,"Priven-2000","CuO",0,0.620000004768372,2,"Default",2.22900009155273,"Priven-2000"
2796,116148,1.49899995326996,"Priven-2000","CuO",0,0.620000004768372,2,"Default",2.2739999294281,"Priven-2000"
2796,301106,1.50600004196167,"Priven-2000","CuO",0,0.620000004768372,2,"Default",2.33800005912781,"Priven-2000"
2796,116149,1.51499998569489,"Priven-2000","CuO",0,0.620000004768372,2,"Default",2.41100001335144,"Priven-2000"
2802,78501,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2808,114973,1.61000001430511,"Rough","ZnO",0,0.990000009536743,2,"Default",3.24000000953674,"Rough"
2808,114974,1.60199999809265,"Rough","CeO2",0,0.25,2,"Default",3.19000005722046,"Rough"
2808,114975,1.59599995613098,"Rough","CeO2",0,0.5,2,"Default",3.14000010490417,"Rough"
2808,114976,1.58899998664856,"Rough","CeO2",0,1,2,"Default",3.08999991416931,"Rough"
2810,78494,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2811,149068,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2822,114818,1.69700002670288,"Priven-2000","CuO",0,0.25,2,"Default",3.83899998664856,"Priven-2000"
2822,114819,1.77499997615814,"Priven-2000","CuO",0,0.25,2,"Default",4.57600021362305,"Priven-2000"
2822,114820,1.875,"Priven-2000","CuO",0,0.25,2,"Default",5.46999979019165,"Priven-2000"
2822,114821,2.00600004196167,"Priven-2000","CuO",0,0.25,2,"Default",6.44299983978271,"Priven-2000"
2823,114822,1.76300001144409,"Priven-2000","CuO",0,0.25,2,"Default",4.89400005340576,"Priven-2000"
2823,114823,1.84300005435944,"Priven-2000","CuO",0,0.25,2,"Default",5.51599979400635,"Priven-2000"
2823,114824,1.9210000038147,"Priven-2000","CuO",0,0.25,2,"Default",6.07600021362305,"Priven-2000"
2823,114825,2.03200006484985,"Priven-2000","CuO",0,0.25,2,"Default",6.75400018692017,"Priven-2000"
2823,114826,2.25500011444092,"Rough","CuO",0,0.25,2,"Default",8.03999996185303,"Rough"
2830,113933,1.73199999332428,"Priven-2000","CoO",0,0.0500000007450581,2,"Default",4.18499994277954,"Priven-2000"
2830,113934,1.77400004863739,"Priven-2000","CoO",0,0.0500000007450581,2,"Default",4.57600021362305,"Priven-2000"
2830,113935,1.82099997997284,"Priven-2000","CoO",0,0.0500000007450581,2,"Default",5.00899982452393,"Priven-2000"
2830,113936,1.87399995326996,"Priven-2000","CoO",0,0.0500000007450581,2,"Default",5.47900009155273,"Priven-2000"
2830,113937,1.93400001525879,"Priven-2000","CoO",0,0.0500000007450581,2,"Default",5.96500015258789,"Priven-2000"
2845,101111,1.50300002098083,"Priven-2000","SiO2",0,69.9499969482422,2,"Default",2.46300005912781,"Priven-2000"
2845,101112,1.50300002098083,"Priven-2000","SiO2",0,69.9499969482422,2,"Default",2.46300005912781,"Priven-2000"
2845,101113,1.96200001239777,"Priven-2000","PbO",0,81.9599990844727,2,"Default",6.35599994659424,"Priven-2000"
2845,101114,1.96200001239777,"Priven-2000","PbO",0,81.9599990844727,2,"Default",6.35599994659424,"Priven-2000"
2845,101115,1.53799998760223,"Priven-2000","SiO2",0,67.5400009155273,2,"Default",2.5699999332428,"Priven-2000"
2845,101116,1.53799998760223,"Priven-2000","SiO2",0,67.5400009155273,2,"Default",2.5699999332428,"Priven-2000"
2859,101196,1.95700001716614,"Priven-2000","PbO",0,30.0699996948242,2,"Default",4.20800018310547,"Priven-2000"
2859,101197,2.01500010490417,"Priven-2000","PbO",0,39.9599990844727,2,"Default",4.6269998550415,"Priven-2000"
2859,101198,2.08500003814697,"Priven-2000","PbO",0,49.9099998474121,2,"Default",5.14400005340576,"Priven-2000"
2859,101199,2.17199993133545,"Priven-2000","PbO",0,60.1199989318848,2,"Default",5.80999994277954,"Priven-2000"
2888,40056,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2888,40044,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2888,40020,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2907,40060,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2907,40046,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2907,40025,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2907,78495,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2932,78565,1.54100000858307,"Priven-2000","MnO",0,14.3599996566772,2,"Default",2.44300007820129,"Priven-2000"
2932,78566,1.57599997520447,"Rough","MnO",0,33.3199996948242,2,"Default",3.15000009536743,"Rough"
2956,141227,1.49699997901917,"Priven-2000","Fe2O3",0,0.0020000000949949,2,"Default",2.42700004577637,"Priven-2000"
2956,141228,1.49100005626678,"Priven-2000","Fe2O3",0,0.0109999999403954,2,"Default",2.3840000629425,"Priven-2000"
2956,141229,1.49199998378754,"Priven-2000","Fe2O3",0,0.00999999977648258,2,"Default",2.38800001144409,"Priven-2000"
2956,141230,1.50399994850159,"Priven-2000","Fe2O3",0,0.00700000021606684,2,"Default",2.83500003814697,"Priven-2000"
2956,141231,1.53400003910065,"Priven-2000","Fe2O3",0,0.00600000005215406,2,"Default",3.19300007820129,"Priven-2000"
2963,101417,1.46800005435944,"Priven-2000","B2O3",0,100,2,"Default",1.83200001716614,"Priven-2000"
2963,101418,1.46800005435944,"Priven-2000","B2O3",0,100,2,"Default",1.83200001716614,"Priven-2000"
2963,101419,1.46800005435944,"Priven-2000","B2O3",0,100,2,"Default",1.83200001716614,"Priven-2000"
2997,78203,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
2997,78204,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
3009,101088,1.46800005435944,"Priven-2000","B2O3",0,100,2,"Default",1.83200001716614,"Priven-2000"
3015,40365,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
3015,40366,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
3015,40367,1.45799994468689,"Priven-2000","SiO2",0,100,2,"Default",2.20099997520447,"Priven-2000"
3063,143346,1.5440000295639,"Priven-2000","MnO2",0,0.5,2,"Default",2.21399998664856,"Priven-2000"
3063,143347,1.53100001811981,"Priven-2000","MnO2",0,0.5,2,"Default",2.14299988746643,"Priven-2000"
3063,143348,1.51400005817413,"Priven-2000","MnO2",0,0.5,2,"Default",2.04399991035461,"Priven-2000"
3063,143349,1.51300001144409,"Priven-2000","MnO2",0,0.5,2,"Default",2.33800005912781,"Priven-2000"
3063,143350,1.51199996471405,"Priven-2000","MnO2",0,0.5,2,"Default",2.31900000572205,"Priven-2000"
3063,143351,1.50300002098083,"Priven-2000","MnO2",0,0.5,2,"Default",2.17499995231628,"Priven-2000"
3063,143352,1.49399995803833,"Priven-2000","MnO2",0,0.5,2,"Default",2.05900001525879,"Priven-2000"
3063,143353,1.50399994850159,"Priven-2000","MnO2",0,0.5,2,"Default",2.3529999256134,"Priven-2000"
3063,143354,1.5,"Priven-2000","MnO2",0,0.5,2,"Default",2.27999997138977,"Priven-2000"
