system,value
P_loss_candidate_MW,0.7247511356999996
P_loss_candidate_MW,0.7370272571999998
P_loss_candidate_MW,0.7915672433000003
P_loss_candidate_MW,0.5870279550499998
P_loss_candidate_MW,0.4796246994499998
P_loss_candidate_MW,0.5115620131499999
P_loss_candidate_MW,0.7467300554999997
P_loss_candidate_MW,0.5465084705499998
P_loss_candidate_MW,0.5257649054999997
P_loss_candidate_MW,0.6028908896999999
P_loss_candidate_MW,0.5268348133000003
P_loss_candidate_MW,0.5254924233
P_loss_candidate_MW,0.5080308473999997
P_loss_candidate_MW,0.4948496029000001
P_loss_candidate_MW,0.5045741561999999
P_loss_candidate_MW,0.6611169917999995
P_loss_candidate_MW,0.557807564599999
P_loss_candidate_MW,0.9206507766999996
P_loss_candidate_MW,0.5712541256999997
P_loss_candidate_MW,0.3756948300999999
P_loss_candidate_MW,0.4473847913999998
P_loss_candidate_MW,0.4694560146000001
P_loss_candidate_MW,0.4605386043000001
P_loss_candidate_MW,0.4074039376999999
P_loss_candidate_MW,0.3451316561499999
P_loss_candidate_MW,0.5784939144999995
P_loss_candidate_MW,0.6520772235999999
P_loss_candidate_MW,0.6648099907999998
P_loss_candidate_MW,0.5406210816999998
P_loss_candidate_MW,0.3726944162999998
P_loss_candidate_MW,0.4594785104000001
P_loss_candidate_MW,0.4749070951999998
P_loss_candidate_MW,0.5052497086999997
P_loss_candidate_MW,0.5389934940000001
P_loss_candidate_MW,0.7965923323000001
P_loss_candidate_MW,0.7286333170999998
P_loss_candidate_MW,0.7191280574999999
P_loss_candidate_MW,0.7579578349999997
P_loss_candidate_MW,0.7548163742999997
P_loss_candidate_MW,0.4101304924999999
P_loss_candidate_MW,0.3693144049000003
P_loss_candidate_MW,0.3929384369499998
P_loss_candidate_MW,0.2652530390999997
P_loss_candidate_MW,0.26118621915
P_loss_candidate_MW,0.4028021093000001
P_loss_candidate_MW,0.3924724370999998
P_loss_candidate_MW,0.4404848086499997
P_total_candidate_MW,0.5050033125588597
P_total_candidate_MW,0.7887057439398196
P_total_candidate_MW,1.0375435769230257
P_total_candidate_MW,0.457098560695643
P_total_candidate_MW,0.4716701258972345
P_total_candidate_MW,0.4316661813907488
P_total_candidate_MW,0.5990207724123815
P_total_candidate_MW,0.504784048162704
P_total_candidate_MW,0.5531068982477293
P_total_candidate_MW,0.4152834072178872
P_total_candidate_MW,0.4315873997491756
P_total_candidate_MW,0.4189416321428431
P_total_candidate_MW,0.4764889793865346
P_total_candidate_MW,0.4677533922973061
P_total_candidate_MW,0.5352446824337868
P_total_candidate_MW,0.5027056481934101
P_total_candidate_MW,1.064686719385593
P_total_candidate_MW,0.8085649697146653
P_total_candidate_MW,0.8276737725204396
P_total_candidate_MW,1.04233187391956
P_total_candidate_MW,0.9585298088235342
P_total_candidate_MW,1.0493496943045373
P_total_candidate_MW,0.9240096888779076
P_total_candidate_MW,1.070037620951036
P_total_candidate_MW,0.9485758368555424
P_total_candidate_MW,1.0836394269994951
P_total_candidate_MW,0.9555582419454608
P_total_candidate_MW,1.078967247999239
P_total_candidate_MW,0.9554876487960418
P_total_candidate_MW,1.0787235225380012
P_total_candidate_MW,1.0228389874051131
P_total_candidate_MW,0.9654465360983788
P_total_candidate_MW,1.0851471104672985
P_total_candidate_MW,0.9628485441877797
P_total_candidate_MW,1.057853255304168
P_total_candidate_MW,0.9517697964766224
P_total_candidate_MW,0.9487555653148344
P_total_candidate_MW,0.98368063179226
P_total_candidate_MW,0.7769859131757615
P_total_candidate_MW,0.7410024173226875
P_total_candidate_MW,0.7570243656461256
P_total_candidate_MW,0.8924676630502512
P_total_candidate_MW,0.7370557870436057
P_total_candidate_MW,0.7206899266055304
P_total_candidate_MW,0.782212117342198
P_total_candidate_MW,0.7098253983151318
P_total_candidate_MW,0.687936514940453
P_total_candidate_MW,0.7250647235474982
P_total_candidate_MW,0.6855794699885457
P_total_candidate_MW,0.7275374017747575
P_total_candidate_MW,0.8041100575803454
P_total_candidate_MW,0.7674701755899396
P_total_candidate_MW,1.078724514626334
P_total_candidate_MW,0.7965316530255843
P_total_candidate_MW,0.5815167366539962
P_total_candidate_MW,0.6192387333511334
P_total_candidate_MW,0.6320406460287267
P_total_candidate_MW,0.6348472791285068
P_total_candidate_MW,0.5984785076143531
P_total_candidate_MW,0.522361996300248
P_total_candidate_MW,0.8901056154290722
P_total_candidate_MW,0.790582300965584
P_total_candidate_MW,0.8684475319033012
P_total_candidate_MW,0.8137937477450032
P_total_candidate_MW,0.5193526489401052
P_total_candidate_MW,0.6298637931800815
P_total_candidate_MW,0.671406072033255
P_total_candidate_MW,0.8601313279363312
P_total_candidate_MW,0.8180306408467908
P_total_candidate_MW,0.8014551440548837
P_total_candidate_MW,1.0146686175577897
P_total_candidate_MW,0.9009987456172976
P_total_candidate_MW,0.9087327547528848
P_total_candidate_MW,1.018591812579712
P_total_candidate_MW,0.8111336100313971
P_total_candidate_MW,0.8346468573059654
P_total_candidate_MW,0.6967957881421678
P_total_candidate_MW,0.5872677223152427
P_total_candidate_MW,0.5754889870516785
P_total_candidate_MW,0.4028102723670823
P_total_candidate_MW,0.4155709797534068
P_total_candidate_MW,0.7765168773476233
P_total_candidate_MW,0.7630019718612976
P_total_candidate_MW,0.8550199036575183
P_total_aux_candidate_MW,0.3651147214999998
P_total_aux_candidate_MW,0.5917578523999999
P_total_aux_candidate_MW,0.7557858645499997
P_total_aux_candidate_MW,0.3474547669999999
P_total_aux_candidate_MW,0.3552666582
P_total_aux_candidate_MW,0.4190064647999998
P_total_aux_candidate_MW,0.5001099318999999
P_total_aux_candidate_MW,0.4170964943999999
P_total_aux_candidate_MW,0.4703603462999999
P_total_aux_candidate_MW,0.3383762098999999
P_total_aux_candidate_MW,0.3645765554999999
P_total_aux_candidate_MW,0.3395028390499999
P_total_aux_candidate_MW,0.3656341112999999
P_total_aux_candidate_MW,0.3629246327499999
P_total_aux_candidate_MW,0.4723915507999999
P_total_aux_candidate_MW,0.4029145654999998
P_total_aux_candidate_MW,0.7427022839999996
P_total_aux_candidate_MW,0.6463810544999998
P_total_aux_candidate_MW,0.7020317999999999
P_total_aux_candidate_MW,0.880807028
P_total_aux_candidate_MW,0.8254929394999997
P_total_aux_candidate_MW,0.8952381899999999
P_total_aux_candidate_MW,0.7905967139999998
P_total_aux_candidate_MW,0.9107594624999996
P_total_aux_candidate_MW,0.7951933259999998
P_total_aux_candidate_MW,0.8931516929999999
P_total_aux_candidate_MW,0.7955991019999998
P_total_aux_candidate_MW,0.9050521184999996
P_total_aux_candidate_MW,0.7742757754999998
P_total_aux_candidate_MW,0.8946913974999997
P_total_aux_candidate_MW,0.8452289749999998
P_total_aux_candidate_MW,0.7964516329999998
P_total_aux_candidate_MW,0.8908557389999998
P_total_aux_candidate_MW,0.7909072119999998
P_total_aux_candidate_MW,0.9064348605
P_total_aux_candidate_MW,0.7962030884999997
P_total_aux_candidate_MW,0.7893598439999998
P_total_aux_candidate_MW,0.8284744945
P_total_aux_candidate_MW,0.6145075932499998
P_total_aux_candidate_MW,0.5782246600499997
P_total_aux_candidate_MW,0.5955475097499998
P_total_aux_candidate_MW,0.7832032589999998
P_total_aux_candidate_MW,0.5845096615499998
P_total_aux_candidate_MW,0.5756262882999998
P_total_aux_candidate_MW,0.6795221599999999
P_total_aux_candidate_MW,0.5719181676999999
P_total_aux_candidate_MW,0.5755695979999998
P_total_aux_candidate_MW,0.5682829149999998
P_total_aux_candidate_MW,0.5632850096999998
P_total_aux_candidate_MW,0.5841806314999998
P_total_aux_candidate_MW,0.7123342764999996
P_total_aux_candidate_MW,0.6329657999999998
P_total_aux_candidate_MW,0.9500903124999996
P_total_aux_candidate_MW,0.6830429479999998
P_total_aux_candidate_MW,0.4805683804999998
P_total_aux_candidate_MW,0.5126275699999998
P_total_aux_candidate_MW,0.5113011372999999
P_total_aux_candidate_MW,0.5171906707999999
P_total_aux_candidate_MW,0.5022249124999999
P_total_aux_candidate_MW,0.4318268113499999
P_total_aux_candidate_MW,0.6524994364999998
P_total_aux_candidate_MW,0.7111681874999995
P_total_aux_candidate_MW,0.7464154754999996
P_total_aux_candidate_MW,0.5998953386999998
P_total_aux_candidate_MW,0.4549756846999999
P_total_aux_candidate_MW,0.5351965659999998
P_total_aux_candidate_MW,0.6595430314999997
P_total_aux_candidate_MW,0.6227254688999997
P_total_aux_candidate_MW,0.6139617848999999
P_total_aux_candidate_MW,0.908848798
P_total_aux_candidate_MW,0.8213382784999996
P_total_aux_candidate_MW,0.8412851199999999
P_total_aux_candidate_MW,0.7304481789999997
P_total_aux_candidate_MW,0.7650390279999998
P_total_aux_candidate_MW,0.5103415854999998
P_total_aux_candidate_MW,0.4314631814999999
P_total_aux_candidate_MW,0.4022032636499998
P_total_aux_candidate_MW,0.3073691855999999
P_total_aux_candidate_MW,0.3198049489499999
P_total_aux_candidate_MW,0.4808079382999999
P_total_aux_candidate_MW,0.5349358210999998
P_total_aux_candidate_MW,0.5100560456499997
dWmhd_dt_candidate_MW,0.0486961723276476
dWmhd_dt_candidate_MW,0.0815647220259101
dWmhd_dt_candidate_MW,0.0883290270097515
dWmhd_dt_candidate_MW,0.0207313254324694
dWmhd_dt_candidate_MW,0.0352137592991464
dWmhd_dt_candidate_MW,0.1059086358338452
dWmhd_dt_candidate_MW,0.1373462091183295
dWmhd_dt_candidate_MW,0.1069097563310324
dWmhd_dt_candidate_MW,0.0920967288096538
dWmhd_dt_candidate_MW,0.0764432591022972
dWmhd_dt_candidate_MW,0.0464231481842212
dWmhd_dt_candidate_MW,0.0442598135204257
dWmhd_dt_candidate_MW,0.0387968043377277
dWmhd_dt_candidate_MW,0.0427734515701314
dWmhd_dt_candidate_MW,0.0861455623084669
dWmhd_dt_candidate_MW,0.076606157165364
dWmhd_dt_candidate_MW,0.0568042451826816
dWmhd_dt_candidate_MW,0.0886448875622073
dWmhd_dt_candidate_MW,0.1168249043470165
dWmhd_dt_candidate_MW,0.0860716902076767
dWmhd_dt_candidate_MW,0.0917930874626025
dWmhd_dt_candidate_MW,0.086835255199661
dWmhd_dt_candidate_MW,0.1063856533343275
dWmhd_dt_candidate_MW,0.0706517757062427
dWmhd_dt_candidate_MW,0.1073994066068398
dWmhd_dt_candidate_MW,0.0766435979992059
dWmhd_dt_candidate_MW,0.1102284901473394
dWmhd_dt_candidate_MW,0.0710040264332853
dWmhd_dt_candidate_MW,0.1127051439077162
dWmhd_dt_candidate_MW,0.0861410515669302
dWmhd_dt_candidate_MW,0.1069509416501251
dWmhd_dt_candidate_MW,0.1111541589812118
dWmhd_dt_candidate_MW,0.0707492923193067
dWmhd_dt_candidate_MW,0.1120075395597147
dWmhd_dt_candidate_MW,0.0829740324410504
dWmhd_dt_candidate_MW,0.0988291245204906
dWmhd_dt_candidate_MW,0.0975964136184954
dWmhd_dt_candidate_MW,0.0839407987691192
dWmhd_dt_candidate_MW,0.0599206336040677
dWmhd_dt_candidate_MW,0.0518104038601782
dWmhd_dt_candidate_MW,0.0509949609972941
dWmhd_dt_candidate_MW,0.0553996313257135
dWmhd_dt_candidate_MW,0.0608279423109475
dWmhd_dt_candidate_MW,0.0602566397947714
dWmhd_dt_candidate_MW,0.0618335136802686
dWmhd_dt_candidate_MW,0.0623811182530417
dWmhd_dt_candidate_MW,0.0864266894561942
dWmhd_dt_candidate_MW,0.0605644813654515
dWmhd_dt_candidate_MW,0.0762964679620446
dWmhd_dt_candidate_MW,0.0567285583501505
dWmhd_dt_candidate_MW,0.0596378661001799
dWmhd_dt_candidate_MW,0.0815143187703017
dWmhd_dt_candidate_MW,0.0463091421520306
dWmhd_dt_candidate_MW,0.0895777011012477
dWmhd_dt_candidate_MW,0.0874047824224519
dWmhd_dt_candidate_MW,0.0866013682485974
dWmhd_dt_candidate_MW,0.0807026621247097
dWmhd_dt_candidate_MW,0.0756430094243613
dWmhd_dt_candidate_MW,0.0931972741103469
dWmhd_dt_candidate_MW,0.0871374285689843
dWmhd_dt_candidate_MW,0.0505592910762668
dWmhd_dt_candidate_MW,0.0972886094448628
dWmhd_dt_candidate_MW,0.1075689646711069
dWmhd_dt_candidate_MW,0.0627917743018599
dWmhd_dt_candidate_MW,0.0785959461616513
dWmhd_dt_candidate_MW,0.0513287950621562
dWmhd_dt_candidate_MW,0.072905716216562
dWmhd_dt_candidate_MW,0.0578646618436732
dWmhd_dt_candidate_MW,0.0466155790585825
dWmhd_dt_candidate_MW,0.0633565951585019
dWmhd_dt_candidate_MW,0.0752293756277025
dWmhd_dt_candidate_MW,0.083852020675872
dWmhd_dt_candidate_MW,0.0766229278819437
dWmhd_dt_candidate_MW,0.0804652923712384
dWmhd_dt_candidate_MW,0.1182767201157181
dWmhd_dt_candidate_MW,0.0590364736548142
dWmhd_dt_candidate_MW,0.1029048883916016
dWmhd_dt_candidate_MW,0.0574761189368937
dWmhd_dt_candidate_MW,0.0425414650311152
dWmhd_dt_candidate_MW,0.0406453073171142
dWmhd_dt_candidate_MW,0.0479887865511791
dWmhd_dt_candidate_MW,0.1114194033861448
dWmhd_dt_candidate_MW,0.1234602936455729
dWmhd_dt_candidate_MW,0.0721373665247424
Wmhd_J,8172.708984375001
Wmhd_J,11707.788751775568
Wmhd_J,10893.381880326704
Wmhd_J,7845.645108309661
Wmhd_J,8059.411354758523
Wmhd_J,9139.094615589487
Wmhd_J,10325.46906072443
Wmhd_J,10430.333362926136
Wmhd_J,11905.095259232954
Wmhd_J,7371.850363991476
Wmhd_J,7956.647660688919
Wmhd_J,7800.047230113634
Wmhd_J,8160.836489470109
Wmhd_J,8127.341414741848
Wmhd_J,12540.294167258522
Wmhd_J,11539.03240411932
Wmhd_J,7893.332073709239
Wmhd_J,11067.827237215908
Wmhd_J,10949.297185724432
Wmhd_J,10031.14044744318
Wmhd_J,10287.52823153409
Wmhd_J,9693.20656419837
Wmhd_J,10512.527565696022
Wmhd_J,9823.008123224432
Wmhd_J,10352.146883877842
Wmhd_J,9834.428666548296
Wmhd_J,10919.522638494316
Wmhd_J,9934.37313179348
Wmhd_J,11157.558061079546
Wmhd_J,9735.191273082384
Wmhd_J,10699.330799932066
Wmhd_J,11008.066761363634
Wmhd_J,9657.481534090908
Wmhd_J,10758.610436480978
Wmhd_J,9728.660156249998
Wmhd_J,10540.49396306818
Wmhd_J,10388.022904829544
Wmhd_J,9738.584650213068
Wmhd_J,13387.99915660511
Wmhd_J,12044.197753906248
Wmhd_J,12765.323597301136
Wmhd_J,13777.57111150568
Wmhd_J,12608.488991477272
Wmhd_J,12806.16299715909
Wmhd_J,12307.709916548296
Wmhd_J,12526.195482336958
Wmhd_J,12088.677512428974
Wmhd_J,12924.564808238636
Wmhd_J,11492.84383491848
Wmhd_J,12270.289772727272
Wmhd_J,12144.37890625
Wmhd_J,12112.64013671875
Wmhd_J,13659.44391134511
Wmhd_J,12228.926713423294
Wmhd_J,12604.078657670454
Wmhd_J,12628.490278764204
Wmhd_J,12786.519398082386
Wmhd_J,11747.064283288044
Wmhd_J,12678.72776100852
Wmhd_J,11583.681470788046
Wmhd_J,12055.00315163352
Wmhd_J,9591.100408380682
Wmhd_J,10737.509454900568
Wmhd_J,9640.242897727274
Wmhd_J,12147.873490767044
Wmhd_J,11108.199855638588
Wmhd_J,13769.083193824405
Wmhd_J,8361.406804865057
Wmhd_J,7104.141424005681
Wmhd_J,7061.01835493608
Wmhd_J,11502.108442826702
Wmhd_J,11282.9072265625
Wmhd_J,11359.192560369316
Wmhd_J,10414.92267400568
Wmhd_J,11024.317693536932
Wmhd_J,11845.727494673296
Wmhd_J,14045.90305397727
Wmhd_J,12090.020197088068
Wmhd_J,11400.596467391306
Wmhd_J,8246.596746271305
Wmhd_J,8606.487238103691
Wmhd_J,11330.068714488636
Wmhd_J,10098.174982244318
Wmhd_J,9717.490988991476
n_e_1e20_m3,0.3549051070166517
n_e_1e20_m3,0.5379575451381352
n_e_1e20_m3,0.6049757473300461
n_e_1e20_m3,0.3672378640623867
n_e_1e20_m3,0.3630340959432013
n_e_1e20_m3,0.396377493579199
n_e_1e20_m3,0.684134989182793
n_e_1e20_m3,0.4060346491909739
n_e_1e20_m3,0.5472699261144341
n_e_1e20_m3,0.3596989448911657
n_e_1e20_m3,0.3901380422156804
n_e_1e20_m3,0.3925080111477931
n_e_1e20_m3,0.3922960779366064
n_e_1e20_m3,0.3718606698573871
n_e_1e20_m3,0.6036129132296891
n_e_1e20_m3,0.4198916808809559
n_e_1e20_m3,0.3613360787013918
n_e_1e20_m3,0.4323424796094298
n_e_1e20_m3,0.4458321666879277
n_e_1e20_m3,0.5353345898614759
n_e_1e20_m3,0.4740446314879575
n_e_1e20_m3,0.5431299532330148
n_e_1e20_m3,0.4571770683213452
n_e_1e20_m3,0.5392510913868961
n_e_1e20_m3,0.4472276955559591
n_e_1e20_m3,0.54070253327332
n_e_1e20_m3,0.4560360656224426
n_e_1e20_m3,0.5396143457363911
n_e_1e20_m3,0.4408757788675845
n_e_1e20_m3,0.5130111229086652
n_e_1e20_m3,0.4606839081257307
n_e_1e20_m3,0.4611308818860545
n_e_1e20_m3,0.533472669175699
n_e_1e20_m3,0.4537027760950349
n_e_1e20_m3,0.5397955220346814
n_e_1e20_m3,0.4682945369518137
n_e_1e20_m3,0.4558082286388625
n_e_1e20_m3,0.5254418918568486
n_e_1e20_m3,0.4588205830862774
n_e_1e20_m3,0.4753625042385822
n_e_1e20_m3,0.4527495254443187
n_e_1e20_m3,0.7510161563044819
n_e_1e20_m3,0.4733256211757704
n_e_1e20_m3,0.4927176803143165
n_e_1e20_m3,0.6329142633604576
n_e_1e20_m3,0.4936939800648894
n_e_1e20_m3,0.5138842679975785
n_e_1e20_m3,0.4950067582943666
n_e_1e20_m3,0.5044874645844528
n_e_1e20_m3,0.4909405207188964
n_e_1e20_m3,0.6370069137596678
n_e_1e20_m3,0.5268313820949146
n_e_1e20_m3,0.8179655122368802
n_e_1e20_m3,0.5606686561876179
n_e_1e20_m3,0.4836432941699726
n_e_1e20_m3,0.4978448892916998
n_e_1e20_m3,0.5256470066000896
n_e_1e20_m3,0.5630787942750602
n_e_1e20_m3,0.4902136035429059
n_e_1e20_m3,0.4739123555666834
n_e_1e20_m3,0.3816664424831185
n_e_1e20_m3,0.5088020462806324
n_e_1e20_m3,0.4754730366697171
n_e_1e20_m3,0.5285746931381464
n_e_1e20_m3,0.5438884279421174
n_e_1e20_m3,0.6362405639990184
n_e_1e20_m3,0.7977451196291891
n_e_1e20_m3,0.4021976674380386
n_e_1e20_m3,0.3909906932018577
n_e_1e20_m3,0.367084950169277
n_e_1e20_m3,0.7300617877877125
n_e_1e20_m3,0.5191331138922026
n_e_1e20_m3,0.5446607946240728
n_e_1e20_m3,0.5865420337305304
n_e_1e20_m3,0.478157623811401
n_e_1e20_m3,0.5498156648048518
n_e_1e20_m3,0.4045164614140216
n_e_1e20_m3,0.354604867700962
n_e_1e20_m3,0.3624294548755472
n_e_1e20_m3,0.3511809574942898
n_e_1e20_m3,0.3807090383810006
n_e_1e20_m3,0.3876158416334825
n_e_1e20_m3,0.3890847462693511
n_e_1e20_m3,0.3710667224524556
I_p_MA,0.1731665821672885
I_p_MA,0.1750516022232587
I_p_MA,0.172545858908582
I_p_MA,0.1723733945895522
I_p_MA,0.172136902596393
I_p_MA,0.2426864923818408
I_p_MA,0.2425288171641791
I_p_MA,0.2439612821050995
I_p_MA,0.236681461909204
I_p_MA,0.1737875679415423
I_p_MA,0.1721452257462686
I_p_MA,0.1723330465640547
I_p_MA,0.1723745366138059
I_p_MA,0.1718396236007462
I_p_MA,0.2467524251399254
I_p_MA,0.2418014761349502
I_p_MA,0.1721748944340796
I_p_MA,0.2415100910292288
I_p_MA,0.2420985184235075
I_p_MA,0.2411839895833333
I_p_MA,0.2416031578824627
I_p_MA,0.2412296122512437
I_p_MA,0.2421659401430348
I_p_MA,0.2415131082866916
I_p_MA,0.2421340851212687
I_p_MA,0.241635663090796
I_p_MA,0.2424731504197761
I_p_MA,0.2416062091106965
I_p_MA,0.2429637418376865
I_p_MA,0.2416240209110697
I_p_MA,0.2421838115671641
I_p_MA,0.2428607543532338
I_p_MA,0.2415445948383085
I_p_MA,0.2422504200093284
I_p_MA,0.2413918980099502
I_p_MA,0.241697479011194
I_p_MA,0.2419795049751244
I_p_MA,0.2415170582245024
I_p_MA,0.2421108988650498
I_p_MA,0.2423867653140548
I_p_MA,0.2415272489116916
I_p_MA,0.2409395027207712
I_p_MA,0.2419502630597015
I_p_MA,0.2421596561722637
I_p_MA,0.2418914752021145
I_p_MA,0.2425149235074627
I_p_MA,0.2426934969682836
I_p_MA,0.2415560146921642
I_p_MA,0.241933471937189
I_p_MA,0.2424409089707712
I_p_MA,0.241668881840796
I_p_MA,0.2419728621735075
I_p_MA,0.2415094177549751
I_p_MA,0.2412246826026119
I_p_MA,0.2437333309235074
I_p_MA,0.2432284116915423
I_p_MA,0.2432192555192786
I_p_MA,0.2416020387126865
I_p_MA,0.2446296036225124
I_p_MA,0.2468918089241293
I_p_MA,0.241019826414801
I_p_MA,0.2423189187655473
I_p_MA,0.2425154243625622
I_p_MA,0.1725793257151741
I_p_MA,0.2462755638992537
I_p_MA,0.2073135374689055
I_p_MA,0.2417354608986318
I_p_MA,0.1723552140080846
I_p_MA,0.172253508550995
I_p_MA,0.1723330654539801
I_p_MA,0.2419074198538557
I_p_MA,0.2422005977922885
I_p_MA,0.240768045164801
I_p_MA,0.2412541694651742
I_p_MA,0.2425355401119403
I_p_MA,0.2412988240827114
