dataset_id,dataset_name,interval_index,sample_index_left,sample_index_right,branch_left,branch_right,route_phase,crosses_turning_surface,route_coordinate_left,route_coordinate_right,route_coordinate_mid,signed_route_step,route_direction,time_left,time_right,time_mid,scale_factor_left,scale_factor_right,scale_factor_mid,signed_delta_ln_a,normalized_signed_delta_ln_a,H_signed_left,H_signed_right,signed_H_flow,normalized_signed_H_flow,density_left,density_right,signed_density_flow,normalized_signed_density_flow,curvature_left,curvature_right,signed_curvature_flow,normalized_signed_curvature_flow,margin_left,margin_right,signed_margin_flow,normalized_signed_margin_flow,margin_flow_direction,rho_over_rho_c_left,rho_over_rho_c_right,rho_over_rho_c_mid,x_bounce_distance_left,x_bounce_distance_right,x_bounce_distance_mid,is_exact_bounce_left,is_exact_bounce_right
A,Classical Friedmann contraction,10,10,11,contraction,contraction,terminal_approach,no,-0.9975,-0.99725,-0.997375,0.000249999999991,toward_positive_route,0.661386914047,0.726682219769,0.694034566908,0.954992586021,0.950604793656,0.952796164023,-0.00460517018583,-0.49999999988,-68.8792640371,-69.0450797048,-0.1658156677,-1.11299216945e-13,1.04680506582,1.0518511595,0.0048088899397,0.207024764376,1.54951383878,1.55203585564,0.000988725864305,0.0667866842996,0.392231642279,0.391844024366,-0.000387617913,-0.700246748608,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,11,11,12,contraction,contraction,terminal_approach,no,-0.99725,-0.997,-0.997125,0.000249999999972,toward_positive_route,0.726682219769,0.791820009041,0.759251114405,0.950604793656,0.946237161366,0.948418463301,-0.00460517018547,-0.499999999861,-69.0450797048,-69.2127968363,-0.1677171315,-1.12575522345e-13,1.0518511595,1.05696746099,0.00485230116883,0.2085039691,1.55203585564,1.55459295724,0.00100148332978,0.0675901830889,0.391844024366,0.391451795545,-0.000392228821,-0.702723001673,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,12,12,13,contraction,contraction,terminal_approach,no,-0.997,-0.99675,-0.996875,0.000250000000003,toward_positive_route,0.791820009041,0.856799248524,0.824309628783,0.946237161366,0.941889596523,0.944060876286,-0.00460517018604,-0.499999999892,-69.2127968363,-69.3824335483,-0.169636712,-1.13863988082e-13,1.05696746099,1.06215494714,0.00489589132935,0.209983728416,1.55459295724,1.55718563167,0.00101439239092,0.0684018226105,0.391451795545,0.391054911155,-0.00039688439,-0.705182074104,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,13,13,14,contraction,contraction,terminal_approach,no,-0.99675,-0.9965,-0.996625,0.000250000000002,toward_positive_route,0.856799248524,0.921618908537,0.889209078531,0.941889596523,0.937562006926,0.939723310565,-0.00460517018603,-0.499999999891,-69.3824335483,-69.5540080652,-0.1715745169,-1.15164686447e-13,1.06215494714,1.06741460841,0.00493965736036,0.211463901888,1.55718563167,1.5598143738,0.00102745450789,0.0692216483201,0.391054911155,0.390653326364,-0.000401584791,-0.707623896262,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,14,14,15,contraction,contraction,terminal_approach,no,-0.9965,-0.99625,-0.996375,0.000250000000006,toward_positive_route,0.921618908537,0.98627796325,0.953948435893,0.937562006926,0.933254300797,0.935405674148,-0.00460517018611,-0.499999999896,-69.5540080652,-69.7275387199,-0.1735306547,-1.16477690269e-13,1.06741460841,1.07274744905,0.00498359613349,0.212944348616,1.5598143738,1.56247968537,0.00104067114451,0.0700497049158,0.390653326364,0.390246996185,-0.000406330179,-0.710048397858,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,15,15,16,contraction,contraction,terminal_approach,no,-0.99625,-0.996,-0.996125,0.000249999999997,toward_positive_route,0.98627796325,1.05077539089,1.01852667707,0.933254300797,0.92896638678,0.931107875468,-0.00460517018593,-0.499999999886,-69.7275387199,-69.9030439526,-0.1755052327,-1.17803071569e-13,1.07274744905,1.07815448727,0.00502770444206,0.214424926906,1.56247968537,1.56518207512,0.00105404378308,0.0708860372563,0.390246996185,0.389835875472,-0.000411120713,-0.712455518386,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,16,16,17,contraction,contraction,terminal_approach,no,-0.996,-0.99575,-0.995875,0.000250000000017,toward_positive_route,1.05077539089,1.11511017395,1.08294278242,0.92896638678,0.924698173938,0.926829823379,-0.0046051701863,-0.499999999906,-69.9030439526,-70.0805423113,-0.1774983587,-1.19140902705e-13,1.07815448727,1.08363675545,0.00507197903688,0.215905495514,1.56518207512,1.56792205885,0.00106757389631,0.0717306885887,0.389835875472,0.389419918939,-0.000415956533,-0.714845195461,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,17,17,18,contraction,contraction,terminal_approach,no,-0.99575,-0.9955,-0.995625,0.000249999999997,toward_positive_route,1.11511017395,1.17928129938,1.14719573667,0.924698173938,0.920449571753,0.922571427155,-0.00460517018593,-0.499999999886,-70.0805423113,-70.2600524514,-0.1795101401,-1.20491255766e-13,1.08363675545,1.08919530035,0.00511641662409,0.217385913585,1.56792205885,1.57070015956,0.00108126297773,0.0725837024414,0.389419918939,0.388999081158,-0.000420837781,-0.717217375499,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,18,18,19,contraction,contraction,terminal_approach,no,-0.9955,-0.99525,-0.995375,0.00024999999999,toward_positive_route,1.17928129938,1.24328775879,1.21128452908,0.920449571753,0.916220490122,0.918332596483,-0.0046051701858,-0.499999999879,-70.2600524514,-70.4415931352,-0.1815406838,-1.21854202506e-13,1.08919530035,1.09483118328,0.00516101382657,0.218866039402,1.57070015956,1.57351690749,0.00109511250198,0.0734451201329,0.388999081158,0.388573316572,-0.000425764586,-0.719572006289,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,19,19,20,contraction,contraction,terminal_approach,no,-0.99525,-0.995,-0.995125,0.000249999999995,toward_positive_route,1.24328775879,1.30712854867,1.27520815373,0.916220490122,0.912010839356,0.91411324147,-0.00460517018589,-0.499999999884,-70.4415931352,-70.6251832319,-0.1835900967,-1.23229814679e-13,1.09483118328,1.10054548032,0.0052057672285,0.220345731896,1.57351690749,1.5763728403,0.00110912397843,0.0743149841051,0.388573316572,0.388142579505,-0.000430737067,-0.721909038672,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,20,20,21,contraction,contraction,terminal_approach,no,-0.995,-0.99475,-0.994875,0.000250000000016,toward_positive_route,1.30712854867,1.37080267056,1.33896560961,0.912010839356,0.907820530178,0.909913272632,-0.00460517018629,-0.499999999906,-70.6251832319,-70.8108417175,-0.1856584856,-1.24618163972e-13,1.10054548032,1.10633928253,0.00525067336417,0.221824850296,1.5763728403,1.57926850308,0.00112329888432,0.0751933337508,0.388142579505,0.387706824165,-0.00043575534,-0.72422842989,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,21,21,22,contraction,contraction,terminal_approach,no,-0.99475,-0.9945,-0.994625,0.000250000000007,toward_positive_route,1.37080267056,1.4343091313,1.40255590093,0.907820530178,0.903649473722,0.905732600898,-0.00460517018612,-0.499999999896,-70.8108417175,-70.9985876744,-0.1877459569,-1.26019321801e-13,1.10633928253,1.11221369615,0.00529572870724,0.223303253794,1.57926850308,1.58220444855,0.00113763873769,0.0760802099349,0.387706824165,0.387266004658,-0.000440819507,-0.726530138493,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,22,22,23,contraction,contraction,terminal_approach,no,-0.9945,-0.99425,-0.994375,0.000249999999984,toward_positive_route,1.4343091313,1.49764694319,1.46597803724,0.903649473722,0.89949758153,0.901571137606,-0.00460517018569,-0.499999999873,-70.9985876744,-71.1884402909,-0.1898526165,-1.27433359251e-13,1.11221369615,1.11816984281,0.00534092967821,0.22478080182,1.58220444855,1.58518123709,0.00115214503054,0.0769756508385,0.387266004658,0.386820074993,-0.000445929665,-0.728814128596,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,23,23,24,contraction,contraction,terminal_approach,no,-0.99425,-0.994,-0.994125,0.000249999999973,toward_positive_route,1.49764694319,1.56081512422,1.5292310337,0.89949758153,0.89536476555,0.897428794501,-0.0046051701855,-0.499999999862,-71.1884402909,-71.3804188615,-0.1919785706,-1.28860347604e-13,1.11816984281,1.12420885975,0.0053862726518,0.226257354303,1.58518123709,1.58819943688,0.00116681927066,0.0778796945417,0.386820074993,0.386368989094,-0.000451085899,-0.731080366752,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,24,24,25,contraction,contraction,terminal_approach,no,-0.994,-0.99375,-0.993875,0.000250000000009,toward_positive_route,1.56081512422,1.62381269827,1.59231391124,0.89536476555,0.891250938134,0.893305483734,-0.00460517018616,-0.499999999898,-71.3804188615,-71.5745427865,-0.194123925,-1.30300357876e-13,1.12420885975,1.13033190003,0.00543175394627,0.227732771339,1.58819943688,1.59125962401,0.00118166296909,0.0787923782351,0.386368989094,0.385912700809,-0.000456288285,-0.733328823404,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,25,25,26,contraction,contraction,terminal_approach,no,-0.99375,-0.9935,-0.993625,0.000250000000013,toward_positive_route,1.62381269827,1.68663869528,1.65522569678,0.891250938134,0.887156012038,0.889201117858,-0.00460517018623,-0.499999999902,-71.5745427865,-71.7708315715,-0.196288785,-1.31753460747e-13,1.13033190003,1.13654013276,0.00547736983966,0.22920691374,1.59125962401,1.59436238259,0.00119667763918,0.0797137381557,0.385912700809,0.385451163921,-0.000461536888,-0.735559472088,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,26,26,27,contraction,contraction,terminal_approach,no,-0.9935,-0.99325,-0.993375,0.000249999999976,toward_positive_route,1.68663869528,1.74929215152,1.7179654234,0.887156012038,0.883079900419,0.885115609831,-0.00460517018554,-0.499999999865,-71.7708315715,-71.9693048273,-0.1984732558,-1.3321972683e-13,1.13654013276,1.14283474332,0.00552311655917,0.230679642705,1.59436238259,1.59750830483,0.00121186478417,0.0806438088145,0.385451163921,0.384984332153,-0.000466831768,-0.737772292027,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,27,27,28,contraction,contraction,terminal_approach,no,-0.99325,-0.993,-0.993125,0.00025000000002,toward_positive_route,1.74929215152,1.8117721097,1.78053213061,0.883079900419,0.879022516831,0.881048873008,-0.00460517018635,-0.499999999909,-71.9693048273,-72.16998227,-0.2006774427,-1.34699226803e-13,1.14283474332,1.14921693359,0.00556899028837,0.232150820064,1.59750830483,1.60069799122,0.00122722593474,0.081582625292,0.384984332153,0.384512159188,-0.000472172965,-0.739967261901,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,28,28,29,contraction,contraction,terminal_approach,no,-0.993,-0.99275,-0.992875,0.000250000000034,toward_positive_route,1.8117721097,1.87407761928,1.84292486449,0.879022516831,0.874983775227,0.877000821143,-0.00460517018662,-0.499999999923,-72.16998227,-72.3728837201,-0.2029014501,-1.36192030744e-13,1.14921693359,1.15568792215,0.00561498713959,0.233620307416,1.60069799122,1.60393205056,0.00124276259034,0.0825302196346,0.384512159188,0.384034598669,-0.000477560519,-0.742144368258,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,29,29,30,contraction,contraction,terminal_approach,no,-0.99275,-0.9925,-0.992625,0.000249999999978,toward_positive_route,1.87407761928,1.93620773656,1.90514267792,0.874983775227,0.870963589956,0.872971368388,-0.00460517018558,-0.499999999867,-72.3728837201,-72.578029103,-0.2051453829,-1.37698209062e-13,1.15568792215,1.16224894456,0.00566110322207,0.235087968317,1.60393205056,1.60721110015,0.00125847627975,0.0834866245542,0.384034598669,0.383551604218,-0.000482994451,-0.74430359772,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,30,30,31,contraction,contraction,terminal_approach,no,-0.9925,-0.99225,-0.992375,0.000250000000009,toward_positive_route,1.93620773656,1.99816152495,1.96718463075,0.870963589956,0.866961875758,0.868960429286,-0.00460517018615,-0.499999999898,-72.578029103,-72.7854384483,-0.2074093453,-1.39217831699e-13,1.16224894456,1.16890125356,0.0057073345706,0.236553666012,1.60721110015,1.61053576587,0.0012743685178,0.084451870774,0.383551604218,0.383063129444,-0.000488474774,-0.746444941577,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,31,31,32,contraction,contraction,terminal_approach,no,-0.99225,-0.992,-0.992125,0.000249999999985,toward_positive_route,1.99816152495,2.05993805517,2.02904979006,0.866961875758,0.862978547767,0.864967918776,-0.0046051701857,-0.499999999874,-72.7854384483,-72.9951318896,-0.2096934413,-1.40750968464e-13,1.16890125356,1.17564611933,0.00575367719609,0.238017265054,1.61053576587,1.61390668229,0.00129044081593,0.0854259876714,0.383063129444,0.382569127955,-0.000494001489,-0.748568394207,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,32,32,33,contraction,contraction,terminal_approach,no,-0.992,-0.99175,-0.991875,0.000250000000027,toward_positive_route,2.05993805517,2.12153640539,2.09073723028,0.862978547767,0.859013521505,0.860993752184,-0.00460517018648,-0.499999999916,-72.9951318896,-73.2071296646,-0.211997775,-1.42297689229e-13,1.17564611933,1.18248482973,0.00580012706651,0.239478630709,1.61390668229,1.61732449283,0.00130669470031,0.0864090043678,0.382569127955,0.38206955337,-0.000499574585,-0.750673953152,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,33,33,34,contraction,contraction,terminal_approach,no,-0.99175,-0.9915,-0.991625,0.000249999999955,toward_positive_route,2.12153640539,2.18295566149,2.15224603344,0.859013521505,0.855066712885,0.85703784523,-0.00460517018516,-0.499999999844,-73.2071296646,-73.4214521145,-0.2143224499,-1.43858063466e-13,1.18248482973,1.18941869053,0.00584668009709,0.240937628652,1.61732449283,1.62078984985,0.00132313168398,0.0874009480334,0.38206955337,0.381564359331,-0.000505194039,-0.752761619169,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,34,34,35,contraction,contraction,terminal_approach,no,-0.9915,-0.99125,-0.991375,0.000250000000044,toward_positive_route,2.18295566149,2.24419491721,2.21357528935,0.855066712885,0.851138038202,0.853100114018,-0.0046051701868,-0.499999999933,-73.4214521145,-73.638119684,-0.2166675695,-1.45432160647e-13,1.18941869053,1.19644902566,0.00589333216594,0.242394125473,1.62078984985,1.62430341479,0.00133975328494,0.0884018449779,0.381564359331,0.381053499517,-0.000510859814,-0.754831395561,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,35,35,36,contraction,contraction,terminal_approach,no,-0.99125,-0.991,-0.991125,0.00024999999995,toward_positive_route,2.24419491721,2.30525327437,2.27472409579,0.851138038202,0.847227414141,0.849180475036,-0.00460517018507,-0.499999999839,-73.638119684,-73.8571529212,-0.2190332372,-1.47020050177e-13,1.19644902566,1.2035771775,0.00594007914586,0.243847989665,1.62430341479,1.62786585828,0.00135656101359,0.089411719889,0.381053499517,0.380536927655,-0.000516571862,-0.756883289336,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,36,36,37,contraction,contraction,terminal_approach,no,-0.991,-0.99075,-0.990875,0.000250000000044,toward_positive_route,2.30525327437,2.36612984307,2.33569155872,0.847227414141,0.843334757764,0.84527884516,-0.00460517018679,-0.499999999933,-73.8571529212,-74.078572477,-0.2214195558,-1.48621801056e-13,1.2035771775,1.21080450709,0.0059869168356,0.245299089482,1.62786585828,1.63147786031,0.00137355639454,0.0904305971352,0.380536927655,0.380014597533,-0.000522330122,-0.758917310507,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,37,37,38,contraction,contraction,terminal_approach,no,-0.99075,-0.9905,-0.990625,0.000250000000008,toward_positive_route,2.36612984307,2.42682374183,2.39647679245,0.843334757764,0.839459986519,0.841395141645,-0.00460517018614,-0.499999999897,-74.078572477,-74.3023991054,-0.2238266284,-1.50237482488e-13,1.21080450709,1.21813239441,0.00603384101728,0.246747294735,1.63147786031,1.63514011028,0.00139074091978,0.091458497955,0.380014597533,0.379486463015,-0.000528134518,-0.760933471447,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,38,38,39,contraction,contraction,terminal_approach,no,-0.9905,-0.99025,-0.990375,0.00024999999999,toward_positive_route,2.42682374183,2.48733409783,2.45707891983,0.839459986519,0.835603018231,0.837529282127,-0.00460517018581,-0.49999999988,-74.3023991054,-74.528653663,-0.2262545576,-1.51867163341e-13,1.21813239441,1.22556223865,0.0060808474461,0.248192476465,1.63514011028,1.63885330723,0.00140811611604,0.0924954444883,0.379486463015,0.378952478056,-0.000533984959,-0.762931786983,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,39,39,40,contraction,contraction,terminal_approach,no,-0.99025,-0.99,-0.990125,0.000249999999962,toward_positive_route,2.48733409783,2.54766004709,2.51749707246,0.835603018231,0.831763771103,0.83368118462,-0.0046051701853,-0.499999999852,-74.528653663,-74.7573571087,-0.2287034457,-1.53510912281e-13,1.22556223865,1.23309545847,0.0061279318406,0.24963450664,1.63885330723,1.64261815989,0.0014256834752,0.0935414556096,0.378952478056,0.378412596711,-0.000539881345,-0.764912276475,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,40,40,41,contraction,contraction,terminal_approach,no,-0.99,-0.98975,-0.989875,0.000250000000043,toward_positive_route,2.54766004709,2.60780073464,2.57773039086,0.831763771103,0.827942163712,0.829850767514,-0.00460517018679,-0.499999999933,-74.7573571087,-74.9885305039,-0.2311733952,-1.55168798107e-13,1.23309545847,1.24073349226,0.00617508988137,0.251073258118,1.64261815989,1.64643538687,0.00144344450629,0.0945965500329,0.378412596711,0.377866773155,-0.000545823556,-0.766874960115,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,41,41,42,contraction,contraction,terminal_approach,no,-0.98975,-0.9895,-0.989625,0.000249999999978,toward_positive_route,2.60780073464,2.66775531469,2.63777802466,0.827942163712,0.824138115013,0.826037949577,-0.00460517018559,-0.499999999867,-74.9885305039,-75.2221950123,-0.2336645084,-1.56840889486e-13,1.24073349226,1.24847779844,0.00622231724195,0.252508605584,1.64643538687,1.65030571677,0.00146140070398,0.0956607444274,0.377866773155,0.377314961694,-0.000551811461,-0.768819862026,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,42,42,43,contraction,contraction,terminal_approach,no,-0.9895,-0.98925,-0.989375,0.000249999999988,toward_positive_route,2.66775531469,2.72752295085,2.69763913277,0.824138115013,0.82035154433,0.822242649947,-0.00460517018576,-0.499999999877,-75.2221950123,-75.4583718993,-0.236176887,-1.58527254681e-13,1.24847779844,1.25632985572,0.00626960955478,0.253940424503,1.65030571677,1.65422988832,0.00147955355869,0.0967340540255,0.377314961694,0.376757116783,-0.000557844911,-0.770747007985,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,43,43,44,contraction,contraction,terminal_approach,no,-0.98925,-0.989,-0.989125,0.000249999999985,toward_positive_route,2.72752295085,2.78710281628,2.75731288357,0.82035154433,0.816582371359,0.818464788135,-0.00460517018571,-0.499999999874,-75.4583718993,-75.6970825322,-0.2387106329,-1.60227962091e-13,1.25632985572,1.26429116337,0.00631696241815,0.255368591332,1.65422988832,1.65820865053,0.00149790455921,0.0978164927705,0.376757116783,0.376193193037,-0.000563923746,-0.772656427721,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,44,44,45,contraction,contraction,terminal_approach,no,-0.989,-0.98875,-0.988875,0.000250000000034,toward_positive_route,2.78710281628,2.8464940939,2.81679845509,0.816582371359,0.812830516164,0.814704284021,-0.00460517018661,-0.499999999923,-75.6970825322,-75.9383483803,-0.2412658481,-1.61943080178e-13,1.26429116337,1.27236324156,0.0063643714501,0.256792985134,1.65820865053,1.66224276284,0.00151645519136,0.0989080732399,0.376193193037,0.375623145252,-0.000570047785,-0.774548151779,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,45,45,46,contraction,contraction,terminal_approach,no,-0.98875,-0.9885,-0.988625,0.000250000000019,toward_positive_route,2.8464940939,2.9056959765,2.8760950352,0.812830516164,0.809095899178,0.810961057854,-0.00460517018634,-0.499999999908,-75.9383483803,-76.1821910141,-0.2438426338,-1.63672676872e-13,1.27236324156,1.28054763157,0.00641183218385,0.258213484419,1.66224276284,1.66633299524,0.00153520692547,0.100008805908,0.375623145252,0.375046928417,-0.000576216835,-0.776422214406,margin_decreasing,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,46,46,47,contraction,contraction,terminal_approach,no,-0.9885,-0.98825,-0.988375,0.000249999999979,toward_positive_route,2.9056959765,2.96470766699,2.93520182175,0.809095899178,0.805378441199,0.807235030249,-0.0046051701856,-0.499999999868,-76.1821910141,-76.4286321057,-0.2464410916,-1.65416820368e-13,1.28054763157,1.28884589615,0.00645934018505,0.259629970658,1.66633299524,1.67048012844,0.00155416123392,0.101118700181,0.375046928417,0.374464497732,-0.000582430685,-0.778278651708,margin_decreasing,0,0,0,0,0,0,no,no
