profile_phase,dataset_id,dataset_name,route_phase,profile_bin_index,profile_bin_label,n_intervals,route_coordinate_min,route_coordinate_max,route_coordinate_mid_mean,fraction_margin_decreasing,fraction_margin_increasing,fraction_crossing_surface,mean_signed_route_step,mean_abs_signed_route_step,mean_signed_delta_ln_a,mean_abs_signed_delta_ln_a,mean_normalized_signed_delta_ln_a,mean_abs_normalized_signed_delta_ln_a,mean_signed_H_flow,mean_abs_signed_H_flow,mean_normalized_signed_H_flow,mean_abs_normalized_signed_H_flow,mean_signed_density_flow,mean_abs_signed_density_flow,mean_normalized_signed_density_flow,mean_abs_normalized_signed_density_flow,mean_signed_curvature_flow,mean_abs_signed_curvature_flow,mean_normalized_signed_curvature_flow,mean_abs_normalized_signed_curvature_flow,mean_signed_margin_flow,mean_abs_signed_margin_flow,mean_normalized_signed_margin_flow,mean_abs_normalized_signed_margin_flow,mean_rho_over_rho_c_mid,mean_abs_rho_over_rho_c_mid,mean_x_bounce_distance_mid,mean_abs_x_bounce_distance_mid
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,10,"(-0.8, -0.78]",80,-0.8,-0.78,-0.79,1.0,0.0,0.0,0.0002499999999999125,0.0002499999999999125,-0.0046051701859855,0.0046051701859855,-0.49999999988905,0.49999999988905,-88.67843924087501,88.67843924087501,-5.952296899158501e-11,5.952296899158501e-11,0.013879010880383753,0.013879010880383753,0.42970808401207494,0.42970808401207494,0.013813523423895002,0.013813523423895002,0.4999640387454624,0.4999640387454624,-4.1578750236625004e-07,4.1578750236625004e-07,-0.0024989596477619997,0.0024989596477619997,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,11,"(-0.78, -0.76]",80,-0.78,-0.76,-0.77,1.0,0.0,0.0,0.00024999999999875003,0.00024999999999875003,-0.004605170185965875,0.004605170185965875,-0.4999999998879875,0.4999999998879875,-154.90424857500003,154.90424857500003,-1.0397522625681377e-10,1.0397522625681377e-10,0.013907042349131251,0.013907042349131251,0.43020257627162495,0.43020257627162495,0.0138148524863975,0.0138148524863975,0.4999880914658375,0.4999880914658375,-1.3713936036787502e-07,1.3713936036787502e-07,-0.0008257538865567751,0.0008257538865567751,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,12,"(-0.76, -0.74]",80,-0.76,-0.74,-0.75,1.0,0.0,0.0,0.0002500000000011875,0.0002500000000011875,-0.004605170186010375,0.004605170186010375,-0.4999999998904,0.4999999998904,-271.1865298625,271.1865298625,-1.8202651675076248e-10,1.8202651675076248e-10,0.013946743141746251,0.013946743141746251,0.43090144219341253,0.43090144219341253,0.013815292642341251,0.013815292642341251,0.49999605663080005,0.49999605663080005,-4.5150457781125003e-08,4.5150457781125003e-08,-0.0002720291398386875,0.0002720291398386875,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,13,"(-0.74, -0.72]",80,-0.74,-0.72,-0.7300000000000001,1.0,0.0,0.0,0.0002500000000005,0.0002500000000005,-0.0046051701859965,0.0046051701859965,-0.4999999998896625,0.4999999998896625,-476.2370764224999,476.2370764224999,-3.196610694509e-10,3.196610694509e-10,0.0140028303933425,0.0140028303933425,0.43188582047756247,0.43188582047756247,0.0138154383985175,0.0138154383985175,0.4999986942071999,0.4999986942071999,-1.48269328643125e-08,1.48269328643125e-08,-8.934946048235625e-05,8.934946048235625e-05,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,14,"(-0.72, -0.7]",80,-0.72,-0.7,-0.7100000000000001,1.0,0.0,0.0,0.0002500000000006875,0.0002500000000006875,-0.0046051701860001255,0.0046051701860001255,-0.4999999998898749,0.4999999998898749,-839.9508233500001,839.9508233500001,-5.637939415128625e-10,5.637939415128625e-10,0.01408141415195,0.01408141415195,0.43325926900745,0.43325926900745,0.01381548666361625,0.01381548666361625,0.49999956759665,0.49999956759665,-4.851315553875e-09,4.851315553875e-09,-2.923673604888625e-05,2.923673604888625e-05,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,15,"(-0.7, -0.68]",80,-0.7,-0.68,-0.6900000000000001,1.0,0.0,0.0,0.000249999999998625,0.000249999999998625,-0.004605170185964,0.004605170185964,-0.49999999988788746,0.49999999988788746,-1490.2052595375,1490.2052595375,-1.0002593880554626e-09,1.0002593880554626e-09,0.0141901324620825,0.0141901324620825,0.435148402790725,0.435148402790725,0.013815502645805,0.013815502645805,0.49999985680422504,0.49999985680422504,-1.5791429939625e-09,1.5791429939625e-09,-9.517004105287e-06,9.517004105287e-06,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,16,"(-0.68, -0.66]",80,-0.68,-0.66,-0.67,1.0,0.0,0.0,0.00025000000000165005,0.00025000000000165005,-0.0046051701860175005,0.0046051701860175005,-0.4999999998907875,0.4999999998907875,-2664.7594088625,2664.7594088625,-1.7886466286442503e-09,1.7886466286442503e-09,0.014337901979137502,0.014337901979137502,0.43769588804952503,0.43769588804952503,0.01381550793798125,0.01381550793798125,0.4999999525695625,0.4999999525695625,-5.1028864711625e-10,5.1028864711625e-10,-3.0753729485836247e-06,3.0753729485836247e-06,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,17,"(-0.66, -0.64]",80,-0.66,-0.64,-0.65,1.0,0.0,0.0,0.0002499999999969625,0.0002499999999969625,-0.00460517018593275,0.00460517018593275,-0.4999999998861625,0.4999999998861625,-4813.9123732749995,4813.9123732749995,-3.23120657557575e-09,3.23120657557575e-09,0.0145339861285775,0.0145339861285775,0.4410408910289251,0.4410408910289251,0.01381550969042875,0.01381550969042875,0.49999998428115006,0.49999998428115006,-1.6323020175e-10,1.6323020175e-10,-9.837469613632376e-07,9.837469613632376e-07,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,18,"(-0.64, -0.62]",80,-0.64,-0.62,-0.63,1.0,0.0,0.0,0.00025000000000181247,0.00025000000000181247,-0.004605170186021125,0.004605170186021125,-0.49999999989099997,0.49999999989099997,-8807.4395051625,8807.4395051625,-5.9117520547928745e-09,5.9117520547928745e-09,0.014786067992529999,0.014786067992529999,0.4452830258237874,0.4452830258237874,0.01381551027070875,0.01381551027070875,0.4999999947817625,0.4999999947817625,-5.1494867251375e-11,5.1494867251375e-11,-3.1034671503274996e-07,3.1034671503274996e-07,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,19,"(-0.62, -0.6]",80,-0.62,-0.6,-0.61,1.0,0.0,0.0,0.00025000000000035004,0.00025000000000035004,-0.0046051701859935,0.0046051701859935,-0.4999999998894625,0.4999999998894625,-16357.885567875,16357.885567875,-1.0979781700946251e-08,1.0979781700946251e-08,0.0150972891046675,0.0150972891046675,0.4504324168387376,0.4504324168387376,0.013815510462820002,0.013815510462820002,0.49999999825808744,0.49999999825808744,-1.59490718178875e-11,1.59490718178875e-11,-9.612109878149751e-08,9.612109878149751e-08,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,20,"(-0.6, -0.58]",80,-0.6,-0.58,-0.5900000000000001,1.0,0.0,0.0,0.0002500000000001001,0.0002500000000001001,-0.0046051701859885,0.0046051701859885,-0.49999999988926247,0.49999999988926247,-30894.709985750007,30894.709985750007,-2.073722587920875e-08,2.073722587920875e-08,0.01546292795084,0.01546292795084,0.4563616807383375,0.4563616807383375,0.013815510526483752,0.013815510526483752,0.4999999994101875,0.4999999994101875,-4.825094064650001e-12,4.825094064650001e-12,-2.9079646959285005e-08,2.9079646959285005e-08,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,21,"(-0.58, -0.56]",80,-0.58,-0.56,-0.5700000000000001,1.0,0.0,0.0,0.0002500000000001125,0.0002500000000001125,-0.00460517018599175,0.00460517018599175,-0.49999999988945004,0.49999999988945004,-59378.43629437501,59378.43629437501,-3.9856144366347496e-08,3.9856144366347496e-08,0.01586832797005875,0.01586832797005875,0.4627885584412249,0.4627885584412249,0.01381551054750875,0.01381551054750875,0.49999999979057497,0.49999999979057497,-1.41872897147625e-12,1.41872897147625e-12,-8.550328348917375e-09,8.550328348917375e-09,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,22,"(-0.56, -0.54]",80,-0.56,-0.54,-0.55,1.0,0.0,0.0,0.00025000000000087506,0.00025000000000087506,-0.00460517018600375,0.00460517018600375,-0.49999999989,0.49999999989,-116073.107005,116073.107005,-7.791088171864375e-08,7.791088171864375e-08,0.01628998126080375,0.01628998126080375,0.4693146851530125,0.4693146851530125,0.013815510554532501,0.013815510554532501,0.49999999991761257,0.49999999991761257,-4.0380389009125e-13,4.0380389009125e-13,-2.433626113212625e-09,2.433626113212625e-09,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,23,"(-0.54, -0.52]",80,-0.54,-0.52,-0.53,1.0,0.0,0.0,0.00024999999999676247,0.00024999999999676247,-0.00460517018592825,0.00460517018592825,-0.49999999988599997,0.49999999988599997,-230397.24083249999,230397.24083249999,-1.5464780092228747e-07,1.5464780092228747e-07,0.01670038207892125,0.01670038207892125,0.47551695299541247,0.47551695299541247,0.01381551055679375,0.01381551055679375,0.4999999999585249,0.4999999999585249,-1.1101951168550002e-13,1.1101951168550002e-13,-6.69087123432925e-10,6.69087123432925e-10,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,24,"(-0.52, -0.5]",80,-0.52,-0.5,-0.51,1.0,0.0,0.0,0.00025000000000191254,0.00025000000000191254,-0.004605170186023875,0.004605170186023875,-0.49999999989107496,0.49999999989107496,-463274.00723374996,463274.00723374996,-3.1095986441514997e-07,3.1095986441514997e-07,0.017074815749177498,0.017074815749177498,0.4810510516715375,0.4810510516715375,0.013815510557556249,0.013815510557556249,0.4999999999724499,0.4999999999724499,-2.9492770100287504e-14,2.9492770100287504e-14,-1.7774562705153e-10,1.7774562705153e-10,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,25,"(-0.5, -0.48]",80,-0.5,-0.48,-0.48999999999999994,1.0,0.0,0.0,0.00024999999999997496,0.00024999999999997496,-0.004605170185986875,0.004605170185986875,-0.49999999988913746,0.49999999988913746,-941209.1891462499,941209.1891462499,-6.317604254534499e-07,6.317604254534499e-07,0.0173967823710525,0.0173967823710525,0.4857173732259749,0.4857173732259749,0.01381551055788125,0.01381551055788125,0.49999999997826255,0.49999999997826255,-7.5900015512125e-15,7.5900015512125e-15,-4.574306111832e-11,4.574306111832e-11,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,26,"(-0.48, -0.46]",80,-0.48,-0.46,-0.47000000000000003,0.9,0.0,0.0,0.000249999999999625,0.000249999999999625,-0.0046051701859795,0.0046051701859795,-0.499999999888725,0.499999999888725,-1927371.5750999998,1927371.5750999998,-1.293693537225825e-06,1.293693537225825e-06,0.01765980106743,0.01765980106743,0.48946754376848745,0.48946754376848745,0.01381551055794375,0.01381551055794375,0.4999999999794875,0.4999999999794875,-1.90019391539e-15,1.90019391539e-15,-1.1451998504253626e-11,1.1451998504253626e-11,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,27,"(-0.46, -0.44]",80,-0.46,-0.44,-0.45,0.0,0.0,0.0,0.00024999999999967496,0.00024999999999967496,-0.004605170185982125,0.004605170185982125,-0.499999999888925,0.499999999888925,-3969935.671925001,3969935.671925001,-2.6647029755209998e-06,2.6647029755209998e-06,0.01786579370462875,0.01786579370462875,0.49236657487813745,0.49236657487813745,0.01381551055791875,0.01381551055791875,0.499999999978875,0.499999999978875,-4.650631553737499e-16,4.650631553737499e-16,-2.8028205524932503e-12,2.8028205524932503e-12,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,28,"(-0.44, -0.42]",80,-0.44,-0.42,-0.43000000000000005,0.0,0.0,0.0,0.00025000000000016253,0.00025000000000016253,-0.0046051701859915,0.0046051701859915,-0.49999999988935,0.49999999988935,-8211781.459650001,8211781.459650001,-5.511901259984875e-06,5.511901259984875e-06,0.018021849100965,0.018021849100965,0.4945409004076501,0.4945409004076501,0.013815510557963751,0.013815510557963751,0.49999999997975,0.49999999997975,-1.11810894344625e-16,1.11810894344625e-16,-6.738565913927376e-13,6.738565913927376e-13,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,29,"(-0.42, -0.4]",80,-0.42,-0.4,-0.41,0.0,0.0,0.0,0.0002500000000011625,0.0002500000000011625,-0.004605170186008875,0.004605170186008875,-0.49999999989035004,0.49999999989035004,-17037217.17575,17037217.17575,-1.1435627980283874e-05,1.1435627980283874e-05,0.0181371153904025,0.0181371153904025,0.4961349171264501,0.4961349171264501,0.013815510557961253,0.013815510557961253,0.4999999999796875,0.4999999999796875,-2.65200353529125e-17,2.65200353529125e-17,-1.5982969040087498e-13,1.5982969040087498e-13,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,30,"(-0.4, -0.38]",80,-0.4,-0.38,-0.39,0.0,0.0,0.0,0.00025000000000152504,0.00025000000000152504,-0.004605170186016001,0.004605170186016001,-0.49999999989066246,0.49999999989066246,-35422695.632,35422695.632,-2.377592206598375e-05,2.377592206598375e-05,0.0182206676331425,0.0182206676331425,0.49728404372810003,0.49728404372810003,0.013815510557944999,0.013815510557944999,0.49999999997933753,0.49999999997933753,-6.2274577403625e-18,6.2274577403625e-18,-3.753134674902e-14,3.753134674902e-14,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,31,"(-0.38, -0.36]",80,-0.38,-0.36,-0.37,0.0,0.0,0.0,0.000249999999998175,0.000249999999998175,-0.004605170185954875,0.004605170185954875,-0.4999999998873875,0.4999999998873875,-73758166.642375,73758166.642375,-4.950558545843125e-05,4.950558545843125e-05,0.01828040835824875,0.01828040835824875,0.4981024457185875,0.4981024457185875,0.013815510557962502,0.013815510557962502,0.49999999997969996,0.49999999997969996,-1.4517363788125e-18,1.4517363788125e-18,-8.749255907149625e-15,8.749255907149625e-15,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,32,"(-0.36, -0.34]",80,-0.36,-0.34,-0.35,0.0,0.0,0.0,0.00024999999999958747,0.00024999999999958747,-0.004605170185979749,0.004605170185979749,-0.4999999998887625,0.4999999998887625,-153740712.9175,153740712.9175,-0.000103183112187095,0.000103183112187095,0.018322706455315002,0.018322706455315002,0.49868027285075006,0.49868027285075006,0.013815510557985,0.013815510557985,0.4999999999799375,0.4999999999799375,-3.3666926308475e-19,3.3666926308475e-19,-2.0290223361414e-15,2.0290223361414e-15,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,33,"(-0.34, -0.32]",80,-0.34,-0.32,-0.32999999999999996,0.0,0.0,0.0,0.0002500000000005,0.0002500000000005,-0.0046051701859969995,0.0046051701859969995,-0.4999999998897125,0.4999999998897125,-320686647.02875006,320686647.02875006,-0.00021520372039787505,0.00021520372039787505,0.018352446870855,0.018352446870855,0.4990857478071001,0.4990857478071001,0.013815510557953747,0.013815510557953747,0.49999999997955,0.49999999997955,-7.7788815925625e-20,7.7788815925625e-20,-4.688139438952501e-16,4.688139438952501e-16,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,34,"(-0.32, -0.3]",80,-0.32,-0.3,-0.31,0.0,0.0,0.0,0.0002499999999997,0.0002499999999997,-0.004605170185982125,0.004605170185982125,-0.499999999888875,0.499999999888875,-669253025.9075,669253025.9075,-0.000449007011761075,0.000449007011761075,0.018373255507337503,0.018373255507337503,0.499369054854225,0.499369054854225,0.0138155105579725,0.0138155105579725,0.49999999997983746,0.49999999997983746,-1.7926849858225e-20,1.7926849858225e-20,-1.0804068790157877e-16,1.0804068790157877e-16,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,35,"(-0.3, -0.28]",80,-0.3,-0.28,-0.29,0.0,0.0,0.0,0.00024999999999992503,0.00024999999999992503,-0.004605170185985249,0.004605170185985249,-0.49999999988902494,0.49999999988902494,-1397174472.875,1397174472.875,-0.0009368971058928124,0.0009368971058928124,0.01838776487617625,0.01838776487617625,0.499566406579025,0.499566406579025,0.013815510557955001,0.013815510557955001,0.4999999999795751,0.4999999999795751,-4.1238430747275e-21,4.1238430747275e-21,-2.4853381721562503e-17,2.4853381721562503e-17,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,36,"(-0.28, -0.26]",80,-0.28,-0.26,-0.27,0.0,0.0,0.0,0.0002499999999987875,0.0002499999999987875,-0.004605170185966,0.004605170185966,-0.49999999988798755,0.49999999988798755,-2917530919.6375,2917530919.6375,-0.00195431438351775,0.00195431438351775,0.018397857695185,0.018397857695185,0.4997035931016125,0.4997035931016125,0.013815510557967498,0.013815510557967498,0.49999999997977496,0.49999999997977496,-9.4743680165625e-22,9.4743680165625e-22,-5.7099671500435e-18,5.7099671500435e-18,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,37,"(-0.26, -0.24]",80,-0.26,-0.24,-0.25,0.0,0.0,0.0,0.0002500000000011875,0.0002500000000011875,-0.00460517018601025,0.00460517018601025,-0.49999999989034993,0.49999999989034993,-6093301816.25,6093301816.25,-0.004072561975596,0.004072561975596,0.0184048666291975,0.0184048666291975,0.4997988172253125,0.4997988172253125,0.013815510557963751,0.013815510557963751,0.499999999979725,0.499999999979725,-2.17478191612125e-22,2.17478191612125e-22,-1.3106872435025377e-18,1.3106872435025377e-18,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,38,"(-0.24, -0.22]",80,-0.24,-0.22,-0.22999999999999998,0.0,0.0,0.0,0.0002500000000004625,0.0002500000000004625,-0.0046051701859965,0.0046051701859965,-0.4999999998896375,0.4999999998896375,-12727410157.775,12727410157.775,-0.008467375325230375,0.008467375325230375,0.01840972832913375,0.01840972832913375,0.4998648472734001,0.4998648472734001,0.01381551055797375,0.01381551055797375,0.49999999997969996,0.49999999997969996,-4.989021965749999e-23,4.989021965749999e-23,-3.006760079983875e-19,3.006760079983875e-19,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,39,"(-0.22, -0.2]",80,-0.22,-0.2,-0.21000000000000002,0.0,0.0,0.0,0.0002500000000007375,0.0002500000000007375,-0.004605170185999625,0.004605170185999625,-0.49999999988985006,0.49999999988985006,-26586556308.125,26586556308.125,-0.01751909676733875,0.01751909676733875,0.01841309790413375,0.01841309790413375,0.49991060141835,0.49991060141835,0.0138155105579725,0.0138155105579725,0.49999999997992506,0.49999999997992506,-1.1440124862500001e-23,1.1440124862500001e-23,-6.8946801562965e-20,6.8946801562965e-20,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,40,"(-0.2, -0.18]",80,-0.2,-0.18,-0.19,0.0,0.0,0.0,0.00024999999999865,0.00024999999999865,-0.004605170185964,0.004605170185964,-0.4999999998879,0.4999999998879,-55540290874.875,55540290874.875,-0.035884345318355,0.035884345318355,0.018415432007202498,0.018415432007202498,0.499942290331275,0.499942290331275,0.01381551055796125,0.01381551055796125,0.49999999997956246,0.49999999997956246,-2.62251713148625e-24,2.62251713148625e-24,-1.5805261781081377e-20,1.5805261781081377e-20,0.0,0.0,0.0,0.0
A_terminal_approach,A,Classical Friedmann contraction,terminal_approach,41,"(-0.18, -0.16]",80,-0.18,-0.16,-0.16999999999999998,0.0,0.0,0.0,0.000250000000001675,0.000250000000001675,-0.0046051701860175005,0.0046051701860175005,-0.4999999998907875,0.4999999998907875,-116030143673.875,116030143673.875,-0.07203835580913626,0.07203835580913626,0.0184170482150775,0.0184170482150775,0.4999642303722999,0.4999642303722999,0.013815510557951249,0.013815510557951249,0.49999999997956246,0.49999999997956246,-6.010593922562501e-25,6.010593922562501e-25,-3.62243621844525e-21,3.62243621844525e-21,0.0,0.0,0.0,0.0
