dataset_id,dataset_name,interval_index,sample_index_left,sample_index_right,branch_left,branch_right,route_phase,crosses_turning_surface,time_left,time_right,time_mid,scale_factor_left,scale_factor_right,scale_factor_mid,signed_delta_ln_a,H_signed_left,H_signed_right,signed_H_flow,density_left,density_right,signed_density_flow,curvature_left,curvature_right,signed_curvature_flow,margin_left,margin_right,signed_margin_flow,margin_flow_direction,distance_to_surface_left,distance_to_surface_right,distance_to_surface_mid,signed_surface_approach,surface_relation,rho_over_rho_c_left,rho_over_rho_c_right,rho_over_rho_c_mid,x_bounce_distance_left,x_bounce_distance_right,x_bounce_distance_mid,is_exact_bounce_left,is_exact_bounce_right
A,Classical Friedmann contraction,29,29,30,contraction,contraction,terminal_approach,no,1.87407761928,1.93620773656,1.90514267792,0.874983775227,0.870963589956,0.872971368388,-0.00460517018558,-72.3728837201,-72.578029103,-0.2051453829,1.15568792215,1.16224894456,0.00566110322207,1.60393205056,1.60721110015,0.00125847627975,0.384034598669,0.383551604218,-0.000482994451,margin_decreasing,18.2871308086,18.2825256384,18.2848282235,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,30,30,31,contraction,contraction,terminal_approach,no,1.93620773656,1.99816152495,1.96718463075,0.870963589956,0.866961875758,0.868960429286,-0.00460517018615,-72.578029103,-72.7854384483,-0.2074093453,1.16224894456,1.16890125356,0.0057073345706,1.60721110015,1.61053576587,0.0012743685178,0.383551604218,0.383063129444,-0.000488474774,margin_decreasing,18.2825256384,18.2779204682,18.2802230533,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,31,31,32,contraction,contraction,terminal_approach,no,1.99816152495,2.05993805517,2.02904979006,0.866961875758,0.862978547767,0.864967918776,-0.0046051701857,-72.7854384483,-72.9951318896,-0.2096934413,1.16890125356,1.17564611933,0.00575367719609,1.61053576587,1.61390668229,0.00129044081593,0.383063129444,0.382569127955,-0.000494001489,margin_decreasing,18.2779204682,18.273315298,18.2756178831,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,32,32,33,contraction,contraction,terminal_approach,no,2.05993805517,2.12153640539,2.09073723028,0.862978547767,0.859013521505,0.860993752184,-0.00460517018648,-72.9951318896,-73.2071296646,-0.211997775,1.17564611933,1.18248482973,0.00580012706651,1.61390668229,1.61732449283,0.00130669470031,0.382569127955,0.38206955337,-0.000499574585,margin_decreasing,18.273315298,18.2687101278,18.2710127129,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,33,33,34,contraction,contraction,terminal_approach,no,2.12153640539,2.18295566149,2.15224603344,0.859013521505,0.855066712885,0.85703784523,-0.00460517018516,-73.2071296646,-73.4214521145,-0.2143224499,1.18248482973,1.18941869053,0.00584668009709,1.61732449283,1.62078984985,0.00132313168398,0.38206955337,0.381564359331,-0.000505194039,margin_decreasing,18.2687101278,18.2641049576,18.2664075427,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,34,34,35,contraction,contraction,terminal_approach,no,2.18295566149,2.24419491721,2.21357528935,0.855066712885,0.851138038202,0.853100114018,-0.0046051701868,-73.4214521145,-73.638119684,-0.2166675695,1.18941869053,1.19644902566,0.00589333216594,1.62078984985,1.62430341479,0.00133975328494,0.381564359331,0.381053499517,-0.000510859814,margin_decreasing,18.2641049576,18.2594997874,18.2618023725,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,35,35,36,contraction,contraction,terminal_approach,no,2.24419491721,2.30525327437,2.27472409579,0.851138038202,0.847227414141,0.849180475036,-0.00460517018507,-73.638119684,-73.8571529212,-0.2190332372,1.19644902566,1.2035771775,0.00594007914586,1.62430341479,1.62786585828,0.00135656101359,0.381053499517,0.380536927655,-0.000516571862,margin_decreasing,18.2594997874,18.2548946173,18.2571972023,-0.0046051701,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,36,36,37,contraction,contraction,terminal_approach,no,2.30525327437,2.36612984307,2.33569155872,0.847227414141,0.843334757764,0.84527884516,-0.00460517018679,-73.8571529212,-74.078572477,-0.2214195558,1.2035771775,1.21080450709,0.0059869168356,1.62786585828,1.63147786031,0.00137355639454,0.380536927655,0.380014597533,-0.000522330122,margin_decreasing,18.2548946173,18.2502894471,18.2525920322,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,37,37,38,contraction,contraction,terminal_approach,no,2.36612984307,2.42682374183,2.39647679245,0.843334757764,0.839459986519,0.841395141645,-0.00460517018614,-74.078572477,-74.3023991054,-0.2238266284,1.21080450709,1.21813239441,0.00603384101728,1.63147786031,1.63514011028,0.00139074091978,0.380014597533,0.379486463015,-0.000528134518,margin_decreasing,18.2502894471,18.2456842769,18.247986862,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,38,38,39,contraction,contraction,terminal_approach,no,2.42682374183,2.48733409783,2.45707891983,0.839459986519,0.835603018231,0.837529282127,-0.00460517018581,-74.3023991054,-74.528653663,-0.2262545576,1.21813239441,1.22556223865,0.0060808474461,1.63514011028,1.63885330723,0.00140811611604,0.379486463015,0.378952478056,-0.000533984959,margin_decreasing,18.2456842769,18.2410791067,18.2433816918,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,39,39,40,contraction,contraction,terminal_approach,no,2.48733409783,2.54766004709,2.51749707246,0.835603018231,0.831763771103,0.83368118462,-0.0046051701853,-74.528653663,-74.7573571087,-0.2287034457,1.22556223865,1.23309545847,0.0061279318406,1.63885330723,1.64261815989,0.0014256834752,0.378952478056,0.378412596711,-0.000539881345,margin_decreasing,18.2410791067,18.2364739365,18.2387765216,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,40,40,41,contraction,contraction,terminal_approach,no,2.54766004709,2.60780073464,2.57773039086,0.831763771103,0.827942163712,0.829850767514,-0.00460517018679,-74.7573571087,-74.9885305039,-0.2311733952,1.23309545847,1.24073349226,0.00617508988137,1.64261815989,1.64643538687,0.00144344450629,0.378412596711,0.377866773155,-0.000545823556,margin_decreasing,18.2364739365,18.2318687663,18.2341713514,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,41,41,42,contraction,contraction,terminal_approach,no,2.60780073464,2.66775531469,2.63777802466,0.827942163712,0.824138115013,0.826037949577,-0.00460517018559,-74.9885305039,-75.2221950123,-0.2336645084,1.24073349226,1.24847779844,0.00622231724195,1.64643538687,1.65030571677,0.00146140070398,0.377866773155,0.377314961694,-0.000551811461,margin_decreasing,18.2318687663,18.2272635961,18.2295661812,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,42,42,43,contraction,contraction,terminal_approach,no,2.66775531469,2.72752295085,2.69763913277,0.824138115013,0.82035154433,0.822242649947,-0.00460517018576,-75.2221950123,-75.4583718993,-0.236176887,1.24847779844,1.25632985572,0.00626960955478,1.65030571677,1.65422988832,0.00147955355869,0.377314961694,0.376757116783,-0.000557844911,margin_decreasing,18.2272635961,18.222658426,18.224961011,-0.0046051701,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,43,43,44,contraction,contraction,terminal_approach,no,2.72752295085,2.78710281628,2.75731288357,0.82035154433,0.816582371359,0.818464788135,-0.00460517018571,-75.4583718993,-75.6970825322,-0.2387106329,1.25632985572,1.26429116337,0.00631696241815,1.65422988832,1.65820865053,0.00149790455921,0.376757116783,0.376193193037,-0.000563923746,margin_decreasing,18.222658426,18.2180532558,18.2203558409,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,44,44,45,contraction,contraction,terminal_approach,no,2.78710281628,2.8464940939,2.81679845509,0.816582371359,0.812830516164,0.814704284021,-0.00460517018661,-75.6970825322,-75.9383483803,-0.2412658481,1.26429116337,1.27236324156,0.0063643714501,1.65820865053,1.66224276284,0.00151645519136,0.376193193037,0.375623145252,-0.000570047785,margin_decreasing,18.2180532558,18.2134480856,18.2157506707,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,45,45,46,contraction,contraction,terminal_approach,no,2.8464940939,2.9056959765,2.8760950352,0.812830516164,0.809095899178,0.810961057854,-0.00460517018634,-75.9383483803,-76.1821910141,-0.2438426338,1.27236324156,1.28054763157,0.00641183218385,1.66224276284,1.66633299524,0.00153520692547,0.375623145252,0.375046928417,-0.000576216835,margin_decreasing,18.2134480856,18.2088429154,18.2111455005,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,46,46,47,contraction,contraction,terminal_approach,no,2.9056959765,2.96470766699,2.93520182175,0.809095899178,0.805378441199,0.807235030249,-0.0046051701856,-76.1821910141,-76.4286321057,-0.2464410916,1.28054763157,1.28884589615,0.00645934018505,1.66633299524,1.67048012844,0.00155416123392,0.375046928417,0.374464497732,-0.000582430685,margin_decreasing,18.2088429154,18.2042377452,18.2065403303,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,47,47,48,contraction,contraction,terminal_approach,no,2.96470766699,3.02352837851,2.99411802275,0.805378441199,0.801678063388,0.803526122186,-0.00460517018551,-76.4286321057,-76.6776934287,-0.249061323,1.28884589615,1.29725961981,0.00650689099437,1.67048012844,1.67468495401,0.00157331957854,0.374464497732,0.373875808626,-0.000588689106,margin_decreasing,18.2042377452,18.199632575,18.2019351601,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,48,48,49,contraction,contraction,terminal_approach,no,3.02352837851,3.08215733463,3.05284285657,0.801678063388,0.797994687268,0.799834255007,-0.00460517018636,-76.6776934287,-76.9293968577,-0.251703429,1.29725961981,1.30579040909,0.00655448011091,1.67468495401,1.67894827453,0.00159268341301,0.373875808626,0.373280816769,-0.000594991857,margin_decreasing,18.199632575,18.1950274048,18.1973299899,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,49,49,50,contraction,contraction,terminal_approach,no,3.08215733463,3.1405937695,3.11137555207,0.797994687268,0.794328234724,0.796159350417,-0.00460517018637,-76.9293968577,-77.1837643688,-0.2543675111,1.30579040909,1.31443989287,0.00660210302212,1.67894827453,1.68327090375,0.0016122541853,0.373280816769,0.372679478096,-0.000601338673,margin_decreasing,18.1950274048,18.1904222347,18.1927248198,-0.0046051701,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,50,50,51,contraction,contraction,terminal_approach,no,3.1405937695,3.19883692802,3.16971534876,0.794328234724,0.790678628,0.79250133048,-0.00460517018541,-77.1837643688,-77.440818039,-0.2570536702,1.31443989287,1.32320972274,0.00664975524751,1.68327090375,1.68765366673,0.00163203332882,0.372679478096,0.372071748818,-0.000607729278,margin_decreasing,18.1904222347,18.1858170645,18.1881196496,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,51,51,52,contraction,contraction,terminal_approach,no,3.19883692802,3.25688606599,3.227861497,0.790678628,0.787045789695,0.788860117619,-0.00460517018633,-77.440818039,-77.7005800464,-0.2597620074,1.32320972274,1.33210157324,0.0066974322377,1.68765366673,1.69209740002,0.00165202227594,0.372071748818,0.371457585447,-0.000614163371,margin_decreasing,18.1858170645,18.1812118943,18.1835144794,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,52,52,53,contraction,contraction,terminal_approach,no,3.25688606599,3.31474045027,3.28581325813,0.787045789695,0.783429642766,0.78523563461,-0.00460517018613,-77.7005800464,-77.9630726701,-0.2624926237,1.33210157324,1.34111714221,0.00674512945722,1.69209740002,1.6966029518,0.00167222244169,0.371457585447,0.370836944806,-0.000620640641,margin_decreasing,18.1812118943,18.1766067241,18.1789093092,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,53,53,54,contraction,contraction,terminal_approach,no,3.31474045027,3.37239935895,3.34356990461,0.783429642766,0.779830110523,0.781627804588,-0.00460517018605,-77.9630726701,-78.2283182902,-0.2652456201,1.34111714221,1.35025815114,0.00679284238196,1.6966029518,1.70117118204,0.00169263522978,0.370836944806,0.370209784056,-0.00062716075,margin_decreasing,18.1766067241,18.1720015539,18.174304139,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,54,54,55,contraction,contraction,terminal_approach,no,3.37239935895,3.42986208145,3.4011307202,0.779830110523,0.776247116629,0.77803655104,-0.00460517018526,-78.2283182902,-78.4963393878,-0.2680210976,1.35025815114,1.35952634546,0.00684056645274,1.70117118204,1.7058029627,0.00171326204601,0.370209784056,0.369576060706,-0.00063372335,margin_decreasing,18.1720015539,18.1673963837,18.1696989688,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
A,Classical Friedmann contraction,55,55,56,contraction,contraction,terminal_approach,no,3.42986208145,3.48712791872,3.45849500009,0.776247116629,0.772680585096,0.774461797803,-0.004605170186,-78.4963393878,-78.7671585449,-0.2708191571,1.35952634546,1.36892349489,0.00688829711863,1.7058029627,1.71049917784,0.00173410426338,0.369576060706,0.368935732641,-0.000640328065,margin_decreasing,18.1673963837,18.1627912135,18.1650937986,-0.0046051702,approaching_surface,0,0,0,0,0,0,no,no
