K,value
2,0.410994444
2,0.4159
2,0.38417
2,0.398333333
2,0.399405556
2,0.399933333
2,0.398938889
2,0.404183333
2,0.416566667
2,0.40455
2,0.395072222
2,0.396116667
2,0.395077778
2,0.427455556
2,0.410066667
2,0.394616667
2,0.37759
2,0.413333333
2,0.398422222
2,0.402111111
2,0.38145
2,0.404872222
2,0.406227778
2,0.38069
2,0.386155
2,0.37459
2,0.406616667
2,0.37743
2,0.38577
2,0.375825
2,0.41075
2,0.415716667
2,0.413416667
2,0.378175
2,0.405722222
2,0.383485
2,0.406705
2,0.37342
2,0.379335
2,0.38907
2,0.397272222
2,0.3943
2,0.411883333
2,0.42535
2,0.396688889
2,0.395644444
2,0.390005556
2,0.405733333
2,0.409588889
2,0.413727778
2,0.408988889
2,0.41425
2,0.401272222
2,0.396933333
2,0.425566667
2,0.417816667
2,0.386205
2,0.380465
2,0.397295
2,0.38304
2,0.37763
2,0.402311111
2,0.40364
2,0.377035
2,0.39968
2,0.38167
2,0.3728
2,0.37885
2,0.405883333
2,0.38857
2,0.390025
2,0.406094444
2,0.410794444
2,0.414572222
2,0.406361111
2,0.415311111
2,0.37692
2,0.413994444
2,0.378515
2,0.377735
2,0.417477778
2,0.39043
2,0.3912
2,0.413311111
2,0.39205
2,0.404655
2,0.380455
2,0.379075
2,0.394295
2,0.382005
2,0.38668
2,0.392755
2,0.424538889
2,0.37788
2,0.412944444
2,0.38944
2,0.405783333
2,0.379465
2,0.374495
2,0.413833333
2,0.419505556
2,0.395533333
2,0.38898
2,0.380575
2,0.39225
2,0.421766667
2,0.37912
2,0.390275
2,0.383335
2,0.37826
2,0.38148
2,0.377145
2,0.395715
2,0.397385
2,0.379695
2,0.381225
2,0.396465
2,0.395166667
2,0.39364
2,0.397245
2,0.39617
2,0.3866
2,0.39123
2,0.383375
2,0.378315
2,0.38682
2,0.40085
2,0.397011111
2,0.38429
2,0.4017
2,0.39156
2,0.38082
2,0.387985
2,0.41309
2,0.387465
2,0.399725
2,0.401785
2,0.396705
2,0.39304
2,0.391175
2,0.3882
2,0.39886
2,0.38106
2,0.381355
2,0.39259
2,0.382395
2,0.394615
2,0.38444
2,0.40157
2,0.40848
2,0.403795
2,0.40424
2,0.41241
2,0.380985
2,0.373775
2,0.39643
2,0.408388889
2,0.399216667
2,0.40805
2,0.398466667
2,0.400888889
2,0.390866667
2,0.397577778
2,0.4045
2,0.402794444
2,0.393644444
2,0.398738889
2,0.4266
2,0.400344444
2,0.41145
2,0.403383333
2,0.396077778
2,0.413077778
2,0.401133333
2,0.408688889
2,0.403955556
2,0.402155556
2,0.424605556
2,0.410722222
2,0.405866667
2,0.418716667
2,0.4103
2,0.408788889
2,0.410166667
2,0.398255556
2,0.4175
2,0.419361111
2,0.396055556
2,0.398766667
2,0.406183333
2,0.401877778
2,0.418572222
2,0.422922222
2,0.416661111
2,0.418755556
2,0.404366667
2,0.401927778
2,0.405688889
2,0.398483333
2,0.421088889
2,0.402516667
2,0.404011111
2,0.418388889
2,0.400772222
2,0.406972222
2,0.411561111
2,0.39185
2,0.393761111
2,0.433738889
2,0.400522222
2,0.394627778
2,0.398111111
2,0.419788889
2,0.413944444
2,0.411594444
2,0.410927778
2,0.418705556
2,0.419
2,0.408327778
2,0.401233333
2,0.40965
2,0.397283333
2,0.4154
2,0.4176
2,0.391144444
2,0.393783333
2,0.404833333
2,0.397905556
2,0.410872222
2,0.403916667
2,0.424783333
2,0.401127778
2,0.391761111
2,0.409244444
2,0.403333333
2,0.389455556
2,0.398422222
2,0.405216667
2,0.403977778
2,0.406422222
2,0.411477778
2,0.399105556
2,0.396933333
2,0.403388889
2,0.397627778
2,0.409033333
2,0.405622222
2,0.402683333
2,0.41655
2,0.405188889
2,0.418694444
2,0.391844444
2,0.409633333
2,0.398494444
2,0.394222222
2,0.404805556
2,0.402522222
2,0.401566667
2,0.399277778
2,0.407016667
2,0.405711111
2,0.393572222
2,0.391855556
2,0.421677778
2,0.406527778
2,0.399783333
2,0.391211111
2,0.412322222
2,0.3901
2,0.400511111
2,0.409327778
2,0.421577778
2,0.400916667
2,0.393233333
2,0.429616667
2,0.390772222
2,0.393205556
2,0.402105556
2,0.404744444
2,0.406311111
2,0.396383333
2,0.390872222
2,0.399588889
2,0.413627778
2,0.417927778
2,0.406433333
2,0.41445
2,0.404688889
2,0.400861111
2,0.405611111
2,0.398927778
2,0.407422222
2,0.405755556
2,0.409133333
2,0.398516667
2,0.3935
2,0.39775
2,0.4107
2,0.417361111
2,0.406966667
2,0.408961111
2,0.409755556
2,0.401277778
2,0.400605556
2,0.416305556
2,0.386988889
2,0.393522222
2,0.407922222
2,0.415855556
2,0.398338889
2,0.401544444
2,0.396061111
2,0.413444444
2,0.401988889
2,0.4124
2,0.400466667
2,0.408183333
2,0.413538889
2,0.410872222
2,0.40325
2,0.398433333
2,0.403722222
2,0.408505556
2,0.412238889
2,0.392516667
2,0.406861111
2,0.406977778
2,0.433005556
2,0.396233333
2,0.406533333
2,0.426294444
2,0.413538889
2,0.398733333
2,0.400772222
2,0.413788889
2,0.390388889
2,0.385383333
2,0.4143
2,0.413405556
2,0.409166667
2,0.385477778
2,0.397566667
2,0.420894444
2,0.410222222
2,0.3919
2,0.390622222
2,0.402944444
2,0.404322222
2,0.407138889
2,0.412072222
2,0.406261111
2,0.402994444
2,0.397472222
2,0.412838889
2,0.404138889
2,0.402183333
2,0.407944444
2,0.410133333
2,0.423627778
2,0.405166667
2,0.416683333
2,0.408772222
2,0.40335
2,0.397305556
2,0.420155556
2,0.41275
2,0.4141
2,0.401083333
2,0.4258
2,0.407922222
2,0.412533333
2,0.4239
2,0.404911111
2,0.414511111
2,0.408577778
2,0.393027778
2,0.392711111
2,0.414027778
2,0.3997
2,0.40885
2,0.397127778
2,0.408438889
2,0.403827778
2,0.406072222
2,0.391244444
2,0.388072222
2,0.397333333
2,0.412805556
2,0.397522222
2,0.397027778
2,0.40245
2,0.410077778
2,0.413527778
2,0.404422222
2,0.406277778
2,0.398283333
2,0.404755556
2,0.390622222
2,0.433866667
2,0.396194444
2,0.401061111
2,0.399533333
2,0.431133333
2,0.405883333
2,0.395527778
2,0.398116667
2,0.403172222
2,0.382394444
2,0.383005556
2,0.412338889
2,0.388905556
2,0.382138889
2,0.406538889
2,0.395472222
2,0.388127778
2,0.378216667
2,0.392161111
2,0.394266667
2,0.405583333
2,0.410283333
2,0.393705556
2,0.390844444
2,0.383766667
2,0.3981
2,0.385388889
2,0.406755556
2,0.4018
2,0.377633333
2,0.393088889
2,0.394477778
2,0.395411111
2,0.395861111
2,0.414705556
2,0.388861111
2,0.39165
2,0.390566667
2,0.387305556
2,0.386516667
2,0.395583333
2,0.38725
2,0.380305556
2,0.380055556
2,0.392916667
2,0.409355556
2,0.391866667
2,0.389438889
2,0.381922222
2,0.396694444
2,0.379438889
2,0.389822222
2,0.390438889
2,0.381138889
2,0.394205556
2,0.382811111
2,0.400255556
2,0.379977778
2,0.386211111
2,0.377316667
2,0.394355556
2,0.3807
2,0.389744444
2,0.378566667
2,0.406733333
2,0.377316667
2,0.398705556
2,0.394572222
2,0.3906
2,0.375338889
2,0.379811111
2,0.387966667
2,0.388605556
2,0.403066667
20,0.41
20,0.397983333
20,0.394688889
20,0.408433333
20,0.399822222
20,0.397194444
20,0.404172222
20,0.394272222
20,0.391072222
20,0.405544444
20,0.392866667
20,0.394327778
20,0.406911111
20,0.396838889
20,0.397744444
20,0.400794444
20,0.392327778
20,0.389922222
20,0.400283333
20,0.389761111
20,0.392266667
20,0.407833333
20,0.394583333
20,0.394338889
20,0.407061111
20,0.397155556
20,0.397277778
20,0.406122222
20,0.395438889
20,0.394327778
20,0.402055556
20,0.394416667
20,0.393816667
20,0.402866667
20,0.394527778
20,0.392466667
20,0.404072222
20,0.395794444
20,0.395283333
20,0.407533333
20,0.396111111
20,0.394922222
20,0.404161111
20,0.390927778
20,0.394688889
20,0.40405
20,0.391961111
20,0.392016667
20,0.398127778
20,0.388566667
20,0.389683333
20,0.404144444
20,0.395183333
20,0.389722222
20,0.404477778
20,0.394
20,0.393216667
20,0.403672222
20,0.394683333
20,0.392533333
20,0.40465
20,0.394238889
20,0.394266667
20,0.405983333
20,0.396411111
20,0.397433333
20,0.408416667
20,0.397055556
20,0.397694444
20,0.407705556
20,0.398472222
20,0.394477778
20,0.409755556
20,0.397588889
20,0.396055556
20,0.406394444
20,0.394988889
20,0.396966667
20,0.407861111
20,0.395788889
20,0.393894444
20,0.407788889
20,0.398466667
20,0.396305556
20,0.404311111
20,0.394361111
20,0.393061111
20,0.406505556
20,0.395938889
20,0.394755556
20,0.403005556
20,0.387755556
20,0.388972222
20,0.404322222
20,0.392338889
20,0.3898
20,0.403094444
20,0.392172222
20,0.392461111
20,0.4067
20,0.394444444
20,0.396505556
20,0.402088889
20,0.391088889
20,0.393094444
20,0.407994444
20,0.393672222
20,0.394755556
20,0.403038889
20,0.395127778
20,0.390783333
20,0.404894444
20,0.393894444
20,0.391222222
20,0.403888889
20,0.390744444
20,0.394372222
20,0.403477778
20,0.391961111
20,0.390444444
20,0.405005556
20,0.392577778
20,0.390722222
20,0.408005556
20,0.399283333
20,0.396505556
20,0.408583333
20,0.393622222
20,0.393838889
20,0.406866667
20,0.3974
20,0.396883333
20,0.400722222
20,0.392522222
20,0.391305556
20,0.397761111
20,0.390438889
20,0.389022222
20,0.400577778
20,0.390344444
20,0.392916667
20,0.404544444
20,0.393005556
20,0.391927778
20,0.40045
20,0.391344444
20,0.391883333
20,0.400627778
20,0.392533333
20,0.387161111
20,0.40165
20,0.393227778
20,0.389261111
20,0.405772222
20,0.390911111
20,0.396472222
20,0.400577778
20,0.392872222
20,0.391294444
20,0.400766667
20,0.389911111
20,0.388388889
20,0.403383333
20,0.391261111
20,0.392005556
20,0.406716667
20,0.397427778
20,0.395138889
20,0.404822222
20,0.391816667
20,0.395888889
20,0.400966667
20,0.394155556
20,0.393161111
20,0.403494444
20,0.3905
20,0.389988889
20,0.404083333
20,0.390605556
20,0.391227778
20,0.4024
20,0.393272222
20,0.394888889
20,0.395822222
20,0.387961111
20,0.387588889
20,0.394133333
20,0.384638889
20,0.386933333
20,0.40315
20,0.390822222
20,0.391066667
20,0.391522222
20,0.381744444
20,0.385544444
20,0.398083333
20,0.386011111
20,0.387355556
20,0.398405556
20,0.386177778
20,0.388416667
20,0.393411111
20,0.384666667
20,0.387861111
20,0.394433333
20,0.388522222
20,0.386583333
20,0.40075
20,0.388138889
20,0.390572222
20,0.398033333
20,0.3853
20,0.388005556
20,0.403383333
20,0.39115
20,0.392383333
20,0.404738889
20,0.392422222
20,0.393788889
20,0.399605556
20,0.389266667
20,0.388666667
20,0.403461111
20,0.392311111
20,0.389427778
20,0.395716667
20,0.385038889
20,0.389394444
20,0.40225
20,0.394644444
20,0.395388889
20,0.39895
20,0.389944444
20,0.391177778
20,0.400094444
20,0.393538889
20,0.387466667
20,0.399133333
20,0.390372222
20,0.389244444
20,0.403311111
20,0.391344444
20,0.393166667
20,0.397472222
20,0.38715
20,0.384511111
20,0.401688889
20,0.390777778
20,0.387333333
20,0.399155556
20,0.395
20,0.387138889
20,0.386544444
20,0.404527778
20,0.395127778
20,0.395783333
20,0.401411111
20,0.390666667
20,0.392277778
20,0.400916667
20,0.393705556
20,0.392472222
20,0.407461111
20,0.397788889
20,0.393405556
20,0.404727778
20,0.393916667
20,0.393211111
20,0.398238889
20,0.389211111
20,0.389038889
20,0.407811111
20,0.394216667
20,0.396022222
20,0.405766667
20,0.3944
20,0.393794444
20,0.401666667
20,0.389577778
20,0.390855556
20,0.4015
20,0.388005556
20,0.391611111
20,0.403427778
20,0.391605556
20,0.391144444
20,0.406466667
20,0.39565
20,0.3963
20,0.404777778
20,0.393455556
20,0.394983333
20,0.402072222
20,0.39035
20,0.39205
20,0.403311111
20,0.39525
20,0.394183333
20,0.406633333
20,0.395666667
20,0.396877778
20,0.407938889
20,0.394022222
20,0.395855556
20,0.406361111
20,0.3936
20,0.394061111
20,0.402744444
20,0.393694444
20,0.394544444
20,0.403894444
20,0.392333333
20,0.393561111
20,0.400344444
20,0.397594444
20,0.393866667
20,0.406866667
20,0.397088889
20,0.401233333
20,0.40905
20,0.396188889
20,0.3969
20,0.4099
20,0.393794444
20,0.3986
20,0.4026
20,0.389111111
20,0.390116667
20,0.401322222
20,0.391372222
20,0.393894444
20,0.404022222
20,0.395522222
20,0.3951
20,0.400805556
20,0.391527778
20,0.3956
20,0.4036
20,0.394605556
20,0.391144444
20,0.403694444
20,0.3937
20,0.397016667
20,0.406455556
20,0.395461111
20,0.395888889
20,0.403372222
20,0.393888889
20,0.3893
20,0.402238889
20,0.396722222
20,0.395761111
20,0.409595
20,0.39753
20,0.398095
20,0.40654
20,0.39803
20,0.398045
20,0.40168
20,0.394245
20,0.39413
20,0.407935
20,0.394345
20,0.39655
20,0.408325
20,0.39641
20,0.39713
20,0.40671
20,0.39746
20,0.398395
20,0.403585
20,0.393015
20,0.39148
20,0.40239
20,0.395045
20,0.39463
20,0.404755
20,0.39374
20,0.39618
20,0.40585
20,0.397435
20,0.396535
20,0.408545
20,0.401375
20,0.39673
20,0.40519
20,0.395755
20,0.393765
20,0.403895
20,0.39505
20,0.395725
20,0.40838
20,0.397135
20,0.400385
20,0.4017
20,0.392335
20,0.39032
20,0.404875
20,0.394535
20,0.393055
20,0.398275
20,0.39053
20,0.389405
20,0.400865
20,0.392005
20,0.39355
20,0.399815
20,0.39084
20,0.39037
20,0.403765
20,0.390725
20,0.39125
20,0.400715
20,0.38977
20,0.39326
20,0.402645
20,0.390825
20,0.38989
20,0.40318
20,0.391365
20,0.391225
20,0.401255
20,0.392165
20,0.39071
20,0.39969
20,0.388775
20,0.38985
20,0.398655
20,0.39293
20,0.389575
20,0.40324
20,0.39306
20,0.39247
20,0.400035
20,0.39072
20,0.392325
20,0.397535
20,0.391105
20,0.389985
20,0.401945
20,0.38889
20,0.3892
20,0.400045
20,0.391925
20,0.388835
20,0.404485
20,0.394135
20,0.39221
20,0.40076
20,0.389325
20,0.38827
20,0.40446
20,0.39542
20,0.39599
20,0.402135
20,0.395425
20,0.39058
20,0.404215
20,0.39041
20,0.394515
20,0.40333
20,0.392675
20,0.390215
20,0.406245
20,0.39324
20,0.393235
20,0.405195
20,0.39391
20,0.390935
20,0.402765
20,0.390995
20,0.39009
20,0.40552
20,0.39762
20,0.396005
20,0.40502
20,0.39728
20,0.396815
20,0.40558
20,0.395075
20,0.396105
20,0.405422222
20,0.392155556
20,0.388988889
20,0.400661111
20,0.391244444
20,0.390955556
20,0.407105
20,0.395895
20,0.39709
20,0.402755
20,0.395585
20,0.395095
20,0.405565
20,0.393555
20,0.39383
20,0.40689
20,0.396815
20,0.39591
20,0.3967
