name,n,base_verdict,verdict,giantRatio,kappa_connect,kappa_connect_exact,iqr_raw,eps_scale,scale_mode,iqr_effective_zero,kappa_plateau_marker,exact_probe_attempted,exact_probe_connected,isolated,isolatedFraction,tailDominance,runStatus
"R1F02.csv",127,FULL_PERCOLATION,FULL_PERCOLATION,1.000000,0.01000000,0.00000000,0.000000000000e+0,2.000000000000e+0,MEDIAN_FALLBACK,true,,false,false,0,0.000000,0.000000,COMPLETE
"R1F03.csv",127,FULL_PERCOLATION,FULL_PERCOLATION,1.000000,0.01000000,0.00000000,0.000000000000e+0,3.000000000000e+0,MEDIAN_FALLBACK,true,,false,false,0,0.000000,0.000000,COMPLETE
"R1F04.csv",127,FULL_PERCOLATION,FULL_PERCOLATION,1.000000,0.01000000,0.00000000,0.000000000000e+0,5.000000000000e+0,MEDIAN_FALLBACK,true,,false,false,0,0.000000,0.000000,COMPLETE
"R1F05.csv",127,FULL_PERCOLATION,FULL_PERCOLATION,1.000000,0.01000000,0.00000000,0.000000000000e+0,7.000000000000e+0,MEDIAN_FALLBACK,true,,false,false,0,0.000000,0.000000,COMPLETE
"R1F06.csv",127,FULL_PERCOLATION,FULL_PERCOLATION,1.000000,0.01000000,0.00000000,0.000000000000e+0,1.100000000000e+1,MEDIAN_FALLBACK,true,,false,false,0,0.000000,0.000000,COMPLETE
"R1N01.csv",127,FULL_PERCOLATION,FULL_PERCOLATION,1.000000,1.00000000,1.00000000,0.000000000000e+0,1.000000000000e+0,MEDIAN_FALLBACK,true,,false,false,0,0.000000,0.000000,COMPLETE
"R1N02.csv",127,FULL_PERCOLATION,FULL_PERCOLATION,1.000000,1.00000000,1.00000000,0.000000000000e+0,1.000000000000e+0,MEDIAN_FALLBACK,true,,false,false,0,0.000000,0.000000,COMPLETE
"R1N03.csv",127,FULL_PERCOLATION,FULL_PERCOLATION,1.000000,1.00000000,1.00000000,0.000000000000e+0,1.000000000000e+0,MEDIAN_FALLBACK,true,,false,false,0,0.000000,0.000000,COMPLETE
"R1N04.csv",127,FULL_PERCOLATION,FULL_PERCOLATION,1.000000,1.00000000,1.00000000,0.000000000000e+0,1.000000000000e+0,MEDIAN_FALLBACK,true,,false,false,0,0.000000,0.000000,COMPLETE
"R1N05.csv",127,FULL_PERCOLATION,FULL_PERCOLATION,1.000000,1.00000000,1.00000000,0.000000000000e+0,1.000000000000e+0,MEDIAN_FALLBACK,true,,false,false,0,0.000000,0.000000,COMPLETE
"R1N06.csv",127,FULL_PERCOLATION,FULL_PERCOLATION,1.000000,1.00000000,1.00000000,0.000000000000e+0,1.000000000000e+0,MEDIAN_FALLBACK,true,,false,false,0,0.000000,0.000000,COMPLETE
