domain,file,rows,columns,path
neutrino,L_deepL_test_S_1_canonical.csv,63,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_deepL_test_S_1_canonical.csv
neutrino,L_deepL_train_B_1_canonical.csv,69,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_deepL_train_B_1_canonical.csv
neutrino,L_deepL_train_S_1_canonical.csv,83,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_deepL_train_S_1_canonical.csv
neutrino,L_Fib_Phi_canonical.csv,10649,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_Fib_Phi_canonical.csv
neutrino,L_Fib_Theta_canonical.csv,10649,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_Fib_Theta_canonical.csv
neutrino,L_Fib_X_canonical.csv,10649,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_Fib_X_canonical.csv
neutrino,L_Fib_Y_canonical.csv,10649,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_Fib_Y_canonical.csv
neutrino,L_Fib_Z_canonical.csv,10649,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_Fib_Z_canonical.csv
neutrino,L_sig2pp_1_sig_hit_canonical.csv,171,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_sig2pp_1_sig_hit_canonical.csv
neutrino,L_sig2pp_1_sig_phi_canonical.csv,148,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_sig2pp_1_sig_phi_canonical.csv
neutrino,L_sig2pp_1_sig_theta_canonical.csv,148,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_sig2pp_1_sig_theta_canonical.csv
neutrino,L_sig2pp_1_sigdr_hit_canonical.csv,111,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_sig2pp_1_sigdr_hit_canonical.csv
neutrino,L_sig2pp_1_sigdr_phi_canonical.csv,111,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_sig2pp_1_sigdr_phi_canonical.csv
neutrino,L_sig2pp_1_sigdr_theta_canonical.csv,111,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_sig2pp_1_sigdr_theta_canonical.csv
neutrino,L_sig2pp_canonical.csv,3935,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_sig2pp_canonical.csv
neutrino,L_TMVA_Bkg_Test_1_canonical.csv,31,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_Bkg_Test_1_canonical.csv
neutrino,L_TMVA_Bkg_Train_1_canonical.csv,37,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_Bkg_Train_1_canonical.csv
neutrino,L_TMVA_h_SigSB_0_1_canonical.csv,199,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_h_SigSB_0_1_canonical.csv
neutrino,L_TMVA_h_SigSB_1_1_canonical.csv,199,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_h_SigSB_1_1_canonical.csv
neutrino,L_TMVA_h_SigSB_2_1_canonical.csv,199,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_h_SigSB_2_1_canonical.csv
neutrino,L_TMVA_h_SigSB_3_1_canonical.csv,199,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_h_SigSB_3_1_canonical.csv
neutrino,L_TMVA_hBkgrejec_1_canonical.csv,199,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_hBkgrejec_1_canonical.csv
neutrino,L_TMVA_hSigeff_1_canonical.csv,170,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_hSigeff_1_canonical.csv
neutrino,L_TMVA_hSigeff_purity_1_canonical.csv,199,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_hSigeff_purity_1_canonical.csv
neutrino,L_TMVA_hSigpur_1_canonical.csv,199,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_hSigpur_1_canonical.csv
neutrino,L_TMVA_hSigSB_0_1_canonical.csv,199,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_hSigSB_0_1_canonical.csv
neutrino,L_TMVA_hSigSB_1_1_canonical.csv,199,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_hSigSB_1_1_canonical.csv
neutrino,L_TMVA_hSigSB_1_canonical.csv,199,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_hSigSB_1_canonical.csv
neutrino,L_TMVA_hSigSB_2_1_canonical.csv,199,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_hSigSB_2_1_canonical.csv
neutrino,L_TMVA_hSigSB_3_1_canonical.csv,199,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_hSigSB_3_1_canonical.csv
neutrino,L_TMVA_MVA_BDT_rejBvsS_1_canonical.csv,82,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_MVA_BDT_rejBvsS_1_canonical.csv
neutrino,L_TMVA_MVA_BDTD_rejBvsS_1_canonical.csv,83,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_MVA_BDTD_rejBvsS_1_canonical.csv
neutrino,L_TMVA_MVA_BDTG_rejBvsS_1_canonical.csv,86,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_MVA_BDTG_rejBvsS_1_canonical.csv
neutrino,L_TMVA_MVA_LikelihoodD_rejBvsS_1_canonical.csv,91,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_MVA_LikelihoodD_rejBvsS_1_canonical.csv
neutrino,L_TMVA_Sig_Test_1_canonical.csv,33,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_Sig_Test_1_canonical.csv
neutrino,L_TMVA_Sig_Train_1_canonical.csv,38,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\neutrino\L_TMVA_Sig_Train_1_canonical.csv
protein,protein_population_canonical.csv,4999,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\protein\protein_population_canonical.csv
protein,protein_transition_canonical.csv,24999999,7,C:\Users\igorc\OneDrive\Desktop\UNNS_SUBSTRATE(desktop)\TRANSFER\Bulk_2\REGIME_SYNTHESIS\Predictive Admissibility Search\cle_v2_0_0\experimental artifacts\CLE_PILOT_I\canonical\protein\protein_transition_canonical.csv
