ladder_id,source_id,source_name,object_name,alias_names,supernova_type,classification_source,ra_deg,dec_deg,redshift,host_galaxy,band,stage_index,phase_name,time_mjd,time_since_discovery_days,time_since_peak_days,brightness_value,brightness_unit,brightness_error,detection_flag,quality_flag,slope_local,curvature_local,transition_marker,boundary_role,support_regime_proxy,struc_perc_role,unns_interpretation,raw_reference
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56006.21,4.209999999999127,-4.650000000001455,13.47,mag,,detection,usable,-0.4693414080281281,1.1862082501057616,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56006.8,4.80000000000291,-4.059999999997672,13.492,mag,,detection,usable,0.03728813559298163,12.542372888022314,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56006.81,4.809999999997672,-4.05000000000291,13.53,mag,,detection,usable,3.8000000019905498,-126.60256427689141,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56006.8256,4.825599999996484,-4.034400000004098,13.564,mag,,detection,usable,2.1794871796531217,-46.84515703847382,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56006.9115,4.911500000001979,-3.948499999998603,13.547,mag,,detection,usable,-0.19790454015031447,-2.355972800790753,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56007.07,5.069999999999709,-3.790000000000873,13.47,mag,,detection,usable,-0.4858044164107431,0.9008866674042925,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56007.81,5.809999999997672,-3.0500000000029104,13.41,mag,,detection,usable,-0.08108108108130498,,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56007.81,5.809999999997672,-3.0500000000029104,13.457,mag,,detection,usable,,,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56007.8736,5.873599999998987,-2.986400000001595,13.505,mag,,detection,usable,0.7547169811164657,-3.3953899897036495,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56007.9133,5.913300000000163,-2.946700000000419,13.528,mag,,detection,usable,0.5793450881440427,-31.298845613689593,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56007.9419,5.941899999997986,-2.918100000002596,13.514,mag,,detection,usable,-0.4895104895477892,-7.103347515111492,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56008.07,6.069999999999709,-2.790000000000873,13.38,mag,,detection,usable,-1.046057767355162,8.509952864159098,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56008.27,6.269999999996799,-2.5900000000037835,13.45,mag,,detection,usable,0.3500000000050857,-1.221532091105715,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56008.76,6.760000000002037,-2.099999999998545,13.415,mag,,detection,usable,-0.07142857142780806,7.728219050369124,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56008.8037,6.803699999996752,-2.05630000000383,13.502,mag,,detection,usable,1.9908466821630126,-600.2687878978533,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56008.81,6.809999999997672,-2.0500000000029104,13.42,mag,,detection,usable,-13.015873013973062,624.735051741104,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56008.8514,6.851399999999558,-2.0086000000010245,13.498,mag,,detection,usable,1.8840579709286522,-44.894545620673966,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56008.924,6.923999999999069,-1.9360000000015134,13.449,mag,,detection,usable,-0.6749311294811224,36.2564086457982,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56008.9519,6.951900000000023,-1.9081000000005588,13.481,mag,,detection,usable,1.146953404978679,-20.809536937626802,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56009.08,7.080000000001746,-1.7799999999988358,13.42,mag,,detection,usable,-0.47619047618407095,8.102370032469924,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56009.2358,7.2358000000022,-1.6241999999983818,13.525,mag,,detection,usable,0.6739409499338539,-1.9019254273136514,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56009.8456,7.845600000000559,-1.0144000000000233,13.492,mag,,detection,usable,-0.054116103640682686,-104.91244280055558,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56009.85,7.849999999998545,-1.0100000000020373,13.35,mag,,detection,usable,-32.27272728749955,,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56009.85,7.849999999998545,-1.0100000000020373,13.43,mag,,detection,usable,,,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56009.8598,7.8597999999983585,-1.0002000000022235,13.508,mag,,detection,usable,7.959183673620604,-119591.83539847436,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56009.86,7.860000000000582,-1.0,13.39,mag,,detection,usable,-589.9999934405715,10306.752469693232,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56009.9744,7.97439999999915,-0.8856000000014319,13.456,mag,,detection,usable,0.5769230769302889,-22.670419011498854,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56010.04,8.040000000000873,-0.819999999999709,13.36,mag,,detection,usable,-1.463414634107907,617.9530598907731,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56010.0456,8.045599999997648,-0.8144000000029337,13.475,mag,,detection,usable,20.53571429753961,-229.76986335089688,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56010.2187,8.218699999997625,-0.641300000002957,13.476,mag,,detection,usable,0.005777007510117601,-0.34682360770649345,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56010.84,8.839999999996508,-0.020000000004074536,13.394,mag,,detection,usable,-0.13198132947070376,10.609946160215449,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56010.8578,8.857799999997951,-0.0022000000026309863,13.452,mag,,detection,usable,3.2584269660278724,-6325.842688138611,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56010.86,8.860000000000582,0.0,13.32,mag,,detection,usable,-59.99999992824568,662.275886505059,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56011.04,9.040000000000873,0.18000000000029104,13.38,mag,,detection,usable,0.33333333333279713,-0.6335683509594451,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56011.78,9.779999999998836,0.9199999999982538,13.411,mag,,detection,usable,0.04189189189200561,1.3797638353503163,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56011.9148,9.91479999999865,1.0547999999980675,13.498,mag,,detection,usable,0.6454005934727,2.2788244250818477,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56011.9271,9.927100000000792,1.0671000000002095,13.508,mag,,detection,usable,0.8130081299396983,-1.7891492417490966,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_B,B1,Open Supernova Catalog / AstroCats,SN2012aw,"SN2012aw; PSN J10435372+1140177; PTF12bvh; <a id=""PSNJ10435372+1140177"">PSN J10435372+1140177</a>",II P,Open Supernova Catalog / AstroCats,10:43:53.735,+11:40:17.63,0.002595,NGC 3351,B,2,peak,56012.8084,10.808400000001711,1.9484000000011292,13.52,mag,,detection,usable,0.013616248723462988,-3.7684688504098043,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2012aw_OSC_raw.json::SN2012aw::photometry
