ladder_id,source_id,source_name,object_name,alias_names,supernova_type,classification_source,ra_deg,dec_deg,redshift,host_galaxy,band,stage_index,phase_name,time_mjd,time_since_discovery_days,time_since_peak_days,brightness_value,brightness_unit,brightness_error,detection_flag,quality_flag,slope_local,curvature_local,transition_marker,boundary_role,support_regime_proxy,struc_perc_role,unns_interpretation,raw_reference
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,1,rise,55722.6797,9.679700000000594,-8.140299999999115,13.745,mag,,detection,usable,-0.1532595693781132,0.5101489664950749,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,1,rise,55722.87,9.87000000000262,-7.94999999999709,13.79,mag,,detection,usable,0.23646873357604273,-1.0424176217123797,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,1,rise,55723.4796,10.479599999998754,-7.340400000000955,13.68,mag,,detection,usable,-0.18044619422686492,0.46335140484615595,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,1,rise,55723.87,10.87000000000262,-6.94999999999709,13.7,mag,,detection,usable,0.051229508196213046,-0.23693999837688687,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,1,rise,55724.81,11.809999999997672,-6.010000000002037,13.6,mag,,detection,usable,-0.10638297872396382,0.14647684718066123,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,1,rise,55724.9611,11.961100000000442,-5.858899999999267,13.596,mag,,detection,usable,-0.026472534744713516,-0.055430475333636965,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,1,rise,55725.81,12.809999999997672,-5.010000000002037,13.55,mag,,detection,usable,-0.054187772411532,0.2122850159002884,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55726.2235,13.223500000000058,-4.596499999999651,13.583,mag,,detection,usable,0.07980652962468927,-0.3609167522944023,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55726.78,13.779999999998836,-4.040000000000873,13.53,mag,,detection,usable,-0.09523809523830591,8.869197301539652,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55726.82,13.819999999999709,-4.0,13.632,mag,,detection,usable,2.5499999999443466,-9.735829125220212,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55727.3584,14.358399999997346,-3.4616000000023632,13.489,mag,,detection,usable,-0.26560178306208504,0.21916384643890532,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55728.81,15.809999999997672,-2.0100000000020373,13.42,mag,,detection,usable,-0.047533755855597506,0.8789980203728022,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55728.8382,15.838199999998324,-1.9818000000013853,13.437,mag,,detection,usable,0.6028368794186686,-3.4558968571633932,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55729.1642,16.164199999999255,-1.655800000000454,13.434,mag,,detection,usable,-0.009202453987704121,-0.025676238443078248,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55729.81,16.80999999999767,-1.0100000000020373,13.42,mag,,detection,usable,-0.021678538247187473,-0.14024971950037257,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55730.234,17.23399999999674,-0.5860000000029686,13.379,mag,,detection,usable,-0.09669811320776044,0.1989189851707457,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55730.8,17.80000000000291,-0.01999999999679858,13.38,mag,,detection,usable,0.001766784452279719,-10.24493783248229,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55730.82,17.81999999999971,0.0,13.32,mag,,detection,usable,-3.000000000480238,9.134904722848695,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55731.4752,18.47520000000077,0.6552000000010594,13.375,mag,,detection,usable,0.08394383394369778,-0.07919182377762407,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55731.78,18.779999999998836,0.9599999999991269,13.389,mag,,detection,usable,0.0459317585304728,-0.08583919055897012,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55732.5747,19.574699999997392,1.7546999999976833,13.388,mag,,detection,usable,-0.0012583364791761197,0.18399223114098887,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55732.81,19.80999999999767,1.9899999999979627,13.41,mag,,detection,usable,0.09349766255832605,-0.2733390193148624,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55733.5174,20.517399999996996,2.6973999999972875,13.385,mag,,detection,usable,-0.03534068419568026,0.33415088648314073,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55733.79,20.790000000000873,2.970000000001164,13.42,mag,,detection,usable,0.1283932501815936,-4.982378049638238,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55733.87,20.87000000000262,3.0500000000029104,13.36,mag,,detection,usable,-0.7499999999836353,2.7839575598347808,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55734.4481,21.448100000001432,3.628100000001723,13.456,mag,,detection,usable,0.16606123508077716,-0.20334204254148155,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55734.77,21.7699999999968,3.9499999999970896,13.48,mag,,detection,usable,0.07455731593770226,-4.754598843684644,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55734.83,21.830000000001746,4.010000000002037,13.43,mag,,detection,usable,-0.8333333332646278,2.3321207047953796,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55735.6203,22.620300000002317,4.800300000002608,13.555,mag,,detection,usable,0.15816778438556217,0.12840661548849572,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,2,peak,55735.78,22.779999999998836,4.959999999999127,13.59,mag,,detection,usable,0.21916092674241078,-0.9144194275763168,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,3,early_decline,55736.119,23.118999999998778,5.298999999999069,13.587,mag,,detection,usable,-0.008849557522125748,0.4201196899307543,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,3,early_decline,55736.78,23.779999999998836,5.959999999999127,13.72,mag,,detection,usable,0.20121028744325142,-0.3020881586849558,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,3,early_decline,55737.1229,24.12290000000212,6.30290000000241,13.737,mag,,detection,usable,0.0495771361908332,0.07330490304175842,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,3,early_decline,55738.3272,25.32719999999972,7.507200000000012,13.865,mag,,detection,usable,0.10628580918396995,0.07646580117834402,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,3,early_decline,55739.78,26.779999999998836,8.959999999999127,14.167,mag,,detection,usable,0.20787444933933338,-4.159339539144536,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B,B1,Open Supernova Catalog / AstroCats,SN2011dh,"SN2011dh; PSN J13303600+4706330; PTF11eon; J133005+471010; <a id=""PSNJ13303600+4706330"">PSN J13303600+4706330</a>",IIb,Open Supernova Catalog / AstroCats,13:30:05.1055,+47:10:10.922,0.001638,NGC 5194,B,3,early_decline,55739.801,26.800999999999476,8.980999999999767,14.107,mag,,detection,usable,-2.8571428570557673,6.067707573151602,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,observed post-collapse brightness-time ladder state,SN2011dh_OSC_raw.json::SN2011dh::photometry
