soft_x_lower_proxy,soft_x_lower_time,soft_x_upper_proxy,soft_x_upper_time
,-0.06848000504255267,,-0.06848000504255267
,-0.06846000504255266,,-0.06846000504255266
,-0.06844000504255265,,-0.06844000504255265
,-0.06842000504255265,,-0.06842000504255265
,-0.06840000504255264,,-0.06840000504255264
,-0.06838000504255264,,-0.06838000504255264
,-0.06836000504255263,,-0.06836000504255263
,-0.06834000504255262,,-0.06834000504255262
,-0.06832000504255262,,-0.06832000504255262
,-0.06830000504255261,,-0.06830000504255261
,-0.0682800050425526,,-0.0682800050425526
,-0.0682600050425526,,-0.0682600050425526
,-0.06824000504255259,,-0.06824000504255259
,-0.06822000504255259,,-0.06822000504255259
,-0.06820000504255258,,-0.06820000504255258
,-0.06818000504255257,,-0.06818000504255257
,-0.06816000504255257,,-0.06816000504255257
,-0.06814000504255256,,-0.06814000504255256
,-0.06812000504255256,,-0.06812000504255256
,-0.06810000504255255,,-0.06810000504255255
,-0.06808000504255254,,-0.06808000504255254
,-0.06806000504255254,,-0.06806000504255254
,-0.06804000504255253,,-0.06804000504255253
,-0.06802000504255253,,-0.06802000504255253
,-0.06800000504255252,,-0.06800000504255252
,-0.06798000504255251,,-0.06798000504255251
,-0.06796000504255251,,-0.06796000504255251
,-0.0679400050425525,,-0.0679400050425525
,-0.0679200050425525,,-0.0679200050425525
,-0.06790000504255249,,-0.06790000504255249
,-0.06788000504255248,,-0.06788000504255248
,-0.06786000504255248,,-0.06786000504255248
,-0.06784000504255247,,-0.06784000504255247
,-0.06782000504255246,,-0.06782000504255246
,-0.06780000504255246,,-0.06780000504255246
,-0.06778000504255245,,-0.06778000504255245
,-0.06776000504255245,,-0.06776000504255245
,-0.06774000504255244,,-0.06774000504255244
,-0.06772000504255243,,-0.06772000504255243
,-0.06770000504255243,,-0.06770000504255243
,-0.06768000504255242,,-0.06768000504255242
,-0.06766000504255242,,-0.06766000504255242
,-0.06764000504255241,,-0.06764000504255241
,-0.0676200050425524,,-0.0676200050425524
,-0.0676000050425524,,-0.0676000050425524
,-0.06758000504255239,,-0.06758000504255239
,-0.06756000504255238,,-0.06756000504255238
,-0.06754000504255238,,-0.06754000504255238
,-0.06752000504255237,,-0.06752000504255237
,-0.06750000504255237,,-0.06750000504255237
,-0.06748000504255236,,-0.06748000504255236
,-0.06746000504255235,,-0.06746000504255235
,-0.06744000504255235,,-0.06744000504255235
,-0.06742000504255234,,-0.06742000504255234
,-0.06740000504255234,,-0.06740000504255234
,-0.06738000504255233,,-0.06738000504255233
,-0.06736000504255232,,-0.06736000504255232
,-0.06734000504255232,,-0.06734000504255232
,-0.06732000504255231,,-0.06732000504255231
,-0.0673000050425523,,-0.0673000050425523
,-0.0672800050425523,,-0.0672800050425523
,-0.06726000504255229,,-0.06726000504255229
,-0.06724000504255229,,-0.06724000504255229
,-0.06722000504255228,,-0.06722000504255228
,-0.06720000504255227,,-0.06720000504255227
,-0.06718000504255227,,-0.06718000504255227
,-0.06716000504255226,,-0.06716000504255226
,-0.06714000504255226,,-0.06714000504255226
,-0.06712000504255225,,-0.06712000504255225
,-0.06710000504255224,,-0.06710000504255224
,-0.06708000504255224,,-0.06708000504255224
,-0.06706000504255223,,-0.06706000504255223
,-0.06704000504255223,,-0.06704000504255223
,-0.06702000504255222,,-0.06702000504255222
,-0.06700000504255221,,-0.06700000504255221
,-0.06698000504255221,,-0.06698000504255221
,-0.0669600050425522,,-0.0669600050425522
,-0.0669400050425522,,-0.0669400050425522
,-0.06692000504255219,,-0.06692000504255219
,-0.06690000504255218,,-0.06690000504255218
,-0.06688000504255218,,-0.06688000504255218
,-0.06686000504255217,,-0.06686000504255217
,-0.06684000504255216,,-0.06684000504255216
,-0.06682000504255216,,-0.06682000504255216
,-0.06680000504255215,,-0.06680000504255215
,-0.06678000504255215,,-0.06678000504255215
,-0.06676000504255214,,-0.06676000504255214
,-0.06674000504255213,,-0.06674000504255213
,-0.06672000504255213,,-0.06672000504255213
,-0.06670000504255212,,-0.06670000504255212
,-0.06668000504255212,,-0.06668000504255212
,-0.06666000504255211,,-0.06666000504255211
,-0.0666400050425521,,-0.0666400050425521
,-0.0666200050425521,,-0.0666200050425521
,-0.06660000504255209,,-0.06660000504255209
,-0.06658000504255208,,-0.06658000504255208
,-0.06656000504255208,,-0.06656000504255208
,-0.06654000504255207,,-0.06654000504255207
,-0.06652000504255207,,-0.06652000504255207
,-0.06650000504255206,,-0.06650000504255206
,-0.06648000504255205,,-0.06648000504255205
,-0.06646000504255205,,-0.06646000504255205
,-0.06644000504255204,,-0.06644000504255204
,-0.06642000504255204,,-0.06642000504255204
,-0.06640000504255203,,-0.06640000504255203
,-0.06638000504255202,,-0.06638000504255202
,-0.06636000504255202,,-0.06636000504255202
,-0.06634000504255201,,-0.06634000504255201
,-0.066320005042552,,-0.066320005042552
,-0.066300005042552,,-0.066300005042552
,-0.06628000504255199,,-0.06628000504255199
,-0.06626000504255199,,-0.06626000504255199
,-0.06624000504255198,,-0.06624000504255198
,-0.06622000504255197,,-0.06622000504255197
,-0.06620000504255197,,-0.06620000504255197
,-0.06618000504255196,,-0.06618000504255196
,-0.06616000504255196,,-0.06616000504255196
,-0.06614000504255195,,-0.06614000504255195
,-0.06612000504255194,,-0.06612000504255194
,-0.06610000504255194,,-0.06610000504255194
,-0.06608000504255193,,-0.06608000504255193
,-0.06606000504255193,,-0.06606000504255193
,-0.06604000504255192,,-0.06604000504255192
,-0.06602000504255191,,-0.06602000504255191
,-0.0660000050425519,,-0.0660000050425519
,-0.0659800050425519,,-0.0659800050425519
,-0.0659600050425519,,-0.0659600050425519
,-0.06594000504255189,,-0.06594000504255189
,-0.06592000504255188,,-0.06592000504255188
,-0.06590000504255188,,-0.06590000504255188
,-0.06588000504255187,,-0.06588000504255187
,-0.06586000504255186,,-0.06586000504255186
,-0.06584000504255186,,-0.06584000504255186
,-0.06582000504255185,,-0.06582000504255185
,-0.06580000504255185,,-0.06580000504255185
,-0.06578000504255184,,-0.06578000504255184
,-0.06576000504255183,,-0.06576000504255183
,-0.06574000504255183,,-0.06574000504255183
,-0.06572000504255182,,-0.06572000504255182
,-0.06570000504255182,,-0.06570000504255182
,-0.06568000504255181,,-0.06568000504255181
,-0.0656600050425518,,-0.0656600050425518
,-0.0656400050425518,,-0.0656400050425518
,-0.06562000504255179,,-0.06562000504255179
,-0.06560000504255178,,-0.06560000504255178
,-0.06558000504255178,,-0.06558000504255178
,-0.06556000504255177,,-0.06556000504255177
,-0.06554000504255177,,-0.06554000504255177
,-0.06552000504255176,,-0.06552000504255176
,-0.06550000504255175,,-0.06550000504255175
,-0.06548000504255175,,-0.06548000504255175
,-0.06546000504255174,,-0.06546000504255174
,-0.06544000504255174,,-0.06544000504255174
,-0.06542000504255173,,-0.06542000504255173
,-0.06540000504255172,,-0.06540000504255172
,-0.06538000504255172,,-0.06538000504255172
,-0.06536000504255171,,-0.06536000504255171
,-0.0653400050425517,,-0.0653400050425517
,-0.0653200050425517,,-0.0653200050425517
,-0.06530000504255169,,-0.06530000504255169
,-0.06528000504255169,,-0.06528000504255169
,-0.06526000504255168,,-0.06526000504255168
,-0.06524000504255167,,-0.06524000504255167
,-0.06522000504255167,,-0.06522000504255167
,-0.06520000504255166,,-0.06520000504255166
,-0.06518000504255166,,-0.06518000504255166
,-0.06516000504255165,,-0.06516000504255165
,-0.06514000504255164,,-0.06514000504255164
,-0.06512000504255164,,-0.06512000504255164
,-0.06510000504255163,,-0.06510000504255163
,-0.06508000504255163,,-0.06508000504255163
,-0.06506000504255162,,-0.06506000504255162
,-0.06504000504255161,,-0.06504000504255161
,-0.0650200050425516,,-0.0650200050425516
,-0.0650000050425516,,-0.0650000050425516
,-0.0649800050425516,,-0.0649800050425516
,-0.06496000504255159,,-0.06496000504255159
,-0.06494000504255158,,-0.06494000504255158
,-0.06492000504255158,,-0.06492000504255158
,-0.06490000504255157,,-0.06490000504255157
,-0.06488000504255156,,-0.06488000504255156
,-0.06486000504255156,,-0.06486000504255156
,-0.06484000504255155,,-0.06484000504255155
,-0.06482000504255155,,-0.06482000504255155
,-0.06480000504255154,,-0.06480000504255154
,-0.06478000504255153,,-0.06478000504255153
,-0.06476000504255153,,-0.06476000504255153
,-0.06474000504255152,,-0.06474000504255152
,-0.06472000504255151,,-0.06472000504255151
,-0.06470000504255151,,-0.06470000504255151
,-0.0646800050425515,,-0.0646800050425515
,-0.0646600050425515,,-0.0646600050425515
,-0.06464000504255149,,-0.06464000504255149
,-0.06462000504255148,,-0.06462000504255148
,-0.06460000504255148,,-0.06460000504255148
,-0.06458000504255147,,-0.06458000504255147
,-0.06456000504255147,,-0.06456000504255147
,-0.06454000504255146,,-0.06454000504255146
,-0.06452000504255145,,-0.06452000504255145
,-0.06450000504255145,,-0.06450000504255145
,-0.06448000504255144,,-0.06448000504255144
,-0.06446000504255144,,-0.06446000504255144
,-0.06444000504255143,,-0.06444000504255143
,-0.06442000504255142,,-0.06442000504255142
