summary_ip_value,summary_ip_time,interferometer_n_e_line_value,interferometer_n_e_line_time,soft_x_lower_proxy,soft_x_lower_time,soft_x_upper_proxy,soft_x_upper_time
5471.04833984375,-0.06270000505447387,,-0.06270000505447387,,-0.06684000505447377,,-0.06684000505447377
4801.1455078125,-0.06245000505447387,,-0.06245000505447387,,-0.06682000505447376,,-0.06682000505447376
6820.21826171875,-0.06220000505447387,,-0.06220000505447387,,-0.06680000505447375,,-0.06680000505447375
6189.1806640625,-0.06195000505447387,,-0.06195000505447387,,-0.06678000505447375,,-0.06678000505447375
5820.95068359375,-0.06170000505447387,,-0.06170000505447387,,-0.06676000505447374,,-0.06676000505447374
3850.277099609375,-0.06145000505447387,,-0.06145000505447387,,-0.06674000505447374,,-0.06674000505447374
6064.1064453125,-0.06120000505447387,,-0.06120000505447387,,-0.06672000505447373,,-0.06672000505447373
5874.26220703125,-0.06095000505447387,,-0.06095000505447387,,-0.06670000505447372,,-0.06670000505447372
6489.369140625,-0.06070000505447387,,-0.06070000505447387,,-0.06668000505447372,,-0.06668000505447372
5111.8798828125,-0.06045000505447387,,-0.06045000505447387,,-0.06666000505447371,,-0.06666000505447371
4848.05029296875,-0.06020000505447387,,-0.06020000505447387,,-0.0666400050544737,,-0.0666400050544737
3434.371826171875,-0.05995000505447387,,-0.05995000505447387,,-0.0666200050544737,,-0.0666200050544737
4313.345703125,-0.05970000505447387,,-0.05970000505447387,,-0.0666000050544737,,-0.0666000050544737
5215.009765625,-0.05945000505447387,,-0.05945000505447387,,-0.06658000505447369,,-0.06658000505447369
4510.17626953125,-0.05920000505447387,,-0.05920000505447387,,-0.06656000505447368,,-0.06656000505447368
5157.19775390625,-0.05895000505447387,,-0.05895000505447387,,-0.06654000505447367,,-0.06654000505447367
6074.173828125,-0.05870000505447387,,-0.05870000505447387,,-0.06652000505447367,,-0.06652000505447367
5464.81640625,-0.05845000505447387,,-0.05845000505447387,,-0.06650000505447366,,-0.06650000505447366
3314.45263671875,-0.05820000505447387,,-0.05820000505447387,,-0.06648000505447366,,-0.06648000505447366
4145.314453125,-0.05795000505447387,,-0.05795000505447387,,-0.06646000505447365,,-0.06646000505447365
4185.095703125,-0.05770000505447387,,-0.05770000505447387,,-0.06644000505447364,,-0.06644000505447364
4346.43505859375,-0.05745000505447387,,-0.05745000505447387,,-0.06642000505447364,,-0.06642000505447364
2843.912841796875,-0.05720000505447387,,-0.05720000505447387,,-0.06640000505447363,,-0.06640000505447363
1984.868896484375,-0.05695000505447387,,-0.05695000505447387,,-0.06638000505447363,,-0.06638000505447363
1598.331298828125,-0.05670000505447387,,-0.05670000505447387,,-0.06636000505447362,,-0.06636000505447362
-93.46350860595703,-0.05645000505447387,,-0.05645000505447387,,-0.06634000505447361,,-0.06634000505447361
2120.528564453125,-0.05620000505447387,,-0.05620000505447387,,-0.06632000505447361,,-0.06632000505447361
1559.785888671875,-0.05595000505447387,,-0.05595000505447387,,-0.0663000050544736,,-0.0663000050544736
3432.3974609375,-0.05570000505447387,,-0.05570000505447387,,-0.0662800050544736,,-0.0662800050544736
2494.4462890625,-0.055450005054473867,,-0.055450005054473867,,-0.06626000505447359,,-0.06626000505447359
2087.959228515625,-0.055200005054473866,,-0.055200005054473866,,-0.06624000505447358,,-0.06624000505447358
625.9028930664062,-0.054950005054473866,,-0.054950005054473866,,-0.06622000505447358,,-0.06622000505447358
691.3528442382812,-0.054700005054473866,,-0.054700005054473866,,-0.06620000505447357,,-0.06620000505447357
716.8064575195312,-0.054450005054473866,,-0.054450005054473866,,-0.06618000505447356,,-0.06618000505447356
1906.9532470703125,-0.054200005054473865,,-0.054200005054473865,,-0.06616000505447356,,-0.06616000505447356
2282.81787109375,-0.053950005054473865,,-0.053950005054473865,,-0.06614000505447355,,-0.06614000505447355
2752.856689453125,-0.053700005054473865,,-0.053700005054473865,,-0.06612000505447355,,-0.06612000505447355
2231.082763671875,-0.053450005054473865,,-0.053450005054473865,,-0.06610000505447354,,-0.06610000505447354
1406.558349609375,-0.053200005054473865,,-0.053200005054473865,,-0.06608000505447353,,-0.06608000505447353
2063.86083984375,-0.052950005054473864,,-0.052950005054473864,,-0.06606000505447353,,-0.06606000505447353
5015.99658203125,-0.052700005054473864,,-0.052700005054473864,,-0.06604000505447352,,-0.06604000505447352
3296.0458984375,-0.052450005054473864,,-0.052450005054473864,,-0.06602000505447352,,-0.06602000505447352
4951.6142578125,-0.052200005054473864,,-0.052200005054473864,,-0.06600000505447351,,-0.06600000505447351
3896.179931640625,-0.05195000505447386,,-0.05195000505447386,,-0.0659800050544735,,-0.0659800050544735
3321.92333984375,-0.05170000505447386,,-0.05170000505447386,,-0.0659600050544735,,-0.0659600050544735
745.7506713867188,-0.05145000505447386,,-0.05145000505447386,,-0.06594000505447349,,-0.06594000505447349
839.6412963867188,-0.05120000505447386,,-0.05120000505447386,,-0.06592000505447349,,-0.06592000505447349
1042.13671875,-0.05095000505447386,,-0.05095000505447386,,-0.06590000505447348,,-0.06590000505447348
510.51837158203125,-0.05070000505447386,,-0.05070000505447386,,-0.06588000505447347,,-0.06588000505447347
2125.3583984375,-0.05045000505447386,,-0.05045000505447386,,-0.06586000505447347,,-0.06586000505447347
-370.8922119140625,-0.05020000505447386,,-0.05020000505447386,,-0.06584000505447346,,-0.06584000505447346
-1382.4178466796875,-0.04995000505447386,,-0.04995000505447386,,-0.06582000505447345,,-0.06582000505447345
-1149.7542724609375,-0.04970000505447386,,-0.04970000505447386,,-0.06580000505447345,,-0.06580000505447345
840.23583984375,-0.04945000505447386,,-0.04945000505447386,,-0.06578000505447344,,-0.06578000505447344
1954.4759521484375,-0.04920000505447386,,-0.04920000505447386,,-0.06576000505447344,,-0.06576000505447344
2854.619384765625,-0.04895000505447386,,-0.04895000505447386,,-0.06574000505447343,,-0.06574000505447343
3286.617919921875,-0.04870000505447386,,-0.04870000505447386,,-0.06572000505447342,,-0.06572000505447342
2342.6328125,-0.04845000505447386,,-0.04845000505447386,,-0.06570000505447342,,-0.06570000505447342
-104.23063659667969,-0.04820000505447386,,-0.04820000505447386,,-0.06568000505447341,,-0.06568000505447341
-27.959468841552734,-0.04795000505447386,,-0.04795000505447386,,-0.0656600050544734,,-0.0656600050544734
784.6148681640625,-0.04770000505447386,,-0.04770000505447386,,-0.0656400050544734,,-0.0656400050544734
1374.2535400390625,-0.04745000505447386,,-0.04745000505447386,,-0.0656200050544734,,-0.0656200050544734
383.2465515136719,-0.04720000505447386,,-0.04720000505447386,,-0.06560000505447339,,-0.06560000505447339
-63.44921112060547,-0.04695000505447386,,-0.04695000505447386,,-0.06558000505447338,,-0.06558000505447338
-2470.55517578125,-0.04670000505447386,,-0.04670000505447386,,-0.06556000505447337,,-0.06556000505447337
-3222.234130859375,-0.04645000505447386,,-0.04645000505447386,,-0.06554000505447337,,-0.06554000505447337
-1389.7327880859375,-0.04620000505447386,,-0.04620000505447386,,-0.06552000505447336,,-0.06552000505447336
-1331.5223388671875,-0.04595000505447386,,-0.04595000505447386,,-0.06550000505447336,,-0.06550000505447336
496.60968017578125,-0.04570000505447386,,-0.04570000505447386,,-0.06548000505447335,,-0.06548000505447335
495.5548400878906,-0.04545000505447386,,-0.04545000505447386,,-0.06546000505447334,,-0.06546000505447334
291.3851623535156,-0.04520000505447386,,-0.04520000505447386,,-0.06544000505447334,,-0.06544000505447334
-522.6305541992188,-0.04495000505447386,,-0.04495000505447386,,-0.06542000505447333,,-0.06542000505447333
-1313.0238037109375,-0.04470000505447386,,-0.04470000505447386,,-0.06540000505447333,,-0.06540000505447333
-312.99932861328125,-0.04445000505447386,,-0.04445000505447386,,-0.06538000505447332,,-0.06538000505447332
1840.416259765625,-0.044200005054473857,,-0.044200005054473857,,-0.06536000505447331,,-0.06536000505447331
3064.599609375,-0.043950005054473856,,-0.043950005054473856,,-0.06534000505447331,,-0.06534000505447331
1901.487548828125,-0.043700005054473856,,-0.043700005054473856,,-0.0653200050544733,,-0.0653200050544733
1020.1582641601562,-0.043450005054473856,,-0.043450005054473856,,-0.0653000050544733,,-0.0653000050544733
1632.596435546875,-0.043200005054473856,,-0.043200005054473856,,-0.06528000505447329,,-0.06528000505447329
2615.078125,-0.042950005054473855,,-0.042950005054473855,,-0.06526000505447328,,-0.06526000505447328
4489.96923828125,-0.042700005054473855,,-0.042700005054473855,,-0.06524000505447328,,-0.06524000505447328
6856.39697265625,-0.042450005054473855,,-0.042450005054473855,,-0.06522000505447327,,-0.06522000505447327
8370.810546875,-0.042200005054473855,,-0.042200005054473855,,-0.06520000505447326,,-0.06520000505447326
8245.544921875,-0.041950005054473855,,-0.041950005054473855,,-0.06518000505447326,,-0.06518000505447326
6572.4765625,-0.041700005054473854,,-0.041700005054473854,,-0.06516000505447325,,-0.06516000505447325
5314.63525390625,-0.041450005054473854,,-0.041450005054473854,,-0.06514000505447325,,-0.06514000505447325
4162.58056640625,-0.041200005054473854,,-0.041200005054473854,,-0.06512000505447324,,-0.06512000505447324
4334.451171875,-0.040950005054473854,,-0.040950005054473854,,-0.06510000505447323,,-0.06510000505447323
2887.17626953125,-0.04070000505447385,,-0.04070000505447385,,-0.06508000505447323,,-0.06508000505447323
2582.989990234375,-0.04045000505447385,,-0.04045000505447385,,-0.06506000505447322,,-0.06506000505447322
972.9847412109375,-0.04020000505447385,,-0.04020000505447385,,-0.06504000505447322,,-0.06504000505447322
-2136.92724609375,-0.03995000505447385,,-0.03995000505447385,,-0.06502000505447321,,-0.06502000505447321
-1252.363037109375,-0.03970000505447385,,-0.03970000505447385,,-0.0650000050544732,,-0.0650000050544732
-920.0192260742188,-0.03945000505447385,,-0.03945000505447385,,-0.0649800050544732,,-0.0649800050544732
343.2776794433594,-0.03920000505447385,,-0.03920000505447385,,-0.06496000505447319,,-0.06496000505447319
617.2184448242188,-0.03895000505447385,,-0.03895000505447385,,-0.06494000505447318,,-0.06494000505447318
926.2178344726562,-0.03870000505447385,,-0.03870000505447385,,-0.06492000505447318,,-0.06492000505447318
-755.2870483398438,-0.03845000505447385,,-0.03845000505447385,,-0.06490000505447317,,-0.06490000505447317
-2514.286376953125,-0.03820000505447385,,-0.03820000505447385,,-0.06488000505447317,,-0.06488000505447317
-2527.49462890625,-0.03795000505447385,,-0.03795000505447385,,-0.06486000505447316,,-0.06486000505447316
-3108.81982421875,-0.03770000505447385,,-0.03770000505447385,,-0.06484000505447315,,-0.06484000505447315
-768.6279907226562,-0.03745000505447385,,-0.03745000505447385,,-0.06482000505447315,,-0.06482000505447315
-2448.91748046875,-0.03720000505447385,,-0.03720000505447385,,-0.06480000505447314,,-0.06480000505447314
-3132.943359375,-0.03695000505447385,,-0.03695000505447385,,-0.06478000505447314,,-0.06478000505447314
-4235.74072265625,-0.03670000505447385,,-0.03670000505447385,,-0.06476000505447313,,-0.06476000505447313
-5470.51220703125,-0.03645000505447385,,-0.03645000505447385,,-0.06474000505447312,,-0.06474000505447312
-4466.84228515625,-0.03620000505447385,,-0.03620000505447385,,-0.06472000505447312,,-0.06472000505447312
-2095.408447265625,-0.03595000505447385,,-0.03595000505447385,,-0.06470000505447311,,-0.06470000505447311
-1430.3310546875,-0.03570000505447385,,-0.03570000505447385,,-0.0646800050544731,,-0.0646800050544731
-2641.438720703125,-0.03545000505447385,,-0.03545000505447385,,-0.0646600050544731,,-0.0646600050544731
-717.6433715820312,-0.03520000505447385,,-0.03520000505447385,,-0.0646400050544731,,-0.0646400050544731
-1648.463623046875,-0.03495000505447385,,-0.03495000505447385,,-0.06462000505447309,,-0.06462000505447309
-864.328125,-0.03470000505447385,,-0.03470000505447385,,-0.06460000505447308,,-0.06460000505447308
114.85572814941406,-0.03445000505447385,,-0.03445000505447385,,-0.06458000505447307,,-0.06458000505447307
1835.18896484375,-0.03420000505447385,,-0.03420000505447385,,-0.06456000505447307,,-0.06456000505447307
2993.150390625,-0.03395000505447385,,-0.03395000505447385,,-0.06454000505447306,,-0.06454000505447306
3789.50146484375,-0.03370000505447385,,-0.03370000505447385,,-0.06452000505447306,,-0.06452000505447306
2972.85400390625,-0.03345000505447385,,-0.03345000505447385,,-0.06450000505447305,,-0.06450000505447305
3999.57470703125,-0.03320000505447385,,-0.03320000505447385,,-0.06448000505447304,,-0.06448000505447304
5057.49609375,-0.03295000505447385,,-0.03295000505447385,,-0.06446000505447304,,-0.06446000505447304
6567.47216796875,-0.032700005054473846,,-0.032700005054473846,,-0.06444000505447303,,-0.06444000505447303
7415.8095703125,-0.032450005054473846,,-0.032450005054473846,,-0.06442000505447303,,-0.06442000505447303
5953.57421875,-0.032200005054473846,,-0.032200005054473846,,-0.06440000505447302,,-0.06440000505447302
7726.10595703125,-0.031950005054473846,,-0.031950005054473846,,-0.06438000505447301,,-0.06438000505447301
6327.18798828125,-0.031700005054473845,,-0.031700005054473845,,-0.06436000505447301,,-0.06436000505447301
6795.38134765625,-0.031450005054473845,,-0.031450005054473845,,-0.064340005054473,,-0.064340005054473
6896.78271484375,-0.031200005054473845,,-0.031200005054473845,,-0.064320005054473,,-0.064320005054473
6396.1572265625,-0.030950005054473845,,-0.030950005054473845,,-0.06430000505447299,,-0.06430000505447299
7007.23095703125,-0.030700005054473845,,-0.030700005054473845,,-0.06428000505447298,,-0.06428000505447298
5794.93505859375,-0.030450005054473844,,-0.030450005054473844,,-0.06426000505447298,,-0.06426000505447298
6195.55224609375,-0.030200005054473844,,-0.030200005054473844,,-0.06424000505447297,,-0.06424000505447297
5002.77783203125,-0.029950005054473844,,-0.029950005054473844,,-0.06422000505447296,,-0.06422000505447296
5300.06787109375,-0.029700005054473844,,-0.029700005054473844,,-0.06420000505447296,,-0.06420000505447296
6363.49560546875,-0.029450005054473843,,-0.029450005054473843,,-0.06418000505447295,,-0.06418000505447295
6616.6982421875,-0.029200005054473843,,-0.029200005054473843,,-0.06416000505447295,,-0.06416000505447295
6268.47216796875,-0.028950005054473843,,-0.028950005054473843,,-0.06414000505447294,,-0.06414000505447294
6088.97900390625,-0.028700005054473843,,-0.028700005054473843,,-0.06412000505447293,,-0.06412000505447293
5467.43798828125,-0.028450005054473843,,-0.028450005054473843,,-0.06410000505447293,,-0.06410000505447293
3761.364990234375,-0.028200005054473842,,-0.028200005054473842,,-0.06408000505447292,,-0.06408000505447292
3001.01220703125,-0.027950005054473842,,-0.027950005054473842,,-0.06406000505447292,,-0.06406000505447292
4629.583984375,-0.027700005054473842,,-0.027700005054473842,,-0.06404000505447291,,-0.06404000505447291
3219.647705078125,-0.02745000505447384,,-0.02745000505447384,,-0.0640200050544729,,-0.0640200050544729
1163.799560546875,-0.02720000505447384,,-0.02720000505447384,,-0.0640000050544729,,-0.0640000050544729
542.8726196289062,-0.02695000505447384,,-0.02695000505447384,,-0.06398000505447289,,-0.06398000505447289
-895.5967407226562,-0.02670000505447384,,-0.02670000505447384,,-0.06396000505447288,,-0.06396000505447288
-151.9828338623047,-0.02645000505447384,,-0.02645000505447384,,-0.06394000505447288,,-0.06394000505447288
776.6580200195312,-0.02620000505447384,,-0.02620000505447384,,-0.06392000505447287,,-0.06392000505447287
1864.6439208984375,-0.02595000505447384,,-0.02595000505447384,,-0.06390000505447287,,-0.06390000505447287
936.1370239257812,-0.02570000505447384,,-0.02570000505447384,,-0.06388000505447286,,-0.06388000505447286
418.7775573730469,-0.02545000505447384,,-0.02545000505447384,,-0.06386000505447285,,-0.06386000505447285
385.72900390625,-0.02520000505447384,,-0.02520000505447384,,-0.06384000505447285,,-0.06384000505447285
199.7328643798828,-0.02495000505447384,,-0.02495000505447384,,-0.06382000505447284,,-0.06382000505447284
-304.39306640625,-0.02470000505447384,,-0.02470000505447384,,-0.06380000505447284,,-0.06380000505447284
1465.5462646484375,-0.02445000505447384,,-0.02445000505447384,,-0.06378000505447283,,-0.06378000505447283
3102.454833984375,-0.02420000505447384,,-0.02420000505447384,,-0.06376000505447282,,-0.06376000505447282
2571.93505859375,-0.02395000505447384,,-0.02395000505447384,,-0.06374000505447282,,-0.06374000505447282
1465.936767578125,-0.02370000505447384,,-0.02370000505447384,,-0.06372000505447281,,-0.06372000505447281
1708.8599853515625,-0.023450005054473838,,-0.023450005054473838,,-0.0637000050544728,,-0.0637000050544728
704.0907592773438,-0.023200005054473838,,-0.023200005054473838,,-0.0636800050544728,,-0.0636800050544728
2327.67919921875,-0.022950005054473838,,-0.022950005054473838,,-0.06366000505447279,,-0.06366000505447279
3257.409912109375,-0.022700005054473837,,-0.022700005054473837,,-0.06364000505447279,,-0.06364000505447279
4335.9716796875,-0.022450005054473837,,-0.022450005054473837,,-0.06362000505447278,,-0.06362000505447278
5183.3994140625,-0.022200005054473837,,-0.022200005054473837,,-0.06360000505447277,,-0.06360000505447277
2412.4794921875,-0.021950005054473837,,-0.021950005054473837,,-0.06358000505447277,,-0.06358000505447277
1490.478515625,-0.021700005054473837,,-0.021700005054473837,,-0.06356000505447276,,-0.06356000505447276
1047.19140625,-0.021450005054473836,,-0.021450005054473836,,-0.06354000505447276,,-0.06354000505447276
1541.7652587890625,-0.021200005054473836,,-0.021200005054473836,,-0.06352000505447275,,-0.06352000505447275
635.3177490234375,-0.020950005054473836,,-0.020950005054473836,,-0.06350000505447274,,-0.06350000505447274
869.3514404296875,-0.020700005054473836,,-0.020700005054473836,,-0.06348000505447274,,-0.06348000505447274
-1089.26806640625,-0.020450005054473835,,-0.020450005054473835,,-0.06346000505447273,,-0.06346000505447273
-3813.413330078125,-0.020200005054473835,,-0.020200005054473835,,-0.06344000505447273,,-0.06344000505447273
-4447.3056640625,-0.019950005054473835,,-0.019950005054473835,,-0.06342000505447272,,-0.06342000505447272
-4015.067626953125,-0.019700005054473835,,-0.019700005054473835,,-0.06340000505447271,,-0.06340000505447271
-2908.052490234375,-0.019450005054473835,,-0.019450005054473835,,-0.06338000505447271,,-0.06338000505447271
-2280.00927734375,-0.019200005054473834,,-0.019200005054473834,,-0.0633600050544727,,-0.0633600050544727
-3627.563720703125,-0.018950005054473834,,-0.018950005054473834,,-0.0633400050544727,,-0.0633400050544727
-3276.614013671875,-0.018700005054473834,,-0.018700005054473834,,-0.06332000505447269,,-0.06332000505447269
-4688.8125,-0.018450005054473834,,-0.018450005054473834,,-0.06330000505447268,,-0.06330000505447268
-5464.5517578125,-0.018200005054473833,,-0.018200005054473833,,-0.06328000505447268,,-0.06328000505447268
-5892.6962890625,-0.017950005054473833,,-0.017950005054473833,,-0.06326000505447267,,-0.06326000505447267
-4775.8720703125,-0.017700005054473833,,-0.017700005054473833,,-0.06324000505447266,,-0.06324000505447266
-4740.53125,-0.017450005054473833,,-0.017450005054473833,,-0.06322000505447266,,-0.06322000505447266
-5969.5126953125,-0.017200005054473833,,-0.017200005054473833,,-0.06320000505447265,,-0.06320000505447265
-7769.974609375,-0.016950005054473832,,-0.016950005054473832,,-0.06318000505447265,,-0.06318000505447265
-8377.9755859375,-0.016700005054473832,,-0.016700005054473832,,-0.06316000505447264,,-0.06316000505447264
-8418.55078125,-0.016450005054473832,,-0.016450005054473832,,-0.06314000505447263,,-0.06314000505447263
-6107.90283203125,-0.01620000505447383,,-0.01620000505447383,,-0.06312000505447263,,-0.06312000505447263
-5165.9580078125,-0.01595000505447383,,-0.01595000505447383,,-0.06310000505447262,,-0.06310000505447262
-3645.2255859375,-0.01570000505447383,,-0.01570000505447383,,-0.06308000505447262,,-0.06308000505447262
-3239.769287109375,-0.015450005054473831,,-0.015450005054473831,,-0.06306000505447261,,-0.06306000505447261
-4303.70556640625,-0.01520000505447383,,-0.01520000505447383,,-0.0630400050544726,,-0.0630400050544726
-3898.163818359375,-0.01495000505447383,,-0.01495000505447383,,-0.0630200050544726,,-0.0630200050544726
-3489.475830078125,-0.01470000505447383,,-0.01470000505447383,,-0.06300000505447259,,-0.06300000505447259
-2748.357666015625,-0.01445000505447383,,-0.01445000505447383,,-0.06298000505447258,,-0.06298000505447258
-784.02001953125,-0.01420000505447383,,-0.01420000505447383,,-0.06296000505447258,,-0.06296000505447258
-53.44282531738281,-0.01395000505447383,,-0.01395000505447383,,-0.06294000505447257,,-0.06294000505447257
-363.7452087402344,-0.01370000505447383,,-0.01370000505447383,,-0.06292000505447257,,-0.06292000505447257
-1027.4810791015625,-0.01345000505447383,,-0.01345000505447383,,-0.06290000505447256,,-0.06290000505447256
-493.6365966796875,-0.013200005054473829,,-0.013200005054473829,,-0.06288000505447255,,-0.06288000505447255
-83.50016784667969,-0.012950005054473829,,-0.012950005054473829,,-0.06286000505447255,,-0.06286000505447255
1057.5789794921875,-0.012700005054473829,,-0.012700005054473829,,-0.06284000505447254,,-0.06284000505447254
1062.2227783203125,-0.012450005054473828,,-0.012450005054473828,,-0.06282000505447254,,-0.06282000505447254
570.2796020507812,-0.012200005054473828,,-0.012200005054473828,,-0.06280000505447253,,-0.06280000505447253
1450.6085205078125,-0.011950005054473828,,-0.011950005054473828,,-0.06278000505447252,,-0.06278000505447252
1957.8450927734375,-0.011700005054473828,,-0.011700005054473828,,-0.06276000505447252,,-0.06276000505447252
356.4737854003906,-0.011450005054473827,,-0.011450005054473827,,-0.06274000505447251,,-0.06274000505447251
2594.895751953125,-0.011200005054473827,,-0.011200005054473827,,-0.0627200050544725,,-0.0627200050544725
2691.270263671875,-0.010950005054473827,,-0.010950005054473827,,-0.0627000050544725,,-0.0627000050544725
2384.98193359375,-0.010700005054473827,,-0.010700005054473827,,-0.06268000505447249,,-0.06268000505447249
2411.168212890625,-0.010450005054473827,,-0.010450005054473827,,-0.06266000505447249,,-0.06266000505447249
-473.2235107421875,-0.010200005054473826,,-0.010200005054473826,,-0.06264000505447248,,-0.06264000505447248
305.8316345214844,-0.009950005054473826,-2.7771816538087096e+18,-0.009950005054473826,,-0.06262000505447247,,-0.06262000505447247
-139.00340270996094,-0.009700005054473826,-2.833042891813683e+18,-0.009700005054473826,,-0.06260000505447247,,-0.06260000505447247
84.85914611816406,-0.009450005054473826,-2.5811299344832266e+18,-0.009450005054473826,,-0.06258000505447246,,-0.06258000505447246
1507.55322265625,-0.009200005054473825,-2.5300529464486134e+18,-0.009200005054473825,,-0.06256000505447246,,-0.06256000505447246
1486.5880126953125,-0.008950005054473825,-2.548251788033655e+18,-0.008950005054473825,,-0.06254000505447245,,-0.06254000505447245
7.309347152709961,-0.008700005054473825,-2.496185789289857e+18,-0.008700005054473825,,-0.06252000505447244,,-0.06252000505447244
-198.71131896972656,-0.008450005054473825,-2.5041602722482094e+18,-0.008450005054473825,,-0.06250000505447244,,-0.06250000505447244
-628.8363037109375,-0.008200005054473825,-2.5116658134973153e+18,-0.008200005054473825,,-0.06248000505447243,,-0.06248000505447243
-1642.3026123046875,-0.007950005054473824,-2.5196405713335747e+18,-0.007950005054473824,,-0.062460005054472426,,-0.062460005054472426
-1628.3380126953125,-0.007700005054473824,-2.527615329169834e+18,-0.007700005054473824,,-0.06244000505447242,,-0.06244000505447242
-176.3452606201172,-0.007450005054473824,-2.53512087041894e+18,-0.007450005054473824,,-0.06242000505447241,,-0.06242000505447241
-687.8475952148438,-0.007200005054473824,-2.5430953533772923e+18,-0.007200005054473824,,-0.06240000505447241,,-0.06240000505447241
-2421.777099609375,-0.0069500050544738234,-2.5510701112135516e+18,-0.0069500050544738234,,-0.0623800050544724,,-0.0623800050544724
-3539.549560546875,-0.006700005054473823,-2.5585756524626575e+18,-0.006700005054473823,,-0.062360005054472395,,-0.062360005054472395
-4400.2822265625,-0.006450005054473823,-2.566550410298917e+18,-0.006450005054473823,,-0.06234000505447239,,-0.06234000505447239
-6612.71630859375,-0.006200005054473823,-2.574525168135176e+18,-0.006200005054473823,,-0.06232000505447238,,-0.06232000505447238
-11870.4873046875,-0.0059500050544738226,-2.582030709384282e+18,-0.0059500050544738226,,-0.06230000505447238,,-0.06230000505447238
-15790.08203125,-0.005700005054473822,-2.5900051923426345e+18,-0.005700005054473822,,-0.06228000505447237,,-0.06228000505447237
-16994.6796875,-0.005450005054473822,-2.597979950178894e+18,-0.005450005054473822,,-0.062260005054472364,,-0.062260005054472364
-16738.728515625,-0.005200005054473822,-2.605485491428e+18,-0.005200005054473822,,-0.06224000505447236,,-0.06224000505447236
-17039.955078125,-0.004950005054473822,-2.613460249264259e+18,-0.004950005054473822,,-0.06222000505447235,,-0.06222000505447235
