subset,variable,chamber_verdict,component_id,component_role,component_size_gaps,component_fraction_gaps,n_valid_rows,n_unique_values,n_gaps,computed_giant_fraction_gaps,chamber_giantRatio,chamber_isolated,chamber_isolatedFraction,chamber_kappa_connect,tailDominance,scale_IQR_or_median,epsilon_at_kappa_max,gap_min,gap_max,gap_mean,lower_value_min,upper_value_max,involved_row_count,involved_shot_count,involved_shots,event_time_min,event_time_max,mean_P_LH_candidate_MW,mean_P_loss_candidate_MW,mean_P_total_candidate_MW,mean_P_total_aux_candidate_MW,mean_dWmhd_dt_candidate_MW,mean_Wmhd_J,mean_n_e_1e20_m3,mean_I_p_MA,mean_B_t_T,mean_q95,mean_kappa,mean_delta,mean_hydrogen_fraction_candidate,mean_helium_fraction_candidate,mean_Z_eff,mean_n_Ryter,mean_P_Ryter,mean_chi_eff_candidate,mean_divertor_signal_candidate,mean_divertor_signal_150_candidate,mapping_priority
all_events,event_time,NOT_PROVIDED,1,minor_component,2,0.023529411764705882,92,86,85,0.9529411764705882,,,,,,0.009000000000000008,0.009000000000000008,0.07099999999999995,0.07600000000000007,0.07350000000000001,1.394,1.651,4,4,66452;69668;69807;69913,1.394,1.651,0.277338768107951,0.6485444580803498,0.7429688032601038,0.6587206644581748,0.028103629497456026,9366.457868866477,0.38428673633564514,0.24134517094216418,1.4355390115369633,3.2229870812392116,1.5769429297747188,0.3693236562938939,0.17028285931507814,0.02505749633623305,1.7683281430746765,0.3853209854535059,0.36395689023651934,2.2419499248085972,0.023165614148198475,0.022786092642025177,LOW
all_events,event_time,NOT_PROVIDED,2,singleton_isolate,1,0.011764705882352941,92,86,85,0.9529411764705882,,,,,,0.009000000000000008,0.009000000000000008,0.17399999999999993,0.17399999999999993,0.17399999999999993,1.22,1.394,2,2,69913;73917,1.22,1.394,0.3131431486975021,0.5492281885749998,0.8944721760135865,0.5620858034249998,0.023121302526976452,10742.888099640255,0.4383361691557579,0.1903501827192164,1.4338594817198655,4.468956664616883,1.5616974723433317,0.3939429154037958,0.6632958905570342,0.0262865047294382,1.4156454979919766,0.3489158709273913,0.340224593352341,1.3314254169372202,0.0377942542943781,0.0428006764734639,LOW
all_events,event_time,NOT_PROVIDED,3,singleton_isolate,1,0.011764705882352941,92,86,85,0.9529411764705882,,,,,,0.009000000000000008,0.009000000000000008,0.1100000000000001,0.1100000000000001,0.1100000000000001,1.47,1.58,2,2,69668;69807,1.47,1.58,0.20532915510037805,0.8882205764356998,0.8986827267881776,0.8662847311413497,-0.0337365780798103,7869.882973675085,0.24529125064212015,0.2410167015314055,1.4420314356321788,3.2186797454759666,1.5686543737397047,0.3674881771464884,0.08450178528118066,0.025046932649279548,2.1644172981331082,0.38445138794967826,0.3653668451741488,3.4287710810608694,0.0179781239886442,0.01587598710422735,LOW
lh_only,P_loss_candidate_MW,NOT_PROVIDED,1,minor_component,2,0.024691358024691357,82,82,81,0.9629629629629629,,,,,,0.00847673534999921,0.00847673534999921,0.03360940830000059,0.039264200299999774,0.03643680430000018,0.7579578349999997,0.9206507766999996,4,4,67992;68007;68206;69895,1.117,1.93,0.3838654787133344,0.8378906078499998,0.9892945458623714,0.8505411697499998,0.08129256475901844,11064.19373041085,0.5905668902946124,0.24179941979555347,1.4373304125719508,3.221839453863061,1.5846913829151348,0.37065377928640525,0.7599933140454731,0.11382726264684545,1.2332603391830377,0.3901672023413608,0.3660304757825739,2.12444580564208,0.07436356555289894,0.07689871161901968,LOW
lh_only,P_loss_candidate_MW,NOT_PROVIDED,2,singleton_isolate,1,0.012345679012345678,82,82,81,0.9629629629629629,,,,,,0.00847673534999921,0.00847673534999921,0.049186333899999934,0.049186333899999934,0.049186333899999934,0.6028908896999999,0.6520772235999999,2,2,68200;68422,1.757,1.763,0.3762155129197796,0.62748405665,0.786397209153891,0.6953451737499997,0.0795610615625657,10949.405162464489,0.570858154820545,0.24210519698383087,1.43846112439175,3.2304386984218247,1.5898326499895616,0.3736789700659837,0.5937011676124417,0.053895587491791096,1.3920377966516901,0.3910012556484228,0.3662265885640904,1.6946107541432651,0.0452981394384933,0.04520317418493585,LOW
lh_only,divertor_signal_candidate,NOT_PROVIDED,1,minor_component,2,0.024096385542168676,84,84,83,0.927710843373494,,,,,,0.0015176760717477977,0.0015176760717477977,0.005860084653003195,0.006071768956967899,0.005965926804985547,0.0649954408816277,0.138759411193881,4,4,66445;68006;68719;69892,1.112,1.948,0.39074094076806476,0.7172623119166666,0.892363050046447,0.7977580243499998,0.08417169890718695,11640.53789939715,0.6039190496337805,0.22418671099580217,1.4309123810031121,3.571013427528984,1.577491963129023,0.368725579425499,0.48015973553891705,0.0626917774664224,1.1351087756853342,0.37596693763862743,0.3562572758599152,1.6777601315213158,0.10182450496176318,0.1070561725484983,LOW
lh_only,divertor_signal_candidate,NOT_PROVIDED,2,minor_component,2,0.024096385542168676,84,84,83,0.927710843373494,,,,,,0.0015176760717477977,0.0015176760717477977,0.008184322215318993,0.008613254629750308,0.00839878842253465,0.0788568658814768,0.1080548655375082,4,4,68000;68003;68632;69892,1.838,1.931,0.3649469324393968,0.7396576917666664,0.992240584541721,0.8003405322333332,0.07809303767026972,9879.754250266335,0.5419808429530059,0.22421235352534205,1.4371931701841638,3.6023030226880857,1.5851807011799377,0.3701933564787561,0.6759954485669553,0.09871497936788322,1.128756053375859,0.3769273647433553,0.3578733717645301,1.9868924139360715,0.09334863260588468,0.10259720795269517,LOW
lh_only,divertor_signal_candidate,NOT_PROVIDED,3,singleton_isolate,1,0.012048192771084338,84,84,83,0.927710843373494,,,,,,0.0015176760717477977,0.0015176760717477977,0.0241052402659145,0.0241052402659145,0.0241052402659145,0.1085824019709986,0.1326876422369131,2,2,66445;67990,1.909,1.948,0.37872636345384175,0.754526947725,1.0434466356137815,0.8255120272749998,0.08758214110470625,10293.294222262537,0.5740528502815305,0.20688773557991286,1.4259439204083455,3.903574332418178,1.573353625451152,0.3687514558198895,0.5014124407251295,0.02538381977935685,1.146104296938088,0.36280688780470716,0.3469034753534136,1.855040158932135,0.12063502210395585,0.12102155808908485,LOW
lh_only,divertor_signal_candidate,NOT_PROVIDED,4,singleton_isolate,1,0.012048192771084338,84,84,83,0.927710843373494,,,,,,0.0015176760717477977,0.0015176760717477977,0.1028598548933089,0.1028598548933089,0.1028598548933089,0.138759411193881,0.2416192660871899,2,2,68719;68728,1.669,1.917,0.4628866306247789,0.7965923323000001,0.8430373447955224,0.908848798,0.07406754592213224,12635.595818325553,0.7639034537084508,0.24182144037624376,1.4369040925009218,3.1938045592535103,1.5723976296779911,0.36902894592517377,0.4607407909008136,0.02519618914435695,1.076178249438241,0.3895789573092999,0.3661853572236631,1.984630219231834,0.19018933864053544,0.17622021296097445,LOW
lh_only,event_time,NOT_PROVIDED,1,singleton_isolate,1,0.01282051282051282,84,79,78,0.9743589743589743,,,,,,0.007000000000000006,0.007000000000000006,0.18399999999999994,0.18399999999999994,0.18399999999999994,1.21,1.394,2,2,67986;69913,1.21,1.394,0.2763515853701949,0.5231908179749997,0.8200878532186358,0.5724527738249997,0.0496728551068984,9646.964270550272,0.3618827667884695,0.20649667898787316,1.4389631453053124,4.082657098770142,1.5976419656173044,0.37279616944167926,0.55770205074294,0.02514983494366075,1.3026278674122984,0.3620460397237356,0.3492999217021696,1.4398300624382037,0.0286953627161299,0.030227889958518002,LOW
lh_only,event_time,NOT_PROVIDED,2,singleton_isolate,1,0.01282051282051282,84,79,78,0.9743589743589743,,,,,,0.007000000000000006,0.007000000000000006,0.2570000000000001,0.2570000000000001,0.2570000000000001,1.394,1.651,2,2,66452;69913,1.394,1.651,0.3493483811155239,0.4088683397249998,0.58725487973203,0.45115659777499983,0.08994383707472235,10863.032764057869,0.5232822220291701,0.24167364035292288,1.429046587441748,3.2272944170024553,1.5852314858097332,0.3711591354412994,0.2560639333489756,0.025068060023186553,1.3722389880162447,0.38619058295733344,0.3625469352988898,1.0551287685563246,0.02835310430775275,0.029696198179822997,LOW
