selection_order,shot_id,candidate_class_selected,candidate_score_selected,selection_role,selection_reason,selection_class_bucket,campaign_selected,split_membership_selected,core_required_present_selected,profile_preferred_present_selected,edge_activity_present_selected,supporting_present_selected,missing_core_required_selected,missing_profile_preferred_selected,missing_edge_activity_selected,rows,candidate_class,candidate_score,campaign,split_membership,core_required_present,profile_preferred_present,edge_activity_present,supporting_present,missing_core_required,missing_profile_preferred,missing_edge_activity,loaded_signal_arrays,failed_signal_arrays,raw_positive_count,raw_negative_count,raw_ambiguous_count,raw_insufficient_count,raw_positive_fraction,raw_negative_fraction,raw_ambiguous_fraction,raw_insufficient_fraction,conf_positive_count,conf_negative_count,conf_ambiguous_count,conf_low_confidence_count,conf_positive_fraction,conf_negative_fraction,conf_ambiguous_fraction,conf_low_confidence_fraction,m_edge_raw_finite_count,m_edge_raw_finite_fraction,m_edge_raw_min,m_edge_raw_median,m_edge_raw_mean,m_edge_raw_max,m_edge_raw_std,m_edge_conf_finite_count,m_edge_conf_finite_fraction,m_edge_conf_min,m_edge_conf_median,m_edge_conf_mean,m_edge_conf_max,m_edge_conf_std,m_edge_conf_simple_finite_count,m_edge_conf_simple_finite_fraction,m_edge_conf_simple_min,m_edge_conf_simple_median,m_edge_conf_simple_mean,m_edge_conf_simple_max,m_edge_conf_simple_std,delta_conf_minus_raw_finite_count,delta_conf_minus_raw_finite_fraction,delta_conf_minus_raw_min,delta_conf_minus_raw_median,delta_conf_minus_raw_mean,delta_conf_minus_raw_max,delta_conf_minus_raw_std,Q_power_finite_count,Q_power_finite_fraction,Q_power_min,Q_power_median,Q_power_mean,Q_power_max,Q_power_std,Q_density_finite_count,Q_density_finite_fraction,Q_density_min,Q_density_median,Q_density_mean,Q_density_max,Q_density_std,Q_edge_finite_count,Q_edge_finite_fraction,Q_edge_min,Q_edge_median,Q_edge_mean,Q_edge_max,Q_edge_std,Q_profile_finite_count,Q_profile_finite_fraction,Q_profile_min,Q_profile_median,Q_profile_mean,Q_profile_max,Q_profile_std,Q_geometry_finite_count,Q_geometry_finite_fraction,Q_geometry_min,Q_geometry_median,Q_geometry_mean,Q_geometry_max,Q_geometry_std,Q_missing_finite_count,Q_missing_finite_fraction,Q_missing_min,Q_missing_median,Q_missing_mean,Q_missing_max,Q_missing_std,Q_diag_finite_count,Q_diag_finite_fraction,Q_diag_min,Q_diag_median,Q_diag_mean,Q_diag_max,Q_diag_std,Q_capacity_finite_count,Q_capacity_finite_fraction,Q_capacity_min,Q_capacity_median,Q_capacity_mean,Q_capacity_max,Q_capacity_std,Q_fragmentation_finite_count,Q_fragmentation_finite_fraction,Q_fragmentation_min,Q_fragmentation_median,Q_fragmentation_mean,Q_fragmentation_max,Q_fragmentation_std,P_missing_critical_finite_count,P_missing_critical_finite_fraction,P_missing_critical_min,P_missing_critical_median,P_missing_critical_mean,P_missing_critical_max,P_missing_critical_std,confidence_structural_score,global_diagnostic_availability,output_csv,output_json,output_md,confidence_panel_rank,result_status
11,11996,FULL_PROFILE_EDGE_CANDIDATE,96.429,shortage_filler,selected because one or more target classes had insufficient candidates,FULL_PROFILE_EDGE_CANDIDATE,M5,train,8,2,2,9,,,,541,FULL_PROFILE_EDGE_CANDIDATE,96.429,M5,train,8,2,2,9,,,,16,0,130,26,338,47,0.2402957486136783,0.0480591497227356,0.6247689463955638,0.0868761552680221,0,186,308,47,0.0,0.3438077634011091,0.5693160813308688,0.0868761552680221,494,0.9131238447319778,-0.2899845047558474,0.0328101258752495,0.0857603096567002,0.4933167469008951,0.2262927975771888,541,1.0,-1.12,-0.1169749510707746,-0.2157022149057818,0.1224283126446974,0.3185058756394401,541,1.0,-0.2899845047558474,0.0,0.0498487721958297,0.3645062629878836,0.1689214294439358,494,0.9131238447319778,-0.7219779298693219,-0.1774852734956756,-0.2154260956162709,1.52655665885959e-16,0.1973745505018623,541,1.0,0.3,1.0,0.9391866913123844,1.0,0.1971574436023038,541,1.0,0.0,1.0,0.9075785582255084,1.0,0.2896199559333159,541,1.0,0.0,1.0,0.9131238447319778,1.0,0.281653490860434,541,1.0,0.0,0.0,0.388170055452865,1.0,0.4873336264845518,541,1.0,0.0,1.0,0.6839186691312384,1.0,0.464945075406756,541,1.0,0.0,0.7777777777777778,0.744916820702403,1.0,0.2836886098391056,541,1.0,0.06,0.7388888888888888,0.7549353049907579,1.0,0.2614018841114061,541,1.0,0.0,0.8500000000000001,0.7871534195933455,1.0,0.2766087752405234,541,1.0,0.12,0.5555555555555556,0.6799260628465804,1.0,0.2782533025865953,541,1.0,0.0,0.4111111111111111,0.305268022181146,1.0,0.2905010303135088,-4.386576933963019,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': True, 'has_ne_global': True}",outputs\reports\tokamark_shot_11996_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_11996_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_11996_m_edge_confidence_revision.md,11,ok
17,11802,CORE_DALPHA_GEOMETRY_CANDIDATE,71.429,class_balanced_CORE_DALPHA_GEOMETRY_CANDIDATE,selected to fill target bucket for CORE_DALPHA_GEOMETRY_CANDIDATE,CORE_DALPHA_GEOMETRY_CANDIDATE,M5,train,8,0,2,9,,thomson_scattering-t_e;thomson_scattering-n_e,,496,CORE_DALPHA_GEOMETRY_CANDIDATE,71.429,M5,train,8,0,2,9,,thomson_scattering-t_e;thomson_scattering-n_e,,14,2,237,35,166,58,0.4778225806451613,0.0705645161290322,0.3346774193548387,0.1169354838709677,0,165,273,58,0.0,0.3326612903225806,0.5504032258064516,0.1169354838709677,438,0.8830645161290323,-0.5510019845313796,0.2272139923805621,0.1766980002396932,0.6060794925373134,0.2441123105851876,496,1.0,-1.12,-0.156324033691878,-0.2838691284330906,0.1250854665232983,0.3506693693200773,496,1.0,-0.345906801400255,0.129543028365574,0.1177400335590134,0.4478254028192371,0.16871165300043,438,0.8830645161290323,-0.5045681740466708,-0.3645229600715066,-0.3498466023009099,-0.1110464100282119,0.0769228083918189,496,1.0,0.3,1.0,0.9181451612903224,1.0,0.2249403753810927,496,1.0,0.0,1.0,0.8830645161290323,1.0,0.321343393401561,496,1.0,0.0,1.0,0.8830645161290323,1.0,0.321343393401561,496,1.0,0.0,0.0,0.0,0.0,0.0,496,1.0,0.0,1.0,0.6370967741935484,1.0,0.4808372640568982,496,1.0,0.0,0.7777777777777778,0.6321684587813621,0.7777777777777778,0.2483610897079053,496,1.0,0.06,0.7388888888888888,0.6321729390681005,0.7388888888888888,0.2134074845007637,496,1.0,0.0,0.8500000000000001,0.7014112903225806,0.8500000000000001,0.2687861457192189,496,1.0,0.12,0.5555555555555556,0.4936917562724014,0.5555555555555556,0.1372676378045198,496,1.0,0.4111111111111111,0.4111111111111111,0.4827060931899642,1.0,0.1882992188436117,-4.514658816057345,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': False, 'has_ne_global': False}",outputs\reports\tokamark_shot_11802_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_11802_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_11802_m_edge_confidence_revision.md,12,ok
2,11830,PROFILE_DALPHA_CANDIDATE,81.429,profile_no_softx_anchor,predefined calibration anchor from five-shot confidence panel,PROFILE_DALPHA_CANDIDATE,M5,train,8,2,0,9,,,soft_x_rays-horizontal_cam_lower;soft_x_rays-horizontal_cam_upper,376,PROFILE_DALPHA_CANDIDATE,81.429,M5,train,8,2,0,9,,,soft_x_rays-horizontal_cam_lower;soft_x_rays-horizontal_cam_upper,14,2,85,86,147,58,0.226063829787234,0.2287234042553191,0.3909574468085106,0.1542553191489361,0,192,126,58,0.0,0.5106382978723404,0.3351063829787234,0.1542553191489361,318,0.8457446808510638,-0.7458024540979937,-0.0366667633920926,0.0050537048436863,0.3879011835469034,0.2344376281858663,376,1.0,-1.12,-0.3226154286059864,-0.4090052465481119,0.1755428575259774,0.3970647540156747,376,1.0,-0.3666862065981802,0.0,0.0176041275084366,0.3351035224530193,0.1527541322571221,318,0.8457446808510638,-0.709269014620937,-0.2152979174197053,-0.2843806630263596,-0.1376304102403138,0.1366550235920044,376,1.0,0.3,1.0,0.8920212765957446,1.0,0.2528353252118185,376,1.0,0.0,1.0,0.8457446808510638,1.0,0.3611933217311694,376,1.0,0.0,0.5,0.4228723404255319,0.5,0.1805966608655847,376,1.0,0.0,1.0,0.5851063829787234,1.0,0.4927036671025281,376,1.0,0.0,1.0,0.5319148936170213,1.0,0.4989803999812158,376,1.0,0.0,0.7777777777777778,0.5301418439716311,0.7777777777777778,0.2911852825421928,376,1.0,0.06,0.8638888888888888,0.6369592198581558,0.8638888888888888,0.2901462195432341,376,1.0,0.0,0.8,0.5747340425531916,0.8,0.2850204052244261,376,1.0,0.12,0.9555555555555556,0.6968794326241136,0.9555555555555556,0.3203997239378363,376,1.0,0.1111111111111111,0.1111111111111111,0.3588652482269504,1.0,0.3268763089027179,-6.481597500078069,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': False, 'has_softx_upper_global': False, 'has_te_global': True, 'has_ne_global': True}",outputs\reports\tokamark_shot_11830_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_11830_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_11830_m_edge_confidence_revision.md,13,ok
22,11780,PARTIAL_DALPHA_CANDIDATE,65.179,class_balanced_PARTIAL_DALPHA_CANDIDATE,selected to fill target bucket for PARTIAL_DALPHA_CANDIDATE,PARTIAL_DALPHA_CANDIDATE,M5,train,7,0,2,9,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,499,PARTIAL_DALPHA_CANDIDATE,65.179,M5,train,7,0,2,9,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,13,3,248,101,92,58,0.4969939879759519,0.2024048096192384,0.1843687374749499,0.1162324649298597,0,202,239,58,0.0,0.4048096192384769,0.4789579158316633,0.1162324649298597,441,0.8837675350701403,-0.6396636829560278,0.3086218473253393,0.1357401140500908,0.6542070150619366,0.376198878707031,499,1.0,-1.12,-0.2377947599875321,-0.368623248531723,-0.0239910206791899,0.3253766002932106,499,1.0,-0.3084600426699067,0.1149462956304268,0.0819077919608331,0.3881628289367489,0.194379448390795,441,0.8837675350701403,-0.6781980357411265,-0.4687586048921461,-0.4055428374453964,-0.0335288129461385,0.1958325436153478,499,1.0,0.3,0.3,0.2999999999999999,0.3,5.551115123125783e-17,499,1.0,0.0,1.0,0.8837675350701403,1.0,0.3205034774010862,499,1.0,0.0,1.0,0.8837675350701403,1.0,0.3205034774010862,499,1.0,0.0,0.0,0.0,0.0,0.0,499,1.0,0.0,1.0,0.6312625250501002,1.0,0.4824625887231794,499,1.0,0.0,0.6666666666666667,0.533066132264529,0.6666666666666667,0.2151259020213263,499,1.0,0.06,0.5933333333333333,0.5032865731462927,0.5933333333333333,0.167542847343348,499,1.0,0.0,0.8500000000000001,0.7007014028056111,0.8500000000000001,0.2679329863760954,499,1.0,0.12,0.2533333333333333,0.2266132264529058,0.2533333333333333,0.0430251804042652,499,1.0,0.6166666666666667,0.6166666666666667,0.6640280561122246,1.0,0.1219335361307133,-6.687802271209086,"{'has_nbi_global': False, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': False, 'has_ne_global': False}",outputs\reports\tokamark_shot_11780_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_11780_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_11780_m_edge_confidence_revision.md,14,ok
16,12034,CORE_DALPHA_GEOMETRY_CANDIDATE,72.143,class_balanced_CORE_DALPHA_GEOMETRY_CANDIDATE,selected to fill target bucket for CORE_DALPHA_GEOMETRY_CANDIDATE,CORE_DALPHA_GEOMETRY_CANDIDATE,M5,train,8,0,2,10,,thomson_scattering-t_e;thomson_scattering-n_e,,604,CORE_DALPHA_GEOMETRY_CANDIDATE,72.143,M5,train,8,0,2,10,,thomson_scattering-t_e;thomson_scattering-n_e,,14,2,227,41,287,49,0.3758278145695364,0.0678807947019867,0.4751655629139072,0.0811258278145695,0,309,246,49,0.0,0.5115894039735099,0.4072847682119205,0.0811258278145695,555,0.9188741721854304,-0.292441322840642,0.1106317373259898,0.1747817177492032,0.5750455213606706,0.2328772392814738,604,1.0,-1.12,-0.2434113068672203,-0.2728603650494539,0.1133173546859926,0.2870268442606149,604,1.0,-0.2160816440989188,0.0583009568441813,0.1047262671496527,0.4248947463387176,0.1542899370475399,555,0.9188741721854304,-0.7313297106784369,-0.3819752354566686,-0.372849574487708,-0.1733641898446249,0.1528475439546942,604,1.0,0.3,1.0,0.9432119205298014,1.0,0.1911197783046681,604,1.0,0.0,1.0,0.8129139072847682,1.0,0.389980623400419,604,1.0,0.0,1.0,0.9188741721854304,1.0,0.2730282547209544,604,1.0,0.0,0.0,0.0,0.0,0.0,604,1.0,0.0,1.0,0.7201986754966887,1.0,0.4489014850827561,604,1.0,0.0,0.7777777777777778,0.6587564385577631,0.7777777777777778,0.2264109794213244,604,1.0,0.06,0.7388888888888888,0.6452557027225901,0.7388888888888888,0.1931385614196789,604,1.0,0.0,0.8500000000000001,0.7148178807947019,0.8500000000000001,0.2559389930375955,604,1.0,0.12,0.5555555555555556,0.509036055923473,0.5555555555555556,0.117814610668918,604,1.0,0.4111111111111111,0.4111111111111111,0.4616813833701251,1.0,0.1600536258221819,-6.864020183931915,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': False, 'has_ne_global': False}",outputs\reports\tokamark_shot_12034_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_12034_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_12034_m_edge_confidence_revision.md,15,ok
21,11772,PARTIAL_DALPHA_CANDIDATE,65.179,class_balanced_PARTIAL_DALPHA_CANDIDATE,selected to fill target bucket for PARTIAL_DALPHA_CANDIDATE,PARTIAL_DALPHA_CANDIDATE,M5,train,7,0,2,9,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,479,PARTIAL_DALPHA_CANDIDATE,65.179,M5,train,7,0,2,9,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,13,3,315,90,15,59,0.6576200417536534,0.1878914405010438,0.0313152400835073,0.1231732776617954,0,213,207,59,0.0,0.4446764091858037,0.4321503131524008,0.1231732776617954,420,0.8768267223382046,-0.6874205746253836,0.3667275619713972,0.2111546902419097,0.6129985416746535,0.3732503578795598,479,1.0,-1.12,-0.2127306856558629,-0.3742895757567692,-0.0592170558647503,0.3200886691755688,479,1.0,-0.3314894770971294,0.2039128768844836,0.1185649541738008,0.3637124680602944,0.1930152158798003,420,0.8768267223382046,-0.6724548317562484,-0.5704898143758028,-0.4806897064026061,-0.016525670154919,0.2157758937693962,479,1.0,0.3,0.3,0.2999999999999999,0.3,5.551115123125783e-17,479,1.0,0.0,1.0,0.8768267223382046,1.0,0.3286360012716892,479,1.0,0.0,1.0,0.8768267223382046,1.0,0.3286360012716892,479,1.0,0.0,0.0,0.0,0.0,0.0,479,1.0,0.0,1.0,0.6263048016701461,1.0,0.4837841430587252,479,1.0,0.0,0.6666666666666667,0.5288796102992346,0.6666666666666667,0.219385183936593,479,1.0,0.06,0.5933333333333333,0.4998051496172582,0.5933333333333333,0.1714097331069824,479,1.0,0.0,0.8500000000000001,0.6951983298538622,0.8500000000000001,0.273952574102409,479,1.0,0.12,0.2533333333333333,0.2257759220598469,0.2533333333333333,0.0438770367873186,479,1.0,0.6166666666666667,0.6166666666666667,0.6666666666666669,1.0,0.1250222279780482,-7.355212247738343,"{'has_nbi_global': False, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': False, 'has_ne_global': False}",outputs\reports\tokamark_shot_11772_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_11772_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_11772_m_edge_confidence_revision.md,16,ok
3,11876,CORE_DALPHA_GEOMETRY_CANDIDATE,72.143,core_dalpha_geometry_anchor,predefined calibration anchor from five-shot confidence panel,CORE_DALPHA_GEOMETRY_CANDIDATE,M5,train,8,0,2,10,,thomson_scattering-t_e;thomson_scattering-n_e,,537,CORE_DALPHA_GEOMETRY_CANDIDATE,72.143,M5,train,8,0,2,10,,thomson_scattering-t_e;thomson_scattering-n_e,,14,2,116,89,271,61,0.2160148975791433,0.1657355679702048,0.5046554934823091,0.1135940409683426,0,296,180,61,0.0,0.5512104283054003,0.3351955307262569,0.1135940409683426,476,0.8864059590316573,-0.5908616292621237,0.0156954618105525,0.0236811977334978,0.5688954772308871,0.233492372302012,537,1.0,-1.12,-0.277059905826733,-0.3643235345832202,0.1009824510024432,0.3139952528596675,537,1.0,-0.3709298005923332,0.0,0.0212181071683615,0.4203505470650443,0.1537276831684905,476,0.8864059590316573,-0.4793174556312433,-0.2860910747546966,-0.291163840740198,-0.1063004062899289,0.0777242546808318,537,1.0,0.3,1.0,0.9204841713221602,1.0,0.2221222930373363,537,1.0,0.0,1.0,0.8864059590316573,1.0,0.317317561481909,537,1.0,0.0,1.0,0.8864059590316573,1.0,0.317317561481909,537,1.0,0.0,0.0,0.0,0.0,0.0,537,1.0,0.0,1.0,0.6722532588454376,1.0,0.4693919628808387,537,1.0,0.0,0.7777777777777778,0.6418373680943512,0.7777777777777778,0.2466029801272008,537,1.0,0.06,0.7388888888888888,0.6379764121663563,0.7388888888888888,0.2116953095930696,537,1.0,0.0,0.8500000000000001,0.7106145251396647,0.8500000000000001,0.2668510670861842,537,1.0,0.12,0.5555555555555556,0.4965611421477343,0.5555555555555556,0.1359869409709591,537,1.0,0.4111111111111111,0.4111111111111111,0.4803848541278709,1.0,0.186066866004607,-7.8076874878151,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': False, 'has_ne_global': False}",outputs\reports\tokamark_shot_11876_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_11876_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_11876_m_edge_confidence_revision.md,17,ok
4,11768,PARTIAL_DALPHA_CANDIDATE,65.179,partial_dalpha_anchor,predefined calibration anchor from five-shot confidence panel,PARTIAL_DALPHA_CANDIDATE,M5,train,7,0,2,9,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,416,PARTIAL_DALPHA_CANDIDATE,65.179,M5,train,7,0,2,9,summary-power_nbi,thomson_scattering-t_e;thomson_scattering-n_e,,13,3,222,96,40,58,0.5336538461538461,0.2307692307692307,0.0961538461538461,0.1394230769230769,0,200,158,58,0.0,0.4807692307692308,0.3798076923076923,0.1394230769230769,358,0.8605769230769231,-0.8486592871581259,0.3726476899894283,0.1438485875844357,0.6227132671997299,0.4007951838152994,416,1.0,-1.12,-0.2552893735475513,-0.4157387217450012,-0.042882321474895,0.3283479397658599,416,1.0,-0.4092423673629184,0.1887083857686135,0.0851260874343036,0.3694765385385063,0.2031695649122104,358,0.8605769230769231,-0.6912682786216765,-0.5699402788380253,-0.4454891134110292,0.0747187415266683,0.2305440840105632,416,1.0,0.3,0.3,0.2999999999999999,0.3,5.551115123125783e-17,416,1.0,0.0,1.0,0.8605769230769231,1.0,0.3463874745777893,416,1.0,0.0,1.0,0.8605769230769231,1.0,0.3463874745777893,416,1.0,0.0,0.0,0.0,0.0,0.0,416,1.0,0.0,1.0,0.5649038461538461,1.0,0.4957695944230927,416,1.0,0.0,0.6666666666666667,0.5080128205128206,0.6666666666666667,0.2267066577486053,416,1.0,0.06,0.5933333333333333,0.4861217948717949,0.5933333333333333,0.1783650486477511,416,1.0,0.0,0.8500000000000001,0.6723557692307692,0.8500000000000001,0.2846095982714821,416,1.0,0.12,0.2533333333333333,0.2216025641025641,0.2533333333333333,0.045341331549721,416,1.0,0.6166666666666667,0.6166666666666667,0.6733974358974362,1.0,0.1315506337981107,-8.059102564102565,"{'has_nbi_global': False, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': False, 'has_ne_global': False}",outputs\reports\tokamark_shot_11768_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_11768_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_11768_m_edge_confidence_revision.md,18,ok
18,11851,CORE_DALPHA_GEOMETRY_CANDIDATE,71.429,class_balanced_CORE_DALPHA_GEOMETRY_CANDIDATE,selected to fill target bucket for CORE_DALPHA_GEOMETRY_CANDIDATE,CORE_DALPHA_GEOMETRY_CANDIDATE,M5,train,8,0,2,9,,thomson_scattering-t_e;thomson_scattering-n_e,,415,CORE_DALPHA_GEOMETRY_CANDIDATE,71.429,M5,train,8,0,2,9,,thomson_scattering-t_e;thomson_scattering-n_e,,14,2,65,118,173,59,0.1566265060240964,0.2843373493975903,0.416867469879518,0.1421686746987951,0,240,116,59,0.0,0.5783132530120482,0.2795180722891566,0.1421686746987951,356,0.8578313253012049,-0.758351325041007,-0.0470812394908487,-0.0480915412155518,0.6439225409868778,0.2582493038284378,415,1.0,-1.12,-0.3742725875501207,-0.4304940765256297,0.1548782726631337,0.3319316285201827,415,1.0,-0.4760761096090766,0.0,-0.022086945171409,0.4757872108403041,0.164668180042723,356,0.8578313253012049,-0.4987223205989618,-0.2568580835491983,-0.2681304861949434,-0.0454148154703548,0.0838061559720201,415,1.0,0.3,1.0,0.9004819277108433,1.0,0.2444561389907396,415,1.0,0.0,1.0,0.8578313253012049,1.0,0.3492230557010566,415,1.0,0.0,1.0,0.8578313253012049,1.0,0.3492230557010566,415,1.0,0.0,0.0,0.0,0.0,0.0,415,1.0,0.0,1.0,0.5686746987951807,1.0,0.4952613307592176,415,1.0,0.0,0.7777777777777778,0.6029451137884874,0.7777777777777778,0.2640381630211931,415,1.0,0.06,0.7388888888888888,0.6102436412315931,0.7388888888888888,0.2292255945219579,415,1.0,0.0,0.8500000000000001,0.6713253012048194,0.8500000000000001,0.2869816797995508,415,1.0,0.12,0.5555555555555556,0.4807817938420348,0.5555555555555556,0.148157633454943,415,1.0,0.4111111111111111,0.4111111111111111,0.4980455153949131,1.0,0.204403522355304,-8.392184552397962,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': False, 'has_ne_global': False}",outputs\reports\tokamark_shot_11851_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_11851_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_11851_m_edge_confidence_revision.md,19,ok
19,11908,CORE_DALPHA_GEOMETRY_CANDIDATE,71.429,class_balanced_CORE_DALPHA_GEOMETRY_CANDIDATE,selected to fill target bucket for CORE_DALPHA_GEOMETRY_CANDIDATE,CORE_DALPHA_GEOMETRY_CANDIDATE,M5,val,8,0,2,9,,thomson_scattering-t_e;thomson_scattering-n_e,,548,CORE_DALPHA_GEOMETRY_CANDIDATE,71.429,M5,val,8,0,2,9,,thomson_scattering-t_e;thomson_scattering-n_e,,14,2,131,133,233,51,0.2390510948905109,0.2427007299270073,0.4251824817518248,0.0930656934306569,0,377,120,51,0.0,0.6879562043795621,0.218978102189781,0.0930656934306569,497,0.906934306569343,-0.6069995714911735,-0.0048914746411165,0.0130960593973571,0.5437452449997587,0.3153106139877223,548,1.0,-1.12,-0.3327233069665835,-0.3623152518596819,0.126028650242076,0.3208849780567309,548,1.0,-0.3912802951723514,0.0,0.0085338349011505,0.4017673199164883,0.2164711021405536,497,0.906934306569343,-0.7230785875785015,-0.2445344072320456,-0.2976609648683948,-0.1039373289956764,0.1237598470668322,548,1.0,0.3,1.0,0.93485401459854,1.0,0.2033671319734206,548,1.0,0.0,1.0,0.8978102189781022,1.0,0.30289772147805,548,1.0,0.0,1.0,0.906934306569343,1.0,0.2905244742477437,548,1.0,0.0,0.0,0.0,0.0,0.0,548,1.0,0.0,1.0,0.6478102189781022,1.0,0.4776527390957216,548,1.0,0.0,0.7777777777777778,0.6467964314679643,0.7777777777777778,0.2291339197303815,548,1.0,0.06,0.7388888888888888,0.6454967558799675,0.7388888888888888,0.1946951776148188,548,1.0,0.0,0.8500000000000001,0.7167883211678832,0.8500000000000001,0.2476736559741566,548,1.0,0.12,0.5555555555555556,0.5033008921330089,0.5555555555555556,0.1243350116689424,548,1.0,0.4111111111111111,0.4111111111111111,0.4688463098134631,1.0,0.1702184150188088,-9.603498255071404,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': False, 'has_ne_global': False}",outputs\reports\tokamark_shot_11908_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_11908_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_11908_m_edge_confidence_revision.md,20,ok
20,11958,CORE_DALPHA_GEOMETRY_CANDIDATE,71.429,class_balanced_CORE_DALPHA_GEOMETRY_CANDIDATE,selected to fill target bucket for CORE_DALPHA_GEOMETRY_CANDIDATE,CORE_DALPHA_GEOMETRY_CANDIDATE,M5,train,8,0,2,9,,thomson_scattering-t_e;thomson_scattering-n_e,,453,CORE_DALPHA_GEOMETRY_CANDIDATE,71.429,M5,train,8,0,2,9,,thomson_scattering-t_e;thomson_scattering-n_e,,14,2,103,114,186,50,0.227373068432671,0.2516556291390728,0.4105960264900662,0.1103752759381898,0,313,90,50,0.0,0.6909492273730684,0.1986754966887417,0.1103752759381898,403,0.8896247240618101,-0.647849403749933,-0.1617857275752654,-0.0661688864928515,0.366269856391658,0.2595585198421456,453,1.0,-1.12,-0.3434101723890518,-0.4258058478844171,-0.085839546838805,0.2816902648815078,453,1.0,-0.4067054590207913,-0.0803369317448562,-0.0362850693893179,0.270632727222725,0.1681622150115238,403,0.8896247240618101,-0.4840346829613235,-0.1976810621555689,-0.2735086546774734,-0.0959002335988745,0.130717677095885,453,1.0,0.3,1.0,0.9227373068432672,1.0,0.2193498608522046,453,1.0,0.0,1.0,0.8896247240618101,1.0,0.3133569440745782,453,1.0,0.0,1.0,0.8896247240618101,1.0,0.3133569440745782,453,1.0,0.0,0.0,0.0,0.0,0.0,453,1.0,0.0,1.0,0.6181015452538632,1.0,0.4858518550017584,453,1.0,0.0,0.7777777777777778,0.6315918567574197,0.7777777777777778,0.242504550863061,453,1.0,0.06,0.7388888888888888,0.6337870983566348,0.7388888888888888,0.2077898606540233,453,1.0,0.0,0.8500000000000001,0.7018763796909492,0.8500000000000001,0.2620428536026125,453,1.0,0.12,0.5555555555555556,0.4954132940887907,0.5555555555555556,0.1336353028699497,453,1.0,0.4111111111111111,0.4111111111111111,0.4791268089281335,1.0,0.1835332171563103,-10.07354672553348,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': False, 'has_ne_global': False}",outputs\reports\tokamark_shot_11958_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_11958_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_11958_m_edge_confidence_revision.md,21,ok
