null_index,seed,swap_attempts,swap_accepted,mobility_fraction,mobile_groups,transition_groups,graph_signature,matches_real_graph,scale_persistence,time_persistence,stitch_defect
24,20260928,2185,2153,0.9853546910755149,4,4,c190c0f9be6919390b3fd17e55970b5d4245fac1864ce8d824c12840c1650c98,False,0.42482100238663484,,
25,20260929,2185,2163,0.9899313501144165,4,4,a6aa8a99b7bca8cdea4eb27f0857068275b42e2b28f1ef76fc17494742a53ed7,False,0.42422434367541767,,
26,20260930,2185,2163,0.9899313501144165,4,4,139789c7156766a014c39955fa411b2602e9eeb952df9ff4110911df0eefe973,False,0.41766109785202865,,
27,20260931,2185,2162,0.9894736842105263,4,4,9672ef75276695d5c0ed14bc6f4d323416f763327c2146f944eeacd5a47004d4,False,0.4200477326968974,,
28,20260932,2185,2154,0.9858123569794051,4,4,6860eb296218053bdd055a85061f757a362a7766a1ed3efc7f6d500ed8adfab9,False,0.4236276849642005,,
29,20260933,2185,2159,0.9881006864988559,4,4,dba515ca52a8d86ac907f15ce023bde5fc81b9966b1dd7239d3a62b7a52ed1df,False,0.41766109785202865,,
30,20260934,2185,2158,0.9876430205949657,4,4,412710d67a9206227bcbffced72e00000b7d7e1436d8c04e35587c19cd06a6e2,False,0.42183770883054894,,
31,20260935,2185,2160,0.988558352402746,4,4,3249d0240a18eccb7fbd6b98aae05f23200f74ba973c522e706f0d07db0b81fe,False,0.4236276849642005,,
32,20260936,2185,2162,0.9894736842105263,4,4,693c0bccf414b59c9b619f04e0fa7997053d746173b187e06a0e57b71309cf5f,False,0.4278042959427208,,
33,20260937,2185,2156,0.9867276887871853,4,4,33659777519ac49fd9096b7b4a2f0282fadb835247f68d70b33aef6e10e0d4e4,False,0.418854415274463,,
34,20260938,2185,2156,0.9867276887871853,4,4,ee9a7019ca95344cf5b06803ec46c62890c6faf981321bca3175fef81220addb,False,0.4236276849642005,,
35,20260939,2185,2156,0.9867276887871853,4,4,165a5c510c3bde789774f91c5d20fc6593838b057ff40d77dde855565fcceccd,False,0.41646778042959426,,
36,20260940,2185,2159,0.9881006864988559,4,4,f51ee38d7a92fb62abffeefcd70f8f724d1fad8762870331f50fea6119a0794c,False,0.42840095465393796,,
37,20260941,2185,2163,0.9899313501144165,4,4,9070e32c5a8048e98c954e288344957170011c265070a72c3c2015beb9f3e6bf,False,0.4236276849642005,,
38,20260942,2185,2162,0.9894736842105263,4,4,2457ef8431d7197c4056c8a98bed90800629ab471f810aa75c86986f11bac01c,False,0.4224343675417661,,
39,20260943,2185,2161,0.9890160183066361,4,4,ba25c03b9904f88b633be15ee2261dbf04a7788b95d87e3806da84a73a751390,False,0.4295942720763723,,
40,20260944,2185,2159,0.9881006864988559,4,4,bdc7ee4d3c48b696eac8e8e5a040f16239292bccf94659fc1b7ed6fdfd99562d,False,0.42840095465393796,,
41,20260945,2185,2158,0.9876430205949657,4,4,058e5f66d7ee4dd02ea98c078c801eabb75594e33afa676bf7939701ca17eb73,False,0.4146778042959427,,
42,20260946,2185,2154,0.9858123569794051,4,4,ab0c76dd7e76a0e70703fa185939a4ad6526c1fc15011548cee3dd742a40c86b,False,0.4230310262529833,,
43,20260947,2185,2163,0.9899313501144165,4,4,d7b0cb4adf5171f019b916fee973afaa06de88858b5d08006d4f79370035c72d,False,0.4224343675417661,,
44,20260948,2185,2156,0.9867276887871853,4,4,30a4593ec542174b6af4edcf4481ab5141bf1d79dc3e0ed2f8064d567f1c0dba,False,0.4224343675417661,,
45,20260949,2185,2155,0.9862700228832952,4,4,e8fa8837062b536c98a77e907a2ba939d96290a965ff17fe46cd5a2831c0bda3,False,0.4212410501193317,,
46,20260950,2185,2165,0.9908466819221968,4,4,0008108bcd9abee1cc460cc7085fa137a7a20c46787e4a7c63153dcaa8307ea5,False,0.4194510739856802,,
47,20260951,2185,2161,0.9890160183066361,4,4,eb4ed84639254917703ee3e40f1c71e08b4ff089b7422c95003cf75640cfeac5,False,0.42183770883054894,,
48,20260952,2185,2161,0.9890160183066361,4,4,28eaf685ed00b3a4c02b93efca58546f7e63ba09ddcd800fb55e2e8578f2cc3f,False,0.42601431980906923,,
49,20260953,2185,2152,0.9848970251716247,4,4,df8dafdb9a259160c6f03dde8f4d9aca59ad3a3a2d063dd6e68b508a0b8ed362,False,0.4200477326968974,,
50,20260954,2185,2169,0.9926773455377574,4,4,423c81b1c31184e8ce7983037b88671ca5e21e5a328bd8cc6fce4f70076ef476,False,0.42422434367541767,,
51,20260955,2185,2163,0.9899313501144165,4,4,0a7796d6cc38245d78df64872d9a9f50f1099afd98d7f87fc0b49c4c1fdaa6ec,False,0.4224343675417661,,
52,20260956,2185,2152,0.9848970251716247,4,4,de4384654fde390e8fba06368eb11cf210960d012e2f5f065cfa51ecc59e9c6e,False,0.42183770883054894,,
53,20260957,2185,2160,0.988558352402746,4,4,1c8cabee6501fb68cf3dee138b812cbd8b57951d7a8675bb6870b163b9b47231,False,0.4236276849642005,,
54,20260958,2185,2154,0.9858123569794051,4,4,392d780a6a4f6b88f95242ed5d659fef34d598c4c8589d4e292419f078a70f94,False,0.4194510739856802,,
55,20260959,2185,2161,0.9890160183066361,4,4,3e66674a18f93241956ff51e67149f236161cbe5b14bf340e55c0ea040747c8b,False,0.425417661097852,,
56,20260960,2185,2156,0.9867276887871853,4,4,1ea799db67d9da5e34965bde489442cf1f2c0aca437826937f2f862fe420c2b7,False,0.418854415274463,,
57,20260961,2185,2158,0.9876430205949657,4,4,a428bbcd0165880839c25be4c30fd5f6443386a1028288518c135fab661fbf43,False,0.42482100238663484,,
58,20260962,2185,2162,0.9894736842105263,4,4,3b809e90ecf310ea620a376cf6c5d43f40b17aa00ca8ce37d57ee951fe4619ab,False,0.42601431980906923,,
59,20260963,2185,2160,0.988558352402746,4,4,f6f66618dc5b18550605089c9ca045c00b8a912a0d4adf48305ac204e4992a53,False,0.4194510739856802,,
60,20260964,2185,2155,0.9862700228832952,4,4,69a61c5250d0faab9f99b7228d6a51a18105b8b02f076d86ce63f4cf5188edbf,False,0.425417661097852,,
61,20260965,2185,2162,0.9894736842105263,4,4,34b4a0c553c5f237690627ccb7c591eafac687a4b9682f9a743ff15bf8a630a9,False,0.42899761336515513,,
62,20260966,2185,2157,0.9871853546910755,4,4,48e593808019935ca645ad7acd7918cc901bd5bd3f1b7b3a4101d8530fdc3209,False,0.42601431980906923,,
63,20260967,2185,2167,0.9917620137299771,4,4,74aef8276ff57494eb16e736c5ae79c7e2451ba0968995eb80732a848ba5520c,False,0.42601431980906923,,
64,20260968,2185,2158,0.9876430205949657,4,4,0b4295ec9bdddc7233521072b5bfb49cef139512c3989e23145914205b855ff7,False,0.4212410501193317,,
65,20260969,2185,2168,0.9922196796338673,4,4,dcc4a5f63466db85f2afa39f5930d621d6d906e80aecd748c0c8e3d9795c4158,False,0.4200477326968974,,
66,20260970,2185,2160,0.988558352402746,4,4,c206f0d7620c537ecba3ac4551b6f50d9e49bc67e2624c5626c5d1c66c3a5f57,False,0.4266109785202864,,
67,20260971,2185,2151,0.9844393592677345,4,4,ef3c37da8f1ba9d5ea6a8b6af9afb493fa9ddebecb582a712a1d649fc7c32d88,False,0.42064439140811455,,
68,20260972,2185,2163,0.9899313501144165,4,4,d9ffdaaf4cc3de52b76146e59013a9c5c4f2ee30a3f94f372ee82faf319436ae,False,0.42064439140811455,,
69,20260973,2185,2160,0.988558352402746,4,4,89734b6886f2da249642263a3cb0218e8fe660bff45639436392071ed2283924,False,0.42720763723150357,,
70,20260974,2185,2163,0.9899313501144165,4,4,280c56bf47be9b158866dba6cf4f357eb24a6a0c95dfa76f9eca05f90f0adc77,False,0.425417661097852,,
71,20260975,2185,2162,0.9894736842105263,4,4,1a35d9bcf2446f0929838d13c7b66d36fbc38e6ff767fe45c23195497a4c0719,False,0.425417661097852,,
72,20260976,2185,2161,0.9890160183066361,4,4,59af946c22c01b2082202f9cfa12be593e872750ec3852a26fbf805ca50389d2,False,0.42601431980906923,,
73,20260977,2185,2163,0.9899313501144165,4,4,755ceeda10d3d8524e1e0e5727e9ee850ec685b04aec0f94d44ced0299d5ddcc,False,0.4212410501193317,,
74,20260978,2185,2162,0.9894736842105263,4,4,60dc47982fb7c99ff4d18a125d1f9be77e7d7bb3c98d9bd38045cfa05e61f54d,False,0.4236276849642005,,
75,20260979,2185,2155,0.9862700228832952,4,4,df4a181f9ee65da811c7ba71df12171f5cc3631c588f8116e8079fb589e7e393,False,0.4212410501193317,,
76,20260980,2185,2165,0.9908466819221968,4,4,fc05b6f7017760c85ed06958bb50b66ceb48d5b99b11edc3f508c4a52014b550,False,0.425417661097852,,
77,20260981,2185,2161,0.9890160183066361,4,4,0a8feb06ebeb95307ac6fead1b5ea68434a01d3c3b7b28e505f2f7a29d1e6bcb,False,0.42183770883054894,,
78,20260982,2185,2162,0.9894736842105263,4,4,c19d6ad672045b7946e6a41d6d3c326566e5f69f467970df4fdd8c7d2f1387d6,False,0.4200477326968974,,
79,20260983,2185,2161,0.9890160183066361,4,4,cee9dff86fda73e5387bbd886a01640b152b65ad0a935cb808b52d17c031ac02,False,0.42183770883054894,,
80,20260984,2185,2167,0.9917620137299771,4,4,f83fcdce10d88a475e5d2927816657196e74380566d49c56ffa58802704b889a,False,0.4266109785202864,,
81,20260985,2185,2158,0.9876430205949657,4,4,670103b5e04f40de309e6b0deb60e78502e515ff59159a67ec45c977afba1b26,False,0.4194510739856802,,
82,20260986,2185,2161,0.9890160183066361,4,4,60be9b7b0c8b368ba61188638571bc3c8fd8bdb28663ce538f10d8ccc7b4481a,False,0.4278042959427208,,
83,20260987,2185,2157,0.9871853546910755,4,4,9600d4a76f62b724cf00461be8b7bec1c2dcc805ff028852c27b187234632f2b,False,0.4224343675417661,,
84,20260988,2185,2161,0.9890160183066361,4,4,c04b46ab7592f4a576d810bc2e6cbd2c1aaf3e7d2b161fb494f7fc9460a9a6c6,False,0.4200477326968974,,
85,20260989,2185,2152,0.9848970251716247,4,4,7af57049f54266d3d10e22b7bc65014626ba2a04b2738ab79826d6f321d90ddb,False,0.42422434367541767,,
86,20260990,2185,2160,0.988558352402746,4,4,3ca5d947a8b1585327e10f349932909fa8b04f33fcc3add9914421818458e392,False,0.4212410501193317,,
87,20260991,2185,2165,0.9908466819221968,4,4,69546392efb657285b3954c9a2758c675da8c4234d339508f7b67d72a1fe2a9b,False,0.42422434367541767,,
88,20260992,2185,2159,0.9881006864988559,4,4,3d2401ace66a54da20dbf86c29d439cbe3ba132fa6bc52080e65c70aa1807751,False,0.42064439140811455,,
89,20260993,2185,2159,0.9881006864988559,4,4,aa331cb443af8194f2f83abfe22d035f2a1d9eb3ee7d25432193ea986ddddf93,False,0.4224343675417661,,
90,20260994,2185,2157,0.9871853546910755,4,4,a303d754061777f281115acb07c1d401c59421da662d13a70478f4d141ee08c6,False,0.4200477326968974,,
91,20260995,2185,2158,0.9876430205949657,4,4,e733840c3408add57b78c8e84ff4dff1be68cfdc8f94cf70d9c3c80b34541e41,False,0.4230310262529833,,
92,20260996,2185,2160,0.988558352402746,4,4,a4290786f14cf5d549ac36bfddb4b7a0949bd928beb4abc118ffd38e910f6ed3,False,0.4212410501193317,,
93,20260997,2185,2163,0.9899313501144165,4,4,4e1213e06f84ae6652809fec7ebc2aed272e5949439f67db0379fab836182483,False,0.4236276849642005,,
94,20260998,2185,2156,0.9867276887871853,4,4,74cc98d6d2c8d6ba0b5d7491bd8444f71788421e64f0b316879c1761dc12b6b5,False,0.4200477326968974,,
95,20260999,2185,2153,0.9853546910755149,4,4,8555dd7657089d9c0f8123e81929ae0c7e5aac24db70f7d614db44b210e5a657,False,0.42482100238663484,,
96,20261000,2185,2156,0.9867276887871853,4,4,960ab5693159d5778fc2505a6f82a0deff3edd777b46bb2c7aa9e8d60e75be42,False,0.4194510739856802,,
97,20261001,2185,2157,0.9871853546910755,4,4,7b729803eb8122d5c675220f447de1b6f1c053b670fcfe11c2e4b23f5315ecc5,False,0.425417661097852,,
98,20261002,2185,2157,0.9871853546910755,4,4,70a7eb12c10a7c5bd73db3612c735b080dee83e5c01e4ec3ef93c2a438784f2c,False,0.42601431980906923,,
99,20261003,2185,2157,0.9871853546910755,4,4,3205e6e6e288355c9426e654441bd71ad640ba0fce7beefaa8c6723a8d4bdc60,False,0.42601431980906923,,
100,20261004,2185,2164,0.9903890160183066,4,4,d3f156e4c9ad09777e8206d9b9d2738722dda4d7ad0ae603bd05f675cd55a094,False,0.42720763723150357,,
