shot_id,train,val,test,fold_1_train,fold_1_val,fold_2_train,fold_2_val,fold_3_train,fold_3_val,fold_4_train,fold_4_val,fold_5_train,fold_5_val,train_ip_negative,val_ip_negative,test_ip_negative
26778,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
12006,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
25280,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
22551,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14646,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
21966,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
16342,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
13354,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
20917,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
27301,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
28079,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
29666,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
17217,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
23742,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
17172,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
23813,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
30336,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
11912,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
27727,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
30111,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
25336,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
24218,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
13016,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
17088,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
14056,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
27864,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
17087,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
26946,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
13521,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
27251,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
28976,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
12446,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
27288,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
12112,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
21815,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
19641,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
29548,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
26221,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
26805,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
12142,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
14034,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
23796,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
12214,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
24032,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
24340,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
25618,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
26158,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
24280,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
28244,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
28973,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
19814,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
24927,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
25015,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
25998,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
18234,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
16818,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
24329,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
27528,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
26510,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
29904,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
14802,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
11958,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
17996,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
13254,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
27881,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
24437,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
25217,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
26075,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
24030,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
26359,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
21845,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
13275,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
23943,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
13892,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
26367,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
15527,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
29438,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
14447,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
19539,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
19850,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
19499,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
21923,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
18540,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
29330,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
21962,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
22502,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22066,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
25466,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
28282,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
26565,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
15245,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
13205,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
16027,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
16132,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
29222,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
15902,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
28842,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
25362,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
27886,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
30250,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
27329,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
29432,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
30286,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
21169,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
27309,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
22988,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
27499,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
20920,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
25124,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
30306,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
15310,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
13231,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
22003,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
23840,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
16957,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
24167,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
12382,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
17091,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
16749,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
21352,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
30132,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
17157,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
28037,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
16375,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
14496,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
21593,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
24755,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
21563,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
13877,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
25062,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
20012,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
21428,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
26238,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
14809,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
22310,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
29893,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
19621,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
16991,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
18661,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
19517,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
23873,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
27855,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
19981,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
21854,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
22625,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25264,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
22651,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
20962,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
28986,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
30366,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
22209,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
27160,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
15034,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
29645,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
14374,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
23870,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
15229,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
19819,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
24553,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
13821,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
28858,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
14533,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
24519,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
13970,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
26813,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
15999,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
17893,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
21388,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
13437,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
30102,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
26171,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
12739,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
25184,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
12753,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
14059,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
14453,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
12769,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
15741,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
22268,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
23282,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
28159,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
26155,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
29487,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
21533,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
16479,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
26295,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
11919,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
28014,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
21503,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
28179,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
22125,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
23327,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
17066,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
29003,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
17175,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
12960,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
23675,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
28206,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
12482,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
29399,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
29401,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
15128,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
27278,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
26551,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
26142,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
17773,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
13577,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13487,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
17873,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
19467,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
12829,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
25696,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
13626,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
16369,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
27697,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
11857,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
28025,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
26496,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
12651,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
24379,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
25353,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
16035,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
14807,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
28321,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
16360,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
12702,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
24523,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
17269,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
13207,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
18357,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
20968,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
29146,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
23359,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
19810,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
23508,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
18463,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
30054,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
20436,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
20023,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
30265,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
28939,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
20564,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
16194,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
14801,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
22521,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23347,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
18897,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
11829,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
28154,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
29955,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
29351,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
13403,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
25456,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
22927,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
13606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
25946,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
26192,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
26812,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
20723,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
15005,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
17492,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
28766,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
26526,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
12974,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
12922,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
13906,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
16310,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
13532,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22322,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
17922,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
13733,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
23634,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
29659,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
17976,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
17937,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
12923,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
12065,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
27724,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
15580,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
23844,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
15866,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
12118,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False
13258,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
28299,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
27271,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
21973,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
23168,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
25150,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
