shot_id,campaign,train,val,test
12231,M5,True,False,False
12232,M5,True,False,False
12233,M5,True,False,False
12234,M5,True,False,False
12235,M5,True,False,False
12236,M5,True,False,False
12237,M5,True,False,False
12241,M5,True,False,False
12242,M5,False,True,False
12243,M5,True,False,False
12244,M5,True,False,False
12245,M5,True,False,False
12246,M5,True,False,False
12247,M5,True,False,False
12248,M5,True,False,False
12250,M5,False,True,False
12252,M5,True,False,False
12253,M5,True,False,False
12254,M5,False,True,False
12255,M5,False,True,False
12256,M5,True,False,False
12257,M5,False,True,False
12258,M5,True,False,False
12259,M5,False,True,False
12260,M5,False,True,False
12261,M5,True,False,False
12262,M5,True,False,False
12263,M5,True,False,False
12264,M5,False,True,False
12266,M5,True,False,False
12267,M5,True,False,False
12268,M5,True,False,False
12269,M5,False,True,False
12270,M5,True,False,False
12272,M5,False,True,False
12275,M5,True,False,False
12278,M5,True,False,False
12279,M5,True,False,False
12280,M5,True,False,False
12281,M5,True,False,False
12283,M5,True,False,False
12285,M5,True,False,False
12287,M5,True,False,False
12288,M5,True,False,False
12289,M5,True,False,False
12291,M5,True,False,False
12294,M5,False,True,False
12299,M5,True,False,False
12300,M5,True,False,False
12301,M5,False,True,False
12302,M5,True,False,False
12303,M5,False,True,False
12304,M5,True,False,False
12305,M5,False,True,False
12306,M5,False,True,False
12309,M5,True,False,False
12311,M5,True,False,False
12312,M5,True,False,False
12313,M5,True,False,False
12314,M5,True,False,False
12315,M5,True,False,False
12316,M5,True,False,False
12317,M5,True,False,False
12318,M5,True,False,False
12320,M5,True,False,False
12321,M5,True,False,False
12322,M5,True,False,False
12323,M5,False,True,False
12324,M5,True,False,False
12325,M5,True,False,False
12326,M5,True,False,False
12327,M5,True,False,False
12328,M5,True,False,False
12329,M5,True,False,False
12330,M5,True,False,False
12331,M5,True,False,False
12336,M5,True,False,False
12354,M5,True,False,False
12355,M5,False,True,False
12356,M5,True,False,False
12357,M5,True,False,False
12358,M5,False,True,False
12359,M5,True,False,False
12360,M5,True,False,False
12361,M5,True,False,False
12362,M5,True,False,False
12363,M5,True,False,False
12364,M5,True,False,False
12365,M5,True,False,False
12366,M5,True,False,False
12368,M5,True,False,False
12369,M5,True,False,False
12370,M5,True,False,False
12371,M5,False,True,False
12372,M5,True,False,False
12373,M5,True,False,False
12376,M5,True,False,False
12378,M5,False,True,False
12379,M5,True,False,False
12382,M5,True,False,False
12384,M5,True,False,False
12385,M5,False,True,False
12386,M5,True,False,False
12387,M5,True,False,False
12388,M5,True,False,False
12390,M5,True,False,False
12391,M5,True,False,False
12392,M5,True,False,False
12393,M5,False,True,False
12397,M5,True,False,False
12398,M5,True,False,False
12399,M5,True,False,False
12400,M5,True,False,False
12401,M5,True,False,False
12403,M5,False,True,False
12404,M5,True,False,False
12406,M5,True,False,False
12407,M5,True,False,False
12408,M5,True,False,False
12409,M5,True,False,False
12410,M5,True,False,False
12411,M5,True,False,False
12412,M5,True,False,False
12413,M5,True,False,False
12414,M5,True,False,False
12415,M5,False,True,False
12416,M5,True,False,False
12417,M5,True,False,False
12418,M5,True,False,False
12421,M5,False,True,False
12422,M5,True,False,False
12426,M5,True,False,False
12427,M5,True,False,False
12428,M5,True,False,False
12429,M5,True,False,False
12430,M5,False,True,False
12431,M5,True,False,False
12432,M5,False,True,False
12433,M5,True,False,False
12434,M5,True,False,False
12435,M5,True,False,False
12436,M5,True,False,False
12437,M5,True,False,False
12438,M5,True,False,False
12439,M5,True,False,False
12440,M5,False,True,False
12441,M5,True,False,False
12442,M5,False,True,False
12444,M5,True,False,False
12445,M5,True,False,False
12446,M5,True,False,False
12447,M5,True,False,False
12448,M5,True,False,False
12449,M5,False,True,False
12450,M5,True,False,False
12451,M5,True,False,False
12455,M5,True,False,False
12456,M5,False,True,False
12457,M5,True,False,False
12458,M5,True,False,False
12460,M5,True,False,False
12461,M5,True,False,False
12462,M5,True,False,False
12463,M5,True,False,False
12465,M5,True,False,False
12466,M5,False,True,False
12467,M5,True,False,False
12468,M5,True,False,False
12469,M5,False,True,False
12470,M5,False,True,False
12471,M5,True,False,False
12472,M5,True,False,False
12473,M5,False,True,False
12474,M5,False,True,False
12475,M5,True,False,False
12476,M5,True,False,False
12477,M5,False,True,False
12478,M5,True,False,False
12479,M5,False,True,False
12480,M5,True,False,False
12481,M5,True,False,False
12482,M5,True,False,False
12483,M5,True,False,False
12484,M5,False,True,False
12485,M5,True,False,False
12487,M5,True,False,False
12488,M5,False,True,False
12489,M5,False,True,False
12490,M5,True,False,False
12493,M5,True,False,False
12494,M5,True,False,False
12495,M5,False,True,False
12497,M5,True,False,False
12498,M5,True,False,False
12499,M5,True,False,False
12500,M5,True,False,False
12501,M5,False,True,False
12503,M5,True,False,False
12505,M5,True,False,False
12506,M5,True,False,False
12507,M5,False,True,False
12508,M5,True,False,False
12509,M5,True,False,False
12511,M5,False,True,False
12512,M5,True,False,False
12513,M5,True,False,False
12514,M5,True,False,False
12515,M5,True,False,False
12517,M5,True,False,False
12518,M5,False,True,False
12519,M5,True,False,False
12522,M5,False,True,False
12523,M5,True,False,False
12524,M5,True,False,False
12527,M5,True,False,False
12528,M5,True,False,False
12530,M5,True,False,False
12532,M5,True,False,False
12533,M5,False,True,False
12534,M5,True,False,False
12535,M5,True,False,False
12536,M5,True,False,False
12537,M5,True,False,False
12538,M5,True,False,False
12539,M5,True,False,False
12540,M5,True,False,False
12541,M5,True,False,False
12542,M5,True,False,False
12543,M5,True,False,False
12544,M5,True,False,False
12545,M5,False,True,False
12546,M5,True,False,False
12547,M5,False,True,False
12548,M5,False,True,False
12549,M5,False,True,False
12550,M5,False,True,False
12551,M5,True,False,False
12552,M5,True,False,False
12554,M5,False,True,False
12555,M5,True,False,False
12556,M5,False,True,False
12557,M5,True,False,False
12560,M5,True,False,False
12561,M5,False,True,False
12563,M5,False,True,False
12564,M5,True,False,False
12597,M5,True,False,False
12602,M5,False,True,False
12603,M5,False,True,False
12604,M5,False,True,False
12605,M5,False,True,False
12607,M5,True,False,False
12608,M5,True,False,False
12609,M5,True,False,False
12610,M5,False,True,False
12612,M5,True,False,False
12613,M5,True,False,False
12614,M5,True,False,False
12615,M5,True,False,False
12616,M5,True,False,False
12617,M5,True,False,False
12619,M5,False,True,False
12620,M5,True,False,False
12621,M5,True,False,False
12622,M5,True,False,False
12623,M5,True,False,False
12624,M5,True,False,False
12625,M5,True,False,False
12626,M5,True,False,False
12627,M5,True,False,False
12628,M5,True,False,False
12629,M5,True,False,False
12631,M5,True,False,False
12642,M5,False,True,False
12644,M5,True,False,False
12645,M5,True,False,False
12646,M5,False,True,False
12650,M5,True,False,False
12651,M5,True,False,False
12653,M5,True,False,False
12654,M5,True,False,False
12655,M5,True,False,False
12656,M5,True,False,False
12659,M5,True,False,False
12660,M5,True,False,False
12661,M5,False,True,False
12664,M5,False,True,False
12665,M5,True,False,False
12666,M5,True,False,False
12667,M5,True,False,False
12668,M5,True,False,False
12669,M5,True,False,False
12670,M5,False,True,False
12671,M5,True,False,False
12673,M5,True,False,False
12674,M5,True,False,False
12675,M5,True,False,False
12676,M5,True,False,False
12677,M5,True,False,False
12678,M5,True,False,False
12679,M5,True,False,False
12680,M5,False,True,False
12681,M5,True,False,False
12682,M5,True,False,False
12683,M5,True,False,False
12684,M5,True,False,False
12685,M5,True,False,False
12686,M5,True,False,False
12687,M5,True,False,False
12688,M5,True,False,False
12689,M5,True,False,False
12690,M5,False,True,False
12691,M5,True,False,False
12694,M5,True,False,False
12695,M5,True,False,False
12696,M5,True,False,False
12697,M5,True,False,False
12698,M5,True,False,False
12699,M5,True,False,False
12700,M5,True,False,False
12701,M5,False,True,False
12702,M5,True,False,False
12703,M5,True,False,False
12704,M5,True,False,False
12705,M5,False,True,False
12706,M5,False,True,False
12707,M5,True,False,False
12711,M5,True,False,False
12712,M5,True,False,False
12713,M5,True,False,False
12714,M5,True,False,False
12715,M5,True,False,False
12716,M5,True,False,False
12717,M5,True,False,False
12718,M5,True,False,False
12719,M5,True,False,False
12720,M5,True,False,False
12721,M5,True,False,False
12722,M5,True,False,False
12723,M5,True,False,False
12724,M5,True,False,False
12725,M5,False,True,False
12726,M5,False,True,False
12727,M5,True,False,False
12728,M5,True,False,False
12729,M5,True,False,False
12730,M5,True,False,False
12731,M5,False,True,False
12732,M5,True,False,False
12733,M5,True,False,False
12734,M5,True,False,False
12735,M5,True,False,False
12736,M5,True,False,False
12737,M5,True,False,False
12739,M5,True,False,False
12742,M5,True,False,False
12743,M5,True,False,False
12744,M5,True,False,False
12745,M5,True,False,False
12746,M5,True,False,False
12747,M5,True,False,False
12750,M5,True,False,False
12751,M5,True,False,False
12752,M5,True,False,False
12753,M5,False,True,False
12755,M5,True,False,False
12756,M5,True,False,False
12757,M5,True,False,False
12758,M5,True,False,False
12759,M5,True,False,False
12761,M5,True,False,False
12762,M5,True,False,False
12763,M5,True,False,False
12764,M5,True,False,False
12765,M5,True,False,False
12766,M5,True,False,False
12767,M5,False,True,False
12769,M5,True,False,False
12770,M5,True,False,False
12773,M5,True,False,False
12774,M5,True,False,False
12776,M5,False,True,False
12777,M5,False,True,False
12778,M5,False,True,False
12779,M5,True,False,False
12780,M5,True,False,False
12781,M5,True,False,False
12782,M5,True,False,False
12783,M5,True,False,False
12784,M5,True,False,False
12785,M5,True,False,False
12786,M5,True,False,False
12787,M5,True,False,False
12788,M5,False,True,False
12789,M5,False,True,False
12790,M5,True,False,False
12791,M5,False,True,False
12792,M5,True,False,False
12793,M5,True,False,False
12794,M5,True,False,False
12795,M5,True,False,False
12797,M5,False,True,False
12798,M5,True,False,False
12799,M5,True,False,False
12803,M5,True,False,False
12804,M5,True,False,False
12805,M5,False,True,False
12806,M5,True,False,False
12807,M5,True,False,False
12808,M5,True,False,False
12809,M5,False,True,False
12811,M5,False,True,False
12812,M5,False,True,False
12814,M5,True,False,False
12815,M5,True,False,False
12816,M5,True,False,False
12817,M5,True,False,False
12818,M5,True,False,False
12819,M5,True,False,False
12820,M5,True,False,False
12821,M5,True,False,False
12822,M5,True,False,False
12823,M5,True,False,False
12824,M5,True,False,False
12825,M5,True,False,False
12826,M5,True,False,False
12827,M5,True,False,False
12828,M5,True,False,False
12829,M5,True,False,False
12830,M5,True,False,False
12831,M5,False,True,False
12832,M5,True,False,False
12835,M5,True,False,False
12836,M5,False,True,False
12837,M5,False,True,False
12838,M5,True,False,False
12839,M5,False,True,False
12840,M5,False,True,False
12841,M5,True,False,False
12842,M5,True,False,False
12843,M5,True,False,False
12844,M5,True,False,False
12845,M5,False,True,False
12846,M5,False,True,False
12847,M5,True,False,False
12848,M5,True,False,False
12849,M5,True,False,False
12850,M5,False,True,False
12851,M5,False,True,False
12853,M5,True,False,False
12857,M5,True,False,False
12858,M5,True,False,False
12859,M5,False,True,False
12860,M5,True,False,False
12861,M5,True,False,False
12863,M5,True,False,False
12864,M5,False,True,False
12865,M5,True,False,False
12866,M5,True,False,False
12867,M5,True,False,False
12868,M5,True,False,False
12869,M5,False,True,False
12870,M5,True,False,False
12871,M5,False,True,False
12872,M5,False,True,False
12873,M5,True,False,False
12874,M5,True,False,False
12875,M5,True,False,False
12876,M5,True,False,False
12877,M5,True,False,False
12878,M5,True,False,False
12879,M5,True,False,False
12881,M5,True,False,False
12882,M5,False,True,False
12883,M5,True,False,False
12884,M5,True,False,False
12885,M5,True,False,False
12886,M5,True,False,False
12887,M5,True,False,False
12890,M5,True,False,False
12891,M5,True,False,False
12895,M5,True,False,False
12896,M5,True,False,False
12897,M5,True,False,False
12898,M5,True,False,False
12899,M5,True,False,False
12900,M5,False,True,False
12901,M5,True,False,False
12902,M5,True,False,False
12903,M5,False,True,False
12904,M5,True,False,False
12905,M5,True,False,False
12906,M5,True,False,False
12909,M5,True,False,False
12910,M5,False,True,False
12911,M5,True,False,False
12912,M5,True,False,False
12913,M5,True,False,False
12914,M5,False,True,False
12915,M5,True,False,False
12916,M5,False,True,False
12917,M5,True,False,False
12918,M5,True,False,False
12919,M5,True,False,False
12920,M5,True,False,False
12921,M5,True,False,False
12922,M5,True,False,False
12923,M5,True,False,False
12924,M5,True,False,False
12925,M5,True,False,False
12926,M5,True,False,False
12927,M5,False,True,False
12929,M5,True,False,False
12930,M5,True,False,False
12931,M5,True,False,False
12932,M5,True,False,False
12936,M5,True,False,False
12937,M5,True,False,False
12938,M5,True,False,False
12939,M5,True,False,False
12942,M5,True,False,False
12943,M5,True,False,False
12944,M5,True,False,False
12945,M5,True,False,False
12946,M5,True,False,False
12947,M5,True,False,False
12948,M5,True,False,False
12951,M5,True,False,False
12953,M5,False,True,False
12954,M5,True,False,False
12955,M5,True,False,False
12956,M5,True,False,False
12957,M5,True,False,False
12958,M5,False,True,False
12959,M5,True,False,False
12960,M5,False,True,False
12961,M5,True,False,False
12962,M5,True,False,False
12963,M5,True,False,False
12964,M5,True,False,False
12965,M5,True,False,False
12966,M5,True,False,False
12967,M5,False,True,False
12968,M5,True,False,False
12971,M5,True,False,False
12972,M5,True,False,False
12973,M5,True,False,False
12974,M5,False,True,False
12975,M5,True,False,False
12976,M5,True,False,False
12977,M5,True,False,False
12978,M5,True,False,False
12980,M5,False,True,False
12981,M5,True,False,False
12982,M5,True,False,False
12983,M5,True,False,False
12984,M5,False,True,False
12985,M5,True,False,False
12986,M5,False,True,False
12987,M5,True,False,False
12988,M5,True,False,False
12989,M5,True,False,False
12990,M5,True,False,False
12991,M5,True,False,False
12995,M5,True,False,False
12996,M5,False,True,False
12998,M5,False,True,False
12999,M5,True,False,False
13001,M5,True,False,False
13002,M5,True,False,False
13003,M5,True,False,False
13004,M5,True,False,False
13007,M5,True,False,False
13008,M5,True,False,False
13009,M5,True,False,False
13010,M5,True,False,False
13011,M5,True,False,False
13012,M5,False,True,False
13014,M5,True,False,False
13015,M5,False,True,False
13016,M5,True,False,False
13017,M5,False,True,False
13018,M5,True,False,False
13019,M5,True,False,False
13020,M5,True,False,False
13021,M5,True,False,False
13022,M5,True,False,False
13023,M5,True,False,False
13024,M5,True,False,False
13026,M5,True,False,False
13028,M5,True,False,False
13029,M5,True,False,False
13030,M5,True,False,False
13031,M5,False,True,False
13032,M5,True,False,False
13033,M5,True,False,False
13034,M5,True,False,False
13035,M5,True,False,False
13038,M5,True,False,False
13039,M5,True,False,False
13040,M5,True,False,False
13041,M5,True,False,False
13042,M5,True,False,False
13043,M5,True,False,False
13044,M5,True,False,False
13045,M5,True,False,False
13046,M5,True,False,False
13047,M5,True,False,False
13048,M5,False,True,False
13049,M5,True,False,False
13050,M5,True,False,False
13051,M5,True,False,False
13052,M5,True,False,False
13053,M5,True,False,False
13054,M5,True,False,False
13055,M5,True,False,False
13056,M5,True,False,False
13057,M5,True,False,False
13058,M5,True,False,False
13059,M5,True,False,False
13060,M5,True,False,False
13061,M5,True,False,False
13062,M5,True,False,False
13063,M5,True,False,False
13064,M5,True,False,False
13065,M5,True,False,False
13066,M5,True,False,False
13069,M5,False,True,False
13071,M5,True,False,False
13072,M5,True,False,False
13073,M5,True,False,False
13074,M5,True,False,False
13075,M5,False,True,False
13076,M5,True,False,False
13077,M5,True,False,False
13078,M5,True,False,False
13079,M5,True,False,False
13080,M5,False,True,False
13081,M5,True,False,False
13082,M5,True,False,False
13083,M5,False,True,False
13084,M5,True,False,False
13085,M5,True,False,False
13086,M5,True,False,False
13089,M5,True,False,False
13090,M5,True,False,False
13092,M5,True,False,False
13093,M5,True,False,False
13094,M5,True,False,False
13095,M5,True,False,False
13097,M5,True,False,False
13100,M5,True,False,False
13101,M5,True,False,False
13102,M5,True,False,False
13103,M5,True,False,False
13104,M5,True,False,False
13105,M5,True,False,False
13106,M5,False,True,False
13107,M5,True,False,False
13108,M5,True,False,False
13109,M5,False,True,False
13111,M5,True,False,False
13112,M5,True,False,False
13113,M5,True,False,False
13114,M5,True,False,False
13115,M5,False,True,False
13116,M5,True,False,False
13117,M5,True,False,False
13118,M5,True,False,False
13119,M5,True,False,False
13122,M5,False,True,False
13124,M5,True,False,False
13125,M5,True,False,False
13127,M5,True,False,False
13134,M5,True,False,False
13135,M5,True,False,False
13136,M5,True,False,False
13137,M5,True,False,False
13138,M5,True,False,False
13139,M5,True,False,False
13140,M5,True,False,False
13154,M5,True,False,False
13177,M5,False,True,False
13178,M5,True,False,False
13179,M5,True,False,False
13185,M5,True,False,False
13186,M5,True,False,False
13189,M5,True,False,False
13190,M5,True,False,False
13195,M5,True,False,False
13198,M5,True,False,False
13202,M5,True,False,False
13203,M5,True,False,False
13204,M5,True,False,False
13205,M5,False,True,False
13207,M5,True,False,False
13209,M5,False,True,False
13221,M5,False,True,False
13222,M5,True,False,False
13223,M5,True,False,False
13224,M5,True,False,False
13225,M5,True,False,False
13226,M5,False,True,False
13227,M5,True,False,False
13228,M5,True,False,False
13229,M5,False,True,False
13230,M5,True,False,False
13231,M5,True,False,False
13233,M5,True,False,False
13234,M5,False,True,False
13235,M5,False,True,False
13236,M5,True,False,False
13237,M5,True,False,False
13238,M5,True,False,False
13252,M5,True,False,False
13253,M5,True,False,False
13254,M5,True,False,False
13256,M5,False,True,False
13257,M5,False,True,False
13258,M5,True,False,False
13259,M5,False,True,False
13260,M5,True,False,False
13261,M5,False,True,False
13262,M5,True,False,False
13263,M5,False,True,False
13264,M5,False,True,False
13265,M5,True,False,False
13266,M5,False,True,False
13267,M5,True,False,False
13268,M5,True,False,False
13269,M5,True,False,False
13270,M5,True,False,False
13273,M5,True,False,False
13274,M5,False,True,False
13275,M5,False,True,False
13276,M5,True,False,False
13277,M5,True,False,False
13278,M5,True,False,False
13279,M5,False,True,False
13280,M5,True,False,False
13281,M5,True,False,False
13282,M5,False,True,False
13283,M5,False,True,False
13285,M5,True,False,False
13286,M5,False,True,False
13287,M5,True,False,False
13288,M5,False,True,False
13289,M5,False,True,False
13290,M5,True,False,False
13291,M5,True,False,False
13292,M5,True,False,False
13293,M5,True,False,False
13294,M5,True,False,False
13295,M5,False,True,False
13298,M5,True,False,False
13299,M5,False,True,False
13300,M5,False,True,False
13301,M5,False,True,False
13314,M5,True,False,False
13315,M5,True,False,False
13316,M5,True,False,False
13318,M5,False,True,False
13319,M5,True,False,False
13320,M5,True,False,False
13322,M5,True,False,False
13323,M5,True,False,False
13326,M5,True,False,False
13327,M5,True,False,False
13328,M5,True,False,False
13329,M5,True,False,False
13330,M5,True,False,False
13332,M5,True,False,False
13333,M5,True,False,False
13334,M5,True,False,False
13335,M5,False,True,False
13336,M5,False,True,False
13337,M5,True,False,False
13338,M5,True,False,False
13339,M5,False,True,False
13340,M5,True,False,False
13341,M5,True,False,False
13342,M5,True,False,False
13343,M5,True,False,False
13344,M5,True,False,False
13345,M5,False,True,False
13346,M5,True,False,False
13347,M5,True,False,False
13353,M5,False,True,False
13354,M5,True,False,False
13355,M5,True,False,False
13356,M5,True,False,False
13357,M5,True,False,False
13358,M5,True,False,False
13359,M5,True,False,False
13360,M5,True,False,False
13361,M5,True,False,False
13365,M5,True,False,False
13366,M5,False,True,False
13367,M5,True,False,False
13368,M5,True,False,False
13369,M5,True,False,False
13372,M5,True,False,False
13377,M5,True,False,False
13379,M5,False,True,False
13380,M5,True,False,False
13387,M5,True,False,False
13389,M5,True,False,False
13390,M5,True,False,False
13391,M5,True,False,False
13392,M5,True,False,False
13393,M5,True,False,False
13394,M5,True,False,False
13399,M5,True,False,False
13400,M5,True,False,False
13403,M5,True,False,False
13404,M5,True,False,False
13405,M5,True,False,False
13406,M5,True,False,False
13407,M5,True,False,False
13408,M5,True,False,False
13409,M5,True,False,False
13410,M5,True,False,False
13411,M5,True,False,False
13412,M5,False,True,False
13413,M5,True,False,False
13414,M5,True,False,False
13416,M5,True,False,False
13417,M5,False,True,False
13418,M5,False,True,False
13419,M5,False,True,False
13420,M5,True,False,False
13422,M5,True,False,False
13423,M5,True,False,False
13424,M5,True,False,False
13425,M5,True,False,False
13428,M5,True,False,False
13429,M5,True,False,False
13430,M5,True,False,False
13431,M5,True,False,False
13432,M5,True,False,False
13433,M5,True,False,False
13434,M5,True,False,False
13435,M5,False,True,False
13436,M5,True,False,False
13437,M5,False,True,False
13438,M5,True,False,False
13439,M5,False,True,False
13440,M5,True,False,False
13441,M5,True,False,False
13442,M5,True,False,False
13443,M5,True,False,False
13444,M5,True,False,False
13446,M5,True,False,False
13447,M5,False,True,False
13448,M5,True,False,False
13449,M5,True,False,False
13450,M5,True,False,False
13451,M5,True,False,False
13452,M5,True,False,False
13453,M5,True,False,False
13460,M5,True,False,False
13461,M5,True,False,False
13700,M5,True,False,False
13701,M5,False,True,False
