object_id,object_name,target_mass_class,selected_model_mass,progenitor_type,network,phase_name,stage_index,alpha,alpha_radius,gap_base,delta_logT_base,delta_logRho_base,delta_ye_base,delta_support_base,delta_energy_loss_base,composition_transition_count,gap_alpha,delta_logT_alpha,delta_logRho_alpha,delta_ye_alpha,delta_support_alpha,delta_energy_loss_alpha,gap_response_norm,thermal_response_norm,density_response_norm,composition_response_norm,support_response_norm,loss_response_norm,structural_response,phase_persistence_score,boundary_role_mode,composition_stage_mode,dominant_species_mode,alpha_status,instability_flag
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.35,0.35,0.0212476519106,0.22856250349,0.14405850413,3.05999892092e-10,0.4634664578,1.3500585e-15,0,0.0286843300793,0.308559379712,0.194478980576,4.13099854324e-10,0.62567971803,1.822578975e-15,0.569183066829,1.03122579838,0.215539251884,4.15820453558e-07,1.83592279229,1.4234980943e-15,0.575241118362,0.634823449149,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.4,0.4,0.0212476519106,0.22856250349,0.14405850413,3.05999892092e-10,0.4634664578,1.3500585e-15,0,0.0297467126748,0.319987504886,0.201681905782,4.28399848929e-10,0.64885304092,1.8900819e-15,0.650494933519,1.17854376958,0.246330573581,4.75223375494e-07,2.0981974769,1.62685496491e-15,0.657418420985,0.603347946022,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.45,0.45,0.0212476519106,0.22856250349,0.14405850413,3.05999892092e-10,0.4634664578,1.3500585e-15,0,0.0308090952704,0.331415630061,0.208884830988,4.43699843533e-10,0.67202636381,1.957584825e-15,0.731806800209,1.32586174078,0.277121895279,5.34626297431e-07,2.36047216151,1.83021183553e-15,0.739595723608,0.574846205028,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.5,0.5,0.0212476519106,0.22856250349,0.14405850413,3.05999892092e-10,0.4634664578,1.3500585e-15,0,0.0318714778659,0.342843755235,0.216087756195,4.58999838138e-10,0.6951996867,2.02508775e-15,0.813118666898,1.47317971197,0.307913216977,5.94029219368e-07,2.62274684612,2.03356870614e-15,0.821773026232,0.548915801036,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.5,0.5,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0126243129696,0.19241808422,0.02444900365,7.1899997067e-10,0.2128905236,8.678947e-16,0.966230487546,2.48042801038,0.104515473227,2.79154994718e-06,2.40948590753,2.61458818584e-15,0.999495328094,0.500126199821,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.55,0.45,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0138867442666,0.211659892642,0.026893904015,7.90899967737e-10,0.23417957596,9.5468417e-16,0.869607438791,2.23238520934,0.0940639259041,2.51239495246e-06,2.16853731678,2.35312936726e-15,0.899545795285,0.526441638039,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.6,0.4,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0151491755636,0.230901701064,0.02933880438,8.62799964804e-10,0.25546862832,1.04147364e-15,0.772984390037,1.98434240831,0.0836123785815,2.23323995774e-06,1.92758872603,2.09167054867e-15,0.799596262475,0.555680193859,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.65,0.35,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0164116068605,0.250143509486,0.031783704745,9.34699961871e-10,0.27675768068,1.12826311e-15,0.676361341282,1.73629960727,0.0731608312588,1.95408496302e-06,1.68664013527,1.83021173009e-15,0.699646729666,0.588357558395,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.7,0.3,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0176740381575,0.269385317908,0.03422860511,1.00659995894e-09,0.29804673304,1.21505258e-15,0.579738292527,1.48825680623,0.0627092839361,1.67492996831e-06,1.44569154452,1.56875291151e-15,0.599697196856,0.625118304867,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.75,0.25,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0189364694545,0.28862712633,0.036673505475,1.07849995601e-09,0.3193357854,1.30184205e-15,0.483115243773,1.24021400519,0.0522577366134,1.39577497359e-06,1.20474295377,1.30729409292e-15,0.499747664047,0.666778834848,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.8,0.2,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0201989007514,0.307868934752,0.03911840584,1.15039995307e-09,0.34062483776,1.38863152e-15,0.386492195018,0.992171204153,0.0418061892907,1.11661997887e-06,0.963794363013,1.04583527434e-15,0.399798131238,0.714388723405,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.85,0.15,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0214613320484,0.327110743174,0.041563306205,1.22229995014e-09,0.36191389012,1.47542099e-15,0.289869146264,0.744128403115,0.031354641968,8.37464984153e-07,0.72284577226,7.84376455753e-16,0.299848598428,0.769320366394,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.9,0.1,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0227237633454,0.346352551596,0.04400820657,1.29419994721e-09,0.38320294248,1.56221046e-15,0.193246097509,0.496085602077,0.0209030946454,5.58309989435e-07,0.481897181507,5.22917637168e-16,0.199899065619,0.83340343255,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.95,0.05,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0239861946423,0.365594360018,0.046453106935,1.36609994427e-09,0.40449199484,1.64899993e-15,0.0966230487546,0.248042801038,0.0104515473227,2.79154994718e-07,0.240948590753,2.61458818584e-16,0.0999495328094,0.909132619427,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1,0,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0,0,0,0,0,0,1,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.05,0.05,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0265110572363,0.404077976862,0.051342907665,1.50989993841e-09,0.44707009956,1.82257887e-15,0.0966230487546,0.248042801038,0.0104515473227,2.79154994718e-07,0.240948590753,2.61458818584e-16,0.0999495328094,0.909132619427,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.1,0.1,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0277734885332,0.423319785284,0.05378780803,1.58179993547e-09,0.46835915192,1.90936834e-15,0.193246097509,0.496085602077,0.0209030946454,5.58309989435e-07,0.481897181507,5.22917637168e-16,0.199899065619,0.83340343255,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.15,0.15,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0290359198302,0.442561593706,0.056232708395,1.65369993254e-09,0.48964820428,1.99615781e-15,0.289869146264,0.744128403115,0.031354641968,8.37464984153e-07,0.72284577226,7.84376455753e-16,0.299848598428,0.769320366394,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.2,0.2,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0302983511272,0.461803402128,0.05867760876,1.72559992961e-09,0.51093725664,2.08294728e-15,0.386492195018,0.992171204153,0.0418061892907,1.11661997887e-06,0.963794363013,1.04583527434e-15,0.399798131238,0.714388723405,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.25,0.25,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0315607824241,0.48104521055,0.061122509125,1.79749992668e-09,0.532226309,2.16973675e-15,0.483115243773,1.24021400519,0.0522577366134,1.39577497359e-06,1.20474295377,1.30729409292e-15,0.499747664047,0.666778834848,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.3,0.3,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0328232137211,0.500287018972,0.06356740949,1.86939992374e-09,0.55351536136,2.25652622e-15,0.579738292527,1.48825680623,0.0627092839361,1.67492996831e-06,1.44569154452,1.56875291151e-15,0.599697196856,0.625118304867,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.35,0.35,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.0340856450181,0.519528827394,0.066012309855,1.94129992081e-09,0.57480441372,2.34331569e-15,0.676361341282,1.73629960727,0.0731608312588,1.95408496302e-06,1.68664013527,1.83021173009e-15,0.699646729666,0.588357558395,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.4,0.4,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.035348076315,0.538770635816,0.06845721022,2.01319991788e-09,0.59609346608,2.43010516e-15,0.772984390037,1.98434240831,0.0836123785815,2.23323995774e-06,1.92758872603,2.09167054867e-15,0.799596262475,0.555680193859,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.45,0.45,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.036610507612,0.558012444238,0.070902110585,2.08509991494e-09,0.61738251844,2.51689463e-15,0.869607438791,2.23238520934,0.0940639259041,2.51239495246e-06,2.16853731678,2.35312936726e-15,0.899545795285,0.526441638039,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.5,0.5,0.0252486259393,0.38483616844,0.0488980073,1.43799994134e-09,0.4257810472,1.7357894e-15,0,0.037872938909,0.57725425266,0.07334701095,2.15699991201e-09,0.6386715708,2.6036841e-15,0.966230487546,2.48042801038,0.104515473227,2.79154994718e-06,2.40948590753,2.61458818584e-15,0.999495328094,0.500126199821,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.5,0.5,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00283000358681,0.02076686884,0.08880193838,0.0010530798495,0.02070103795,9.64327500005e-17,0.216600756969,0.267702089268,0.379613694943,4.08863020607,0.234293468626,2.90509815165e-16,0.820337223857,0.549348761809,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.55,0.45,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00311300394549,0.022843555724,0.097682132218,0.00115838783445,0.022771141745,1.06076025001e-16,0.194940681272,0.240931880341,0.341652325448,3.67976718546,0.210864121763,2.61458833648e-16,0.738303501472,0.575273534888,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.6,0.4,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00339600430417,0.024920242608,0.106562326056,0.0012636958194,0.02484124554,1.15719300001e-16,0.173280605575,0.214161671415,0.303690955954,3.27090416486,0.187434774901,2.32407852132e-16,0.656269779086,0.603766374674,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.65,0.35,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00367900466285,0.026996929492,0.115442519894,0.00136900380435,0.026911349335,1.25362575001e-16,0.151620529878,0.187391462488,0.26572958646,2.86204114425,0.164005428038,2.03356870615e-16,0.5742360567,0.63522874841,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.7,0.3,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00396200502153,0.029073616376,0.124322713732,0.0014743117893,0.02898145313,1.35005850001e-16,0.129960454181,0.160621253561,0.227768216966,2.45317812364,0.140576081176,1.74305889099e-16,0.492202334314,0.670150405883,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.75,0.25,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00424500538021,0.03115030326,0.13320290757,0.00157961977425,0.031051556925,1.44649125001e-16,0.108300378484,0.133851044634,0.189806847471,2.04431510303,0.117146734313,1.45254907582e-16,0.410168611929,0.709135057709,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.8,0.2,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00452800573889,0.033226990144,0.142083101408,0.0016849277592,0.03312166072,1.54292400001e-16,0.0866403027874,0.107080835707,0.151845477977,1.63545208243,0.0937173874503,1.16203926066e-16,0.328134889543,0.752935569929,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.85,0.15,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00481100609757,0.035303677028,0.150963295246,0.00179023574415,0.035191764515,1.63935675001e-16,0.0649802270906,0.0803106267805,0.113884108483,1.22658906182,0.0702880405878,8.71529445494e-17,0.246101167157,0.80250306023,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.9,0.1,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00509400645625,0.037380363912,0.159843489084,0.0018955437291,0.03726186831,1.73578950001e-16,0.0433201513937,0.0535404178536,0.0759227389885,0.817726041214,0.0468586937252,5.8101963033e-17,0.164067444771,0.859056753534,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,0.95,0.05,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00537700681493,0.039457050796,0.168723682922,0.00200085171405,0.039331972105,1.83222225001e-16,0.0216600756969,0.0267702089268,0.0379613694943,0.408863020607,0.0234293468626,2.90509815165e-17,0.0820337223857,0.924185613915,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1,0,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0,0,0,0,0,0,1,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.05,0.05,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00594300753229,0.043610424564,0.186484070598,0.00221146768395,0.043472179695,2.02508775001e-16,0.0216600756969,0.0267702089268,0.0379613694943,0.408863020607,0.0234293468626,2.90509815165e-17,0.0820337223857,0.924185613915,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.1,0.1,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00622600789097,0.045687111448,0.195364264436,0.0023167756689,0.04554228349,2.12152050001e-16,0.0433201513937,0.0535404178536,0.0759227389885,0.817726041214,0.0468586937252,5.8101963033e-17,0.164067444771,0.859056753534,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.15,0.15,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00650900824965,0.047763798332,0.204244458274,0.00242208365385,0.047612387285,2.21795325001e-16,0.0649802270906,0.0803106267805,0.113884108483,1.22658906182,0.0702880405878,8.71529445494e-17,0.246101167157,0.80250306023,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.2,0.2,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00679200860833,0.049840485216,0.213124652112,0.0025273916388,0.04968249108,2.31438600001e-16,0.0866403027874,0.107080835707,0.151845477977,1.63545208243,0.0937173874503,1.16203926066e-16,0.328134889543,0.752935569929,surface_envelope,outer_envelope,h1,valid,no
A1_12M,12M_pre_supernova_single_profile,12M,12.09,single,128net,surface_envelope,1,1.25,0.25,0.00566000717361,0.04153373768,0.17760387676,0.002106159699,0.0414020759,1.92865500001e-16,0,0.00707500896701,0.0519171721,0.22200484595,0.00263269962375,0.051752594875,2.41081875001e-16,0.108300378484,0.133851044634,0.189806847471,2.04431510303,0.117146734313,1.45254907582e-16,0.410168611929,0.709135057709,surface_envelope,outer_envelope,h1,valid,no
