name,class,n,verdict,P_depth,sigma2_GR,frag_rate,adm_persist,aniso_persist,kappa_connect,giantRatio,isolatedFraction,tailDominance,runStatus
uniform_9f0f8e7a8fd1_canonical.csv,uniform,84,FULL_PERCOLATION,0.15280704699167358,0.0,0.0,1.0,0.0,0.421697,1.0,0.0,0.0,COMPLETE
uniform_29ec4252cdc3_canonical.csv,uniform,699,GIANT_COMPONENT_PERCOLATION,0.0,2.0477609999998857e-06,0.00286199999999996,0.998569,0.013521,,0.998569,0.001431,0.013521,COMPLETE
uniform_33f552f2d862_canonical.csv,uniform,504,GIANT_COMPONENT_PERCOLATION,0.0,3.936255999999944e-06,0.003967999999999985,0.998016,0.015061,,0.998016,0.001984,0.015061,COMPLETE
uniform_34fd9c759e5b_canonical.csv,uniform,100,FULL_PERCOLATION,0.47712125471966244,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,COMPLETE
uniform_41cea6b86cad_canonical.csv,uniform,455,FULL_PERCOLATION,0.47712125471966244,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,COMPLETE
uniform_41e0fdec47b1_canonical.csv,uniform,517,GIANT_COMPONENT_PERCOLATION,0.0,3.7403559999999664e-06,0.0038679999999999912,0.998066,0.0,,0.998066,0.001934,0.0,COMPLETE
uniform_42bbd7970395_canonical.csv,uniform,87,HARD_FRAGMENTATION,0.0,0.00013211203600000008,0.022988000000000005,0.988506,0.0,,0.988506,0.011494,0.0,COMPLETE
uniform_42cb5d4da33f_canonical.csv,uniform,703,GIANT_COMPONENT_PERCOLATION,0.0,8.094024999999923e-06,0.0028449999999999864,0.997155,0.02484,,0.997155,0.0,0.02484,COMPLETE
uniform_51d8882f5716_canonical.csv,uniform,686,FULL_PERCOLATION,0.2430117420523816,0.0,0.0,1.0,0.0,0.749894,1.0,0.0,0.0,COMPLETE
uniform_54c7f6a8a7d5_canonical.csv,uniform,414,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.035205,1.0,1.0,0.0,0.035205,COMPLETE
uniform_56bbc0d91544_canonical.csv,uniform,348,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,COMPLETE
uniform_61c848258ed0_canonical.csv,uniform,982,GIANT_COMPONENT_PERCOLATION,0.0,1.0363239999999254e-06,0.002035999999999963,0.998982,0.008374,,0.998982,0.001018,0.008374,COMPLETE
uniform_66fcc71ab3d1_canonical.csv,uniform,168,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,COMPLETE
uniform_68d2854e32e9_canonical.csv,uniform,45,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,COMPLETE
uniform_70dc1b5c20c5_canonical.csv,uniform,510,GIANT_COMPONENT_PERCOLATION,0.0,1.538208399999985e-05,0.003921999999999981,0.996078,0.0,,0.996078,0.0,0.0,COMPLETE
uniform_71fc4f24de02_canonical.csv,uniform,834,FULL_PERCOLATION,0.19377582996090092,0.0,0.0,1.0,0.0,0.562341,1.0,0.0,0.0,COMPLETE
uniform_75b19a1fc164_canonical.csv,uniform,416,FULL_PERCOLATION,0.15280704699167358,0.0,0.0,1.0,0.0,0.421697,1.0,0.0,0.0,COMPLETE
uniform_95e1b7eb4a2f_canonical.csv,uniform,423,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,COMPLETE
uniform_0596ff2ad645_canonical.csv,uniform,960,GIANT_COMPONENT_PERCOLATION,0.0,1.0857639999999736e-06,0.0020839999999999873,0.998958,0.017733,,0.998958,0.001042,0.017733,COMPLETE
uniform_694bbe4f888e_canonical.csv,uniform,806,FULL_PERCOLATION,0.2430117420523816,0.0,0.0,1.0,0.008934,0.749894,1.0,0.0,0.008934,COMPLETE
uniform_859feb357cd4_canonical.csv,uniform,467,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.014439,1.0,1.0,0.0,0.014439,COMPLETE
uniform_957b1ea462af_canonical.csv,uniform,114,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,COMPLETE
uniform_978a11776eb2_canonical.csv,uniform,246,FULL_PERCOLATION,0.2430117420523816,0.0,0.0,1.0,0.0,0.749894,1.0,0.0,0.0,COMPLETE
uniform_4544d5e12225_canonical.csv,uniform,923,FULL_PERCOLATION,0.19377582996090092,0.0,0.0,1.0,0.0,0.562341,1.0,0.0,0.0,COMPLETE
uniform_06772d788b8e_canonical.csv,uniform,340,GIANT_COMPONENT_PERCOLATION,0.0,8.649480999999831e-06,0.0058819999999999715,0.997059,0.0,,0.997059,0.002941,0.0,COMPLETE
uniform_8493cbfdd1b8_canonical.csv,uniform,719,GIANT_COMPONENT_PERCOLATION,0.0,1.9348810000000864e-06,0.002782000000000031,0.998609,0.013242,,0.998609,0.001391,0.013242,COMPLETE
uniform_8582d670f285_canonical.csv,uniform,745,GIANT_COMPONENT_PERCOLATION,0.0,1.8009639999998775e-06,0.0026839999999999547,0.998658,0.010486,,0.998658,0.001342,0.010486,COMPLETE
uniform_22885d2f0bfb_canonical.csv,uniform,189,FULL_PERCOLATION,0.47712125471966244,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,COMPLETE
uniform_577560eeedeb_canonical.csv,uniform,559,FULL_PERCOLATION,0.09241779586961302,0.0,0.0,1.0,0.0,0.237137,1.0,0.0,0.0,COMPLETE
uniform_742601fda4b1_canonical.csv,uniform,843,GIANT_COMPONENT_PERCOLATION,0.0,1.4065960000000484e-06,0.0023720000000000204,0.998814,0.018553,,0.998814,0.001186,0.018553,COMPLETE
uniform_775672a0fd09_canonical.csv,uniform,720,FULL_PERCOLATION,0.2430117420523816,0.0,0.0,1.0,0.0,0.749894,1.0,0.0,0.0,COMPLETE
uniform_806845ea59a8_canonical.csv,uniform,569,FULL_PERCOLATION,0.19377582996090092,0.0,0.0,1.0,0.0,0.562341,1.0,0.0,0.0,COMPLETE
uniform_1208791e6bfe_canonical.csv,uniform,98,FULL_PERCOLATION,0.2430117420523816,0.0,0.0,1.0,0.0,0.749894,1.0,0.0,0.0,COMPLETE
uniform_3376454aaf7f_canonical.csv,uniform,94,FULL_PERCOLATION,0.47712125471966244,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,COMPLETE
uniform_8735125c5563_canonical.csv,uniform,769,FULL_PERCOLATION,0.19377582996090092,0.0,0.0,1.0,0.0,0.562341,1.0,0.0,0.0,COMPLETE
uniform_93369439ad69_canonical.csv,uniform,530,GIANT_COMPONENT_PERCOLATION,0.0,3.5607689999998946e-06,0.003773999999999972,0.998113,0.0,,0.998113,0.001887,0.0,COMPLETE
uniform_a1d3a7afb763_canonical.csv,uniform,796,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.027105,1.0,1.0,0.0,0.027105,COMPLETE
uniform_a2b6360708af_canonical.csv,uniform,501,FULL_PERCOLATION,0.2430117420523816,0.0,0.0,1.0,0.0,0.749894,1.0,0.0,0.0,COMPLETE
uniform_a6a98cddec21_canonical.csv,uniform,888,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.008465,1.0,1.0,0.0,0.008465,COMPLETE
uniform_a727dc137a5e_canonical.csv,uniform,568,GIANT_COMPONENT_PERCOLATION,0.0,1.2397440999999974e-05,0.0035209999999999964,0.996479,0.012798,,0.996479,0.0,0.012798,COMPLETE
uniform_a6035c6f3e25_canonical.csv,uniform,762,FULL_PERCOLATION,0.19377582996090092,0.0,0.0,1.0,0.0,0.562341,1.0,0.0,0.0,COMPLETE
uniform_aadfe105ff1a_canonical.csv,uniform,550,FULL_PERCOLATION,0.47712125471966244,0.0,0.0,1.0,0.014161,2.0,1.0,0.0,0.014161,COMPLETE
uniform_ac12ff598486_canonical.csv,uniform,940,GIANT_COMPONENT_PERCOLATION,0.0,1.018248100000035e-05,0.003191000000000055,0.996809,0.025139,,0.996809,0.0,0.025139,COMPLETE
uniform_acc1ad861123_canonical.csv,uniform,336,FULL_PERCOLATION,0.47712125471966244,0.0,0.0,1.0,0.049381,2.0,1.0,0.0,0.049381,COMPLETE
uniform_acc3f079d7d9_canonical.csv,uniform,680,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,COMPLETE
uniform_af7e9118bb96_canonical.csv,uniform,353,FULL_PERCOLATION,0.19377582996090092,0.0,0.0,1.0,0.0,0.562341,1.0,0.0,0.0,COMPLETE
uniform_b2d8f8a3b135_canonical.csv,uniform,899,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,COMPLETE
uniform_b2e0ecdb1ad1_canonical.csv,uniform,134,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,COMPLETE
uniform_b7cc025b8485_canonical.csv,uniform,172,FULL_PERCOLATION,0.2430117420523816,0.0,0.0,1.0,0.0,0.749894,1.0,0.0,0.0,COMPLETE
uniform_b9c28274d8dc_canonical.csv,uniform,859,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,COMPLETE
uniform_b58fde5c418a_canonical.csv,uniform,901,FULL_PERCOLATION,0.19377582996090092,0.0,0.0,1.0,0.0,0.562341,1.0,0.0,0.0,COMPLETE
uniform_b646be51cd2f_canonical.csv,uniform,105,FULL_PERCOLATION,0.47712125471966244,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,COMPLETE
uniform_b811fd08f2f2_canonical.csv,uniform,773,FULL_PERCOLATION,0.2430117420523816,0.0,0.0,1.0,0.0,0.749894,1.0,0.0,0.0,COMPLETE
uniform_b16212e8a5d5_canonical.csv,uniform,782,GIANT_COMPONENT_PERCOLATION,0.0,1.635841000000077e-06,0.00255800000000003,0.998721,0.012292,,0.998721,0.001279,0.012292,COMPLETE
uniform_b41289a42439_canonical.csv,uniform,578,FULL_PERCOLATION,0.2430117420523816,0.0,0.0,1.0,0.0,0.749894,1.0,0.0,0.0,COMPLETE
uniform_b60352d02aa7_canonical.csv,uniform,76,FULL_PERCOLATION,0.6718524584361498,0.0,0.0,1.0,0.10553,3.697345,1.0,0.0,0.10553,COMPLETE
uniform_bbf8b4c7902a_canonical.csv,uniform,823,GIANT_COMPONENT_PERCOLATION,0.0,1.4762249999999176e-06,0.002429999999999966,0.998785,0.01141,,0.998785,0.001215,0.01141,COMPLETE
uniform_c0e2e4644e40_canonical.csv,uniform,344,FULL_PERCOLATION,0.09241779586961302,0.0,0.0,1.0,0.0,0.237137,1.0,0.0,0.0,COMPLETE
uniform_c6cf5ecb0dda_canonical.csv,uniform,450,FULL_PERCOLATION,0.19377582996090092,0.0,0.0,1.0,0.0,0.562341,1.0,0.0,0.0,COMPLETE
uniform_c9ff3de16fc3_canonical.csv,uniform,689,FULL_PERCOLATION,0.2430117420523816,0.0,0.0,1.0,0.033089,0.749894,1.0,0.0,0.033089,COMPLETE
uniform_c34ec1dc5fc9_canonical.csv,uniform,938,GIANT_COMPONENT_PERCOLATION,0.0,1.0227204000000219e-05,0.003198000000000034,0.996802,0.024821,,0.996802,0.0,0.024821,COMPLETE
uniform_c114a2bc0922_canonical.csv,uniform,918,GIANT_COMPONENT_PERCOLATION,0.0,1.1859210000000145e-06,0.0021780000000000063,0.998911,0.01698,,0.998911,0.001089,0.01698,COMPLETE
uniform_c590a74959e0_canonical.csv,uniform,606,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.023549,1.0,1.0,0.0,0.023549,COMPLETE
uniform_ca576b1932c5_canonical.csv,uniform,372,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,COMPLETE
uniform_ccd380c0dc52_canonical.csv,uniform,252,FULL_PERCOLATION,0.47712125471966244,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,COMPLETE
uniform_cf243880e123_canonical.csv,uniform,438,GIANT_COMPONENT_PERCOLATION,0.0,2.0848355999999625e-05,0.00913199999999996,0.995434,0.018476,,0.995434,0.004566,0.018476,COMPLETE
uniform_cfa5b5a692fd_canonical.csv,uniform,610,FULL_PERCOLATION,0.47712125471966244,0.0,0.0,1.0,0.049165,2.0,1.0,0.0,0.049165,COMPLETE
uniform_cff9ea4c8ca0_canonical.csv,uniform,856,FULL_PERCOLATION,0.19377582996090092,0.0,0.0,1.0,0.0,0.562341,1.0,0.0,0.0,COMPLETE
uniform_d43b1b84ea0b_canonical.csv,uniform,738,GIANT_COMPONENT_PERCOLATION,0.0,1.8360249999999868e-06,0.0027099999999999954,0.998645,0.011834,,0.998645,0.001355,0.011834,COMPLETE
uniform_d808ecf20aaa_canonical.csv,uniform,476,FULL_PERCOLATION,0.19377582996090092,0.0,0.0,1.0,0.0,0.562341,1.0,0.0,0.0,COMPLETE
uniform_d72299083571_canonical.csv,uniform,500,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,COMPLETE
uniform_db5bb392021b_canonical.csv,uniform,283,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.047767,1.0,1.0,0.0,0.047767,COMPLETE
uniform_db53e437c4bd_canonical.csv,uniform,283,FULL_PERCOLATION,0.2430117420523816,0.0,0.0,1.0,0.0,0.749894,1.0,0.0,0.0,COMPLETE
uniform_db86bbf7a58c_canonical.csv,uniform,797,GIANT_COMPONENT_PERCOLATION,0.0,1.5750250000000153e-06,0.002510000000000006,0.998745,0.011449,,0.998745,0.001255,0.011449,COMPLETE
uniform_dbb3fdd25203_canonical.csv,uniform,283,GIANT_COMPONENT_PERCOLATION,0.0,1.2489156000000263e-05,0.007068000000000037,0.996466,0.026603,,0.996466,0.003534,0.026603,COMPLETE
uniform_dc9a9857a8b2_canonical.csv,uniform,208,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,COMPLETE
uniform_dc9de684bbf5_canonical.csv,uniform,407,FULL_PERCOLATION,0.2430117420523816,0.0,0.0,1.0,0.0,0.749894,1.0,0.0,0.0,COMPLETE
uniform_e8f151c8a5fb_canonical.csv,uniform,657,GIANT_COMPONENT_PERCOLATION,0.0,2.316484000000071e-06,0.0030440000000000232,0.998478,0.010615,,0.998478,0.001522,0.010615,COMPLETE
uniform_ea58fa11a018_canonical.csv,uniform,657,FULL_PERCOLATION,0.3010299956639812,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,COMPLETE
uniform_eaea1de7099f_canonical.csv,uniform,992,FULL_PERCOLATION,0.15280704699167358,0.0,0.0,1.0,0.0,0.421697,1.0,0.0,0.0,COMPLETE
uniform_ec95752133c1_canonical.csv,uniform,502,FULL_PERCOLATION,0.2430117420523816,0.0,0.0,1.0,0.042586,0.749894,1.0,0.0,0.042586,COMPLETE
uniform_ecaafb4f50af_canonical.csv,uniform,245,FULL_PERCOLATION,0.19377582996090092,0.0,0.0,1.0,0.0,0.562341,1.0,0.0,0.0,COMPLETE
uniform_ee3af173e7c7_canonical.csv,uniform,856,GIANT_COMPONENT_PERCOLATION,0.0,1.364223999999876e-06,0.0023359999999999466,0.998832,0.008732,,0.998832,0.001168,0.008732,COMPLETE
uniform_ee8ed50b8bf5_canonical.csv,uniform,444,GIANT_COMPONENT_PERCOLATION,0.0,5.071504000000143e-06,0.004504000000000032,0.997748,0.015468,,0.997748,0.002252,0.015468,COMPLETE
uniform_f30a0e12abbb_canonical.csv,uniform,43,FULL_PERCOLATION,0.47712125471966244,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,COMPLETE
uniform_fe06b87554e7_canonical.csv,uniform,549,GIANT_COMPONENT_PERCOLATION,0.0,3.31604099999986e-06,0.0036419999999999612,0.998179,0.012421,,0.998179,0.001821,0.012421,COMPLETE
pareto_0a0073205149_canonical.csv,pareto,699,FULL_PERCOLATION,5.625115936519106,0.0,0.0,1.0,0.998421,421808.091898,1.0,0.0,0.998421,COMPLETE
pareto_0ac85f4f253a_canonical.csv,pareto,762,FULL_PERCOLATION,4.913157965396176,0.0,0.0,1.0,0.989361,81875.254147,1.0,0.0,0.989361,COMPLETE
pareto_0ade528e15ef_canonical.csv,pareto,98,FULL_PERCOLATION,3.7297707448422304,0.0,0.0,1.0,0.977259,5366.483831,1.0,0.0,0.977259,COMPLETE
pareto_0f290205ceda_canonical.csv,pareto,105,FULL_PERCOLATION,2.3801370108220086,0.0,0.0,1.0,0.840832,238.958982,1.0,0.0,0.840832,COMPLETE
pareto_2bcddbf7b932_canonical.csv,pareto,100,FULL_PERCOLATION,1.0640601280760582,0.0,0.0,1.0,0.813039,10.589378,1.0,0.0,0.813039,COMPLETE
pareto_2d1fa33ca43c_canonical.csv,pareto,87,FULL_PERCOLATION,2.4210310734268297,0.0,0.0,1.0,0.856451,262.652002,1.0,0.0,0.856451,COMPLETE
pareto_2e4340c2d342_canonical.csv,pareto,509,FULL_PERCOLATION,4.452002784045398,0.0,0.0,1.0,0.982913,28313.101465,1.0,0.0,0.982913,COMPLETE
pareto_2f73ca1d4b55_canonical.csv,pareto,568,FULL_PERCOLATION,3.9293720240783663,0.0,0.0,1.0,0.954451,8498.082092,1.0,0.0,0.954451,COMPLETE
pareto_4c04cfb71f25_canonical.csv,pareto,501,FULL_PERCOLATION,4.127804052850575,0.0,0.0,1.0,0.975101,13420.592624,1.0,0.0,0.975101,COMPLETE
pareto_4ea40cd3fc9d_canonical.csv,pareto,888,FULL_PERCOLATION,5.539754624309331,0.0,0.0,1.0,0.996721,346540.000017,1.0,0.0,0.996721,COMPLETE
pareto_5bc607fed7c8_canonical.csv,pareto,960,FULL_PERCOLATION,4.018129028179132,0.0,0.0,1.0,0.965113,10425.271462,1.0,0.0,0.965113,COMPLETE
pareto_5bdc7ddbc933_canonical.csv,pareto,938,FULL_PERCOLATION,4.815754368956961,0.0,0.0,1.0,0.987274,65425.602545,1.0,0.0,0.987274,COMPLETE
pareto_6f27e78556fa_canonical.csv,pareto,859,FULL_PERCOLATION,4.089078171129801,0.0,0.0,1.0,0.97668,12275.601848,1.0,0.0,0.97668,COMPLETE
pareto_7a5915f2df9a_canonical.csv,pareto,416,FULL_PERCOLATION,4.285602708567458,0.0,0.0,1.0,0.973198,19301.017657,1.0,0.0,0.973198,COMPLETE
pareto_7cdea443c0bb_canonical.csv,pareto,996,FULL_PERCOLATION,6.0000004342942646,0.0,0.0,1.0,0.999256,1000000.0,1.0,0.0,0.999256,COMPLETE
pareto_7eadf0dfb323_canonical.csv,pareto,504,FULL_PERCOLATION,4.293593463828612,0.0,0.0,1.0,0.972753,19659.450445,1.0,0.0,0.972753,COMPLETE
pareto_7f3ecb5cc24e_canonical.csv,pareto,992,FULL_PERCOLATION,5.049371566524145,0.0,0.0,1.0,0.988634,112038.604353,1.0,0.0,0.988634,COMPLETE
pareto_8b9860dc27c7_canonical.csv,pareto,246,FULL_PERCOLATION,3.031900881370721,0.0,0.0,1.0,0.889381,1075.219561,1.0,0.0,0.889381,COMPLETE
pareto_8d748252a0b8_canonical.csv,pareto,84,FULL_PERCOLATION,3.2556489659269046,0.0,0.0,1.0,0.963195,1800.560976,1.0,0.0,0.963195,COMPLETE
pareto_8e051d2676ed_canonical.csv,pareto,703,FULL_PERCOLATION,5.505089325688271,0.0,0.0,1.0,0.996776,319954.31261,1.0,0.0,0.996776,COMPLETE
pareto_9ba058002713_canonical.csv,pareto,517,FULL_PERCOLATION,5.105144114871384,0.0,0.0,1.0,0.994246,127391.574627,1.0,0.0,0.994246,COMPLETE
pareto_9dee36fa43f0_canonical.csv,pareto,769,FULL_PERCOLATION,4.889550318360242,0.0,0.0,1.0,0.990876,77543.378286,1.0,0.0,0.990876,COMPLETE
pareto_23a2266c07da_canonical.csv,pareto,738,FULL_PERCOLATION,4.788486966838987,0.0,0.0,1.0,0.989381,61444.059179,1.0,0.0,0.989381,COMPLETE
pareto_24e87ef73e72_canonical.csv,pareto,444,FULL_PERCOLATION,6.0000004342942646,0.0,0.0,1.0,0.999351,1000000.0,1.0,0.0,0.999351,COMPLETE
pareto_27fef576255c_canonical.csv,pareto,530,FULL_PERCOLATION,5.178311115192946,0.0,0.0,1.0,0.996568,150767.673977,1.0,0.0,0.996568,COMPLETE
pareto_031fc405e810_canonical.csv,pareto,168,FULL_PERCOLATION,3.0350000873370497,0.0,0.0,1.0,0.940817,1082.927132,1.0,0.0,0.940817,COMPLETE
pareto_36a27578a758_canonical.csv,pareto,806,FULL_PERCOLATION,5.4667275442914125,0.0,0.0,1.0,0.996425,292904.511882,1.0,0.0,0.996425,COMPLETE
pareto_40f2f4a67bec_canonical.csv,pareto,773,FULL_PERCOLATION,4.659338274002173,0.0,0.0,1.0,0.990082,45638.226361,1.0,0.0,0.990082,COMPLETE
pareto_63aaaf00aeda_canonical.csv,pareto,899,FULL_PERCOLATION,4.39611767002451,0.0,0.0,1.0,0.97926,24894.317537,1.0,0.0,0.97926,COMPLETE
pareto_64aecc6bf7bf_canonical.csv,pareto,172,FULL_PERCOLATION,3.9448639025357144,0.0,0.0,1.0,0.979727,8806.728167,1.0,0.0,0.979727,COMPLETE
pareto_73d5935459dd_canonical.csv,pareto,45,FULL_PERCOLATION,0.8228633747529678,0.0,0.0,1.0,0.198232,5.650639,1.0,0.0,0.198232,COMPLETE
pareto_78a497f3b2f7_canonical.csv,pareto,414,FULL_PERCOLATION,3.983573146703469,0.0,0.0,1.0,0.974274,9627.821742,1.0,0.0,0.974274,COMPLETE
pareto_84ab288a03e5_canonical.csv,pareto,134,FULL_PERCOLATION,3.2682441866157004,0.0,0.0,1.0,0.952632,1853.574084,1.0,0.0,0.952632,COMPLETE
pareto_092ffea192db_canonical.csv,pareto,510,FULL_PERCOLATION,4.033701777725652,0.0,0.0,1.0,0.97219,10805.916048,1.0,0.0,0.97219,COMPLETE
pareto_92ea0842ecd8_canonical.csv,pareto,606,FULL_PERCOLATION,3.7195820792945384,0.0,0.0,1.0,0.932256,5242.02682,1.0,0.0,0.932256,COMPLETE
pareto_355d6e209f86_canonical.csv,pareto,114,FULL_PERCOLATION,3.506923235025884,0.0,0.0,1.0,0.959452,3212.092549,1.0,0.0,0.959452,COMPLETE
pareto_404faf87568a_canonical.csv,pareto,689,FULL_PERCOLATION,3.935652576649091,0.0,0.0,1.0,0.967641,8621.884653,1.0,0.0,0.967641,COMPLETE
pareto_519f2fbc7352_canonical.csv,pareto,798,FULL_PERCOLATION,4.556184305025437,0.0,0.0,1.0,0.984593,35989.203726,1.0,0.0,0.984593,COMPLETE
pareto_562afd39bbdc_canonical.csv,pareto,843,FULL_PERCOLATION,5.1108656137645525,0.0,0.0,1.0,0.994221,129080.978603,1.0,0.0,0.994221,COMPLETE
pareto_603edcfced9b_canonical.csv,pareto,657,FULL_PERCOLATION,4.42119222429393,0.0,0.0,1.0,0.985376,26373.985181,1.0,0.0,0.985376,COMPLETE
pareto_612d2bc07410_canonical.csv,pareto,336,FULL_PERCOLATION,4.495807873517367,0.0,0.0,1.0,0.986872,31317.999042,1.0,0.0,0.986872,COMPLETE
pareto_705a21990e06_canonical.csv,pareto,906,FULL_PERCOLATION,5.749997083616766,0.0,0.0,1.0,0.997983,562336.548957,1.0,0.0,0.997983,COMPLETE
pareto_706fca948cd6_canonical.csv,pareto,719,FULL_PERCOLATION,4.704238504673976,0.0,0.0,1.0,0.984779,50609.252572,1.0,0.0,0.984779,COMPLETE
pareto_825a6a2e0eef_canonical.csv,pareto,578,FULL_PERCOLATION,4.413330139251863,0.0,0.0,1.0,0.977117,25900.811546,1.0,0.0,0.977117,COMPLETE
pareto_1118b612fef3_canonical.csv,pareto,369,FULL_PERCOLATION,4.964599591913724,0.0,0.0,1.0,0.994204,92171.123256,1.0,0.0,0.994204,COMPLETE
pareto_1488ee58617a_canonical.csv,pareto,610,FULL_PERCOLATION,4.125789994588354,0.0,0.0,1.0,0.961674,13358.493549,1.0,0.0,0.961674,COMPLETE
pareto_2732d86cc6b3_canonical.csv,pareto,450,FULL_PERCOLATION,4.341067671323119,0.0,0.0,1.0,0.985211,21930.466426,1.0,0.0,0.985211,COMPLETE
pareto_3468a04e4381_canonical.csv,pareto,208,FULL_PERCOLATION,3.899453463324052,0.0,0.0,1.0,0.983569,7932.292433,1.0,0.0,0.983569,COMPLETE
pareto_4382f1c2e487_canonical.csv,pareto,569,FULL_PERCOLATION,4.271799997738515,0.0,0.0,1.0,0.98793,18697.20848,1.0,0.0,0.98793,COMPLETE
pareto_5362cd96c880_canonical.csv,pareto,559,FULL_PERCOLATION,3.720658437916329,0.0,0.0,1.0,0.956639,5255.037292,1.0,0.0,0.956639,COMPLETE
pareto_5397af5a3f3e_canonical.csv,pareto,500,FULL_PERCOLATION,4.7088607389307215,0.0,0.0,1.0,0.990836,51150.778571,1.0,0.0,0.990836,COMPLETE
