name,class,verdict,P_depth,sigma2_GR,frag_rate,adm_persist,aniso_persist,kappa_connect,giantRatio,isolatedFraction,tailDominance,n,runStatus,source_csv
L_deepL_Graph_3_canonical.csv,neutrino,FULL_PERCOLATION,10.0,1.0,0.0,1.0,0.962963,10.0,1.0,0.0,0.962963,105,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_Graph_4_canonical.csv,neutrino,FULL_PERCOLATION,10.0,1.0,0.0,1.0,0.96,10.0,1.0,0.0,0.96,97,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_h_SigSB_significance_0_1_canonical.csv,neutrino,FULL_PERCOLATION,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,789,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_h_SigSB_significance_1_1_canonical.csv,neutrino,HARD_FRAGMENTATION,0.0,0.750317,0.0,1.0,0.0,,0.750317,0.0,0.0,789,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_h_SigSB_significance_2_1_canonical.csv,neutrino,HARD_FRAGMENTATION,0.0,0.750317,0.0,1.0,0.994949,,0.750317,0.0,0.994949,789,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_h_SigSB_significance_3_1_canonical.csv,neutrino,FULL_PERCOLATION,10.0,1.0,0.0,1.0,0.994949,10.0,1.0,0.0,0.994949,787,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_hBkgeff_1_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,555,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_hBkgRejective_1_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,547,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_hSigeff_1_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,447,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_hSigeff_purity_1_canonical.csv,neutrino,HARD_FRAGMENTATION,0.0,0.750317,0.0,1.0,0.994949,,0.750317,0.0,0.994949,789,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_hSigpur_1_canonical.csv,neutrino,FULL_PERCOLATION,10.0,1.0,0.0,1.0,0.994949,10.0,1.0,0.0,0.994949,789,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_hSigSB_1_canonical.csv,neutrino,HARD_FRAGMENTATION,0.0,0.750317,0.0,1.0,0.0,,0.750317,0.0,0.0,789,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_hSigSB_ratio_0_1_canonical.csv,neutrino,FULL_PERCOLATION,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,789,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_hSigSB_ratio_1_1_canonical.csv,neutrino,FULL_PERCOLATION,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,789,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_hSigSB_ratio_2_1_canonical.csv,neutrino,FULL_PERCOLATION,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,787,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_hSigSB_ratio_3_1_canonical.csv,neutrino,FULL_PERCOLATION,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,787,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_MVA_BDTG_rejBvsS_1_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,291,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_test_B_1_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,86,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_test_S_1_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,197,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_train_B_1_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,179,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_deepL_train_S_1_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,270,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_Fib_Phi_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,23031,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_Fib_Theta_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,41051,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_Fib_X_canonical.csv,neutrino,HARD_FRAGMENTATION,0.0,0.750006,0.0,1.0,0.999906,,0.750006,0.0,0.999906,42593,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_Fib_Y_canonical.csv,neutrino,HARD_FRAGMENTATION,0.0,0.750006,0.0,1.0,0.999906,,0.750006,0.0,0.999906,42593,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_Fib_Z_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,21475,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_sig2pp_1_sig_hit_canonical.csv,neutrino,FULL_PERCOLATION,10.0,1.0,0.0,1.0,0.994152,10.0,1.0,0.0,0.994152,681,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_sig2pp_1_sig_phi_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,491,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_sig2pp_1_sig_theta_canonical.csv,neutrino,HARD_FRAGMENTATION,0.0,0.750424,0.0,1.0,0.993243,,0.750424,0.0,0.993243,589,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_sig2pp_1_sigdr_hit_canonical.csv,neutrino,HARD_FRAGMENTATION,0.0,0.750567,0.0,1.0,0.990991,,0.750567,0.0,0.990991,441,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_sig2pp_1_sigdr_phi_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,435,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_sig2pp_1_sigdr_theta_canonical.csv,neutrino,HARD_FRAGMENTATION,0.0,0.750567,0.0,1.0,0.990991,,0.750567,0.0,0.990991,441,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_sig2pp_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,8015,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_Bkg_Test_1_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,101,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_Bkg_Train_1_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,133,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_h_SigSB_0_1_canonical.csv,neutrino,FULL_PERCOLATION,10.0,1.0,0.0,1.0,0.994975,10.0,1.0,0.0,0.994975,793,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_h_SigSB_1_1_canonical.csv,neutrino,FULL_PERCOLATION,10.0,1.0,0.0,1.0,0.994975,10.0,1.0,0.0,0.994975,793,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_h_SigSB_2_1_canonical.csv,neutrino,FULL_PERCOLATION,10.0,1.0,0.0,1.0,0.994975,10.0,1.0,0.0,0.994975,793,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_h_SigSB_3_1_canonical.csv,neutrino,FULL_PERCOLATION,10.0,1.0,0.0,1.0,0.994975,10.0,1.0,0.0,0.994975,793,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_hBkgrejec_1_canonical.csv,neutrino,FULL_PERCOLATION,0.749894,1.0,0.0,1.0,0.0,0.749894,1.0,0.0,0.0,523,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_hSigeff_1_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,525,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_hSigeff_purity_1_canonical.csv,neutrino,HARD_FRAGMENTATION,0.0,0.750315,0.0,1.0,0.994975,,0.750315,0.0,0.994975,793,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_hSigpur_1_canonical.csv,neutrino,HARD_FRAGMENTATION,0.0,0.750315,0.0,1.0,0.0,,0.750315,0.0,0.0,793,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_hSigSB_0_1_canonical.csv,neutrino,FULL_PERCOLATION,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,793,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_hSigSB_1_1_canonical.csv,neutrino,FULL_PERCOLATION,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,793,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_hSigSB_1_canonical.csv,neutrino,FULL_PERCOLATION,10.0,1.0,0.0,1.0,0.994975,10.0,1.0,0.0,0.994975,793,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_hSigSB_2_1_canonical.csv,neutrino,FULL_PERCOLATION,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,793,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_hSigSB_3_1_canonical.csv,neutrino,FULL_PERCOLATION,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,793,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_MVA_BDT_rejBvsS_1_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,271,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_MVA_BDTD_rejBvsS_1_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,283,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_MVA_BDTG_rejBvsS_1_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,291,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_MVA_LikelihoodD_rejBvsS_1_canonical.csv,neutrino,FULL_PERCOLATION,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,347,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_Sig_Test_1_canonical.csv,neutrino,FULL_PERCOLATION,0.562341,1.0,0.0,1.0,0.0,0.562341,1.0,0.0,0.0,125,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
L_TMVA_Sig_Train_1_canonical.csv,neutrino,FULL_PERCOLATION,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,149,COMPLETE,CLE_PILOT_I\canonical\neutrino\neutrino_STRUC-PERC-I_output\struc_perc_batch_results.csv
protein_population_canonical.csv,protein,FULL_PERCOLATION,0.749894,1.0,0.0,1.0,0.0,0.749894,1.0,0.0,0.0,14997,COMPLETE,CLE_PILOT_I\canonical\protein\protein_STRUC-PERC-I_output\struc_perc_batch_results.csv
