type,A_name,A_class,B_name,B_class,R_sim
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_bkg2tripleC14_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_Graph_1_canonical.csv,unknown,-0.6657367485339665
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_Graph_2_canonical.csv,unknown,0.41697413320910703
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_Graph_3_canonical.csv,unknown,-0.6721023903718054
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_Graph_4_canonical.csv,unknown,-0.6712657584728593
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_h_SigSB_significance_0_1_canonical.csv,unknown,0.7181412823095684
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_h_SigSB_significance_1_1_canonical.csv,unknown,0.4229687682892669
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_h_SigSB_significance_2_1_canonical.csv,unknown,-0.33547143550840114
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_h_SigSB_significance_3_1_canonical.csv,unknown,-0.6805980190348262
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_hBkgeff_1_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_hBkgRejective_1_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_hSigeff_1_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_hSigeff_purity_1_canonical.csv,unknown,-0.33547143550840114
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_hSigpur_1_canonical.csv,unknown,-0.6805980190348262
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_hSigSB_1_canonical.csv,unknown,0.4229687682892669
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_hSigSB_ratio_0_1_canonical.csv,unknown,0.7181412823095684
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_hSigSB_ratio_1_1_canonical.csv,unknown,0.7181412823095684
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_hSigSB_ratio_2_1_canonical.csv,unknown,0.7181412823095684
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_hSigSB_ratio_3_1_canonical.csv,unknown,0.7181412823095684
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_MVA_BDTG_rejBvsS_1_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_test_B_1_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_test_S_1_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_train_B_1_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_deepL_train_S_1_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_Fib_Phi_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_Fib_Theta_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_Fib_X_canonical.csv,unknown,-0.33767863887980615
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_Fib_Y_canonical.csv,unknown,-0.33767863887980615
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_Fib_Z_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_sig2pp_1_sig_hit_canonical.csv,unknown,-0.6803976329937165
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_sig2pp_1_sig_phi_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_sig2pp_1_sig_theta_canonical.csv,unknown,-0.3347074993469918
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_sig2pp_1_sigdr_hit_canonical.csv,unknown,-0.3336982826123736
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_sig2pp_1_sigdr_phi_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_sig2pp_1_sigdr_theta_canonical.csv,unknown,-0.3336982826123736
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_sig2pp_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_Bkg_Test_1_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_Bkg_Train_1_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_h_SigSB_0_1_canonical.csv,unknown,-0.68060454684067
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_h_SigSB_1_1_canonical.csv,unknown,-0.68060454684067
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_h_SigSB_2_1_canonical.csv,unknown,-0.68060454684067
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_h_SigSB_3_1_canonical.csv,unknown,-0.68060454684067
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_hBkgrejec_1_canonical.csv,unknown,0.7181448765892655
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_hSigeff_1_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_hSigeff_purity_1_canonical.csv,unknown,-0.3354825202877697
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_hSigpur_1_canonical.csv,unknown,0.4229659239350187
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_hSigSB_0_1_canonical.csv,unknown,0.7181412823095684
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_hSigSB_1_1_canonical.csv,unknown,0.7181412823095684
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_hSigSB_1_canonical.csv,unknown,-0.68060454684067
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_hSigSB_2_1_canonical.csv,unknown,0.7181412823095684
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_hSigSB_3_1_canonical.csv,unknown,0.7181412823095684
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_MVA_BDT_rejBvsS_1_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_MVA_BDTD_rejBvsS_1_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_MVA_BDTG_rejBvsS_1_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_MVA_LikelihoodD_rejBvsS_1_canonical.csv,unknown,0.7181441574939605
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_Sig_Test_1_canonical.csv,unknown,0.7181454158330919
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,L_TMVA_Sig_Train_1_canonical.csv,unknown,0.7181412823095684
adversarial_vs_real,uniform_02e51ec93b3a_canonical.csv,unknown,protein_population_canonical.csv,unknown,0.7181448765892655
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,helium_II_levels_raw_canonical.csv,unknown,-0.7441193595351738
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,helium_levels_raw_canonical.csv,unknown,-0.743774202692165
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,planck_EE_canonical.csv,unknown,-0.06716938390983694
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,planck_TE_canonical.csv,unknown,0.20068232406475883
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,planck_TT_canonical.csv,unknown,-0.130917578996151
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_bkg2c14_1_bkg_hit_canonical.csv,unknown,-0.6757950749482533
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_bkg2c14_1_bkg_phi_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_bkg2c14_1_bkg_theta_canonical.csv,unknown,-0.3324955011485723
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_bkg2c14_1_bkgdr_hit_canonical.csv,unknown,-0.3308106171495219
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_bkg2c14_1_bkgdr_phi_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_bkg2c14_1_bkgdr_theta_canonical.csv,unknown,-0.3308106171495219
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_bkg2doubleC14_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_bkg2fiveC14_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_bkg2fourC14_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_bkg2singleC14_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_bkg2tripleC14_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_Graph_1_canonical.csv,unknown,-0.6611281089630167
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_Graph_2_canonical.csv,unknown,0.4154856199129589
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_Graph_3_canonical.csv,unknown,-0.6674921212132873
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_Graph_4_canonical.csv,unknown,-0.6666556563734563
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_h_SigSB_significance_0_1_canonical.csv,unknown,0.7159732019301845
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_h_SigSB_significance_1_1_canonical.csv,unknown,0.42146184125764585
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_h_SigSB_significance_2_1_canonical.csv,unknown,-0.3330653613491621
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_h_SigSB_significance_3_1_canonical.csv,unknown,-0.6759868996016253
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_hBkgeff_1_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_hBkgRejective_1_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_hSigeff_1_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_hSigeff_purity_1_canonical.csv,unknown,-0.3330653613491621
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_hSigpur_1_canonical.csv,unknown,-0.6759868996016253
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_hSigSB_1_canonical.csv,unknown,0.42146184125764585
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_hSigSB_ratio_0_1_canonical.csv,unknown,0.7159732019301845
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_hSigSB_ratio_1_1_canonical.csv,unknown,0.7159732019301845
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_hSigSB_ratio_2_1_canonical.csv,unknown,0.7159732019301845
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_hSigSB_ratio_3_1_canonical.csv,unknown,0.7159732019301845
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_MVA_BDTG_rejBvsS_1_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_test_B_1_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_test_S_1_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_train_B_1_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_deepL_train_S_1_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_Fib_Phi_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_Fib_Theta_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_Fib_X_canonical.csv,unknown,-0.33526315021149683
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_Fib_Y_canonical.csv,unknown,-0.33526315021149683
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_Fib_Z_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_sig2pp_1_sig_hit_canonical.csv,unknown,-0.6757865153463383
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_sig2pp_1_sig_phi_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_sig2pp_1_sig_theta_canonical.csv,unknown,-0.33230468562582477
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_sig2pp_1_sigdr_hit_canonical.csv,unknown,-0.3312997713301272
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_sig2pp_1_sigdr_phi_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_sig2pp_1_sigdr_theta_canonical.csv,unknown,-0.3312997713301272
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_sig2pp_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_Bkg_Test_1_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_Bkg_Train_1_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_h_SigSB_0_1_canonical.csv,unknown,-0.6759934273645566
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_h_SigSB_1_1_canonical.csv,unknown,-0.6759934273645566
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_h_SigSB_2_1_canonical.csv,unknown,-0.6759934273645566
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_h_SigSB_3_1_canonical.csv,unknown,-0.6759934273645566
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_hBkgrejec_1_canonical.csv,unknown,0.7159768489960285
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_hSigeff_1_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_hSigeff_purity_1_canonical.csv,unknown,-0.3330764001487848
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_hSigpur_1_canonical.csv,unknown,0.4214590056376946
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_hSigSB_0_1_canonical.csv,unknown,0.7159732019301845
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_hSigSB_1_1_canonical.csv,unknown,0.7159732019301845
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_hSigSB_1_canonical.csv,unknown,-0.6759934273645566
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_hSigSB_2_1_canonical.csv,unknown,0.7159732019301845
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_hSigSB_3_1_canonical.csv,unknown,0.7159732019301845
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_MVA_BDT_rejBvsS_1_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_MVA_BDTD_rejBvsS_1_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_MVA_BDTG_rejBvsS_1_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_MVA_LikelihoodD_rejBvsS_1_canonical.csv,unknown,0.7159761193399146
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_Sig_Test_1_canonical.csv,unknown,0.7159773961593423
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,L_TMVA_Sig_Train_1_canonical.csv,unknown,0.7159732019301845
adversarial_vs_real,uniform_2a2f14a1cf80_canonical.csv,unknown,protein_population_canonical.csv,unknown,0.7159768489960285
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,helium_II_levels_raw_canonical.csv,unknown,-0.7330021496033787
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,helium_levels_raw_canonical.csv,unknown,-0.7326504866232146
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,planck_EE_canonical.csv,unknown,-0.06847561450604495
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,planck_TE_canonical.csv,unknown,0.20122019222319557
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,planck_TT_canonical.csv,unknown,-0.13279742552827245
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_bkg2c14_1_bkg_hit_canonical.csv,unknown,-0.6859606404150518
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_bkg2c14_1_bkg_phi_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_bkg2c14_1_bkg_theta_canonical.csv,unknown,-0.3377960002900261
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_bkg2c14_1_bkgdr_hit_canonical.csv,unknown,-0.33609525602333024
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_bkg2c14_1_bkgdr_phi_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_bkg2c14_1_bkgdr_theta_canonical.csv,unknown,-0.33609525602333024
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_bkg2doubleC14_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_bkg2fiveC14_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_bkg2fourC14_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_bkg2singleC14_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_bkg2tripleC14_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_Graph_1_canonical.csv,unknown,-0.6712893022538076
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_Graph_2_canonical.csv,unknown,0.4187521092824292
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_Graph_3_canonical.csv,unknown,-0.677656439804374
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_Graph_4_canonical.csv,unknown,-0.6768196686107006
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_h_SigSB_significance_0_1_canonical.csv,unknown,0.7207225247005883
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_h_SigSB_significance_1_1_canonical.csv,unknown,0.4247686751070171
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_h_SigSB_significance_2_1_canonical.csv,unknown,-0.3383712301776259
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_h_SigSB_significance_3_1_canonical.csv,unknown,-0.6861524541821762
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_hBkgeff_1_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_hBkgRejective_1_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_hSigeff_1_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_hSigeff_purity_1_canonical.csv,unknown,-0.3383712301776259
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_hSigpur_1_canonical.csv,unknown,-0.6861524541821762
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_hSigSB_1_canonical.csv,unknown,0.4247686751070171
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_hSigSB_ratio_0_1_canonical.csv,unknown,0.7207225247005883
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_hSigSB_ratio_1_1_canonical.csv,unknown,0.7207225247005883
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_hSigSB_ratio_2_1_canonical.csv,unknown,0.7207225247005883
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_hSigSB_ratio_3_1_canonical.csv,unknown,0.7207225247005883
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_MVA_BDTG_rejBvsS_1_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_test_B_1_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_test_S_1_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_train_B_1_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_deepL_train_S_1_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_Fib_Phi_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_Fib_Theta_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_Fib_X_canonical.csv,unknown,-0.3405897116513475
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_Fib_Y_canonical.csv,unknown,-0.3405897116513475
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_Fib_Z_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_sig2pp_1_sig_hit_canonical.csv,unknown,-0.6859520812559851
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_sig2pp_1_sig_phi_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_sig2pp_1_sig_theta_canonical.csv,unknown,-0.3376033881421074
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_sig2pp_1_sigdr_hit_canonical.csv,unknown,-0.336589017344702
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_sig2pp_1_sigdr_phi_canonical.csv,unknown,0.7207253483266688
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_sig2pp_1_sigdr_theta_canonical.csv,unknown,-0.336589017344702
adversarial_vs_real,uniform_2c6e8431d309_canonical.csv,unknown,L_sig2pp_canonical.csv,unknown,0.7207253483266688
