file,source,length,seed,path
shuffle_0021_L_bkg2c14;1_bkg_phi_s01.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkg_phi.txt,159,1592565386,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0021_L_bkg2c14;1_bkg_phi_s01.csv
shuffle_0022_L_bkg2c14;1_bkg_phi_s02.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkg_phi.txt,159,784044718,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0022_L_bkg2c14;1_bkg_phi_s02.csv
shuffle_0023_L_bkg2c14;1_bkg_phi_s03.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkg_phi.txt,159,3980425317,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0023_L_bkg2c14;1_bkg_phi_s03.csv
shuffle_0024_L_bkg2c14;1_bkg_phi_s04.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkg_phi.txt,159,3356806661,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0024_L_bkg2c14;1_bkg_phi_s04.csv
shuffle_0025_L_bkg2c14;1_bkg_theta_s00.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkg_theta.txt,159,2765379632,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0025_L_bkg2c14;1_bkg_theta_s00.csv
shuffle_0026_L_bkg2c14;1_bkg_theta_s01.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkg_theta.txt,159,1728356533,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0026_L_bkg2c14;1_bkg_theta_s01.csv
shuffle_0027_L_bkg2c14;1_bkg_theta_s02.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkg_theta.txt,159,3533734220,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0027_L_bkg2c14;1_bkg_theta_s02.csv
shuffle_0028_L_bkg2c14;1_bkg_theta_s03.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkg_theta.txt,159,2342600226,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0028_L_bkg2c14;1_bkg_theta_s03.csv
shuffle_0029_L_bkg2c14;1_bkg_theta_s04.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkg_theta.txt,159,1904449481,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0029_L_bkg2c14;1_bkg_theta_s04.csv
shuffle_0030_L_bkg2c14;1_bkgdr_hit_s00.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkgdr_hit.txt,100,1934709049,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0030_L_bkg2c14;1_bkgdr_hit_s00.csv
shuffle_0031_L_bkg2c14;1_bkgdr_hit_s01.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkgdr_hit.txt,100,975982877,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0031_L_bkg2c14;1_bkgdr_hit_s01.csv
shuffle_0032_L_bkg2c14;1_bkgdr_hit_s02.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkgdr_hit.txt,100,395720737,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0032_L_bkg2c14;1_bkgdr_hit_s02.csv
shuffle_0033_L_bkg2c14;1_bkgdr_hit_s03.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkgdr_hit.txt,100,2381923522,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0033_L_bkg2c14;1_bkgdr_hit_s03.csv
shuffle_0034_L_bkg2c14;1_bkgdr_hit_s04.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkgdr_hit.txt,100,3813457838,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0034_L_bkg2c14;1_bkgdr_hit_s04.csv
shuffle_0035_L_bkg2c14;1_bkgdr_phi_s00.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkgdr_phi.txt,100,274093026,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0035_L_bkg2c14;1_bkgdr_phi_s00.csv
shuffle_0036_L_bkg2c14;1_bkgdr_phi_s01.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkgdr_phi.txt,100,3686333037,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0036_L_bkg2c14;1_bkgdr_phi_s01.csv
shuffle_0037_L_bkg2c14;1_bkgdr_phi_s02.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkgdr_phi.txt,100,3554648815,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0037_L_bkg2c14;1_bkgdr_phi_s02.csv
shuffle_0038_L_bkg2c14;1_bkgdr_phi_s03.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkgdr_phi.txt,100,1188673835,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0038_L_bkg2c14;1_bkgdr_phi_s03.csv
shuffle_0039_L_bkg2c14;1_bkgdr_phi_s04.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkgdr_phi.txt,100,2712977935,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0039_L_bkg2c14;1_bkgdr_phi_s04.csv
shuffle_0040_L_bkg2c14;1_bkgdr_theta_s00.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkgdr_theta.txt,100,709653492,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0040_L_bkg2c14;1_bkgdr_theta_s00.csv
shuffle_0041_L_bkg2c14;1_bkgdr_theta_s01.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkgdr_theta.txt,100,3255962050,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0041_L_bkg2c14;1_bkgdr_theta_s01.csv
shuffle_0042_L_bkg2c14;1_bkgdr_theta_s02.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkgdr_theta.txt,100,3008723230,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0042_L_bkg2c14;1_bkgdr_theta_s02.csv
shuffle_0043_L_bkg2c14;1_bkgdr_theta_s03.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkgdr_theta.txt,100,1522677437,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0043_L_bkg2c14;1_bkgdr_theta_s03.csv
shuffle_0044_L_bkg2c14;1_bkgdr_theta_s04.csv,CLE_PILOT_I\neutrino\raw\L_bkg2c14;1_bkgdr_theta.txt,100,291714184,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0044_L_bkg2c14;1_bkgdr_theta_s04.csv
shuffle_0045_L_bkg2doubleC14_s00.csv,CLE_PILOT_I\neutrino\raw\L_bkg2doubleC14.txt,99757,4169116268,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0045_L_bkg2doubleC14_s00.csv
shuffle_0046_L_bkg2doubleC14_s01.csv,CLE_PILOT_I\neutrino\raw\L_bkg2doubleC14.txt,99757,1914213179,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0046_L_bkg2doubleC14_s01.csv
shuffle_0047_L_bkg2doubleC14_s02.csv,CLE_PILOT_I\neutrino\raw\L_bkg2doubleC14.txt,99757,3835926006,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0047_L_bkg2doubleC14_s02.csv
shuffle_0048_L_bkg2doubleC14_s03.csv,CLE_PILOT_I\neutrino\raw\L_bkg2doubleC14.txt,99757,2911639983,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0048_L_bkg2doubleC14_s03.csv
shuffle_0049_L_bkg2doubleC14_s04.csv,CLE_PILOT_I\neutrino\raw\L_bkg2doubleC14.txt,99757,3343131662,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0049_L_bkg2doubleC14_s04.csv
shuffle_0050_L_bkg2fiveC14_s00.csv,CLE_PILOT_I\neutrino\raw\L_bkg2fiveC14.txt,99577,3263743247,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0050_L_bkg2fiveC14_s00.csv
shuffle_0051_L_bkg2fiveC14_s01.csv,CLE_PILOT_I\neutrino\raw\L_bkg2fiveC14.txt,99577,835966883,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0051_L_bkg2fiveC14_s01.csv
shuffle_0052_L_bkg2fiveC14_s02.csv,CLE_PILOT_I\neutrino\raw\L_bkg2fiveC14.txt,99577,1562964502,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0052_L_bkg2fiveC14_s02.csv
shuffle_0053_L_bkg2fiveC14_s03.csv,CLE_PILOT_I\neutrino\raw\L_bkg2fiveC14.txt,99577,2004551446,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0053_L_bkg2fiveC14_s03.csv
shuffle_0054_L_bkg2fiveC14_s04.csv,CLE_PILOT_I\neutrino\raw\L_bkg2fiveC14.txt,99577,2137998392,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0054_L_bkg2fiveC14_s04.csv
shuffle_0055_L_bkg2fourC14_s00.csv,CLE_PILOT_I\neutrino\raw\L_bkg2fourC14.txt,99648,188135740,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0055_L_bkg2fourC14_s00.csv
shuffle_0056_L_bkg2fourC14_s01.csv,CLE_PILOT_I\neutrino\raw\L_bkg2fourC14.txt,99648,2347498143,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0056_L_bkg2fourC14_s01.csv
shuffle_0057_L_bkg2fourC14_s02.csv,CLE_PILOT_I\neutrino\raw\L_bkg2fourC14.txt,99648,662668321,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0057_L_bkg2fourC14_s02.csv
shuffle_0058_L_bkg2fourC14_s03.csv,CLE_PILOT_I\neutrino\raw\L_bkg2fourC14.txt,99648,3192775210,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0058_L_bkg2fourC14_s03.csv
shuffle_0059_L_bkg2fourC14_s04.csv,CLE_PILOT_I\neutrino\raw\L_bkg2fourC14.txt,99648,2933672914,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0059_L_bkg2fourC14_s04.csv
shuffle_0060_L_bkg2singleC14_s00.csv,CLE_PILOT_I\neutrino\raw\L_bkg2singleC14.txt,99841,3962226899,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0060_L_bkg2singleC14_s00.csv
shuffle_0061_L_bkg2singleC14_s01.csv,CLE_PILOT_I\neutrino\raw\L_bkg2singleC14.txt,99841,3198729101,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0061_L_bkg2singleC14_s01.csv
shuffle_0062_L_bkg2singleC14_s02.csv,CLE_PILOT_I\neutrino\raw\L_bkg2singleC14.txt,99841,1574718218,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0062_L_bkg2singleC14_s02.csv
shuffle_0063_L_bkg2singleC14_s03.csv,CLE_PILOT_I\neutrino\raw\L_bkg2singleC14.txt,99841,4155422658,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0063_L_bkg2singleC14_s03.csv
shuffle_0064_L_bkg2singleC14_s04.csv,CLE_PILOT_I\neutrino\raw\L_bkg2singleC14.txt,99841,1764588833,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0064_L_bkg2singleC14_s04.csv
shuffle_0065_L_bkg2tripleC14_s00.csv,CLE_PILOT_I\neutrino\raw\L_bkg2tripleC14.txt,99664,1399409256,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0065_L_bkg2tripleC14_s00.csv
shuffle_0066_L_bkg2tripleC14_s01.csv,CLE_PILOT_I\neutrino\raw\L_bkg2tripleC14.txt,99664,3889246497,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0066_L_bkg2tripleC14_s01.csv
shuffle_0067_L_bkg2tripleC14_s02.csv,CLE_PILOT_I\neutrino\raw\L_bkg2tripleC14.txt,99664,1591112320,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0067_L_bkg2tripleC14_s02.csv
shuffle_0068_L_bkg2tripleC14_s03.csv,CLE_PILOT_I\neutrino\raw\L_bkg2tripleC14.txt,99664,327891486,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0068_L_bkg2tripleC14_s03.csv
shuffle_0069_L_bkg2tripleC14_s04.csv,CLE_PILOT_I\neutrino\raw\L_bkg2tripleC14.txt,99664,2016726852,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0069_L_bkg2tripleC14_s04.csv
shuffle_0070_L_deepL_Graph;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;1.txt,18,3417419471,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0070_L_deepL_Graph;1_s00.csv
shuffle_0071_L_deepL_Graph;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;1.txt,18,813773289,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0071_L_deepL_Graph;1_s01.csv
shuffle_0072_L_deepL_Graph;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;1.txt,18,1988314613,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0072_L_deepL_Graph;1_s02.csv
shuffle_0073_L_deepL_Graph;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;1.txt,18,558008615,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0073_L_deepL_Graph;1_s03.csv
shuffle_0074_L_deepL_Graph;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;1.txt,18,2948401464,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0074_L_deepL_Graph;1_s04.csv
shuffle_0075_L_deepL_Graph;2_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;2.txt,18,2043137099,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0075_L_deepL_Graph;2_s00.csv
shuffle_0076_L_deepL_Graph;2_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;2.txt,18,1418182452,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0076_L_deepL_Graph;2_s01.csv
shuffle_0077_L_deepL_Graph;2_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;2.txt,18,974568232,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0077_L_deepL_Graph;2_s02.csv
shuffle_0078_L_deepL_Graph;2_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;2.txt,18,2424508582,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0078_L_deepL_Graph;2_s03.csv
shuffle_0079_L_deepL_Graph;2_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;2.txt,18,2876829200,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0079_L_deepL_Graph;2_s04.csv
shuffle_0080_L_deepL_Graph;3_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;3.txt,28,4038583929,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0080_L_deepL_Graph;3_s00.csv
shuffle_0081_L_deepL_Graph;3_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;3.txt,28,1877553193,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0081_L_deepL_Graph;3_s01.csv
shuffle_0082_L_deepL_Graph;3_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;3.txt,28,690150400,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0082_L_deepL_Graph;3_s02.csv
shuffle_0083_L_deepL_Graph;3_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;3.txt,28,3576325619,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0083_L_deepL_Graph;3_s03.csv
shuffle_0084_L_deepL_Graph;3_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;3.txt,28,2704817078,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0084_L_deepL_Graph;3_s04.csv
shuffle_0085_L_deepL_Graph;4_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;4.txt,26,3007615710,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0085_L_deepL_Graph;4_s00.csv
shuffle_0086_L_deepL_Graph;4_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;4.txt,26,417585214,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0086_L_deepL_Graph;4_s01.csv
shuffle_0087_L_deepL_Graph;4_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;4.txt,26,1341604508,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0087_L_deepL_Graph;4_s02.csv
shuffle_0088_L_deepL_Graph;4_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;4.txt,26,3297864500,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0088_L_deepL_Graph;4_s03.csv
shuffle_0089_L_deepL_Graph;4_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_Graph;4.txt,26,3574528627,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0089_L_deepL_Graph;4_s04.csv
shuffle_0090_L_deepL_h_SigSB_significance_0;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_0;1.txt,199,1869241353,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0090_L_deepL_h_SigSB_significance_0;1_s00.csv
shuffle_0091_L_deepL_h_SigSB_significance_0;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_0;1.txt,199,3456436595,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0091_L_deepL_h_SigSB_significance_0;1_s01.csv
shuffle_0092_L_deepL_h_SigSB_significance_0;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_0;1.txt,199,3615039049,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0092_L_deepL_h_SigSB_significance_0;1_s02.csv
shuffle_0093_L_deepL_h_SigSB_significance_0;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_0;1.txt,199,1664206964,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0093_L_deepL_h_SigSB_significance_0;1_s03.csv
shuffle_0094_L_deepL_h_SigSB_significance_0;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_0;1.txt,199,3857256981,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0094_L_deepL_h_SigSB_significance_0;1_s04.csv
shuffle_0095_L_deepL_h_SigSB_significance_1;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_1;1.txt,199,1238359775,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0095_L_deepL_h_SigSB_significance_1;1_s00.csv
shuffle_0096_L_deepL_h_SigSB_significance_1;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_1;1.txt,199,1028892848,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0096_L_deepL_h_SigSB_significance_1;1_s01.csv
shuffle_0097_L_deepL_h_SigSB_significance_1;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_1;1.txt,199,2931295868,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0097_L_deepL_h_SigSB_significance_1;1_s02.csv
shuffle_0098_L_deepL_h_SigSB_significance_1;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_1;1.txt,199,2734871216,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0098_L_deepL_h_SigSB_significance_1;1_s03.csv
shuffle_0099_L_deepL_h_SigSB_significance_1;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_1;1.txt,199,600232345,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0099_L_deepL_h_SigSB_significance_1;1_s04.csv
shuffle_0100_L_deepL_h_SigSB_significance_2;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_2;1.txt,199,3576577092,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0100_L_deepL_h_SigSB_significance_2;1_s00.csv
shuffle_0101_L_deepL_h_SigSB_significance_2;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_2;1.txt,199,858599190,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0101_L_deepL_h_SigSB_significance_2;1_s01.csv
shuffle_0102_L_deepL_h_SigSB_significance_2;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_2;1.txt,199,3457015366,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0102_L_deepL_h_SigSB_significance_2;1_s02.csv
shuffle_0103_L_deepL_h_SigSB_significance_2;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_2;1.txt,199,31620706,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0103_L_deepL_h_SigSB_significance_2;1_s03.csv
shuffle_0104_L_deepL_h_SigSB_significance_2;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_2;1.txt,199,3422412848,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0104_L_deepL_h_SigSB_significance_2;1_s04.csv
shuffle_0105_L_deepL_h_SigSB_significance_3;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_3;1.txt,199,3379814464,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0105_L_deepL_h_SigSB_significance_3;1_s00.csv
shuffle_0106_L_deepL_h_SigSB_significance_3;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_3;1.txt,199,3351639226,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0106_L_deepL_h_SigSB_significance_3;1_s01.csv
shuffle_0107_L_deepL_h_SigSB_significance_3;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_3;1.txt,199,2855512684,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0107_L_deepL_h_SigSB_significance_3;1_s02.csv
shuffle_0108_L_deepL_h_SigSB_significance_3;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_3;1.txt,199,2025365462,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0108_L_deepL_h_SigSB_significance_3;1_s03.csv
shuffle_0109_L_deepL_h_SigSB_significance_3;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_h_SigSB_significance_3;1.txt,199,3028662238,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0109_L_deepL_h_SigSB_significance_3;1_s04.csv
shuffle_0110_L_deepL_hBkgeff;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hBkgeff;1.txt,193,1190228316,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0110_L_deepL_hBkgeff;1_s00.csv
