case_id,value
INT01,10.580657778572933
INT01,10.632773779711947
INT01,10.750556815368331
INT01,10.802672816507343
INT01,10.868339851024714
INT01,10.920455852163727
INT01,10.986122886681098
INT01,11.038238887820111
INT01,11.090354888959125
INT01,11.156021923476494
INT01,11.208137924615508
INT01,11.273804959132878
INT01,11.325920960271892
INT01,11.443703995928274
INT01,11.495819997067288
INT01,11.56148703158466
INT01,11.613603032723672
INT01,11.679270067241044
INT01,11.731386068380058
INT01,11.78350206951907
INT01,11.84916910403644
INT01,11.901285105175454
INT01,11.966952139692824
INT01,12.019068140831838
INT01,12.084735175349207
INT01,12.136851176488221
INT01,12.188967177627234
INT01,12.254634212144605
INT01,12.306750213283618
INT01,12.372417247800989
INT01,12.424533248940001
INT01,12.476649250079015
INT01,12.542316284596385
INT01,12.594432285735399
INT01,12.660099320252769
INT01,12.712215321391781
INT01,12.777882355909153
INT01,12.829998357048165
INT01,12.882114358187179
INT01,12.947781392704549
INT01,12.999897393843563
INT01,13.065564428360934
INT02,0
INT02,0.69314718055994529
INT02,1.3862943611198906
INT02,1.6094379124341003
INT02,2.0794415416798357
INT02,2.3025850929940455
INT02,2.7725887222397811
INT02,2.9957322735539909
INT02,3.2188758248682006
INT02,3.4657359027997265
INT02,3.6888794541139358
INT02,3.912023005428146
INT02,4.1588830833596715
INT02,4.3820266346738812
INT02,4.6051701859880909
INT02,4.8283137373023006
INT02,4.8520302639196169
INT02,5.0751738152338266
INT02,5.2983173665480363
INT02,5.521460917862246
INT02,5.5451774444795623
INT02,5.768320995793772
INT02,5.9914645471079817
INT02,6.2146080984221914
INT02,6.2383246250395077
INT02,6.4377516497364011
INT02,6.4614681763537174
INT02,6.6846117276679271
INT02,6.9077552789821368
INT02,6.9314718055994531
INT02,7.1308988302963465
INT02,7.1546153569136628
INT02,7.3777589082278716
INT02,7.6009024595420822
INT02,7.6246189861593985
INT02,7.8240460108562919
INT02,7.8477625374736082
INT02,8.0471895621705016
INT02,8.070906088787817
INT02,8.2940496401020276
INT02,8.317766166719343
INT02,8.5171931914162364
INT02,8.5409097180335536
INT02,8.740336742730447
INT02,8.7640532693477624
INT02,8.9871968206619712
INT02,9.0109133472792884
INT02,9.2103403719761818
INT02,9.234056898593499
INT02,9.4334839232903924
INT02,9.4572004499077078
INT02,9.6566274746046012
INT02,9.6803440012219184
INT02,9.7040605278392338
INT02,9.9034875525361272
INT02,9.9272040791534426
INT02,10.126631103850338
INT02,10.150347630467653
INT02,10.349774655164547
INT02,10.373491181781862
INT02,10.397207708399179
INT02,10.596634733096073
INT02,10.620351259713388
INT02,10.819778284410283
INT02,10.843494811027599
INT02,11.042921835724492
INT02,11.066638362341809
INT02,11.090354888959125
INT02,11.266065387038703
INT02,11.289781913656018
INT02,11.313498440273333
INT02,11.512925464970229
INT02,11.536641991587544
INT02,11.736069016284437
INT02,11.759785542901753
INT02,11.78350206951907
INT02,11.959212567598648
INT02,11.982929094215963
INT02,12.006645620833279
INT02,12.206072645530174
INT02,12.229789172147489
INT02,12.429216196844383
INT02,12.4529327234617
INT02,12.476649250079015
INT02,12.652359748158593
INT02,12.676076274775909
INT02,12.699792801393224
INT02,12.875503299472802
INT02,12.899219826090118
INT02,12.922936352707435
INT02,13.122363377404328
INT02,13.146079904021644
INT02,13.169796430638961
INT02,13.345506928718539
INT02,13.369223455335854
INT02,13.39293998195317
INT02,13.568650480032748
INT02,13.592367006650065
INT02,13.61608353326738
INT02,13.815510557964274
INT02,13.839227084581589
INT02,13.862943611198906
INT02,14.038654109278484
INT02,14.0623706358958
INT02,14.086087162513115
INT02,14.261797660592693
INT02,14.285514187210008
INT02,14.309230713827326
INT02,14.484941211906902
INT02,14.508657738524217
INT02,14.532374265141534
INT02,14.556090791758852
INT02,14.73180128983843
INT02,14.755517816455743
INT02,14.77923434307306
INT02,14.954944841152638
INT02,14.978661367769956
INT02,15.002377894387271
INT02,15.178088392466847
INT02,15.201804919084164
INT02,15.22552144570148
INT02,15.249237972318797
INT02,15.424948470398373
INT02,15.44866499701569
INT02,15.472381523633006
INT02,15.648092021712584
INT02,15.671808548329899
INT02,15.695525074947216
INT03,0
INT03,1.0986122886681098
INT03,1.6094379124341003
INT03,2.1972245773362196
INT03,2.7080502011022101
INT03,3.2188758248682006
INT03,3.2958368660043291
INT03,3.8066624897703196
INT03,4.3174881135363101
INT03,4.3944491546724391
INT03,4.8283137373023006
INT03,4.9052747784384296
INT03,5.4161004022044201
INT03,5.4930614433405491
INT03,5.9269260259704106
INT03,6.0038870671065396
INT03,6.4377516497364011
INT03,6.5147126908725301
INT03,6.5916737320086582
INT03,7.0255383146385206
INT03,7.1024993557746496
INT03,7.5363639384045111
INT03,7.6133249795406392
INT03,7.6902860206767683
INT03,8.0471895621705016
INT03,8.1241506033066297
INT03,8.2011116444427579
INT03,8.6349762270726202
INT03,8.7119372682087501
INT03,8.7888983093448783
INT03,9.1458018508386107
INT03,9.2227628919747389
INT03,9.2997239331108688
INT03,9.6566274746046012
INT03,9.7335885157407311
INT03,9.8105495568768593
INT03,9.8875105980129874
INT03,10.244414139506722
INT03,10.32137518064285
INT03,10.398336221778978
INT03,10.75523976327271
INT03,10.83220080440884
INT03,10.909161845544968
INT03,10.986122886681098
INT03,11.266065387038703
INT03,11.343026428174831
INT03,11.419987469310959
INT03,11.496948510447087
INT03,11.853852051940821
INT03,11.930813093076949
INT03,12.007774134213079
INT03,12.084735175349207
INT03,12.364677675706812
INT03,12.441638716842942
INT03,12.518599757979068
INT03,12.595560799115198
INT03,12.875503299472802
INT03,12.95246434060893
INT03,13.02942538174506
INT03,13.106386422881188
INT03,13.183347464017316
INT03,13.463289964374923
INT03,13.540251005511051
INT03,13.617212046647179
INT03,13.694173087783307
INT03,13.974115588140911
INT03,14.051076629277041
INT03,14.128037670413169
INT03,14.204998711549299
INT03,14.281959752685427
INT03,14.484941211906902
INT03,14.561902253043032
INT03,14.63886329417916
INT03,14.715824335315288
INT03,14.792785376451416
INT03,15.072727876809022
INT03,15.14968891794515
INT03,15.226649959081278
INT03,15.303611000217408
INT03,15.380572041353537
INT03,15.583553500575011
INT03,15.660514541711141
INT03,15.737475582847271
INT03,15.814436623983399
INT03,15.891397665119527
INT03,16.094379124341003
INT03,16.171340165477133
INT03,16.248301206613259
INT03,16.325262247749389
INT03,16.402223288885516
INT03,16.479184330021646
INT03,16.682165789243122
INT03,16.759126830379252
INT03,16.836087871515382
INT03,16.913048912651508
INT03,16.990009953787638
INT03,17.192991413009114
INT03,17.26995245414524
INT03,17.34691349528137
INT03,17.4238745364175
INT03,17.500835577553627
INT03,17.577796618689757
INT03,17.703817036775103
INT03,17.780778077911229
INT03,17.857739119047359
INT03,17.934700160183489
INT03,18.011661201319619
INT03,18.088622242455745
INT03,18.291603701677221
INT03,18.368564742813351
INT03,18.445525783949478
INT03,18.522486825085608
INT03,18.599447866221738
INT03,18.676408907357867
INT03,18.802429325443214
INT03,18.87939036657934
INT03,18.95635140771547
INT03,19.0333124488516
INT03,19.110273489987726
INT03,19.187234531123856
INT03,19.313254949209202
INT03,19.390215990345332
INT03,19.467177031481462
INT03,19.544138072617589
INT03,19.621099113753719
INT03,19.698060154889845
INT03,19.775021196025975
INT03,19.901041614111321
INT04,0
INT04,0.69314718055994529
INT04,1.0986122886681098
INT04,1.3862943611198906
INT04,1.6094379124341003
INT04,1.791759469228055
INT04,2.0794415416798357
INT04,2.1972245773362196
INT04,2.3025850929940455
INT04,2.4849066497880004
INT04,2.7080502011022101
INT04,2.7725887222397811
INT04,2.890371757896165
INT04,2.9957322735539909
INT04,3.1780538303479453
INT04,3.2188758248682006
INT04,3.2958368660043291
INT04,3.4011973816621555
INT04,3.4657359027997265
INT04,3.5835189384561099
INT04,3.6888794541139358
INT04,3.8066624897703196
INT04,3.8712010109078907
INT04,3.912023005428146
INT04,3.9889840465642745
INT04,4.0943445622221004
INT04,4.1588830833596715
INT04,4.2766661190160553
INT04,4.3174881135363101
INT04,4.3820266346738812
INT04,4.3944491546724391
INT04,4.499809670330265
INT04,4.5643481914678361
INT04,4.6051701859880909
INT04,4.6821312271242199
INT04,4.7874917427820458
INT04,4.8283137373023006
INT04,4.8520302639196169
INT04,4.9052747784384296
INT04,4.9698132995760007
INT04,5.0106352940962555
INT04,5.0751738152338266
INT04,5.0875963352323845
INT04,5.1929568508902104
INT04,5.2574953720277815
INT04,5.2983173665480363
INT04,5.3752784076841653
INT04,5.4161004022044201
INT04,5.4806389233419912
INT04,5.4930614433405491
INT04,5.521460917862246
INT04,5.5451774444795623
INT04,5.598421958998375
INT04,5.6629604801359461
INT04,5.7037824746562009
INT04,5.768320995793772
INT04,5.7807435157923299
INT04,5.8861040314501558
INT04,5.9269260259704106
INT04,5.9506425525877269
INT04,5.9914645471079817
INT04,6.0038870671065396
INT04,6.0684255882441107
INT04,6.1092475827643655
INT04,6.1737861039019366
INT04,6.1862086239004945
INT04,6.2146080984221914
INT04,6.2383246250395077
INT04,6.2915691395583195
INT04,6.3561076606958906
INT04,6.3969296552161463
INT04,6.4377516497364011
INT04,6.4614681763537174
INT04,6.4738906963522744
INT04,6.5147126908725301
INT04,6.5792512120101012
INT04,6.5916737320086582
INT04,6.620073206530356
INT04,6.6437897331476723
INT04,6.6846117276679271
INT04,6.697034247666485
INT04,6.7615727688040561
INT04,6.8023947633243109
INT04,6.8669332844618811
INT04,6.8793558044604399
INT04,6.9077552789821368
INT04,6.9314718055994531
INT04,6.9847163201182649
INT04,7.0255383146385206
INT04,7.049254841255836
INT04,7.0900768357760917
INT04,7.1024993557746496
INT04,7.1308988302963465
INT04,7.1546153569136628
INT04,7.1670378769122198
INT04,7.2078598714324746
INT04,7.2723983925700466
INT04,7.2848209125686036
INT04,7.3132203870903005
INT04,7.3369369137076177
INT04,7.3777589082278716
INT04,7.3901814282264304
INT04,7.4547199493640006
INT04,7.4955419438842554
INT04,7.5363639384045111
INT04,7.5600804650218265
INT04,7.5725029850203853
INT04,7.6009024595420822
INT04,7.6133249795406392
INT04,7.6246189861593985
INT04,7.6778635006782103
INT04,7.6902860206767683
INT04,7.7186854951984651
INT04,7.7424020218157814
INT04,7.7832240163360371
INT04,7.795646536334595
INT04,7.8240460108562919
INT04,7.8477625374736082
INT04,7.8601850574721652
INT04,7.90100705199242
INT04,7.9655455731299911
INT04,7.977968093128549
INT04,8.0063675676502459
INT04,8.0300840942675631
INT04,8.0471895621705016
INT04,8.070906088787817
INT04,8.0833286087863758
INT04,8.1241506033066297
INT05,0
INT05,0.69314718055994529
INT05,1.0986122886681098
INT05,1.3862943611198906
INT05,1.791759469228055
INT05,1.9459101490553132
INT05,2.0794415416798357
INT05,2.1972245773362196
INT05,2.4849066497880004
INT05,2.6390573296152584
INT05,2.7725887222397811
INT05,2.890371757896165
INT05,3.044522437723423
INT05,3.1780538303479453
INT05,3.2958368660043291
INT05,3.3322045101752038
INT05,3.4657359027997265
INT05,3.5835189384561099
INT05,3.7376696182833684
INT05,3.8712010109078907
INT05,3.8918202981106265
INT05,3.9889840465642745
INT05,4.0253516907351488
INT05,4.1431347263915326
INT05,4.1588830833596715
INT05,4.2766661190160553
INT05,4.3944491546724391
INT05,4.4308167988433134
INT05,4.5643481914678361
INT05,4.5849674786705714
INT05,4.6821312271242199
INT05,4.7184988712950942
INT05,4.836281906951478
INT05,4.8520302639196169
INT05,4.9698132995760007
INT05,4.990432586778736
INT05,5.0875963352323845
INT05,5.1239639794032588
INT05,5.2417470150596426
INT05,5.2574953720277815
INT05,5.2781146592305168
INT05,5.3752784076841653
INT05,5.4116460518550396
INT05,5.4930614433405491
INT05,5.5294290875114234
INT05,5.5451774444795623
INT05,5.6629604801359461
INT05,5.6835797673386814
INT05,5.7807435157923299
INT05,5.8171111599632042
INT05,5.8377304471659395
INT05,5.934894195619588
INT05,5.9506425525877269
INT05,5.9712618397904622
INT05,6.0684255882441107
INT05,6.089044875446846
INT05,6.1047932324149849
INT05,6.1862086239004945
INT05,6.2225762680713688
INT05,6.2383246250395077
INT05,6.3403593037277526
INT05,6.3561076606958906
INT05,6.3767269478986268
INT05,6.4738906963522744
INT05,6.5102583405231496
INT05,6.5308776277258849
INT05,6.5916737320086582
INT05,6.6280413761795334
INT05,6.6437897331476723
INT05,6.6644090203504076
INT05,6.7615727688040561
INT05,6.7821920560067914
INT05,6.7979404129749303
INT05,6.8793558044604399
INT05,6.9157234486313142
INT05,6.9314718055994531
INT05,6.9363427358340495
INT05,7.033506484287698
INT05,7.049254841255836
INT05,7.0698741284585722
INT05,7.1670378769122198
INT05,7.187657164114956
INT05,7.203405521083095
INT05,7.2240248082858303
INT05,7.2848209125686036
INT05,7.3211885567394779
INT05,7.3369369137076177
INT05,7.357556200910353
INT05,7.4389715923958626
INT05,7.4547199493640006
INT05,7.4753392365667368
INT05,7.4910875935348757
INT05,7.5725029850203853
INT05,7.6088706291912596
INT05,7.6246189861593985
INT05,7.6294899163939949
INT05,7.6902860206767683
INT05,7.7266536648476425
INT05,7.7424020218157814
INT05,7.7630213090185176
INT05,7.7836405962212529
INT05,7.8601850574721652
INT05,7.8808043446749005
INT05,7.8965527016430404
INT05,7.9171719888457748
INT05,7.977968093128549
INT05,8.0143357372994242
INT05,8.0300840942675631
INT05,8.0349550245021586
INT05,8.0507033814702975
INT05,8.132118772955808
INT05,8.1478671299239451
INT05,8.1684864171266813
INT05,8.1842347740948203
INT05,8.2656501655803307
INT05,8.2862694527830651
INT05,8.3020178097512041
INT05,8.317766166719343
INT05,8.3226370969539403
INT05,8.3834332012367128
INT05,8.4198008454075879
INT05,8.4355492023757268
INT05,8.456168489578463
INT05,8.4767877767811974
INT05,8.5375838810639717
INT05,8.5533322380321106
INT05,8.5739515252348468
INT05,8.5896998822029857
INT06,0
INT06,0.69314718055994529
INT06,1.0986122886681098
INT06,1.3862943611198906
INT06,1.6094379124341003
INT06,1.791759469228055
INT06,1.9459101490553132
INT06,2.0794415416798357
INT06,2.1972245773362196
INT06,2.3025850929940455
INT06,2.4849066497880004
INT06,2.6390573296152584
INT06,2.7080502011022101
INT06,2.7725887222397811
INT06,2.890371757896165
INT06,2.9957322735539909
INT06,3.044522437723423
INT06,3.1780538303479453
INT06,3.2188758248682006
INT06,3.2958368660043291
INT06,3.3322045101752038
INT06,3.4011973816621555
INT06,3.4657359027997265
INT06,3.5553480614894135
INT06,3.5835189384561099
INT06,3.6888794541139358
INT06,3.7376696182833684
INT06,3.8066624897703196
INT06,3.8712010109078907
INT06,3.8918202981106265
INT06,3.912023005428146
INT06,3.9889840465642745
INT06,4.0253516907351488
INT06,4.0943445622221004
INT06,4.1431347263915326
INT06,4.1588830833596715
INT06,4.2484952420493585
INT06,4.2766661190160553
INT06,4.3174881135363101
INT06,4.3820266346738812
INT06,4.3944491546724391
INT06,4.4308167988433134
INT06,4.499809670330265
INT06,4.5643481914678361
INT06,4.5849674786705714
INT06,4.6051701859880909
INT06,4.6539603501575231
INT06,4.6821312271242199
INT06,4.7184988712950942
INT06,4.7874917427820458
INT06,4.8283137373023006
INT06,4.836281906951478
INT06,4.8520302639196169
INT06,4.9052747784384296
INT06,4.9416424226093039
INT06,4.9698132995760007
INT06,4.990432586778736
INT06,5.0106352940962555
INT06,5.0751738152338266
INT06,5.0875963352323845
INT06,5.1239639794032588
INT06,5.1647859739235136
INT06,5.1929568508902104
INT06,5.2417470150596426
INT06,5.2574953720277815
INT06,5.2781146592305168
INT06,5.2983173665480363
INT06,5.3471075307174685
INT06,5.3752784076841653
INT06,5.4116460518550396
INT06,5.4161004022044201
INT06,5.4806389233419912
INT06,5.4930614433405491
INT06,5.5012582105447265
INT06,5.521460917862246
INT06,5.5294290875114234
INT06,5.5451774444795623
INT06,5.598421958998375
INT06,5.6347896031692493
INT06,5.6629604801359461
INT06,5.6835797673386814
INT06,5.7037824746562009
INT06,5.7525726388256331
INT06,5.768320995793772
INT06,5.7807435157923299
INT06,5.8171111599632042
INT06,5.8377304471659395
INT06,5.857933154483459
INT06,5.8861040314501558
INT06,5.9269260259704106
INT06,5.934894195619588
INT06,5.9506425525877269
INT06,5.9712618397904622
INT06,5.9914645471079817
INT06,6.0038870671065396
INT06,6.0402547112774139
INT06,6.0684255882441107
INT06,6.089044875446846
INT06,6.1047932324149849
INT06,6.1092475827643655
INT06,6.1737861039019366
INT06,6.1862086239004945
INT06,6.1944053911046719
INT06,6.2146080984221914
INT06,6.2225762680713688
INT06,6.2383246250395077
INT06,6.2633982625916236
INT06,6.2915691395583195
INT06,6.3279367837291947
INT06,6.3403593037277526
INT06,6.3561076606958906
INT06,6.3767269478986268
INT06,6.3969296552161463
INT06,6.4377516497364011
INT06,6.4457198193855785
INT06,6.4614681763537174
INT06,6.4738906963522744
INT06,6.5102583405231496
INT06,6.5147126908725301
INT06,6.5308776277258849
INT06,6.5510803350434044
INT06,6.5792512120101012
INT06,6.5916737320086582
INT06,6.5998704992128365
INT06,6.620073206530356
INT06,6.6280413761795334
INT06,6.6437897331476723
INT06,6.6644090203504076
R1F01,0
R1F01,1
R1F01,2
R1F01,3
R1F01,4
R1F01,5
R1F01,6
R1F01,7
R1F01,8
R1F01,9
R1F01,10
R1F01,11
R1F01,12
R1F01,13
R1F01,14
R1F01,15
R1F01,16
R1F01,17
R1F01,18
R1F01,19
R1F01,20
R1F01,21
R1F01,22
R1F01,23
R1F01,24
R1F01,25
R1F01,26
R1F01,27
R1F01,28
R1F01,29
R1F01,30
R1F01,31
R1F01,32
R1F01,33
R1F01,34
R1F01,35
R1F01,36
R1F01,37
R1F01,38
R1F01,39
R1F01,40
R1F01,41
R1F01,42
R1F01,43
R1F01,44
R1F01,45
R1F01,46
R1F01,47
R1F01,48
R1F01,49
R1F01,50
R1F01,51
R1F01,52
R1F01,53
R1F01,54
R1F01,55
R1F01,56
R1F01,57
R1F01,58
R1F01,59
R1F01,60
R1F01,61
R1F01,62
R1F01,63
R1F01,64
R1F01,65
R1F01,66
R1F01,67
R1F01,68
R1F01,69
R1F01,70
R1F01,71
R1F01,72
R1F01,73
R1F01,74
R1F01,75
R1F01,76
R1F01,77
R1F01,78
R1F01,79
R1F01,80
R1F01,81
R1F01,82
R1F01,83
R1F01,84
R1F01,85
R1F01,86
R1F01,87
R1F01,88
R1F01,89
R1F01,90
R1F01,91
R1F01,92
R1F01,93
R1F01,94
R1F01,95
R1F01,96
R1F01,97
R1F01,98
R1F01,99
R1F01,100
R1F01,101
R1F01,102
R1F01,103
R1F01,104
R1F01,105
R1F01,106
R1F01,107
R1F01,108
R1F01,109
R1F01,110
R1F01,111
R1F01,112
R1F01,113
R1F01,114
R1F01,115
R1F01,116
R1F01,117
R1F01,118
R1F01,119
R1F01,120
R1F01,121
R1F01,122
R1F01,123
R1F01,124
R1F01,125
R1F01,126
R1F01,127
R1F02,0
R1F02,2
R1F02,4
R1F02,6
R1F02,8
R1F02,10
R1F02,12
R1F02,14
R1F02,16
R1F02,18
R1F02,20
R1F02,22
R1F02,24
R1F02,26
R1F02,28
R1F02,30
R1F02,32
R1F02,34
R1F02,36
R1F02,38
R1F02,40
R1F02,42
R1F02,44
R1F02,46
R1F02,48
R1F02,50
R1F02,52
R1F02,54
R1F02,56
R1F02,58
R1F02,60
R1F02,62
R1F02,64
R1F02,66
R1F02,68
R1F02,70
R1F02,72
R1F02,74
R1F02,76
R1F02,78
R1F02,80
R1F02,82
R1F02,84
R1F02,86
R1F02,88
R1F02,90
R1F02,92
R1F02,94
R1F02,96
R1F02,98
R1F02,100
R1F02,102
R1F02,104
R1F02,106
R1F02,108
R1F02,110
R1F02,112
R1F02,114
R1F02,116
R1F02,118
R1F02,120
R1F02,122
R1F02,124
R1F02,126
R1F02,128
R1F02,130
R1F02,132
R1F02,134
R1F02,136
R1F02,138
R1F02,140
R1F02,142
R1F02,144
R1F02,146
R1F02,148
R1F02,150
R1F02,152
R1F02,154
R1F02,156
R1F02,158
R1F02,160
R1F02,162
R1F02,164
R1F02,166
R1F02,168
R1F02,170
R1F02,172
R1F02,174
R1F02,176
R1F02,178
R1F02,180
R1F02,182
R1F02,184
R1F02,186
R1F02,188
R1F02,190
R1F02,192
R1F02,194
R1F02,196
R1F02,198
R1F02,200
R1F02,202
R1F02,204
R1F02,206
R1F02,208
R1F02,210
R1F02,212
R1F02,214
R1F02,216
R1F02,218
R1F02,220
R1F02,222
R1F02,224
R1F02,226
R1F02,228
R1F02,230
R1F02,232
R1F02,234
R1F02,236
R1F02,238
R1F02,240
R1F02,242
R1F02,244
R1F02,246
R1F02,248
R1F02,250
R1F02,252
R1F02,254
R1F03,0
R1F03,3
R1F03,6
R1F03,9
R1F03,12
R1F03,15
R1F03,18
R1F03,21
R1F03,24
R1F03,27
R1F03,30
R1F03,33
R1F03,36
R1F03,39
R1F03,42
R1F03,45
R1F03,48
R1F03,51
R1F03,54
R1F03,57
R1F03,60
R1F03,63
R1F03,66
R1F03,69
R1F03,72
R1F03,75
R1F03,78
R1F03,81
R1F03,84
R1F03,87
R1F03,90
R1F03,93
R1F03,96
R1F03,99
R1F03,102
R1F03,105
R1F03,108
R1F03,111
R1F03,114
R1F03,117
R1F03,120
R1F03,123
R1F03,126
R1F03,129
R1F03,132
R1F03,135
R1F03,138
R1F03,141
R1F03,144
R1F03,147
R1F03,150
R1F03,153
R1F03,156
R1F03,159
R1F03,162
R1F03,165
R1F03,168
R1F03,171
R1F03,174
R1F03,177
R1F03,180
R1F03,183
R1F03,186
R1F03,189
R1F03,192
R1F03,195
R1F03,198
R1F03,201
R1F03,204
R1F03,207
R1F03,210
R1F03,213
R1F03,216
R1F03,219
R1F03,222
R1F03,225
R1F03,228
R1F03,231
R1F03,234
R1F03,237
R1F03,240
R1F03,243
R1F03,246
R1F03,249
R1F03,252
R1F03,255
R1F03,258
R1F03,261
R1F03,264
R1F03,267
R1F03,270
R1F03,273
R1F03,276
R1F03,279
R1F03,282
R1F03,285
R1F03,288
R1F03,291
R1F03,294
R1F03,297
R1F03,300
R1F03,303
R1F03,306
R1F03,309
R1F03,312
R1F03,315
R1F03,318
R1F03,321
R1F03,324
R1F03,327
R1F03,330
R1F03,333
R1F03,336
R1F03,339
R1F03,342
R1F03,345
R1F03,348
R1F03,351
R1F03,354
R1F03,357
R1F03,360
R1F03,363
R1F03,366
R1F03,369
R1F03,372
R1F03,375
R1F03,378
R1F03,381
R1F04,0
R1F04,5
R1F04,10
R1F04,15
R1F04,20
R1F04,25
R1F04,30
R1F04,35
R1F04,40
R1F04,45
R1F04,50
R1F04,55
R1F04,60
R1F04,65
R1F04,70
R1F04,75
R1F04,80
R1F04,85
R1F04,90
R1F04,95
R1F04,100
R1F04,105
R1F04,110
R1F04,115
R1F04,120
R1F04,125
R1F04,130
R1F04,135
R1F04,140
R1F04,145
R1F04,150
R1F04,155
R1F04,160
R1F04,165
R1F04,170
R1F04,175
R1F04,180
R1F04,185
R1F04,190
R1F04,195
R1F04,200
R1F04,205
R1F04,210
R1F04,215
R1F04,220
R1F04,225
R1F04,230
R1F04,235
R1F04,240
R1F04,245
R1F04,250
R1F04,255
R1F04,260
R1F04,265
R1F04,270
R1F04,275
R1F04,280
R1F04,285
R1F04,290
R1F04,295
R1F04,300
R1F04,305
R1F04,310
R1F04,315
R1F04,320
R1F04,325
R1F04,330
R1F04,335
R1F04,340
R1F04,345
R1F04,350
R1F04,355
R1F04,360
R1F04,365
R1F04,370
R1F04,375
R1F04,380
R1F04,385
R1F04,390
R1F04,395
R1F04,400
R1F04,405
R1F04,410
R1F04,415
R1F04,420
R1F04,425
R1F04,430
R1F04,435
R1F04,440
R1F04,445
R1F04,450
R1F04,455
R1F04,460
R1F04,465
R1F04,470
R1F04,475
R1F04,480
R1F04,485
R1F04,490
R1F04,495
R1F04,500
R1F04,505
R1F04,510
R1F04,515
R1F04,520
R1F04,525
R1F04,530
R1F04,535
R1F04,540
R1F04,545
R1F04,550
R1F04,555
R1F04,560
R1F04,565
R1F04,570
R1F04,575
R1F04,580
R1F04,585
R1F04,590
R1F04,595
R1F04,600
R1F04,605
R1F04,610
R1F04,615
R1F04,620
R1F04,625
R1F04,630
R1F04,635
R1F05,0
R1F05,7
R1F05,14
R1F05,21
R1F05,28
R1F05,35
R1F05,42
R1F05,49
R1F05,56
R1F05,63
R1F05,70
R1F05,77
R1F05,84
R1F05,91
R1F05,98
R1F05,105
R1F05,112
R1F05,119
R1F05,126
R1F05,133
R1F05,140
R1F05,147
R1F05,154
R1F05,161
R1F05,168
R1F05,175
R1F05,182
R1F05,189
R1F05,196
R1F05,203
R1F05,210
R1F05,217
R1F05,224
R1F05,231
R1F05,238
R1F05,245
R1F05,252
R1F05,259
R1F05,266
R1F05,273
R1F05,280
R1F05,287
R1F05,294
R1F05,301
R1F05,308
R1F05,315
R1F05,322
R1F05,329
R1F05,336
R1F05,343
R1F05,350
R1F05,357
R1F05,364
R1F05,371
R1F05,378
R1F05,385
R1F05,392
R1F05,399
R1F05,406
R1F05,413
R1F05,420
R1F05,427
R1F05,434
R1F05,441
R1F05,448
R1F05,455
R1F05,462
R1F05,469
R1F05,476
R1F05,483
R1F05,490
R1F05,497
R1F05,504
R1F05,511
R1F05,518
R1F05,525
R1F05,532
R1F05,539
R1F05,546
R1F05,553
R1F05,560
R1F05,567
R1F05,574
R1F05,581
R1F05,588
R1F05,595
R1F05,602
R1F05,609
R1F05,616
R1F05,623
R1F05,630
R1F05,637
R1F05,644
R1F05,651
R1F05,658
R1F05,665
R1F05,672
R1F05,679
R1F05,686
R1F05,693
R1F05,700
R1F05,707
R1F05,714
R1F05,721
