struc_perc_id,source_ladder_id,object_id,object_name,spectrum_index,spectrum_id,spectrum_file,spectrum_date,phase_days,spectral_phase_role,line_id,line_name,element_group,rest_wavelength,n_points_window,continuum_level,line_flux_proxy,line_depth_proxy,equivalent_width_proxy,velocity_proxy_km_s,width_proxy_angstrom,signal_quality_proxy,delta_line_flux,delta_line_depth,delta_equivalent_width,delta_velocity,delta_width,delta_signal_quality,line_transition_flag,element_transition_flag,gap,gap_source,boundary_role,struc_perc_role,alpha_ready,unns_interpretation,raw_reference
C2_SN2012aw_spectral_state_00011,C2_SN2012aw,C2_SN2012aw,SN2012aw,3,2012aw_2011-03-25_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-25_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-25 00:00:00.00,,early_spectral_state,He_I_5876,He I 5876,He,5875.6,38,2.22016e-14,1.15888421053e-15,0.00399881980228,151.496854037,-4682.35864779,45.4828171245,0.00115660594286,1.65228157895e-15,-0.00424657210618,0.152697454,1309.94025655,5.0898637129,0.000664172285434,1,1,1.27701777961,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2011-03-25_00-00-00_Swift-UVOT_UV-grism_None.txt::He_I_5876
C2_SN2012aw_spectral_state_00012,C2_SN2012aw,C2_SN2012aw,SN2012aw,3,2012aw_2011-03-25_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-25_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-25 00:00:00.00,,early_spectral_state,Ni_Co_decay_proxy,Ni/Co decay proxy blend,NiCo,5890,59,2.44843e-14,-2.08442033898e-15,0.00639209405161,234.87966761,-11193.2972299,58.1795505271,0.00208037228304,-1.55525423729e-15,-0.00196794016542,-0.083286258,-4482.70931181,-10.4528849994,0.0015522346405,1,1,2.7813805231,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2011-03-25_00-00-00_Swift-UVOT_UV-grism_None.txt::Ni_Co_decay_proxy
C2_SN2012aw_spectral_state_00013,C2_SN2012aw,C2_SN2012aw,SN2012aw,4,2012aw_2011-03-28_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-28_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-28 00:00:00.00,,early_spectral_state,H_beta,H beta,H,4861.3,70,2.589655e-14,1.73182857143e-16,0.00619599510302,274.931371117,-7757.90001052,84.4652362775,0.000172904627204,-1.0839620704e-15,0.00331155524213,4.117352827,-7797.56916719,7.7483314282,-0.0010824567347,1,1,4.21611657365,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2011-03-28_00-00-00_Swift-UVOT_UV-grism_None.txt::H_beta
C2_SN2012aw_spectral_state_00014,C2_SN2012aw,C2_SN2012aw,SN2012aw,4,2012aw_2011-03-28_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-28_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-28 00:00:00.00,,early_spectral_state,Fe_II_5169,Fe II 5169,Fe,5169,89,2.28302e-14,2.09892921348e-15,0.00280144250727,350.796553535,-9996.92515453,100.146987752,0.00209090719364,5.9166348314e-16,0.00146925894529,-0.624854218,-127.26568434,-12.190720841,0.00058784302443,1,1,0.769264081252,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2011-03-28_00-00-00_Swift-UVOT_UV-grism_None.txt::Fe_II_5169
C2_SN2012aw_spectral_state_00015,C2_SN2012aw,C2_SN2012aw,SN2012aw,4,2012aw_2011-03-28_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-28_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-28 00:00:00.00,,early_spectral_state,He_I_5876,He I 5876,He,5875.6,38,2.04924e-14,-2.20785263158e-15,0.00816360807783,151.515707029,-6740.90889556,44.1573462025,0.00220215931527,-3.36673684211e-15,0.00416478827555,0.018852992,-2058.55024777,-1.325470922,0.00104555337241,1,1,1.68837388801,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2011-03-28_00-00-00_Swift-UVOT_UV-grism_None.txt::He_I_5876
C2_SN2012aw_spectral_state_00016,C2_SN2012aw,C2_SN2012aw,SN2012aw,4,2012aw_2011-03-28_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-28_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-28 00:00:00.00,,early_spectral_state,Ni_Co_decay_proxy,Ni/Co decay proxy blend,NiCo,5890,59,2.30746e-14,-4.172e-15,0.0106669640709,235.114194879,-7457.36769133,69.5575513031,0.00416253190756,-2.08757966102e-15,0.00427487001929,0.234527269,3735.92953857,11.378000776,0.00208215962452,1,1,2.71443700663,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2011-03-28_00-00-00_Swift-UVOT_UV-grism_None.txt::Ni_Co_decay_proxy
C2_SN2012aw_spectral_state_00017,C2_SN2012aw,C2_SN2012aw,SN2012aw,5,2012aw_2011-03-30_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-30_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-30 00:00:00.00,,early_spectral_state,H_beta,H beta,H,4861.3,69,2.372765e-14,9.9550942029e-16,0.00560739958523,270.681235968,2979.82697155,75.6533822131,0.000993581057309,8.22326563147e-16,-0.00058859551779,-4.250135149,10737.7269821,-8.8118540644,0.000820676430105,1,1,5.34656861845,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2011-03-30_00-00-00_Swift-UVOT_UV-grism_None.txt::H_beta
C2_SN2012aw_spectral_state_00018,C2_SN2012aw,C2_SN2012aw,SN2012aw,5,2012aw_2011-03-30_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-30_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-30 00:00:00.00,,early_spectral_state,Fe_II_5169,Fe II 5169,Fe,5169,90,2.142055e-14,1.35008888889e-15,0.00228901797599,354.614289638,8515.60407359,118.587500837,0.00134512880347,-7.4884032459e-16,-0.00051242453128,3.817736103,18512.5292281,18.440513085,-0.00074577839017,1,1,9.04712774054,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2011-03-30_00-00-00_Swift-UVOT_UV-grism_None.txt::Fe_II_5169
C2_SN2012aw_spectral_state_00019,C2_SN2012aw,C2_SN2012aw,SN2012aw,5,2012aw_2011-03-30_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-30_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-30 00:00:00.00,,early_spectral_state,He_I_5876,He I 5876,He,5875.6,38,1.956405e-14,-9.41555263158e-16,0.00423313277866,151.088992746,-556.097730867,42.4669985602,0.000940028599819,1.26629736842e-15,-0.00393047529917,-0.426714283,6184.81116469,-1.6903476423,-0.00126213071545,1,1,3.24377391043,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2011-03-30_00-00-00_Swift-UVOT_UV-grism_None.txt::He_I_5876
C2_SN2012aw_spectral_state_00020,C2_SN2012aw,C2_SN2012aw,SN2012aw,5,2012aw_2011-03-30_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-30_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-30 00:00:00.00,,early_spectral_state,Ni_Co_decay_proxy,Ni/Co decay proxy blend,NiCo,5890,59,2.18185e-14,-2.80502033898e-15,0.00643010475931,234.503739764,-1287.67728738,72.5038598439,0.00280004675291,1.36697966102e-15,-0.00423685931159,-0.610455115,6169.69040395,2.9463085408,-0.00136248515465,1,1,3.3245829844,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2011-03-30_00-00-00_Swift-UVOT_UV-grism_None.txt::Ni_Co_decay_proxy
C2_SN2012aw_spectral_state_00021,C2_SN2012aw,C2_SN2012aw,SN2012aw,6,2012aw_2011-04-11_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-04-11_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-04-11 00:00:00.00,,early_spectral_state,H_beta,H beta,H,4861.3,72,1.711895e-14,-6.15343055556e-16,0.00530208389097,276.952102187,-6600.90485366,83.5812985577,0.000614081853301,-1.61085247585e-15,-0.00030531569426,6.270866219,-9580.73182521,7.9279163446,-0.000379499204008,1,1,4.92758172534,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2011-04-11_00-00-00_Swift-UVOT_UV-grism_None.txt::H_beta
C2_SN2012aw_spectral_state_00022,C2_SN2012aw,C2_SN2012aw,SN2012aw,6,2012aw_2011-04-11_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-04-11_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-04-11 00:00:00.00,,early_spectral_state,Fe_II_5169,Fe II 5169,Fe,5169,92,1.54282e-14,1.25901304348e-15,0.00217455059846,353.808479839,6043.75739552,105.288811304,0.00125646098222,-9.107584541e-17,-0.00011446737753,-0.805809799,-2471.84667807,-13.298689533,-8.866782125e-05,1,1,1.66926944666,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2011-04-11_00-00-00_Swift-UVOT_UV-grism_None.txt::Fe_II_5169
C2_SN2012aw_spectral_state_00023,C2_SN2012aw,C2_SN2012aw,SN2012aw,6,2012aw_2011-04-11_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-04-11_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-04-11 00:00:00.00,,early_spectral_state,He_I_5876,He I 5876,He,5875.6,41,1.41359e-14,-1.88421219512e-15,0.0037580762105,157.56321515,-4373.95779485,46.240150711,0.00188190052692,-9.42656931962e-16,-0.00047505656816,6.474222404,-3817.86006398,3.7731521508,0.000941871927101,1,1,2.24241690872,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2011-04-11_00-00-00_Swift-UVOT_UV-grism_None.txt::He_I_5876
C2_SN2012aw_spectral_state_00024,C2_SN2012aw,C2_SN2012aw,SN2012aw,6,2012aw_2011-04-11_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-04-11_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-04-11 00:00:00.00,,early_spectral_state,Ni_Co_decay_proxy,Ni/Co decay proxy blend,NiCo,5890,63,1.59438e-14,-3.51448888889e-15,0.00553091617863,242.071752189,-5096.20336411,69.8470355591,0.0035079869008,-7.0946854991e-16,-0.00089918858068,7.568012425,-3808.52607673,-2.6568242848,0.00070794014789,1,1,2.20665118182,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2011-04-11_00-00-00_Swift-UVOT_UV-grism_None.txt::Ni_Co_decay_proxy
C2_SN2012aw_spectral_state_00025,C2_SN2012aw,C2_SN2012aw,SN2012aw,7,2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None,2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None.dat,2012-03-17 00:00:00.00,,early_spectral_state,H_beta,H beta,H,4861.3,123,1.5373795e-14,-1.12416788618e-16,0.00255020861554,275.861447343,6926.34298746,98.0153856703,0.000112000258344,5.02926266938e-16,-0.00275187527543,-1.090654844,13527.2478411,14.4340871126,-0.000502081594957,1,1,6.72174996835,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None.dat::H_beta
C2_SN2012aw_spectral_state_00026,C2_SN2012aw,C2_SN2012aw,SN2012aw,7,2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None,2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None.dat,2012-03-17 00:00:00.00,,early_spectral_state,Fe_II_5169,Fe II 5169,Fe,5169,158,1.343004e-14,-1.59216689873e-15,0.00316214230239,355.875883294,10027.9831878,93.1074458624,0.00158758993888,-2.85117994221e-15,0.00098759170393,2.067403455,3984.22579228,-12.1813654416,0.00033112895666,1,1,2.7222981294,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None.dat::Fe_II_5169
C2_SN2012aw_spectral_state_00027,C2_SN2012aw,C2_SN2012aw,SN2012aw,7,2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None,2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None.dat,2012-03-17 00:00:00.00,,early_spectral_state,He_I_5876,He I 5876,He,5875.6,139,8.417324e-15,-6.36287482014e-17,0.00153425269794,316.362373291,6802.41786805,98.2609201919,6.35462413869e-05,1.82058344692e-15,-0.00222382351256,158.799158141,11176.3756629,52.0207694809,-0.00181835428553,1,1,12.0777695902,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None.dat::He_I_5876
C2_SN2012aw_spectral_state_00028,C2_SN2012aw,C2_SN2012aw,SN2012aw,7,2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None,2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None.dat,2012-03-17 00:00:00.00,,early_spectral_state,Ni_Co_decay_proxy,Ni/Co decay proxy blend,NiCo,5890,227,8.7602725e-15,-4.37877200441e-16,0.00209536453568,516.666975201,11422.199699,151.80966788,0.000437108235681,3.07661168845e-15,-0.00343555164295,274.595223012,16518.4030631,81.9626323209,-0.00307087866512,1,1,19.2962914691,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None.dat::Ni_Co_decay_proxy
C2_SN2012aw_spectral_state_00029,C2_SN2012aw,C2_SN2012aw,SN2012aw,7,2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None,2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None.dat,2012-03-17 00:00:00.00,,early_spectral_state,Si_II_6355,Si II 6355,Si,6355,139,7.045638e-15,1.45615453237e-16,0.000605517741193,318.107078219,4477.00293669,88.7726733835,0.000145510402175,0,0,0,0,0,0,1,1,0.216831144255,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None.dat::Si_II_6355
C2_SN2012aw_spectral_state_00030,C2_SN2012aw,C2_SN2012aw,SN2012aw,7,2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None,2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None.dat,2012-03-17 00:00:00.00,,early_spectral_state,H_alpha,H alpha,H,6562.8,155,6.542294e-15,3.29331941935e-16,0.000717107472088,355.605606274,-5157.17667912,97.8105457994,0.000329041341402,0,0,0,0,0,0,1,1,0.234464947985,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None.dat::H_alpha
C2_SN2012aw_spectral_state_00031,C2_SN2012aw,C2_SN2012aw,SN2012aw,7,2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None,2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None.dat,2012-03-17 00:00:00.00,,early_spectral_state,O_I_7774,O I 7774,O,7774,87,4.949028e-15,-1.05057564368e-15,0.0033067229356,202.356948983,-6381.2188766,64.1278268991,0.00105017116095,0,0,0,0,0,0,1,1,0.184314738447,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2012-03-17_00-00-00_Ekar_BC-Ekar_None.dat::O_I_7774
C2_SN2012aw_spectral_state_00032,C2_SN2012aw,C2_SN2012aw,SN2012aw,8,2012aw_2012-03-19_00-00-00_NOT_ALFOSC_None,2012aw_2012-03-19_00-00-00_NOT_ALFOSC_None.dat,2012-03-19 00:00:00.00,,early_spectral_state,H_beta,H beta,H,4861.3,93,1.9843815e-14,8.9388155914e-16,0.00165683703244,272.869478589,-7003.36280298,81.069349689,0.000890529802646,1.00629834776e-15,-0.0008933715831,-2.991968754,-13929.7057904,-16.9460359813,0.000778529544302,1,1,7.03387398947,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2012-03-19_00-00-00_NOT_ALFOSC_None.dat::H_beta
C2_SN2012aw_spectral_state_00033,C2_SN2012aw,C2_SN2012aw,SN2012aw,8,2012aw_2012-03-19_00-00-00_NOT_ALFOSC_None,2012aw_2012-03-19_00-00-00_NOT_ALFOSC_None.dat,2012-03-19 00:00:00.00,,early_spectral_state,Fe_II_5169,Fe II 5169,Fe,5169,121,1.6604675e-14,-6.81573512397e-16,0.00249715062544,356.716526838,10391.5090897,112.736980993,0.000678806022142,9.10593386333e-16,-0.00066499167695,0.840643544,363.5259019,19.6295351306,-0.000908783916738,1,1,1.17798601048,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2012-03-19_00-00-00_NOT_ALFOSC_None.dat::Fe_II_5169
C2_SN2012aw_spectral_state_00034,C2_SN2012aw,C2_SN2012aw,SN2012aw,8,2012aw_2012-03-19_00-00-00_NOT_ALFOSC_None,2012aw_2012-03-19_00-00-00_NOT_ALFOSC_None.dat,2012-03-19 00:00:00.00,,early_spectral_state,He_I_5876,He I 5876,He,5875.6,106,1.042057e-14,1.61358075472e-15,-0.000310118389613,313.686921005,-4048.49357371,78.6853673457,0.00161087750263,1.67720950292e-15,-0.00184437108755,-2.675452286,-10850.9114418,-19.5755528462,0.00154733126124,1,1,5.97063476656,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C2_SN2012aw/2012aw_2012-03-19_00-00-00_NOT_ALFOSC_None.dat::He_I_5876
